Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),EPS,NAV(Year End),Audited PE,Forward PE,PaidUp Capital,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,869.77,-,3.0,0.0,3.0,0.397,129524.0,48.7121,-100.0,3.05,2.968,2.9235,3.019,3.026,3.023,0.0031,0.0198,3.1714,2.9286,96.74,-1208657.8008,3.0133,3.0192,3.0314,1.2502,-,-,-,-,-,-,-,-,-,-,-,-,-2.24,7.54,-,-,2899233490.00,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,382.0,-,19.1,0.53,19.1,4.118,216359.0,51.2857,-80.7692,19.075,18.718,20.1345,19.1494,19.1358,18.9855,0.1503,0.1911,20.492,17.658,769.55,-440775.828,19.1378,19.1872,19.229,0.9409,-,-,-,-,-,-,-,-,-,-,-,-,-0.53,8.6,-,9.69,200000000.00,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1478.38,6.50,16.0,-0.62,15.9,1.245,77998.0,42.1352,-92.8571,16.335,16.53,18.093,16.1562,16.2103,16.3542,-0.1438,-0.0927,16.9447,15.7253,60.42,-276856.7496,16.0867,16.1808,16.2738,1.3399,6.29,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,2.46,37.01,6.50,15.58,929799120.00,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,789.43,-,12.2,-2.4,12.2,0.751,61441.0,39.6615,-96.1538,12.995,12.88,12.394,12.6513,12.7419,12.9004,-0.1585,-0.0341,13.7749,12.2151,36.02,-140302.8286,12.5578,12.6808,12.8462,1.5347,0.82,1.988,-,1.236,-,-,-,0.200,-,-,-,-,-0.12,21.73,-,-,647074420.00,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,741.18,-,3.1,0.0,3.1,3.287,1063594.0,43.6399,-80.0,3.26,3.148,3.058,3.1615,3.1823,3.2076,-0.0253,0.0084,3.4975,3.0225,398.89,-2519923.4419,3.14,3.1538,3.2038,1.2211,-,-,-,-,-,-,-,-,-,-,-,-,-1.37,8.69,-,-,2390903960.00,239090396
ABBANK,AB Bank PLC,Bank,Z,4120.2,-,4.6,0.0,4.6,2.009,434872.0,26.0667,-87.5,5.57,6.068,5.4775,5.0242,5.1571,5.5028,-0.3457,-0.2166,6.6344,4.5056,57.09,-1954216.9863,4.9022,5.05,5.311,1.79,-,-,-,-,-,1.575,1.647,-,-,-,-,-,-43.42,-36.24,-,-,8956947490.00,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,5996.48,-,0.0,0.0,1050.0,0.0,0.0,70.3099,0.0,1042.5,1014.5,0.0,1033.7162,1023.8835,985.9489,37.9347,34.193,1116.5585,968.4415,28.01,-80.8381,1050.0,1050.0,1048.5714,0.0354,0.10,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,57109360.00,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,1875.5,88.10,18.6,0.54,18.6,2.556,138346.0,61.2336,-26.3158,18.185,17.894,18.1595,18.3427,18.2958,18.1307,0.1651,0.1398,18.6019,17.7681,15.04,-10098.2367,18.3622,18.3308,18.2652,1.1802,5.38,2.961,-,1.970,-,-,-,-,-,-,-,-,0.21,33.63,88.10,198.21,1008333330.00,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,16767.1,-,192.5,1.38,190.9,11.15,58999.0,37.2724,-82.0961,201.96,206.726,193.9165,194.7074,196.3216,200.3662,-4.0446,-2.4031,216.8345,187.0855,26.22,-106626.9799,192.9889,195.0859,198.6467,1.1055,1.31,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,-7.4,91.64,-,-,878318430.00,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,6633.9,18.14,140.4,-1.4,140.4,2.893,20542.0,47.9975,-89.8305,142.055,141.856,137.559,141.7785,141.8325,141.4529,0.3797,0.6771,148.1547,135.9553,24.91,-32016.7443,141.4889,142.1756,142.2624,1.2345,1.78,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,7.85,75.51,18.14,12.93,472500000.00,47250000
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,16187.53,6.67,76.5,-0.13,76.5,15.524,202746.0,53.1828,-34.6154,75.83,77.122,76.3055,75.9721,75.9287,76.025,-0.0963,-0.2369,76.8396,74.8204,27.35,-229185.0075,75.9422,75.9231,75.8567,1.1864,4.58,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,11.48,126.37,6.67,6.11,2116017000.00,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3105.0,-,23.0,-2.13,23.0,72.702,3121675.0,49.2752,-80.0,24.84,20.732,17.0435,23.7737,23.8625,23.2276,0.6349,1.1287,27.8483,21.8317,1594.09,-4445736.038,23.5022,23.6936,24.339,1.4378,-,4.422,0.117,3.222,-,-,-,-,-,-,-,-,-1.14,16.41,-,-,1350000000.00,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1607.58,60.00,6.7,1.52,6.7,0.846,126705.0,48.0462,-60.0,6.75,6.86,7.2145,6.6493,6.6717,6.7449,-0.0731,-0.0583,7.0903,6.4097,31.34,-272021.5226,6.6178,6.6321,6.6748,1.3559,0.37,-,-,-,-,-,-,-,-,-,-,-,0.11,22.07,60.00,41.25,2399365800.00,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,3859.7,23.73,59.7,-1.32,59.7,20.319,338765.0,48.861,-59.5238,60.34,60.182,65.281,60.0975,60.0596,59.9539,0.1057,0.0723,62.4738,58.2062,175.0,-474868.3581,60.0822,60.0051,60.109,1.2514,1.68,1.943,-,1.935,0.122,0.152,0.091,0.354,0.049,0.077,-,-,2.55,32.82,23.73,24.40,646516660.00,64651666
