Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,1217.68,-,4.20,0.00,4.20,20.1460,"4,856,046",69.5521,-10.0000,3.6600,3.2940,2.9025,3.9528,3.8788,3.6337,0.2451,0.1979,4.3102,3.0098,324.0900,9087135.7517,4.0244,3.9718,3.8171,1.2830,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,4.20,0.00,630,20.1460,75.00%,28.78%,46.22%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,496.00,-,24.80,-2.75,24.80,21.6280,"859,776",59.1956,-45.4545,24.1450,22.0660,19.9880,24.2712,24.1748,23.6194,0.5555,0.6052,25.3906,22.8994,1032.9200,-463049.3635,24.2511,24.1603,24.1157,0.9685,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,25.50,-0.70,730,21.6280,98.00%,31.36%,66.63%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,10.54,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1961.88,8.70,21.10,-1.40,21.10,11.3960,"533,491",56.4515,-40.0000,21.0000,19.5680,17.9415,20.9841,20.9469,20.5864,0.3605,0.4485,21.7921,20.2079,108.8400,-270841.7969,21.0022,20.9615,20.9510,1.3696,0.0000,0.0000,0.0000,4.74,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,21.40,-0.30,479,11.3960,66.96%,22.33%,44.63%,33.04%,0.00%,0.00%,-,10.00,2.46,37.01,29 Oct 2024,31 Dec 2024,8.70,20.84,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1384.74,-,21.40,-0.47,21.40,2.8370,"133,072",80.5355,-11.5385,18.4100,16.2400,13.0770,19.8193,19.4172,18.1421,1.2751,0.9922,21.2680,15.5520,118.9500,343622.9929,20.1933,19.7372,18.9786,1.5233,0.0000,0.0000,0.0000,0.47,1.988,-,1.236,-,-,-,0.200,-,-,-,-,21.50,-0.10,252,2.8370,69.99%,33.68%,36.31%,30.01%,0.00%,0.00%,-,-,0.00,0.00,-,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,1028.09,-,4.30,0.00,4.30,24.2490,"5,694,467",66.7587,-11.1111,3.8400,3.4560,3.0395,4.0502,3.9905,3.7776,0.2130,0.1822,4.3401,3.3399,722.6500,534717.5113,4.0911,4.0603,3.9552,1.2306,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,4.30,0.00,676,24.2490,84.49%,13.20%,71.29%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,4388.90,-,4.90,-2.00,4.90,2.2850,"465,362",47.4502,-100.0000,4.9550,4.7720,5.0295,4.9892,4.9839,4.9426,0.0414,0.0494,5.1201,4.7899,21.0100,-721534.7095,5.0067,5.0038,4.9824,1.7410,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,5.00,-0.10,223,2.2850,80.48%,35.15%,44.79%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2420.00,114.29,24.00,0.00,24.00,2.6580,"110,281",55.2158,-44.4444,23.6700,23.4540,19.4235,23.8164,23.7663,23.5894,0.1769,0.1501,24.6038,22.7362,29.5900,-20056.9962,23.8400,23.7346,23.6724,1.1955,0.0000,0.0000,0.0000,4.17,2.961,-,1.970,-,-,-,-,-,-,-,-,24.00,0.00,204,2.6580,50.42%,11.67%,38.65%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,114.29,257.14,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,18031.88,-,205.30,1.63,205.30,23.0960,"112,541",59.5166,-45.5224,202.6300,196.4080,195.1990,202.2715,202.1431,200.8452,1.2979,1.6266,207.8130,197.4470,28.3300,-57226.7073,201.7844,201.9064,202.4724,1.1408,0.0000,0.0000,0.0000,1.22,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,202.00,3.30,817,23.0960,52.73%,34.59%,18.14%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,8415.23,22.79,178.10,-0.45,178.10,280.3970,"1,551,851",63.6856,-36.0390,169.1350,154.5280,140.3305,174.0637,172.8810,166.5320,6.3490,6.7394,191.8605,146.4095,285.8900,95437.3665,173.9667,174.5462,173.2114,1.2757,0.0000,0.0000,0.0000,1.40,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,178.90,-0.80,"3,400",280.3970,33.98%,24.23%,9.75%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,22.79,16.24,472500000.00,A-EQ,47250000
