Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,1130.70,-,3.90,-4.88,3.90,13.0720,"3,326,473",63.1062,-22.2222,3.5100,3.2260,2.8870,3.7923,3.7244,3.5107,0.2137,0.1652,4.1354,2.8846,297.8900,9798495.6301,3.8711,3.7987,3.6614,1.2821,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,4.10,-0.20,531,13.0720,75.00%,28.78%,46.22%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,472.00,-,23.60,1.29,23.60,9.7220,"407,812",53.0592,-79.3103,24.0600,21.6940,19.9450,23.7235,23.7450,23.3083,0.4367,0.6893,25.2179,22.9021,1123.3100,-925568.2756,23.6756,23.7167,23.9148,0.9627,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,23.30,0.30,388,9.7220,98.00%,31.36%,66.63%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,11.89,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1933.98,8.62,20.80,-1.89,20.80,6.6710,"317,697",54.7603,-70.9677,20.9700,19.2800,17.9370,20.9049,20.8738,20.4671,0.4066,0.5297,21.7489,20.1911,110.4000,-248323.2853,20.8978,20.8628,20.9310,1.3665,0.0000,0.0000,0.0000,4.81,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,21.20,-0.40,440,6.6710,66.96%,22.33%,44.63%,33.04%,0.00%,0.00%,-,10.00,2.46,37.01,29 Oct 2024,31 Dec 2024,8.62,20.65,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1281.21,-,19.80,1.02,19.80,11.2020,"562,069",75.2081,-11.7647,17.8800,15.7520,12.9715,18.6314,18.3602,17.3994,0.9608,0.8174,19.6707,16.0893,129.6900,169888.3526,18.8044,18.4897,18.1381,1.5224,0.0000,0.0000,0.0000,0.51,1.988,-,1.236,-,-,-,0.200,-,-,-,-,19.60,0.20,492,11.2020,69.99%,33.68%,36.31%,30.01%,0.00%,0.00%,-,-,0.00,0.00,-,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,908.54,-,3.80,-5.00,3.80,17.1460,"4,400,336",54.9048,-66.6667,3.6900,3.3940,3.0230,3.8870,3.8437,3.6659,0.1778,0.1664,4.2553,3.1247,727.9600,-2477533.3171,3.9511,3.9167,3.8224,1.2263,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,4.00,-0.20,374,17.1460,84.49%,13.20%,71.29%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,4568.04,-,5.10,0.00,5.10,4.6990,"918,325",60.7152,-25.0000,4.9400,4.7340,5.0330,5.0179,4.9989,4.9370,0.0619,0.0494,5.1165,4.7635,20.7200,-947841.1460,5.0333,5.0154,4.9771,1.7432,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,5.10,0.00,313,4.6990,80.48%,35.15%,44.79%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2480.50,112.38,24.60,4.24,24.60,9.1370,"371,370",62.8031,-22.2222,23.6300,23.1820,19.3485,23.5664,23.5597,23.4588,0.1009,0.1336,24.5032,22.7568,29.2600,15628.1462,23.4733,23.4705,23.5424,1.1927,0.0000,0.0000,0.0000,4.07,2.961,-,1.970,-,-,-,-,-,-,-,-,23.60,1.00,492,9.1370,50.42%,11.67%,38.65%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,112.38,252.86,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,17724.47,-,202.00,0.15,201.80,10.4950,"51,896",53.3835,-71.6418,202.4150,195.5560,194.8745,201.6913,201.7254,200.3813,1.3441,2.0517,207.5001,197.3299,29.7500,-102043.1022,201.3578,201.9769,202.4543,1.1405,0.0000,0.0000,0.0000,1.24,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,201.50,0.30,377,10.4950,52.73%,34.59%,18.14%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,7966.35,21.86,168.60,-1.75,168.60,41.1230,"241,993",55.9037,-56.9061,165.8200,152.3280,139.8065,171.4667,170.4043,163.9386,6.4658,7.1756,189.7345,141.9055,227.8200,39899.8006,173.0778,173.9321,170.4919,1.2791,0.0000,0.0000,0.0000,1.48,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,171.60,-3.00,"1,445",41.1230,33.98%,24.23%,9.75%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,21.86,15.58,472500000.00,A-EQ,47250000
