Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),EPS,NAV(Year End),Audited PE,Forward PE,PaidUp Capital,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,840.78,-,3.0,0.0,2.9,0.604,206644.0,45.0215,-100.0,3.0,3.026,2.886,2.9556,2.9682,2.9941,-0.0259,-0.0105,3.1589,2.8411,104.78,-1615975.7397,2.94,2.9603,2.9824,1.2362,-,-,-,-,-,-,-,-,-,-,-,-,-2.24,7.54,-,-,2899233490.00,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,372.0,-,18.6,0.0,18.6,3.155,169889.0,47.9144,-75.0,18.805,18.614,19.8615,18.5687,18.6155,18.7324,-0.1169,-0.0692,19.4839,18.1261,465.79,-269373.1652,18.4933,18.5205,18.6519,0.9358,-,-,-,-,-,-,-,-,-,-,-,-,-0.53,8.6,-,9.49,200000000.00,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1552.76,6.75,16.7,0.6,16.7,1.667,100218.0,59.0003,-10.0,16.165,16.394,17.9185,16.4109,16.36,16.3158,0.0442,-0.0468,16.6972,15.6328,35.95,-112498.5089,16.4689,16.3833,16.2538,1.3402,5.99,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,2.46,37.01,6.75,16.17,929799120.00,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,854.14,-,13.2,-0.75,13.2,0.742,56218.0,56.1413,-40.0,12.625,13.028,12.3735,12.9868,12.9114,12.828,0.0834,-0.0428,13.6131,11.6369,28.15,-139281.8515,13.1089,12.9692,12.7405,1.5344,0.76,1.988,-,1.236,-,-,-,0.200,-,-,-,-,-0.12,21.73,-,-,647074420.00,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,741.18,-,3.1,0.0,3.1,2.226,723690.0,45.0196,-83.3333,3.165,3.228,3.012,3.1322,3.1451,3.1771,-0.032,-0.0188,3.3829,2.9471,269.2,-865183.7504,3.1133,3.1397,3.1571,1.2048,-,-,-,-,-,-,-,-,-,-,-,-,-1.37,8.69,-,-,2390903960.00,239090396
ABBANK,AB Bank PLC,Bank,Z,3941.06,-,4.4,0.0,4.4,1.531,351585.0,31.2866,-42.8571,4.595,5.472,5.307,4.4031,4.469,4.8228,-0.3539,-0.3758,5.4787,3.7113,23.3,14162.4651,4.3333,4.3423,4.4229,1.7933,-,-,-,-,-,1.575,1.647,-,-,-,-,-,-43.42,-36.24,-,-,8956947490.00,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6167.81,-,0.0,0.0,1080.0,0.0,0.0,75.449,0.0,1053.5,1029.4,0.0,1049.2627,1040.0951,1002.0622,38.0329,35.798,1128.5872,978.4128,21.54,3142.633,1061.7778,1059.4872,1056.1905,0.0348,0.09,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,57109360.00,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2127.58,100.48,21.1,0.0,21.1,4.164,198323.0,76.6344,-17.1429,19.225,18.39,18.3615,20.3724,20.0928,19.3181,0.7747,0.5251,21.4988,16.9512,26.98,210576.4606,20.6667,20.35,19.7757,1.1642,4.74,2.961,-,1.970,-,-,-,-,-,-,-,-,0.21,33.63,100.48,226.07,1008333330.00,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,16292.81,-,185.5,0.16,185.5,7.08,38225.0,34.8472,-92.0,190.51,198.872,193.383,187.1631,188.1727,192.4847,-4.312,-4.1239,201.1559,179.8641,13.68,-52863.8536,186.1156,187.0564,188.4152,1.1067,1.35,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,-7.4,91.64,-,-,878318430.00,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,6563.03,17.78,138.8,-0.5,138.9,4.154,29909.0,46.0993,-76.9231,140.205,140.164,137.784,139.3745,139.5592,140.1142,-0.555,-0.4106,143.0457,137.3643,17.68,-17110.2389,139.1644,139.2449,139.6033,1.2394,1.80,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,7.85,75.51,17.78,12.68,472500000.00,47250000
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,16187.53,6.68,76.5,-0.26,76.5,8.86,115938.0,55.2376,-22.7273,75.855,76.1,76.2575,75.929,75.8937,75.9184,-0.0247,-0.1139,77.0057,74.7043,21.69,-29482.1836,75.8378,75.8167,75.8667,1.1896,4.58,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,11.48,126.37,6.68,6.12,2116017000.00,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3199.5,-,23.7,-1.25,23.7,69.071,2897545.0,50.8592,-66.6667,23.65,22.604,17.674,23.8342,23.8371,23.6058,0.2314,0.3466,24.8888,22.4112,871.44,-4313400.109,23.8156,23.8423,23.7795,1.4371,-,4.422,0.117,3.222,-,-,-,-,-,-,-,-,-1.14,16.41,-,-,1350000000.00,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1583.58,60.00,6.6,0.0,6.6,0.986,147758.0,47.4421,-66.6667,6.605,6.816,7.0685,6.6521,6.6491,6.6715,-0.0224,-0.0396,6.8839,6.3261,23.09,-242577.0985,6.6822,6.6577,6.6271,1.3432,0.38,-,-,-,-,-,-,-,-,-,-,-,0.11,22.07,60.00,41.25,2399365800.00,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,3995.47,24.20,61.8,0.16,61.8,32.87,534018.0,60.7666,-33.3333,59.815,59.416,64.293,60.3957,60.2217,59.9637,0.258,-0.0027,61.9467,57.6833,159.48,31942.3594,60.4289,60.1679,59.9733,1.2609,1.62,1.943,-,1.935,0.122,0.152,0.091,0.354,0.049,0.077,-,-,2.55,32.82,24.20,24.88,646516660.00,64651666
ADVENT,Advent Pharma Limited,Pharmaceuticals & Chemicals,Z,1303.86,19.58,14.0,-0.71,14.0,1.871,133304.0,55.0436,-25.0,13.645,13.796,14.1925,13.8594,13.8153,13.7674,0.0479,-0.0263,14.1936,13.0964,74.91,-123441.9941,13.92,13.8321,13.729,1.4567,0.36,1.507,0.005,1.157,-,0.200,0.134,0.352,0.035,0.044,-,-,0.72,16.43,19.58,32.05,931327320.00,93132732
AFCAGRO,AFC Agro Biotech Limited,Pharmaceuticals & Chemicals,Z,794.99,31.36,6.9,0.0,6.9,1.687,244354.0,50.3938,-62.5,6.855,6.99,6.5625,6.9127,6.9026,6.8909,0.0117,-0.0051,7.1825,6.5275,26.55,-185553.6109,6.9289,6.9064,6.8948,1.6645,0.72,5.609,-,4.057,-,0.066,0.036,0.232,0.010,0.012,-,-,0.22,18.19,31.36,30.44,1152162000.00,115216200
AFTABAUTO,Aftab Automobiles Limited,Engineering,Z,3229.68,-,30.6,2.0,30.6,18.678,614732.0,74.2606,-2.3256,27.99,28.228,32.8085,29.0134,28.7682,28.3694,0.3988,0.0479,30.0975,25.8825,53.28,297072.7018,29.2244,28.9474,28.3976,1.3188,3.27,1.931,2.289,1.802,-,-,-,0.254,-,-,-,-,-1.37,47.57,-,-,1055449950.00,105544995
AGNISYSL,Agni Systems PLC.,IT Sector,B,1973.53,33.09,27.2,1.49,27.2,51.132,1889147.0,66.5018,-28.5714,25.985,23.4,23.27,26.6083,26.4344,25.4724,0.9619,1.0327,27.8389,24.1311,855.84,-1518141.6073,26.6978,26.6782,26.4038,1.2209,0.92,3.518,-,3.484,0.174,0.181,0.082,0.383,0.039,0.048,-,-,0.81,16.95,33.09,24.51,725561920.00,72556192
AGRANINS,Agrani Insurance PLC.,Insurance,A,860.85,133.89,23.9,-0.83,23.9,1.737,72496.0,55.0566,-35.1351,23.41,22.254,23.754,23.9244,23.8139,23.325,0.4889,0.4763,25.2034,21.6166,130.82,-66628.3244,24.0867,24.0449,23.7295,1.4264,-,-,-,-,-,-,-,-,-,-,-,-,0.18,19.42,133.89,35.44,360186980.00,36018698
AIBL1STIMF,AIBL 1st Islamic Mutual Fund,Mutual Funds,A,390.0,80.00,3.9,-2.5,3.9,0.824,210601.0,44.3231,-100.0,4.0,3.992,3.93,3.9716,3.9819,3.9933,-0.0114,0.0061,4.2052,3.7948,133.22,-543971.9552,3.9578,3.9833,3.9967,0.7819,-,-,-,-,-,-,-,-,-,-,-,-,0.05,10.27,80.00,45.45,1000000000.00,100000000
AIBLPBOND,AIBL Mudaraba Perpetual Bond,Corporate Bond,A,395.0,-,0.0,0.0,3950.0,0.0,0.0,51.4554,0.0,3665.0,3529.92,3896.1475,3771.8499,3766.7414,3903.7313,-136.9899,-212.6744,4168.2593,3161.7407,1.03,-0.1381,3885.5556,3848.0769,3755.0,0.0533,0.03,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,1000000.00,100000
AIL,Alif Industries Limited,Textile,Z,1562.53,13.90,32.1,-2.13,32.1,8.01,246579.0,56.8777,-48.6486,31.46,30.158,40.2165,31.9464,31.7536,31.0613,0.6922,0.5946,34.1608,28.7592,177.34,-61117.5799,32.1289,31.8872,31.6986,1.1718,3.12,4.992,-,4.235,-,-,-,-,-,-,-,-,2.36,24.56,13.90,10.88,486768350.00,48676835
AL-HAJTEX,Al-Haj Textile Mills Limited,Textile,B,2158.5,9.37,96.8,2.54,96.8,25.726,267548.0,41.2847,-58.8235,97.625,109.4,132.341,95.7277,96.4435,100.8429,-4.3994,-4.8977,103.9897,91.2603,315.1,-218675.6804,94.9333,95.4346,96.3476,1.0646,0.52,1.616,-,1.134,-,-,-,-,-,-,-,-,10.07,18.52,9.37,9.37,222985490.00,22298549
ALARABANK,Al-Arafah Islami Bank PLC.,Bank,Z,16238.85,21.21,14.1,0.71,14.1,0.21,14962.0,50.0807,-28.5714,13.725,15.118,15.784,13.6929,13.7038,14.0674,-0.3636,-0.5108,14.8487,12.6013,2.08,-76578.283,13.6756,13.5974,13.5762,0.6137,-,-,-,-,-,0.425,0.038,-,0.001,0.030,0.001,-,0.74,21.16,21.21,25.00,11516917130.00,1151691713
ALIF,Alif Manufacturing Company Ltd,Textile,Z,1403.61,16.36,5.3,0.0,5.4,1.734,323599.0,58.1709,-40.0,5.29,5.094,4.7995,5.302,5.2823,5.1961,0.0862,0.0835,5.762,4.818,96.98,-105275.8394,5.3067,5.2833,5.2895,1.6599,1.85,15.328,-,13.723,-,-,-,-,-,-,-,-,0.33,15.15,16.36,25.31,2599270220.00,259927022
ALLTEX,Alltex Industries Limited,Textile,Z,979.44,-,17.7,1.74,17.5,12.568,719562.0,72.7245,-13.3333,16.4,14.934,13.613,16.9476,16.7961,16.1243,0.6719,0.6554,18.2376,14.5624,215.75,-23246.4746,17.0089,16.9436,16.779,1.4442,-,0.234,-,0.226,-,-,-,-,-,-,-,-,-0.18,24.77,-,430.00,559680000.00,55968000
AMANFEED,Aman Feed PLC,Miscellaneous,A,4125.57,144.09,31.5,-0.63,31.5,25.475,804644.0,67.9319,-25.0,29.535,26.26,24.766,31.2439,30.8722,29.2014,1.6708,1.6409,34.0667,25.0033,265.55,-928057.0907,31.7289,31.5667,30.6552,1.2804,3.65,2.425,-,1.527,0.016,0.066,0.003,0.108,0.003,0.008,-,-,0.22,28.03,144.09,40.99,1309704000.00,130970400
AMBEEPHA,Ambee Pharmaceuticals PLC.,Pharmaceuticals & Chemicals,A,1867.2,352.85,779.8,-0.23,778.0,0.387,498.0,55.5285,-59.6798,765.28,764.812,774.1795,774.8235,772.9489,767.8902,5.0587,3.3227,789.5123,741.0477,17.48,-2111.2065,777.7044,775.8987,770.5724,0.8129,0.13,0.828,0.006,0.526,-,0.035,0.023,0.475,0.007,0.164,-,-,2.21,13.47,352.85,258.78,24000000.00,2400000
AMCL(PRAN),Agricultural Marketing Co Ltd.,Food & Allied,A,1725.6,43.33,215.7,-0.64,215.7,1.773,8201.0,50.8074,-75.5906,215.665,212.59,217.097,216.2467,216.165,215.2595,0.9055,1.1522,225.0663,206.2637,73.13,-14958.454,215.8133,216.5218,216.3614,0.931,1.48,1.656,-,0.601,0.019,0.026,0.013,0.191,0.027,0.061,-,-,5.01,92.88,43.33,34.35,80000000.00,8000000
ANLIMAYARN,Anlima Yarn Dyeing Limited,Textile,Z,427.04,-,23.9,-2.05,23.9,4.261,177505.0,69.5349,-30.7692,21.23,20.182,20.1925,23.0785,22.6427,21.4485,1.1941,0.7989,24.9604,17.4996,236.68,41240.7471,23.56,23.0885,22.1238,1.0452,-,0.523,-,0.382,-,-,-,-,-,-,-,-,-2.99,5.63,-,-,178678000.00,17867800
ANWARGALV,Anwar Galvanizing Limited,Engineering,A,3024.75,-,100.2,1.21,100.2,61.38,608723.0,55.2871,-51.4706,99.095,96.738,87.53,98.7375,98.7328,98.3567,0.376,0.5426,102.0887,96.1013,548.54,-649114.0228,98.5022,98.6538,98.8124,1.5021,-,0.720,0.601,0.433,-,-,-,-,-,-,-,-,-12.32,1.38,-,18.56,301870800.00,30187080
AOL,Associated Oxygen Limited,Fuel & Power,Z,1877.27,10.18,17.1,0.59,17.1,5.437,319932.0,66.7835,-10.0,16.08,16.14,15.166,16.5663,16.4671,16.2641,0.2031,0.0808,17.0284,15.1316,57.89,71837.1107,16.6467,16.5436,16.3062,1.5853,0.58,-,-,-,-,-,-,-,-,-,-,-,1.59,19.33,10.18,10.69,1097820000.00,109782000
APEXFOODS,Apex Foods Limited,Food & Allied,A,1592.11,43.60,279.2,-0.11,279.2,6.13,21904.0,55.7057,-59.745,277.1,252.792,236.7045,279.5478,278.9502,271.8218,7.1284,9.1706,300.7021,253.4979,401.79,-85763.9128,279.3333,281.3077,279.9648,1.1448,0.72,2.027,-,1.741,0.040,0.033,0.016,0.096,0.028,0.044,-,-,6.41,126.05,43.60,47.11,57024000.00,5702400
