Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),EPS,NAV(Year End),Audited PE,Forward PE,PaidUp Capital,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,898.76,-,3.1,6.9,3.1,3.321,1072360.0,54.2,-33.3333,3.035,2.974,2.918,3.0162,3.021,3.0202,0.0008,0.0117,3.1524,2.9176,93.0,-1020285.4487,3.0067,3.0115,3.0233,1.2481,-,-,-,-,-,-,-,-,-,-,-,-,-2.24,7.54,-,-,2899233490.00,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,386.0,-,19.3,2.12,19.3,16.096,824263.0,53.286,-76.1905,19.195,18.692,20.1195,19.1396,19.1304,19.0029,0.1274,0.167,20.3639,18.0261,810.32,-550313.8545,19.1022,19.141,19.23,0.9467,-,-,-,-,-,-,-,-,-,-,-,-,-0.53,8.6,-,9.64,200000000.00,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1478.38,6.50,15.9,-0.62,15.9,1.879,117680.0,42.5328,-92.8571,16.275,16.484,18.0725,16.08,16.1352,16.2963,-0.161,-0.1155,16.9003,15.6497,59.27,-277279.1585,16.0022,16.0705,16.2038,1.3433,6.29,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,2.46,37.01,6.50,15.58,929799120.00,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,763.55,-,11.8,-0.84,11.8,0.961,80916.0,35.4011,-96.6667,12.84,12.868,12.389,12.3608,12.4874,12.7503,-0.2629,-0.1086,13.8335,11.8465,39.57,-193639.6073,12.2422,12.3782,12.6357,1.5384,0.85,1.988,-,1.236,-,-,-,0.200,-,-,-,-,-0.12,21.73,-,-,647074420.00,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,789.0,-,3.3,10.0,3.3,8.241,2498555.0,54.6588,-25.0,3.235,3.156,3.0495,3.1633,3.1767,3.2002,-0.0235,-0.0054,3.4714,2.9986,340.25,-1884495.0094,3.1422,3.1474,3.1852,1.2227,-,-,-,-,-,-,-,-,-,-,-,-,-1.37,8.69,-,-,2390903960.00,239090396
ABBANK,AB Bank PLC,Bank,Z,4030.63,-,4.5,-2.17,4.5,1.375,304342.0,24.6777,-93.75,5.41,5.98,5.4515,4.8515,4.9835,5.3666,-0.3831,-0.2736,6.5596,4.2604,55.98,-1512699.5796,4.6978,4.8346,5.1238,1.7887,-,-,-,-,-,1.575,1.647,-,-,-,-,-,-43.42,-36.24,-,-,8956947490.00,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,5996.48,-,0.0,0.0,1050.0,0.0,0.0,70.3099,0.0,1050.0,1017.5,0.0,1036.9729,1027.9014,990.6934,37.2081,34.796,1122.3546,977.6454,28.21,-66.1406,1050.0,1050.0,1050.0,0.0354,0.10,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,57109360.00,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,1875.5,88.57,18.6,0.0,18.6,1.193,64278.0,61.2336,-36.3636,18.245,17.918,18.187,18.4353,18.3822,18.1976,0.1846,0.1547,18.706,17.784,16.38,-6208.4296,18.4756,18.4231,18.3419,1.173,5.38,2.961,-,1.970,-,-,-,-,-,-,-,-,0.21,33.63,88.57,199.29,1008333330.00,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,16644.13,-,189.5,-0.26,189.5,4.453,23480.0,35.9087,-88.2096,200.325,205.342,193.888,192.9127,194.4492,198.8503,-4.4012,-3.0981,216.5997,184.0503,25.87,-85011.1936,190.7711,192.5551,196.4038,1.1056,1.32,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,-7.4,91.64,-,-,878318430.00,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,6619.72,17.77,140.1,0.43,140.1,2.534,17978.0,47.6412,-94.186,141.955,141.506,137.636,141.0782,141.2624,141.2187,0.0436,0.4686,148.1468,135.7632,25.32,-40459.3591,140.7578,141.1551,141.8433,1.234,1.78,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,7.85,75.51,17.77,12.67,472500000.00,47250000
