Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,1014.73,-,3.50,-2.78,3.50,5.2020,"1,473,127",44.8426,-66.6667,3.6700,3.5720,2.9815,3.5569,3.5779,3.6219,-0.0440,-0.0185,4.0489,3.2911,177.4600,-35012.6200,3.5267,3.5321,3.5848,1.3051,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.60,-0.10,197,5.2020,75.00%,30.20%,44.80%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,434.00,-,21.70,-0.91,21.70,3.3130,"152,200",40.7969,-80.3571,23.2150,23.6540,20.2455,21.8580,22.1050,22.8094,-0.7044,-0.4935,26.7347,19.6953,916.9400,-385712.2128,21.4489,21.6115,22.3495,0.9914,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,21.90,-0.20,224,3.3130,98.00%,23.98%,74.01%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,9.05,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1841.00,8.01,19.80,0.51,19.80,2.1840,"109,549",44.1872,-81.2500,20.4700,20.6680,17.9385,19.9730,20.0895,20.3425,-0.2530,-0.1161,21.7841,19.1559,88.8900,-296920.2212,19.8044,19.9667,20.2219,1.3545,0.0000,0.0000,0.0000,5.05,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,19.70,0.10,285,2.1840,66.96%,21.95%,45.01%,33.04%,0.00%,0.00%,-,10.00,2.46,37.01,29 Oct 2024,31 Dec 2024,8.01,19.19,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1177.68,-,18.20,3.41,18.20,4.5590,"253,841",45.5214,-73.9130,19.9150,18.6980,13.8475,17.9241,18.2450,18.8565,-0.6115,-0.1947,24.9581,14.8719,134.3200,-296979.0985,17.3133,17.5782,18.6905,1.5379,0.0000,0.0000,0.0000,0.55,1.988,-,1.236,-,-,-,0.200,-,-,-,-,17.60,0.60,255,4.5590,69.99%,32.06%,37.93%,30.01%,0.00%,0.00%,-,-,0.00,0.00,-,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,860.73,-,3.60,-2.70,3.60,7.7240,"2,096,003",46.2435,-66.6667,3.7300,3.6900,3.1180,3.6120,3.6342,3.6965,-0.0623,-0.0427,4.1357,3.3243,290.6100,-1377910.3866,3.5711,3.5795,3.6405,1.2692,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.70,-0.10,170,7.7240,84.49%,16.43%,68.06%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,4120.20,-,4.60,-2.13,4.60,1.7030,"366,556",37.1957,-80.0000,4.7800,4.8780,4.9600,4.6679,4.6933,4.7740,-0.0807,-0.0630,5.0522,4.5078,12.5200,-532692.7310,4.6356,4.6551,4.7143,1.7256,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,4.70,-0.10,108,1.7030,80.48%,35.25%,44.69%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2349.42,112.86,23.30,-1.69,23.30,3.2910,"140,277",49.2705,-31.8182,23.2700,23.5560,19.9530,23.3936,23.3618,23.3540,0.0078,-0.0583,24.3423,22.1977,22.6700,237.1037,23.4844,23.3756,23.2500,1.1999,0.0000,0.0000,0.0000,4.29,2.961,-,1.970,-,-,-,-,-,-,-,-,23.70,-0.40,157,3.2910,50.42%,11.65%,38.67%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,112.86,253.93,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,16679.27,-,189.90,0.32,189.90,1.6540,"8,716",34.7666,-66.0131,194.4800,198.4940,197.3575,190.8009,191.6304,194.5071,-2.8767,-2.4088,203.6769,185.2831,8.3900,-11231.7182,189.7267,190.2487,192.1495,1.1433,0.0000,0.0000,0.0000,1.32,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,189.30,0.60,173,1.6540,52.73%,34.34%,18.39%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,7342.65,20.14,155.40,-1.71,155.40,20.0940,"128,298",38.4800,-89.9628,165.6300,164.5480,143.5030,158.7180,160.2210,163.5683,-3.3473,-1.6217,181.5478,149.7122,211.2500,-180420.2572,156.6644,157.9897,161.8438,1.2901,0.0000,0.0000,0.0000,1.61,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,158.10,-2.70,667,20.0940,33.98%,21.87%,12.11%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,20.14,14.36,472500000.00,A-EQ,47250000
