Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],VWMA [20],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,17838.02,7.34,84.3,0.0,84.3,50.463,596624.0,57.0107,-65.6716,83.785,80.292,76.392,84.7199,84.53,83.1666,1.3634,1.5877,87.5324,80.0376,100.66,-856075.9159,85.0733,85.0744,84.5862,1.2117,0.0,4.15,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,84.30,0.00,"1,295",50.4630,59.61%,32.23%,27.37%,40.39%,0.00%,0.01%,-,35.00,11.48,126.37,28 Oct 2025,22 Dec 2025,7.34,6.73,2116017000.00,A-EQ,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3024.0,-,22.4,0.0,22.4,27.729,1231457.0,38.456,-95.4545,23.21,23.714,19.0285,22.8433,22.9516,23.2684,-0.3168,-0.2281,24.0995,22.3205,386.01,-2733648.9774,22.7489,22.8667,23.0548,1.4058,0.0,-,4.422,0.117,3.222,-,-,-,-,-,-,-,-,22.40,0.00,918,27.7290,68.20%,13.21%,54.99%,31.80%,0.00%,0.00%,-,0.01,-1.14,16.41,02 Nov 2025,29 Dec 2025,-,-,1350000000.00,B-EQ,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1607.58,61.82,6.8,-1.47,6.7,2.452,363956.0,42.5952,-87.5,6.96,6.884,6.706,6.8374,6.8656,6.9176,-0.052,-0.0143,7.2934,6.6266,64.18,-254244.8982,6.8133,6.8423,6.8943,1.3367,0.0,0.37,-,-,-,-,-,-,-,-,-,-,-,6.80,-0.10,130,2.4520,87.96%,21.05%,66.64%,12.04%,0.00%,0.27%,-,0.25,0.11,22.07,30 Oct 2022,29 Dec 2022,61.82,42.50,2399365800.00,Z-EQ,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,4435.1,26.78,68.6,0.44,68.6,21.439,310040.0,52.8173,-80.0,68.975,65.154,62.256,69.18,69.1434,68.1082,1.0351,1.4419,71.8469,66.1031,245.02,-589184.4386,69.3067,69.4667,69.3786,1.2657,0.0,1.46,1.943,-,1.935,0.122,0.152,0.091,0.354,0.049,0.077,-,-,68.30,0.30,701,21.4390,59.24%,17.91%,39.81%,40.76%,0.00%,1.52%,-,10.00,2.55,32.82,28 Oct 2025,15 Dec 2025,26.78,27.54,646516660.00,A-EQ,64651666
ADVENT,Advent Pharma Limited,Pharmaceuticals & Chemicals,Z,1471.5,21.94,15.8,0.0,15.8,2.834,179353.0,55.6999,-71.4286,15.82,15.01,14.205,15.8072,15.8017,15.6194,0.1823,0.2559,16.1609,15.4791,130.23,-296075.0343,15.8156,15.8282,15.8305,1.4611,0.0,0.32,1.507,0.005,1.157,-,0.200,0.134,0.352,0.035,0.044,-,-,15.80,0.00,111,2.8340,69.98%,12.60%,56.38%,30.02%,0.00%,1.00%,-,0.50,0.72,16.43,27 Oct 2025,31 Dec 2025,21.94,35.91,931327320.00,Z-EQ,93132732
AFCAGRO,AFC Agro Biotech Limited,Pharmaceuticals & Chemicals,Z,829.56,33.18,7.2,-1.37,7.2,1.706,234030.0,40.7896,-91.6667,7.67,7.446,6.5,7.3543,7.4163,7.5215,-0.1052,-0.0185,8.4516,6.8884,57.52,-493834.376,7.2556,7.3192,7.5076,1.6511,0.0,0.69,5.609,-,4.057,-,0.066,0.036,0.232,0.010,0.012,-,-,7.30,-0.10,121,1.7060,72.16%,34.11%,38.05%,27.84%,0.00%,0.00%,-,0.50,0.22,18.19,30 Oct 2022,29 Dec 2022,33.18,32.21,1152162000.00,Z-EQ,115216200
AFTABAUTO,Aftab Automobiles Limited,Engineering,Z,3314.11,-,31.4,-0.63,31.4,4.801,152211.0,53.5951,-41.6667,31.135,30.352,31.835,31.4417,31.3854,31.1048,0.2806,0.289,32.2291,30.0409,64.82,43388.2473,31.5778,31.4756,31.2852,1.3038,0.0,3.18,1.931,2.289,1.802,-,-,-,0.254,-,-,-,-,31.60,-0.20,257,4.8010,70.68%,32.77%,37.91%,29.32%,0.00%,0.00%,-,10.00,-1.37,47.57,28 Oct 2025,29 Dec 2025,-,-,1055449950.00,Z-EQ,105544995
AGNISYSL,Agni Systems PLC.,IT Sector,B,2503.19,42.10,34.5,1.17,34.5,105.962,3103819.0,68.4731,-24.5614,31.51,29.484,23.9665,33.1961,32.7838,31.3869,1.3969,1.1489,35.0373,27.9827,886.53,-221391.116,33.5622,33.1731,32.4005,1.2228,0.0,0.72,3.518,-,3.484,0.174,0.181,0.082,0.383,0.039,0.048,-,-,34.10,0.40,"2,066",105.9620,69.97%,13.44%,56.53%,30.03%,0.00%,0.00%,-,2.50,0.81,16.95,28 Oct 2025,29 Dec 2025,42.10,31.19,725561920.00,B-EQ,72556192
AGRANINS,Agrani Insurance PLC.,Insurance,A,1019.33,158.33,28.8,-0.7,28.3,7.296,252622.0,50.0515,-70.7692,28.605,26.466,23.963,29.4722,29.3553,28.3615,0.9938,1.2047,32.7652,24.4448,358.33,-13631.3546,29.9089,29.9179,29.4019,1.421,0.0,-,-,-,-,-,-,-,-,-,-,-,-,28.50,-0.20,425,7.2960,72.25%,17.89%,54.36%,27.75%,0.00%,0.00%,-,-,0.18,19.42,16 Mar 2026,14 May 2026,158.33,41.91,360186980.00,A-EQ,36018698
AIBL1STIMF,AIBL 1st Islamic Mutual Fund,Mutual Funds,A,680.0,128.00,6.8,6.25,6.8,72.124,10989280.0,78.5881,-3.7037,5.1,4.478,3.92,6.0461,5.8252,5.1933,0.6319,0.4441,7.0183,3.1817,826.9,10651975.8672,6.2733,6.0795,5.5876,0.7919,0.0,-,-,-,-,-,-,-,-,-,-,-,-,6.40,0.40,769,72.1240,90.00%,40.05%,49.95%,10.00%,0.00%,0.00%,-,0.60,0.05,10.27,16 May 2023,-,128.00,72.73,1000000000.00,A-MF,100000000
AIBLPBOND,AIBL Mudaraba Perpetual Bond,Corporate Bond,A,390.0,-,0.0,0.0,3900.0,0.0,0.0,48.8596,-33.222,3901.9,3889.41,3751.8,3902.5394,3885.2988,3919.508,-34.2092,-88.1692,4380.9022,3422.8978,0.95,-3.9651,3949.7778,3941.3333,3923.7048,0.0444,0.0,0.03,-,-,-,-,-,-,-,-,-,-,-,3900.00,0.00,0,0.0000,100.00%,87.13%,12.17%,0.00%,0.00%,0.70%,-,-,0.00,0.00,-,-,-,-,1000000.00,A-CB,100000
AIL,Alif Industries Limited,Textile,Z,1844.85,15.85,37.9,1.34,37.9,9.03,238240.0,65.4489,-34.6667,35.69,33.82,36.8935,37.4026,37.0668,35.735,1.3318,1.221,40.2493,31.1307,175.17,-9823.8104,37.9133,37.7333,36.7886,1.1566,0.0,2.64,4.992,-,4.235,-,-,-,-,-,-,-,-,37.40,0.50,379,9.0300,69.76%,10.04%,59.72%,30.24%,0.00%,0.00%,10.00,10.00,2.36,24.56,29 Oct 2024,30 Dec 2024,15.85,12.41,486768350.00,Z-EQ,48676835
AL-HAJTEX,Al-Haj Textile Mills Limited,Textile,B,2432.77,10.86,109.1,-0.27,109.1,46.417,422969.0,57.8864,-37.5887,104.975,101.544,123.723,108.5045,107.7115,105.4456,2.2659,1.5907,113.3717,96.5783,415.23,-38231.3021,109.7689,108.7115,106.7614,1.0611,0.0,0.46,1.616,-,1.134,-,-,-,-,-,-,-,-,109.40,-0.30,"1,841",46.4170,69.34%,9.06%,60.23%,30.65%,0.01%,0.05%,-,5.00,10.07,18.52,29 Dec 2025,07 Feb 2026,10.86,10.86,222985490.00,B-EQ,22298549
ALARABANK,Al-Arafah Islami Bank PLC.,Bank,Z,20039.44,26.36,17.4,0.0,17.4,2.612,150461.0,81.8215,-19.3548,15.905,14.744,15.3955,16.7528,16.5329,15.8446,0.6883,0.5294,17.66,14.15,5.55,-183973.9684,16.9311,16.741,16.3343,0.6099,0.0,-,-,-,-,-,0.230,0.056,-,0.001,0.033,0.002,-,17.40,0.00,95,2.6120,84.89%,37.88%,46.98%,15.11%,0.00%,0.03%,-,-,0.74,21.16,03 May 2026,29 Jul 2026,26.36,31.07,11516917130.00,Z-EQ,1151691713
ALIF,Alif Manufacturing Company Ltd,Textile,Z,1455.59,16.67,5.6,1.82,5.6,1.524,273981.0,57.0152,-60.0,5.515,5.404,4.749,5.5538,5.5466,5.4971,0.0495,0.0572,5.7017,5.3283,57.42,-552487.1077,5.5578,5.5641,5.5462,1.6437,0.0,1.79,15.328,-,13.723,-,-,-,-,-,-,-,-,5.50,0.10,127,1.5240,69.54%,3.72%,65.82%,30.46%,0.00%,0.00%,-,1.00,0.33,15.15,29 Oct 2024,29 Dec 2024,16.67,25.78,2599270220.00,Z-EQ,259927022
ALLTEX,Alltex Industries Limited,Textile,Z,1068.99,-,19.1,-2.05,19.1,9.383,486565.0,68.4659,-25.8065,17.945,17.322,14.655,18.752,18.5492,17.9238,0.6254,0.4742,19.666,16.224,172.2,-142473.2693,18.9622,18.7615,18.3395,1.4076,0.0,-,0.234,-,0.226,-,-,-,-,-,-,-,-,19.50,-0.40,246,9.3830,63.75%,13.25%,50.50%,36.25%,0.00%,0.00%,-,-,-0.18,24.77,08 Dec 2025,18 Jun 2026,-,487.50,559680000.00,Z-EQ,55968000
AMANFEED,Aman Feed PLC,Miscellaneous,A,5068.55,170.00,38.7,3.48,38.7,83.675,2196594.0,70.6946,-6.3492,34.885,33.13,26.2425,36.7659,36.305,34.8844,1.4206,1.0768,38.7163,31.0537,261.14,728559.62,37.2556,36.6885,35.75,1.276,0.0,2.97,2.425,-,1.527,0.016,0.066,0.003,0.108,0.003,0.008,-,-,37.40,1.30,"1,940",83.6750,36.74%,10.37%,26.34%,63.26%,0.00%,0.03%,-,11.50,0.22,28.03,27 Oct 2025,29 Dec 2025,170.00,48.36,1309704000.00,A-EQ,130970400
AMBEEPHA,Ambee Pharmaceuticals PLC.,Pharmaceuticals & Chemicals,A,1999.2,366.38,833.0,2.88,833.0,3.315,3977.0,71.9975,-14.5985,773.675,771.284,763.5675,799.7289,793.4038,779.9576,13.4463,5.8837,825.1047,722.2453,25.49,3115.0023,804.9956,797.7179,785.1005,0.8221,0.0,0.12,0.828,0.006,0.526,-,0.035,0.023,0.475,0.007,0.164,-,-,809.70,23.30,182,3.3150,22.75%,5.83%,16.92%,77.25%,0.00%,0.00%,-,10.00,2.21,13.47,02 Nov 2025,18 Dec 2025,366.38,268.71,24000000.00,A-EQ,2400000
AMCL(PRAN),Agricultural Marketing Co Ltd.,Food & Allied,A,1895.2,46.75,236.0,1.15,236.9,2.158,9104.0,66.7907,-41.3462,227.11,221.272,214.044,233.1442,231.7279,227.0549,4.6731,3.762,240.6079,213.6121,61.57,-1667.4838,234.6889,233.5013,230.49,0.9389,0.0,1.35,1.559,-,0.623,0.023,0.026,0.011,0.191,0.022,0.054,-,-,234.20,2.70,99,2.1580,59.85%,28.26%,31.59%,40.15%,0.00%,0.00%,-,32.00,5.01,92.88,27 Oct 2025,24 Dec 2025,46.75,37.06,80000000.00,A-EQ,8000000
ANLIMAYARN,Anlima Yarn Dyeing Limited,Textile,Z,609.29,-,34.1,1.49,34.1,1.848,54218.0,56.7687,-56.6667,33.86,29.638,21.984,34.4049,34.2883,32.9922,1.296,1.6497,36.722,30.998,155.99,40337.3756,34.7044,34.741,34.3271,1.0693,0.0,-,0.523,-,0.382,-,-,-,-,-,-,-,-,33.60,0.50,114,1.8480,55.57%,7.69%,47.88%,44.43%,0.00%,0.00%,-,-,-2.99,5.63,19 Oct 2025,22 Dec 2025,-,-,178678000.00,Z-EQ,17867800
ANWARGALV,Anwar Galvanizing Limited,Engineering,A,3513.78,-,116.4,1.22,116.4,25.547,218618.0,52.9885,-66.055,116.935,110.5,93.9545,116.578,116.5839,115.2336,1.3503,1.9987,120.3638,113.5062,403.96,-486453.5206,116.7844,116.7667,116.8405,1.4786,0.0,-,0.720,0.601,0.433,-,-,-,-,-,-,-,-,115.00,1.40,"1,022",25.5470,64.68%,16.07%,48.61%,35.32%,0.00%,0.00%,-,-,-12.32,1.38,27 Oct 2025,08 Feb 2026,-,21.56,301870800.00,A-EQ,30187080
AOL,Associated Oxygen Limited,Fuel & Power,Z,1965.1,10.66,17.9,0.56,17.9,5.577,311725.0,52.463,-36.3636,18.01,17.564,15.7015,17.6428,17.6797,17.7563,-0.0766,-0.0317,19.5685,16.4515,128.06,-251550.1074,17.5689,17.541,17.7014,1.5923,0.0,0.56,-,-,-,-,-,-,-,-,-,-,-,17.80,0.10,246,5.5770,69.35%,15.81%,53.47%,30.65%,0.00%,0.07%,-,1.00,1.59,19.33,08 Jan 2024,18 Feb 2024,10.66,11.19,1097820000.00,Z-EQ,109782000
APEXFOODS,Apex Foods Limited,Food & Allied,A,1658.83,44.52,290.9,1.93,290.9,7.075,24235.0,54.2635,-60.5263,286.065,280.846,243.3305,292.0138,291.1622,286.0182,5.144,5.6944,312.2774,259.8526,272.3,-43451.3234,293.9244,294.5077,291.3576,1.1628,0.0,0.69,1.554,-,1.153,0.038,0.030,0.017,0.104,0.023,0.051,-,-,285.40,5.50,439,7.0750,46.61%,9.47%,37.14%,53.39%,0.00%,0.00%,-,20.00,6.41,126.05,09 Oct 2025,29 Nov 2025,44.52,48.10,57024000.00,A-EQ,5702400
APEXFOOT,Apex Footwear Limited,Tannery Industries,A,4351.18,24.88,221.4,3.22,221.4,41.404,188431.0,66.4399,-11.0553,211.42,204.998,198.0365,216.9987,215.7695,211.1328,4.6368,4.1194,225.6205,197.2195,234.87,-20526.9794,218.56,217.841,214.9419,0.9081,0.0,1.13,1.042,-,0.144,0.021,0.096,0.008,0.289,0.004,0.020,-,-,214.50,6.90,"1,137",41.4040,69.92%,23.91%,46.01%,30.08%,0.00%,0.00%,25.00,25.00,8.62,436.68,28 Sep 2025,26 Nov 2025,24.88,35.44,196530460.00,A-EQ,19653046
APEXSPINN,Apex Spinning & Knitting Mills Limited,Textile,A,3274.32,109.42,389.8,-1.04,389.8,54.355,140156.0,53.363,-64.4776,388.17,370.742,236.131,393.1558,392.0874,381.9409,10.1465,12.5751,424.2029,352.1371,762.21,-7006.2253,393.8444,396.1795,394.131,1.0287,0.0,0.51,1.190,-,1.002,-,-,-,-,0.008,0.021,-,-,393.90,-4.10,974,54.3550,49.29%,13.56%,35.48%,50.71%,0.00%,0.25%,-,20.00,3.60,83.11,09 Oct 2025,29 Nov 2025,109.42,115.40,84000000.00,A-EQ,8400000
APEXTANRY,Apex Tannery Limited,Tannery Industries,B,1644.4,-,107.9,1.03,107.9,10.23,94385.0,54.0468,-49.0323,104.39,105.956,76.8345,107.2288,106.6663,105.0395,1.6268,1.1571,112.3921,96.3879,291.85,17149.6582,108.18,107.4679,105.9714,0.9765,0.0,-,0.898,-,0.211,-,0.061,-,0.125,-,-,-,-,106.80,1.10,500,10.2300,65.18%,26.76%,38.42%,34.82%,0.00%,0.00%,-,-,-14.62,30.19,15 Oct 2025,30 Dec 2025,-,-,152400000.00,B-EQ,15240000
APOLOISPAT,Appollo Ispat Complex Limited,Engineering,Z,1203.93,-,3.0,0.0,3.0,1.623,541042.0,40.3062,-80.0,3.16,3.256,2.73,3.0404,3.0689,3.1662,-0.0972,-0.0805,3.4602,2.8598,52.14,-846564.311,3.0044,3.0256,3.0881,1.474,0.0,-,0.749,20.371,0.727,-,-,-,-,-,-,-,-,3.00,0.00,144,1.6230,79.76%,19.22%,60.18%,20.24%,0.00%,0.36%,-,-,-0.82,0.70,21 Nov 2024,19 Dec 2024,-,-,4013086000.00,Z-EQ,401308600
APSCLBOND,APSCL Non-Convertible and Fully Redeemable Coupon Bearing Bond,Corporate Bond,A,223.2,-,0.0,0.0,1116.0,0.0,0.0,28.2459,-100.0,1177.8,1169.19,2024.8925,1164.0511,1183.002,1379.3214,-196.3194,-247.0874,1290.4232,1065.1768,0.45,1460.4991,1167.4,1167.5769,1172.3762,0.2489,0.0,0.05,-,-,-,-,-,-,-,-,-,-,-,1116.00,0.00,0,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,5.25,0.00,0.00,11 Jun 2026,-,-,-,2000000.00,A-CB,200000
ARAMIT,Aramit Limited,Miscellaneous,A,1240.8,97.18,206.8,1.82,206.8,2.555,12351.0,57.7367,-54.8523,204.86,187.876,184.913,205.6509,205.1184,200.1466,4.9718,6.1422,220.1593,189.5607,138.39,-11614.2175,206.1844,206.1628,206.1495,1.0241,0.0,0.48,3.153,-,2.395,0.057,0.063,0.046,0.073,0.009,0.014,-,-,203.10,3.70,126,2.5550,39.27%,13.57%,25.70%,60.73%,0.00%,0.00%,-,10.00,1.75,128.67,01 Jan 2026,04 Mar 2026,97.18,-,60000000.00,A-EQ,6000000
ARAMITCEM,Aramit Cement Limited,Cement,Z,426.89,-,12.6,1.61,12.6,0.802,63839.0,57.8786,-25.0,11.985,11.962,10.8625,12.3316,12.2606,12.1225,0.1381,0.0471,12.7936,11.1764,56.25,72648.3457,12.4222,12.3103,12.1352,1.3916,0.0,-,2.410,-,2.363,-,-,-,-,-,0.766,-,-,12.40,0.20,102,0.8020,54.08%,9.99%,44.09%,45.92%,0.00%,0.00%,-,-,-14.47,-18.90,17 Nov 2024,30 Dec 2024,-,-,338800000.00,Z-EQ,33880000
ARGONDENIM,Argon Denims Limited,Textile,A,2972.22,12.56,21.4,1.42,21.4,37.858,1763013.0,62.2911,-40.7407,20.67,19.298,18.151,21.1501,21.0479,20.4266,0.6213,0.6893,22.5294,18.8106,309.69,-1169858.1066,21.2311,21.2808,21.07,1.1908,0.0,4.67,1.703,-,0.950,-,-,-,-,-,-,-,-,21.10,0.30,933,37.8580,64.13%,34.56%,29.57%,35.87%,0.00%,0.00%,-,10.00,1.68,24.57,23 Oct 2025,18 Dec 2025,12.56,17.58,1388886060.00,A-EQ,138888606
ASIAINS,Asia Insurance PLC.,Insurance,A,1995.76,20.14,42.4,0.71,42.4,17.521,408362.0,46.779,-85.2459,43.5,41.476,34.8605,43.5104,43.5602,43.0999,0.4603,0.7861,46.1958,40.8042,387.67,-1009220.0203,43.6689,43.8231,43.8024,1.5993,0.0,2.36,-,-,-,-,-,-,-,-,-,-,-,42.10,0.30,570,17.5210,62.12%,9.91%,52.21%,37.88%,0.00%,0.00%,-,10.00,2.09,30.55,23 Apr 2026,29 Jun 2026,20.14,20.64,470698580.00,A-EQ,47069858
ASIAPACINS,Asia Pacific General Insurance PLC,Insurance,A,1871.87,17.33,44.2,1.61,44.2,9.422,211142.0,43.4002,-82.6667,46.375,44.734,37.1175,45.9779,46.1584,45.844,0.3144,0.8588,50.0214,42.7286,231.44,-458729.5438,46.0711,46.4359,46.6048,1.3933,0.0,3.17,-,-,-,-,-,-,-,-,-,-,-,43.50,0.70,462,9.4220,66.39%,32.67%,33.72%,33.61%,0.00%,0.00%,-,14.00,2.51,25.29,03 May 2026,09 Jul 2026,17.33,9.38,423500000.00,A-EQ,42350000
ASIATICLAB,Asiatic Laboratories Limited,Pharmaceuticals & Chemicals,A,15960.11,106.69,130.4,-1.44,130.4,78.891,600361.0,48.3112,-85.0515,133.43,125.982,79.222,134.6403,134.6871,131.8867,2.8004,4.2211,149.1663,117.6937,184.43,118239.9137,134.8511,136.2538,135.7767,0.9254,0.0,0.77,4.084,0.157,2.848,-,0.308,0.145,0.434,0.029,0.039,-,-,132.30,-1.90,782,78.8910,59.29%,17.58%,41.71%,40.71%,0.00%,0.00%,-,10.00,2.09,54.08,02 Nov 2025,24 Dec 2025,106.69,24.99,1223934550.00,A-EQ,122393455
ATLASBANG,Atlas Bangladesh Limited,Engineering,Z,3193.45,-,96.4,0.63,96.4,5.872,60324.0,70.4205,-17.8914,83.275,75.654,62.7275,92.4399,90.521,83.8824,6.6386,5.5487,105.9609,60.5891,28.02,-16766.5591,94.8956,93.7526,88.9648,0.9892,0.0,-,1.732,0.001,1.667,-,-,-,-,-,-,-,-,95.80,0.60,408,5.8720,49.00%,17.00%,32.00%,0.00%,51.00%,0.00%,-,-,-1.23,121.00,06 Nov 2025,24 Dec 2025,-,-,331271080.00,Z-EQ,33127108
