Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),EPS,NAV(Year End),Audited PE,Forward PE,PaidUp Capital,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,898.76,-,3.1,3.33,3.1,3.51,1144178.0,53.5316,-66.6667,3.105,2.93,2.9385,3.0595,3.0623,3.0307,0.0316,0.0526,3.3248,2.8852,207.44,-310590.3787,3.0511,3.0538,3.0705,1.2538,-,-,-,-,-,-,-,-,-,-,-,-,-2.24,7.54,-,-,2899233490.00,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,388.0,-,19.4,-2.51,19.4,7.625,386461.0,54.0365,-47.3684,18.655,18.792,20.141,19.3281,19.1973,18.8903,0.307,0.1643,20.5057,16.8043,777.54,-485339.2579,19.5511,19.4244,19.0133,0.955,-,-,-,-,-,-,-,-,-,-,-,-,-0.53,8.6,-,-,200000000.00,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1534.17,6.87,16.5,-2.37,16.5,3.083,184976.0,48.9642,-58.3333,16.53,16.602,18.133,16.5901,16.5698,16.5638,0.006,-0.0356,17.1527,15.9073,63.63,-228211.6385,16.6267,16.5615,16.5071,1.3388,6.06,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,2.46,37.01,6.87,16.46,929799120.00,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,841.2,-,13.0,-1.52,13.0,0.549,42126.0,48.3291,-89.4737,13.255,12.76,12.365,13.216,13.2244,13.1403,0.0841,0.1421,13.9401,12.5699,46.24,-116341.09,13.2267,13.2038,13.1962,1.527,0.77,1.988,-,1.236,-,-,-,0.200,-,-,-,-,-0.12,21.73,-,-,647074420.00,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,765.09,-,3.2,0.0,3.2,5.963,1853358.0,47.5765,-83.3333,3.375,3.098,3.0875,3.274,3.288,3.2564,0.0317,0.0773,3.6785,3.0715,836.79,-4141321.902,3.26,3.2808,3.3195,1.2346,-,-,-,-,-,-,-,-,-,-,-,-,-1.37,8.69,-,-,2390903960.00,239090396
ABBANK,AB Bank PLC,Bank,B,4926.32,-,5.5,-3.51,5.5,5.694,1015192.0,39.0248,-100.0,5.87,6.086,5.5295,5.7691,5.8108,5.9141,-0.1033,-0.0606,6.2599,5.4801,58.67,-2589856.0915,5.74,5.7821,5.8295,1.7869,-,-,-,-,-,1.575,1.647,-,-,-,-,-,-21.28,7.19,-,-,8956947490.00,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,5996.48,-,0.0,0.0,1050.0,0.0,0.0,70.3099,0.0,1025.0,1007.5,0.0,1024.5565,1013.5233,975.2907,38.2325,31.9945,1115.1544,934.8456,23.61,-120.7558,1050.0,1048.0769,1036.9048,0.0354,0.10,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,57109360.00,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,1835.17,87.14,18.3,-0.55,18.2,0.987,54147.0,54.3598,-42.8571,18.02,17.806,18.057,18.1712,18.1301,17.9809,0.1492,0.1291,18.4677,17.5723,11.22,-37741.2934,18.2222,18.1846,18.099,1.1825,5.49,2.961,-,1.970,-,-,-,-,-,-,-,-,0.21,33.63,87.14,101.67,1008333330.00,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,17847.43,-,203.2,0.15,203.2,12.383,60975.0,46.9612,-63.0303,203.595,207.926,193.6585,204.8634,204.9392,205.458,-0.5188,-0.5963,212.4848,194.7052,25.9,-81070.1799,204.8822,205.4026,204.8757,1.0986,1.23,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,-7.4,91.64,-,138.97,878318430.00,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,6690.6,18.22,142.0,-0.98,141.6,10.986,77450.0,50.477,-65.9193,140.39,141.406,137.0645,143.1483,142.6291,141.3612,1.2678,0.7242,148.3641,132.4159,23.09,-7306.2433,143.88,143.2718,141.8805,1.2293,1.77,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,7.85,75.51,18.22,11.00,472500000.00,47250000
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,15975.93,6.61,75.5,-0.53,75.5,8.347,110335.0,46.0239,-61.2903,75.625,77.254,76.2085,75.8191,75.8379,76.114,-0.2761,-0.3648,76.9859,74.2641,26.86,-52629.5373,75.8644,75.8179,75.7,1.1852,4.64,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,11.48,126.37,6.61,6.21,2116017000.00,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3267.0,-,24.2,-3.97,24.2,125.199,5026181.0,55.8582,-56.25,24.055,19.78,16.6655,25.1229,24.8769,23.1205,1.7565,2.0428,29.022,19.088,1722.24,-4905321.0493,25.4,25.5949,25.0681,1.4419,-,4.422,0.117,3.222,-,-,-,-,-,-,-,-,-1.14,16.41,-,-,1350000000.00,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1607.58,61.82,6.8,-1.47,6.7,1.971,296006.0,45.2133,-80.0,6.915,6.814,7.2755,6.7788,6.8068,6.8449,-0.0381,0.0055,7.3112,6.5188,48.45,-352427.1584,6.7378,6.7577,6.8286,1.3584,0.37,-,-,-,-,-,-,-,-,-,-,-,0.11,22.07,61.82,42.50,2399365800.00,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,3840.31,23.53,59.4,-1.0,59.4,13.056,218363.0,47.6779,-62.5,59.775,60.544,65.666,60.0131,60.0109,59.9205,0.0904,0.1279,62.6797,56.8703,157.63,-498880.6939,59.9844,60.2205,60.1162,1.2587,1.68,2.057,-,2.048,0.146,0.164,0.100,0.385,0.047,0.074,-,-,2.55,32.82,23.53,23.81,646516660.00,64651666
