Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,1014.73,-,3.50,-2.78,3.50,5.8570,"1,635,372",47.1272,-50.0000,3.5300,3.6140,3.0030,3.4931,3.5067,3.5610,-0.0543,-0.0499,3.7462,3.3138,120.4600,-767739.8245,3.4778,3.4808,3.4971,1.3081,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.60,-0.10,280,5.8570,75.00%,30.20%,44.80%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,486.00,-,24.30,9.95,24.30,60.4730,"2,493,428",62.3211,0.0000,22.3450,23.5580,20.3170,22.3131,22.2900,22.6128,-0.3229,-0.5257,24.9899,19.7001,662.1600,510668.6980,22.2822,22.0897,22.0205,0.9531,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,22.10,2.20,964,60.4730,98.00%,23.98%,74.01%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,9.13,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1608.55,7.40,17.30,-4.95,17.30,3.0680,"172,377",32.6348,-94.4444,19.5250,20.3840,17.9065,18.2969,18.5789,19.3662,-0.7873,-0.5384,22.2672,16.7828,98.9500,-437140.5393,17.9756,18.2487,18.8743,1.3850,0.0000,0.0000,0.0000,0.06,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,18.20,-0.90,251,3.0680,66.96%,21.74%,45.22%,33.04%,0.00%,0.00%,-,0.10,0.13,36.14,06 Sep 2026,-,7.40,-,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1002.97,-,16.50,-8.82,15.50,1.4630,"89,877",33.8344,-97.8261,18.2000,18.8400,14.0020,17.0466,17.3186,18.1143,-0.7958,-0.5730,22.1630,14.2370,111.6500,-171076.2917,16.9400,16.9833,17.3543,1.5723,0.0000,0.0000,0.0000,0.65,1.988,-,1.236,-,-,-,0.200,-,-,-,-,17.00,-1.50,124,1.4630,69.99%,29.97%,40.02%,30.01%,0.00%,0.00%,-,-,0.00,0.00,-,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,860.73,-,3.60,-2.70,3.60,7.0750,"1,916,734",47.7020,-50.0000,3.6100,3.7320,3.1405,3.5941,3.6017,3.6513,-0.0496,-0.0564,3.8687,3.3513,198.1900,-1343429.8879,3.5911,3.5808,3.5810,1.2720,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.70,-0.10,289,7.0750,84.49%,16.43%,68.06%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,3941.06,-,4.40,-2.22,4.40,0.7470,"169,596",27.4889,-80.0000,4.6450,4.8220,4.9485,4.5240,4.5555,4.6653,-0.1097,-0.0921,4.9239,4.3661,10.9300,-83815.0754,4.4978,4.5192,4.5748,1.7230,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,4.50,-0.10,125,0.7470,80.48%,35.00%,44.94%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2218.33,105.24,22.40,-0.45,22.00,1.8260,"83,787",40.1939,-51.2821,22.7700,23.3320,20.0520,22.4136,22.5416,22.8778,-0.3363,-0.2134,24.0696,21.4704,22.7000,-110788.0171,22.2600,22.4615,22.6838,1.2072,0.0000,0.0000,0.0000,4.55,2.961,-,1.970,-,-,-,-,-,-,-,-,22.10,-0.10,88,1.8260,50.42%,11.68%,38.64%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,105.24,236.79,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,15871.21,-,180.70,-3.21,180.70,2.6020,"14,303",21.8060,-95.2703,190.5400,197.3920,197.6005,187.0865,188.0793,191.5167,-3.4374,-2.8747,198.7155,182.3645,5.4700,-12844.8982,186.5956,187.2218,188.6005,1.1423,0.0000,0.0000,0.0000,1.38,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,186.70,-6.00,337,2.6020,52.73%,34.30%,18.43%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,7148.93,19.52,151.30,-1.24,151.30,21.5010,"142,048",39.0464,-71.2329,158.8950,164.8000,144.0445,153.3772,154.6514,159.0394,-4.3879,-3.6544,174.1795,143.6105,132.3000,-74424.6624,152.0756,152.5910,155.1233,1.2803,0.0000,0.0000,0.0000,1.65,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,153.20,-1.90,567,21.5010,33.98%,19.98%,14.00%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,19.52,13.91,472500000.00,A-EQ,47250000
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,16145.21,6.75,76.30,-1.55,76.30,12.4640,"162,956",19.0936,-95.9184,79.3750,82.0680,77.1965,77.8972,78.2909,79.6603,-1.3694,-1.1491,82.6420,76.1080,19.1500,-274028.8612,77.5689,77.8590,78.5314,1.1994,0.0000,0.0000,0.0000,4.59,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,77.50,-1.20,592,12.4640,59.61%,30.46%,29.12%,40.39%,0.00%,0.03%,-,35.00,11.48,126.37,28 Oct 2025,22 Dec 2025,6.75,6.18,2116017000.00,A-EQ,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3253.50,-,24.10,0.42,24.10,48.8710,"2,035,701",47.5852,-80.6452,24.6050,24.0100,20.5470,24.4517,24.5113,24.4775,0.0338,0.1805,25.8757,23.3343,539.0900,-267246.6761,24.4089,24.5385,24.6129,1.4171,0.0000,0.0000,0.0000,-,4.422,0.117,3.222,-,-,-,-,-,-,-,-,24.00,0.10,"1,034",48.8710,68.20%,15.52%,52.68%,31.80%,0.00%,0.00%,-,0.01,-1.14,16.41,02 Nov 2025,29 Dec 2025,-,-,1350000000.00,B-EQ,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1367.64,51.82,5.70,0.00,5.70,0.9880,"174,999",30.4873,-90.0000,6.1950,6.5960,6.4835,5.8678,5.9445,6.2197,-0.2752,-0.2363,6.9910,5.3990,44.5100,-337374.8633,5.8022,5.8474,5.9933,1.3510,0.0000,0.0000,0.0000,0.44,-,-,-,-,-,-,-,-,-,-,-,5.70,0.00,122,0.9880,87.96%,21.05%,66.64%,12.04%,0.00%,0.27%,-,0.25,0.11,22.07,30 Oct 2022,29 Dec 2022,51.82,35.63,2399365800.00,Z-EQ,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,3626.96,22.86,56.10,-3.77,56.10,5.6560,"100,231",23.3957,-89.2857,61.4800,65.5860,61.5645,59.1820,59.8223,61.9922,-2.1698,-1.7847,66.2899,56.6701,42.1700,-51185.4932,58.7311,59.2231,60.2657,1.2567,0.0000,0.0000,0.0000,1.78,1.943,-,1.935,0.122,0.152,0.091,0.354,0.049,0.077,-,-,58.30,-2.20,467,5.6560,59.24%,17.44%,40.28%,40.76%,0.00%,1.52%,-,10.00,2.55,32.82,28 Oct 2025,15 Dec 2025,22.86,23.51,646516660.00,A-EQ,64651666
ADVENT,Advent Pharma Limited,Pharmaceuticals & Chemicals,Z,1238.67,19.17,13.30,-3.62,13.30,1.7910,"133,313",27.0938,-100.0000,14.4850,15.3380,14.2395,13.9518,14.0969,14.6029,-0.5059,-0.4254,15.7913,13.1787,50.6700,-204442.4217,13.8533,13.9436,14.1638,1.4870,0.0000,0.0000,0.0000,0.38,1.507,0.005,1.157,-,0.200,0.134,0.352,0.035,0.044,-,-,13.80,-0.50,115,1.7910,69.98%,12.78%,56.20%,30.02%,0.00%,1.00%,-,0.50,0.72,16.43,27 Oct 2025,31 Dec 2025,19.17,31.36,931327320.00,Z-EQ,93132732
AFCAGRO,AFC Agro Biotech Limited,Pharmaceuticals & Chemicals,Z,702.82,28.18,6.10,-1.61,6.10,0.2230,"36,130",27.0429,-90.0000,6.7400,7.1020,6.5380,6.4742,6.5442,6.7682,-0.2240,-0.1755,7.3361,6.1439,20.2500,-71404.4616,6.4356,6.4974,6.6014,1.6391,0.0000,0.0000,0.0000,0.82,5.609,-,4.057,-,0.066,0.036,0.232,0.010,0.012,-,-,6.20,-0.10,32,0.2230,72.16%,34.11%,38.05%,27.84%,0.00%,0.00%,-,0.50,0.22,18.19,30 Oct 2022,29 Dec 2022,28.18,27.35,1152162000.00,Z-EQ,115216200
