Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,1101.71,-,3.80,2.70,3.80,17.2930,"4,506,163",61.6472,-16.6667,3.5000,3.6540,3.0410,3.5706,3.5541,3.5564,-0.0023,-0.0396,3.7428,3.2572,126.8900,-354178.5617,3.5711,3.5449,3.5171,1.2996,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.70,0.10,589,17.2930,75.00%,30.20%,44.80%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,624.00,-,31.20,9.86,31.20,116.6100,"3,743,403",78.6529,0.0000,23.0550,23.7180,20.5905,25.8201,25.1471,23.9919,1.1552,0.2208,28.3844,17.7256,929.4300,3541909.5910,26.2067,25.4346,24.1795,0.9610,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,28.40,2.80,863,116.6100,98.00%,22.05%,75.94%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,11.74,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1813.11,7.60,0.00,4.28,19.50,6.8250,"354,817",54.2056,-26.4706,18.6750,20.0140,17.9685,18.6229,18.6297,19.0290,-0.3992,-0.5722,20.5521,16.7979,77.6800,115113.1475,18.5867,18.4269,18.4452,1.3940,0.0000,0.0000,0.0000,0.05,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,18.70,0.80,436,6.8250,66.96%,21.74%,45.22%,33.04%,0.00%,0.00%,-,0.10,0.13,36.14,06 Sep 2026,-,7.60,-,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1080.61,-,17.00,0.00,16.70,0.4360,"26,155",43.7329,-58.0645,16.8250,18.6700,14.2215,16.6566,16.7754,17.4386,-0.6632,-0.7145,18.0594,15.5906,65.0000,-74092.5522,16.4978,16.5372,16.7029,1.5683,0.0000,0.0000,0.0000,0.15,1.988,-,1.236,-,-,-,0.200,-,-,-,-,16.70,0.00,174,0.4360,69.99%,29.97%,40.02%,30.01%,0.00%,0.00%,-,0.25,-3.17,18.46,13 Jul 2026,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,908.54,-,3.80,0.00,3.80,17.1150,"4,473,962",56.8570,-33.3333,3.5800,3.7580,3.1785,3.6554,3.6403,3.6442,-0.0040,-0.0391,3.8279,3.3321,213.4000,-1667252.2688,3.6556,3.6359,3.6071,1.2703,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.80,0.00,281,17.1150,84.49%,16.43%,68.06%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,3941.06,-,4.40,-2.22,4.40,3.4460,"769,099",38.9557,-80.0000,4.5500,4.7740,4.9690,4.5183,4.5318,4.6074,-0.0756,-0.0814,4.7794,4.3206,17.3300,-1033191.8577,4.5200,4.5154,4.5267,1.7101,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,4.50,-0.10,179,3.4460,80.48%,35.00%,44.94%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2228.42,104.76,22.10,0.45,22.10,2.2580,"100,701",43.7285,-48.7179,22.5950,23.0960,20.1850,22.1956,22.2653,22.5720,-0.3067,-0.2979,24.0218,21.1682,20.2300,-48843.4960,22.1400,22.1308,22.3052,1.2038,0.0000,0.0000,0.0000,4.52,2.961,-,1.970,-,-,-,-,-,-,-,-,22.00,0.10,69,2.2580,50.42%,11.68%,38.64%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,104.76,235.71,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,16688.05,-,190.00,0.11,190.00,2.4290,"12,741",51.6328,-20.2312,187.2000,195.1200,197.7675,186.8189,186.8859,189.0754,-2.1895,-3.0728,194.6186,179.7814,3.5800,-882.5072,186.1600,185.7821,186.3257,1.1392,0.0000,0.0000,0.0000,1.32,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,189.80,0.20,218,2.4290,52.73%,34.30%,18.43%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,7413.53,19.87,156.90,0.58,156.90,23.0900,"147,287",48.8973,-33.8889,154.5000,165.0440,145.1290,155.4932,155.4804,157.5564,-2.0760,-3.0811,161.4730,147.5270,78.3800,13894.6704,155.6733,154.9026,154.2838,1.2832,0.0000,0.0000,0.0000,1.59,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,156.00,0.90,706,23.0900,33.98%,19.98%,14.00%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,19.87,14.16,472500000.00,A-EQ,47250000
