Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,16864.66,6.94,79.70,0.00,79.70,8.3410,"104,665",32.9241,-89.7959,82.2550,82.7260,77.0205,80.9077,81.2452,82.0107,-0.7655,-0.3846,84.9768,79.5332,28.2500,-296695.3924,80.5711,80.9679,81.6143,1.2058,0.0000,0.0000,0.0000,4.39,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,79.70,0.00,473,8.3410,59.61%,30.50%,29.09%,40.39%,0.00%,0.02%,-,35.00,11.48,126.37,28 Oct 2025,22 Dec 2025,6.94,6.36,2116017000.00,A-EQ,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3402.00,-,25.20,2.44,25.20,75.0540,"2,988,568",55.9009,-43.2432,24.6350,23.7420,19.9960,24.5592,24.5168,24.2507,0.2661,0.2984,26.1846,23.0854,847.3500,-1382259.0193,24.4911,24.5231,24.6505,1.4154,0.0000,0.0000,0.0000,-,4.422,0.117,3.222,-,-,-,-,-,-,-,-,24.60,0.60,"1,640",75.0540,68.20%,18.80%,49.40%,31.80%,0.00%,0.00%,-,0.01,-1.14,16.41,02 Nov 2025,29 Dec 2025,-,-,1350000000.00,B-EQ,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1487.61,56.36,6.20,0.00,6.20,1.7140,"278,119",29.0345,-90.0000,6.7650,6.8880,6.5395,6.5320,6.5899,6.7194,-0.1295,-0.0632,7.2205,6.3095,57.5600,-716474.7911,6.4978,6.5615,6.6686,1.3441,0.0000,0.0000,0.0000,0.40,-,-,-,-,-,-,-,-,-,-,-,6.20,0.00,302,1.7140,87.96%,21.05%,66.64%,12.04%,0.00%,0.27%,-,0.25,0.11,22.07,30 Oct 2022,29 Dec 2022,56.36,38.75,2399365800.00,Z-EQ,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,3995.47,24.35,61.80,-0.48,61.80,4.4770,"72,266",30.0406,-96.9231,65.7800,67.3380,61.7275,63.6706,64.1852,65.5425,-1.3573,-0.8659,70.0324,61.5276,66.9900,-177215.8544,63.1489,63.7026,64.7286,1.2674,0.0000,0.0000,0.0000,1.62,1.943,-,1.935,0.122,0.152,0.091,0.354,0.049,0.077,-,-,62.10,-0.30,327,4.4770,59.24%,17.51%,40.21%,40.76%,0.00%,1.52%,-,10.00,2.55,32.82,28 Oct 2025,15 Dec 2025,24.35,25.04,646516660.00,A-EQ,64651666
ADVENT,Advent Pharma Limited,Pharmaceuticals & Chemicals,Z,1322.48,20.14,14.50,-2.07,14.20,4.3840,"307,474",25.1486,-96.2963,15.7200,15.7240,14.2510,15.0670,15.2212,15.5028,-0.2816,-0.0753,17.0171,14.4229,117.4400,-421130.3803,14.9244,15.1141,15.4543,1.4735,0.0000,0.0000,0.0000,0.35,1.507,0.005,1.157,-,0.200,0.134,0.352,0.035,0.044,-,-,14.50,-0.30,246,4.3840,69.98%,12.79%,56.19%,30.02%,0.00%,1.00%,-,0.50,0.72,16.43,27 Oct 2025,31 Dec 2025,20.14,32.95,931327320.00,Z-EQ,93132732
AFCAGRO,AFC Agro Biotech Limited,Pharmaceuticals & Chemicals,Z,771.95,30.45,6.70,0.00,6.70,0.1960,"29,125",36.1435,-87.5000,7.1050,7.4200,6.4690,6.9087,6.9597,7.1123,-0.1526,-0.1124,7.5178,6.6922,32.0900,-220100.1113,6.8756,6.9282,7.0181,1.6486,0.0000,0.0000,0.0000,0.75,5.609,-,4.057,-,0.066,0.036,0.232,0.010,0.012,-,-,6.70,0.00,32,0.1960,72.16%,34.11%,38.05%,27.84%,0.00%,0.00%,-,0.50,0.22,18.19,30 Oct 2022,29 Dec 2022,30.45,29.56,1152162000.00,Z-EQ,115216200
AFTABAUTO,Aftab Automobiles Limited,Engineering,Z,2976.37,-,28.20,0.00,28.20,1.0160,"36,005",28.8034,-93.1034,29.7550,30.5960,31.1425,28.7614,28.9944,29.6805,-0.6861,-0.4971,31.8501,27.6599,33.0900,-188001.5103,28.4711,28.7192,29.2352,1.3013,0.0000,0.0000,0.0000,3.55,1.931,2.289,1.802,-,-,-,0.254,-,-,-,-,28.20,0.00,94,1.0160,70.68%,32.54%,38.14%,29.32%,0.00%,0.00%,-,10.00,-1.37,47.57,28 Oct 2025,29 Dec 2025,-,-,1055449950.00,Z-EQ,105544995
AGNISYSL,Agni Systems PLC.,IT Sector,B,2125.90,36.54,29.30,-1.01,29.30,17.9730,"613,544",35.6248,-88.8889,31.7250,31.4580,24.7555,30.5303,30.8215,31.3721,-0.5506,-0.1702,34.2279,29.2221,410.3700,-728124.4084,30.2667,30.5756,31.1424,1.2417,0.0000,0.0000,0.0000,0.85,3.518,-,3.484,0.174,0.181,0.082,0.383,0.039,0.048,-,-,29.60,-0.30,493,17.9730,69.97%,14.59%,55.38%,30.03%,0.00%,0.00%,-,2.50,0.81,16.95,28 Oct 2025,29 Dec 2025,36.54,27.07,725561920.00,B-EQ,72556192
AGRANINS,Agrani Insurance PLC.,Insurance,A,1051.75,163.89,29.20,-1.02,29.20,2.3790,"80,921",42.9469,-97.7273,31.0700,29.3540,24.4160,30.4382,30.5782,30.3900,0.1882,0.5843,32.9807,29.1593,328.7600,-266903.3702,30.3133,30.6192,30.9505,1.4449,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,29.50,-0.30,103,2.3790,72.25%,17.03%,55.22%,27.75%,0.00%,0.00%,-,-,0.18,19.42,16 Mar 2026,14 May 2026,163.89,29.50,360186980.00,A-EQ,36018698
AIBL1STIMF,AIBL 1st Islamic Mutual Fund,Mutual Funds,A,540.00,106.00,5.40,1.89,5.40,4.8430,"905,711",39.6547,-88.2353,6.1550,5.5340,4.1610,5.6811,5.7817,5.8809,-0.0991,0.0753,7.1207,5.1893,806.6300,-919586.7060,5.5511,5.6718,5.9229,0.8317,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,5.30,0.10,124,4.8430,90.00%,40.05%,49.95%,10.00%,0.00%,0.00%,-,0.60,0.05,10.27,16 May 2023,-,106.00,60.23,1000000000.00,A-MF,100000000
AIBLPBOND,AIBL Mudaraba Perpetual Bond,Corporate Bond,A,400.00,-,4000.00,1.29,4000.00,0.6960,174,53.5857,-24.0385,3955.7000,3932.0300,3689.4825,3957.7636,3946.8792,3940.3196,6.5596,-14.2564,4080.6637,3830.7363,2.4100,-0.0769,3960.0000,3957.6923,3957.8143,0.0342,0.0000,0.0000,0.0000,0.03,-,-,-,-,-,-,-,-,-,-,-,3949.20,50.80,3,0.6960,100.00%,87.13%,12.17%,0.00%,0.00%,0.70%,-,-,0.00,0.00,-,-,-,-,1000000.00,A-CB,100000
AIL,Alif Industries Limited,Textile,Z,1674.48,14.75,34.40,-1.15,34.40,4.0280,"116,519",32.3102,-93.2203,37.2000,36.2200,35.0680,36.1376,36.4061,36.7054,-0.2993,0.1494,39.3870,35.0130,122.1500,-236293.6012,35.9511,36.3038,36.7567,1.1548,0.0000,0.0000,0.0000,2.91,4.992,-,4.235,-,-,-,-,-,-,-,-,34.80,-0.40,319,4.0280,69.76%,13.74%,56.02%,30.24%,0.00%,0.00%,10.00,10.00,2.36,24.56,29 Oct 2024,30 Dec 2024,14.75,11.55,486768350.00,Z-EQ,48676835
AL-HAJTEX,Al-Haj Textile Mills Limited,Textile,B,1942.20,8.50,87.10,1.75,87.10,10.9930,"126,517",27.6576,-80.6250,95.6850,100.8280,117.4340,90.7395,92.0926,96.0635,-3.9709,-2.8682,105.6908,85.6792,224.3600,-315179.9675,89.5467,90.8769,93.2229,1.0732,0.0000,0.0000,0.0000,0.34,1.616,-,1.134,-,-,-,-,-,-,-,-,85.60,1.50,613,10.9930,69.34%,9.08%,60.21%,30.65%,0.01%,0.05%,-,3.00,-1.64,16.38,23 Jul 2026,14 Sep 2026,8.50,-,222985490.00,B-EQ,22298549
ALARABANK,Al-Arafah Islami Bank PLC.,Bank,Z,20384.94,26.36,17.60,1.72,17.70,3.5820,"203,699",59.7850,-50.0000,16.7550,16.2140,15.4180,17.2256,17.1009,16.7602,0.3407,0.2272,18.2368,15.2732,3.6300,147651.5618,17.3667,17.1654,16.8767,0.5988,0.0000,0.0000,0.0000,-,-,-,-,-,0.230,0.056,-,0.001,0.033,0.002,-,17.40,0.30,149,3.5820,59.59%,35.52%,24.04%,40.41%,0.00%,0.03%,-,-,0.74,21.16,03 May 2026,29 Jul 2026,26.36,10.12,11516917130.00,Z-EQ,1151691713
ALIF,Alif Manufacturing Company Ltd,Textile,Z,1429.60,16.67,5.50,0.00,5.50,3.0420,"558,863",44.2297,-90.9091,5.6500,5.5660,4.7960,5.6362,5.6437,5.6224,0.0213,0.0480,5.9578,5.3422,91.9300,-204704.6398,5.6578,5.6744,5.6600,1.6319,0.0000,0.0000,0.0000,1.82,15.328,-,13.723,-,-,-,-,-,-,-,-,5.50,0.00,135,3.0420,69.54%,3.78%,65.76%,30.46%,0.00%,0.00%,-,1.00,0.33,15.15,29 Oct 2024,29 Dec 2024,16.67,25.78,2599270220.00,Z-EQ,259927022
ALLTEX,Alltex Industries Limited,Textile,Z,1410.39,-,25.20,3.28,25.20,14.6670,"586,459",73.2552,-12.8205,23.0250,19.9500,15.7420,24.1908,23.8944,22.4746,1.4198,1.4369,26.5648,19.4852,199.4500,-82869.5408,24.4000,24.3449,23.8548,1.3754,0.0000,0.0000,0.0000,-,0.234,-,0.226,-,-,-,-,-,-,-,-,24.40,0.80,530,14.6670,63.75%,15.35%,48.40%,36.25%,0.00%,0.00%,-,-,-0.18,24.77,08 Dec 2025,18 Jun 2026,-,610.00,559680000.00,Z-EQ,55968000
AMANFEED,Aman Feed PLC,Miscellaneous,A,4806.61,168.64,36.70,-1.08,36.70,35.2320,"953,602",44.8273,-92.1569,38.0600,36.3040,27.8405,37.6550,37.7478,37.4650,0.2828,0.6196,39.3905,36.7295,278.3400,-2010459.6472,37.6489,37.7897,37.9495,1.2864,0.0000,0.0000,0.0000,3.13,2.425,-,1.527,0.016,0.066,0.003,0.108,0.003,0.008,-,-,37.10,-0.40,694,35.2320,36.74%,10.39%,26.32%,63.26%,0.00%,0.03%,-,11.50,0.22,28.03,27 Oct 2025,29 Dec 2025,168.64,47.97,1309704000.00,A-EQ,130970400
AMBEEPHA,Ambee Pharmaceuticals PLC.,Pharmaceuticals & Chemicals,A,1812.24,345.29,762.90,-1.05,755.10,0.5390,713,35.9468,-92.5811,795.0850,783.1360,762.0930,775.4867,779.6806,786.9216,-7.2410,-1.4383,834.9770,755.1930,9.0800,-1581.3486,771.8178,775.8128,784.9652,0.8324,0.0000,0.0000,0.0000,0.13,0.828,0.006,0.526,-,0.035,0.023,0.475,0.007,0.164,-,-,763.10,-8.00,63,0.5390,22.75%,5.62%,17.13%,77.25%,0.00%,0.00%,-,10.00,2.21,13.47,02 Nov 2025,18 Dec 2025,345.29,253.24,24000000.00,A-EQ,2400000
AMCL(PRAN),Agricultural Marketing Co Ltd.,Food & Allied,A,1755.20,43.95,218.80,-0.36,219.40,1.0030,"4,509",37.1266,-91.4179,229.0000,226.9260,214.4075,226.2428,227.1409,228.1210,-0.9801,0.5310,237.3907,220.6093,24.9600,-7973.8305,225.8378,227.1692,228.3833,0.9405,0.0000,0.0000,0.0000,1.46,1.559,-,0.623,0.023,0.026,0.011,0.191,0.022,0.054,-,-,220.20,-0.80,78,1.0030,59.85%,28.88%,30.97%,40.15%,0.00%,0.00%,-,32.00,5.01,92.88,27 Oct 2025,24 Dec 2025,43.95,34.84,80000000.00,A-EQ,8000000
ANLIMAYARN,Anlima Yarn Dyeing Limited,Textile,Z,564.62,-,31.60,-3.07,31.60,0.6930,"21,834",35.4245,-91.3043,34.0550,33.7300,23.4920,33.1944,33.4189,33.6325,-0.2136,0.1789,36.2531,31.8569,108.6000,-18422.0110,32.9844,33.3013,33.7824,1.0737,0.0000,0.0000,0.0000,-,0.523,-,0.382,-,-,-,-,-,-,-,-,32.60,-1.00,130,0.6930,55.57%,7.17%,48.40%,44.43%,0.00%,0.00%,-,-,-2.99,5.63,19 Oct 2025,22 Dec 2025,-,-,178678000.00,Z-EQ,17867800
ANWARGALV,Anwar Galvanizing Limited,Engineering,A,3130.40,-,103.70,0.39,103.70,13.3360,"127,766",31.2684,-91.2088,111.5450,114.2000,99.1670,108.5213,109.4291,111.4213,-1.9922,-0.9361,118.5323,104.5577,265.9300,-429116.4010,107.9756,109.2128,110.4910,1.4832,0.0000,0.0000,0.0000,-,0.720,0.601,0.433,-,-,-,-,-,-,-,-,103.30,0.40,664,13.3360,64.68%,14.88%,49.80%,35.32%,0.00%,0.00%,-,-,-12.32,1.38,27 Oct 2025,08 Feb 2026,-,19.37,301870800.00,A-EQ,30187080
AOL,Associated Oxygen Limited,Fuel & Power,Z,1866.29,10.24,17.00,-0.58,17.00,5.4320,"318,427",33.7452,-100.0000,18.2250,18.0540,16.0355,17.8999,18.0061,18.0682,-0.0621,0.1417,19.6180,16.8320,144.4600,-749366.8994,17.8400,18.0628,18.2357,1.5881,0.0000,0.0000,0.0000,0.59,-,-,-,-,-,-,-,-,-,-,-,17.10,-0.10,224,5.4320,69.35%,13.38%,55.90%,30.65%,0.00%,0.07%,-,1.00,1.59,19.33,08 Jan 2024,18 Feb 2024,10.24,10.75,1097820000.00,Z-EQ,109782000
APEXFOODS,Apex Foods Limited,Food & Allied,A,1559.61,42.85,273.50,-0.44,273.50,4.3100,"15,687",39.7463,-96.3061,286.1400,283.8960,249.9820,282.4753,283.7937,285.3143,-1.5207,0.6588,303.5000,268.7800,195.2600,-48335.4843,281.2867,283.9513,285.9595,1.1477,0.0000,0.0000,0.0000,0.73,1.554,-,1.153,0.038,0.030,0.017,0.104,0.023,0.051,-,-,274.70,-1.20,321,4.3100,46.61%,9.47%,37.14%,53.39%,0.00%,0.00%,-,20.00,6.41,126.05,09 Oct 2025,29 Nov 2025,42.85,46.30,57024000.00,A-EQ,5702400
APEXFOOT,Apex Footwear Limited,Tannery Industries,A,4174.31,24.70,213.20,-0.23,212.40,7.7610,"36,558",42.7833,-83.1325,215.9750,212.3000,195.0725,214.0776,214.4765,214.5981,-0.1216,0.6971,219.8590,212.0910,95.0700,-82054.8922,213.6156,214.1346,215.0562,0.9101,0.0000,0.0000,0.0000,1.18,1.042,-,0.144,0.021,0.096,0.008,0.289,0.004,0.020,-,-,212.90,-0.50,442,7.7610,69.92%,23.35%,46.57%,30.08%,0.00%,0.00%,25.00,25.00,8.62,436.68,28 Sep 2025,26 Nov 2025,24.70,35.17,196530460.00,A-EQ,19653046
APEXSPINN,Apex Spinning & Knitting Mills Limited,Textile,A,2789.64,93.92,332.10,-1.77,332.10,3.9540,"11,912",39.1817,-90.7658,351.7400,368.7960,260.5650,343.5991,346.1831,355.0660,-8.8829,-7.3885,375.4244,328.0556,153.7900,-27253.8482,342.0756,343.9449,347.1705,1.0199,0.0000,0.0000,0.0000,0.60,1.190,-,1.002,-,-,-,-,0.008,0.021,-,-,338.10,-6.00,287,3.9540,49.29%,13.56%,35.48%,50.71%,0.00%,0.25%,-,20.00,3.60,83.11,09 Oct 2025,29 Nov 2025,93.92,99.05,84000000.00,A-EQ,8400000
APEXTANRY,Apex Tannery Limited,Tannery Industries,B,1528.57,-,100.30,0.60,100.30,4.3970,"43,972",41.4996,-91.2568,105.1500,104.2980,80.9230,103.8473,104.3436,104.8669,-0.5233,0.3204,111.7215,98.5785,209.1800,-159001.7411,103.6222,104.6090,105.1457,0.9873,0.0000,0.0000,0.0000,-,0.898,-,0.211,-,0.061,-,0.125,-,-,-,-,99.70,0.60,329,4.3970,65.18%,26.05%,39.13%,34.82%,0.00%,0.00%,-,-,-14.62,30.19,15 Oct 2025,30 Dec 2025,-,-,152400000.00,B-EQ,15240000
APOLOISPAT,Appollo Ispat Complex Limited,Engineering,Z,1244.06,-,3.10,0.00,3.10,1.0740,"350,779",36.9507,-80.0000,3.2950,3.2460,2.8075,3.2035,3.2213,3.2402,-0.0189,0.0113,3.4947,3.0953,55.7100,-342619.2949,3.1822,3.2154,3.2633,1.4537,0.0000,0.0000,0.0000,-,0.749,20.371,0.727,-,-,-,-,-,-,-,-,3.10,0.00,113,1.0740,79.76%,19.22%,60.18%,20.24%,0.00%,0.36%,-,-,-0.82,0.70,21 Nov 2024,19 Dec 2024,-,-,4013086000.00,Z-EQ,401308600
APSCLBOND,APSCL Non-Convertible and Fully Redeemable Coupon Bearing Bond,Corporate Bond,A,210.20,-,1051.00,0.05,1051.00,0.0010,1,29.4242,-92.6667,1091.2500,1117.5000,1739.2650,1082.7901,1096.0568,1219.0344,-122.9777,-151.7148,1205.7881,976.7119,0.0700,199.5195,1063.7667,1071.5385,1081.7714,0.2566,0.0000,0.0000,0.0000,0.05,-,-,-,-,-,-,-,-,-,-,-,1050.50,0.50,1,0.0010,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,5.25,0.00,0.00,11 Jun 2026,-,-,-,2000000.00,A-CB,200000
ARAMIT,Aramit Limited,Miscellaneous,A,1251.00,103.25,208.50,-3.38,208.50,5.2050,"24,684",48.3807,-80.5471,211.0300,205.4420,185.2605,215.5158,214.7390,210.8479,3.8911,4.0164,227.9962,194.0638,130.3300,15164.5047,217.9978,216.8410,213.8410,1.0135,0.0000,0.0000,0.0000,0.48,3.153,-,2.395,0.057,0.063,0.046,0.073,0.009,0.014,-,-,215.80,-7.30,302,5.2050,39.27%,13.57%,25.70%,60.73%,0.00%,0.00%,-,10.00,1.75,128.67,01 Jan 2026,04 Mar 2026,103.25,-,60000000.00,A-EQ,6000000
ARAMITCEM,Aramit Cement Limited,Cement,Z,406.56,-,12.00,3.45,12.00,0.3790,"33,076",44.4425,-70.9677,12.5900,12.2820,10.9650,12.3272,12.4017,12.4495,-0.0479,0.0932,13.4795,11.7005,41.4400,-33261.4839,12.2689,12.4103,12.5457,1.3940,0.0000,0.0000,0.0000,-,2.410,-,2.363,-,-,-,-,-,0.766,-,-,11.60,0.40,127,0.3790,54.08%,9.99%,44.09%,45.92%,0.00%,0.00%,-,-,-14.47,-18.90,17 Nov 2024,30 Dec 2024,-,-,338800000.00,Z-EQ,33880000
ARGONDENIM,Argon Denims Limited,Textile,A,3013.88,12.74,21.70,1.40,21.70,40.1490,"1,850,545",43.1503,-82.9268,23.5450,21.6820,18.5885,22.5325,22.6836,22.5965,0.0871,0.4600,25.7857,21.3043,828.8400,-1986402.9242,22.3800,22.6077,23.0562,1.2185,0.0000,0.0000,0.0000,4.61,1.703,-,0.950,-,-,-,-,-,-,-,-,21.40,0.30,930,40.1490,64.13%,34.56%,29.57%,35.87%,0.00%,0.00%,-,10.00,1.68,24.57,23 Oct 2025,18 Dec 2025,12.74,17.83,1388886060.00,A-EQ,138888606
ASIAINS,Asia Insurance PLC.,Insurance,A,1991.05,20.38,42.30,-0.70,42.30,6.9890,"164,238",43.9081,-95.3125,44.1900,43.4460,36.8035,43.8179,43.9490,43.8766,0.0724,0.3943,46.8504,41.5296,346.2300,-252051.1883,43.7911,44.0962,44.2862,1.6153,0.0000,0.0000,0.0000,2.36,-,-,-,-,-,-,-,-,-,-,-,42.60,-0.30,355,6.9890,62.12%,10.77%,51.35%,37.88%,0.00%,0.00%,-,10.00,2.09,30.55,23 Apr 2026,29 Jun 2026,20.38,25.36,470698580.00,A-EQ,47069858
ASIAPACINS,Asia Pacific General Insurance PLC,Insurance,A,2092.09,19.64,49.40,0.20,49.40,5.6200,"113,179",47.9811,-86.3014,51.1350,47.8380,38.9605,50.8563,50.9077,49.9903,0.9174,1.4621,56.4314,45.8386,437.1100,-477701.0690,50.7778,51.2218,51.5929,1.4181,0.0000,0.0000,0.0000,2.83,-,-,-,-,-,-,-,-,-,-,-,49.30,0.10,290,5.6200,66.39%,32.27%,34.12%,33.61%,0.00%,0.00%,-,14.00,2.51,25.29,03 May 2026,09 Jul 2026,19.64,11.26,423500000.00,A-EQ,42350000
