Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],VWMA [20],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,18388.19,7.45,86.9,1.64,86.9,138.187,1589643.0,75.1139,-19.7802,82.44,79.158,76.2375,84.3765,83.8569,82.0569,1.7999,1.5057,86.3814,78.4986,90.24,-436593.1673,84.8156,84.3667,83.4048,1.2122,0.0,4.03,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,85.50,1.40,"2,303",138.1870,59.61%,32.23%,27.37%,40.39%,0.00%,0.01%,-,35.00,11.48,126.37,28 Oct 2025,22 Dec 2025,7.45,6.82,2116017000.00,A-EQ,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3091.5,-,22.9,0.0,22.9,52.484,2285063.0,42.442,-94.1176,23.51,23.786,18.8715,23.2976,23.3678,23.5679,-0.2001,-0.1402,24.3382,22.6818,483.94,-3558455.2264,23.2889,23.3218,23.3962,1.4071,0.0,-,4.422,0.117,3.222,-,-,-,-,-,-,-,-,22.90,0.00,"1,261",52.4840,68.20%,14.94%,53.26%,31.80%,0.00%,0.00%,-,0.01,-1.14,16.41,02 Nov 2025,29 Dec 2025,-,-,1350000000.00,B-EQ,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1679.56,61.82,7.0,2.94,7.0,2.727,390273.0,50.3116,-57.1429,7.075,6.858,6.767,6.9938,7.0026,6.9904,0.0122,0.0372,7.3715,6.7785,73.39,-313956.3086,6.9711,6.9833,7.0257,1.3505,0.0,0.36,-,-,-,-,-,-,-,-,-,-,-,6.80,0.20,150,2.7270,87.96%,21.05%,66.64%,12.04%,0.00%,0.27%,-,0.25,0.11,22.07,30 Oct 2022,29 Dec 2022,61.82,42.50,2399365800.00,Z-EQ,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,4583.8,28.35,70.9,-1.94,70.9,37.483,526604.0,63.8279,-24.4186,68.385,64.042,62.542,69.8042,69.3608,67.5138,1.847,1.7425,71.7506,65.0194,320.32,-258668.5718,70.1622,69.8269,69.0443,1.2684,0.0,1.41,1.943,-,1.935,0.122,0.152,0.091,0.354,0.049,0.077,-,-,72.30,-1.40,"1,301",37.4830,59.24%,18.80%,38.66%,40.76%,0.00%,1.78%,-,10.00,2.55,32.82,28 Oct 2025,15 Dec 2025,28.35,29.15,646516660.00,A-EQ,64651666
ADVENT,Advent Pharma Limited,Pharmaceuticals & Chemicals,Z,1499.44,22.50,16.1,-0.62,16.1,6.579,408441.0,65.6629,-33.3333,15.765,14.744,14.2055,15.9044,15.849,15.5262,0.3228,0.353,16.2729,15.2571,149.8,281859.5192,15.9222,15.8974,15.8471,1.4552,0.0,0.31,1.507,0.005,1.157,-,0.200,0.134,0.352,0.035,0.044,-,-,16.20,-0.10,202,6.5790,69.98%,11.76%,57.21%,30.02%,0.00%,1.01%,-,0.50,0.72,16.43,27 Oct 2025,31 Dec 2025,22.50,36.82,931327320.00,Z-EQ,93132732
AFCAGRO,AFC Agro Biotech Limited,Pharmaceuticals & Chemicals,Z,829.56,32.73,7.2,0.0,7.2,2.377,328273.0,38.1038,-91.6667,7.85,7.384,6.526,7.6635,7.7104,7.682,0.0284,0.1447,8.3987,7.3013,70.4,-542669.3294,7.6444,7.7372,7.8048,1.6589,0.0,0.69,5.609,-,4.057,-,0.066,0.036,0.232,0.010,0.012,-,-,7.20,0.00,213,2.3770,72.16%,34.11%,38.05%,27.84%,0.00%,0.00%,-,0.50,0.22,18.19,30 Oct 2022,29 Dec 2022,32.73,31.76,1152162000.00,Z-EQ,115216200
AFTABAUTO,Aftab Automobiles Limited,Engineering,Z,3324.67,-,31.5,-1.56,31.5,9.086,286656.0,56.7389,-37.5,31.15,29.86,31.9705,31.0971,31.0622,30.8217,0.2405,0.2771,32.3368,29.9632,70.27,-79146.5767,31.0222,30.9974,31.0143,1.3164,0.0,3.17,1.931,2.289,1.802,-,-,-,0.254,-,-,-,-,32.00,-0.50,469,9.0860,70.68%,34.05%,36.63%,29.32%,0.00%,0.00%,-,10.00,-1.37,47.57,28 Oct 2025,29 Dec 2025,-,-,1055449950.00,Z-EQ,105544995
AGNISYSL,Agni Systems PLC.,IT Sector,B,2300.03,38.89,31.7,0.63,31.7,98.175,3074495.0,62.0676,-20.0,30.195,28.422,23.7805,31.1439,30.9259,29.9998,0.926,0.883,32.4795,27.9105,801.08,-1537186.8451,31.4,31.2141,30.6824,1.2334,0.0,0.79,3.518,-,3.484,0.174,0.181,0.082,0.383,0.039,0.048,-,-,31.50,0.20,"1,300",98.1750,69.97%,13.61%,56.36%,30.03%,0.00%,0.00%,-,2.50,0.81,16.95,28 Oct 2025,29 Dec 2025,38.89,28.81,725561920.00,B-EQ,72556192
AGRANINS,Agrani Insurance PLC.,Insurance,A,1174.21,175.00,32.6,3.49,32.6,24.597,775458.0,79.3756,-2.5641,27.555,25.576,23.876,29.3843,28.8879,27.4976,1.3904,0.9546,31.2471,23.8629,271.81,1238117.7274,29.7356,29.2179,28.2805,1.4193,0.0,-,-,-,-,-,-,-,-,-,-,-,-,31.50,1.10,"1,035",24.5970,72.25%,17.12%,55.13%,27.75%,0.00%,0.00%,-,-,0.18,19.42,16 Mar 2026,14 May 2026,175.00,46.32,360186980.00,A-EQ,36018698
AIBL1STIMF,AIBL 1st Islamic Mutual Fund,Mutual Funds,A,560.0,116.00,5.6,-3.45,5.6,26.607,4538744.0,77.2337,-20.0,4.47,4.202,3.8645,5.0185,4.8726,4.5324,0.3402,0.1799,5.5404,3.3996,463.74,7772866.5599,5.1267,4.9551,4.6924,0.8007,0.0,-,-,-,-,-,-,-,-,-,-,-,-,5.80,-0.20,563,26.6070,90.00%,40.05%,49.95%,10.00%,0.00%,0.00%,-,0.60,0.05,10.27,16 May 2023,-,116.00,65.91,1000000000.00,A-MF,100000000
AIBLPBOND,AIBL Mudaraba Perpetual Bond,Corporate Bond,A,400.0,-,0.0,0.0,4000.0,0.0,0.0,53.227,-16.5275,3913.275,3861.41,3762.1,3903.1742,3882.6259,3921.0687,-38.4428,-101.6592,4387.4831,3439.0669,0.9,-5.0867,3924.9778,3919.3333,3907.8429,0.0483,0.0,0.03,-,-,-,-,-,-,-,-,-,-,-,4000.00,0.00,0,0.0000,100.00%,87.13%,12.17%,0.00%,0.00%,0.70%,-,-,0.00,0.00,-,-,-,-,1000000.00,A-CB,100000
AIL,Alif Industries Limited,Textile,Z,1903.26,15.76,39.1,5.11,39.1,23.076,596131.0,78.6373,-5.1948,34.385,33.03,37.4135,36.1218,35.6511,34.4385,1.2126,0.7496,37.8699,30.9001,148.03,524911.8304,36.4378,35.9103,35.0343,1.1525,0.0,2.56,4.992,-,4.235,-,-,-,-,-,-,-,-,37.20,1.90,"1,007",23.0760,69.76%,9.82%,59.94%,30.24%,0.00%,0.00%,10.00,10.00,2.36,24.56,29 Oct 2024,30 Dec 2024,15.76,12.35,486768350.00,Z-EQ,48676835
AL-HAJTEX,Al-Haj Textile Mills Limited,Textile,B,2368.11,10.47,106.2,0.76,106.2,48.877,458407.0,59.654,-28.2828,103.02,100.322,125.414,103.2471,102.9761,102.4225,0.5535,0.2188,107.7482,98.2918,368.46,-57779.7383,103.1444,103.009,102.7743,1.0575,0.0,0.47,1.616,-,1.134,-,-,-,-,-,-,-,-,105.40,0.80,"1,814",48.8770,69.34%,10.91%,58.43%,30.65%,0.01%,0.00%,-,5.00,10.07,18.52,29 Dec 2025,07 Feb 2026,10.47,10.47,222985490.00,B-EQ,22298549
ALARABANK,Al-Arafah Islami Bank PLC.,Bank,Z,18427.07,24.24,16.0,0.0,16.0,2.395,149348.0,68.8114,-23.0769,15.21,14.432,15.3975,15.7264,15.5968,15.1654,0.4314,0.3498,16.3651,14.0549,5.67,-390362.6215,15.8667,15.7538,15.4952,0.6195,0.0,-,-,-,-,-,0.230,0.056,-,0.001,0.033,0.002,-,16.00,0.00,118,2.3950,84.89%,26.52%,58.33%,15.11%,0.00%,0.04%,-,-,0.74,21.16,03 May 2026,29 Jul 2026,24.24,28.57,11516917130.00,Z-EQ,1151691713
ALIF,Alif Manufacturing Company Ltd,Textile,Z,1429.6,16.67,5.6,0.0,5.5,2.558,459625.0,52.8629,-66.6667,5.49,5.38,4.7555,5.5335,5.5201,5.4577,0.0624,0.0623,5.6724,5.3076,69.49,-564223.8905,5.5556,5.5385,5.5095,1.6337,0.0,1.82,15.328,-,13.723,-,-,-,-,-,-,-,-,5.50,0.00,140,2.5580,69.54%,4.26%,65.28%,30.46%,0.00%,0.00%,-,1.00,0.33,15.15,29 Oct 2024,29 Dec 2024,16.67,25.78,2599270220.00,Z-EQ,259927022
ALLTEX,Alltex Industries Limited,Textile,Z,1007.42,-,18.0,-0.55,18.0,4.265,234976.0,63.4328,-34.6154,17.295,16.866,14.4915,17.7003,17.6012,17.2636,0.3376,0.2788,18.3322,16.2578,150.47,-284568.7229,17.7511,17.6795,17.5076,1.4118,0.0,-,0.234,-,0.226,-,-,-,-,-,-,-,-,18.10,-0.10,163,4.2650,63.75%,13.25%,50.50%,36.25%,0.00%,0.00%,-,-,-0.18,24.77,08 Dec 2025,18 Jun 2026,-,452.50,559680000.00,Z-EQ,55968000
AMANFEED,Aman Feed PLC,Miscellaneous,A,4466.09,154.55,34.1,0.29,34.1,49.013,1441340.0,57.0403,-28.0,33.81,31.848,25.912,33.8627,33.8037,33.2388,0.5649,0.7011,34.9615,32.6585,225.23,-380707.296,33.8844,33.859,33.7838,1.2633,0.0,3.37,2.425,-,1.527,0.016,0.066,0.003,0.108,0.003,0.008,-,-,34.00,0.10,789,49.0130,36.74%,12.23%,24.48%,63.26%,0.00%,0.03%,-,11.50,0.22,28.03,27 Oct 2025,29 Dec 2025,154.55,43.97,1309704000.00,A-EQ,130970400
AMBEEPHA,Ambee Pharmaceuticals PLC.,Pharmaceuticals & Chemicals,A,1844.88,342.76,768.7,1.48,768.7,1.344,1750.0,53.6626,-37.7926,759.49,765.066,764.274,762.5855,762.1957,762.8832,-0.6875,-1.867,772.3161,746.6639,15.07,-148.5304,763.6289,762.3936,760.3867,0.8227,0.0,0.13,0.828,0.006,0.526,-,0.035,0.023,0.475,0.007,0.164,-,-,757.50,11.20,100,1.3440,22.75%,5.67%,17.08%,77.25%,0.00%,0.00%,-,10.00,2.21,13.47,02 Nov 2025,18 Dec 2025,342.76,251.38,24000000.00,A-EQ,2400000
AMCL(PRAN),Agricultural Marketing Co Ltd.,Food & Allied,A,1820.8,45.91,227.6,-1.04,227.6,10.057,43816.0,61.6299,-27.5,221.86,218.576,213.9785,225.8516,224.9261,222.0706,2.8555,2.1669,230.4556,213.2644,51.87,-6753.286,226.8578,226.0295,223.9152,0.9406,0.0,1.41,1.559,-,0.623,0.023,0.026,0.011,0.191,0.022,0.054,-,-,230.00,-2.40,316,10.0570,59.85%,27.84%,32.01%,40.15%,0.00%,0.00%,-,32.00,5.01,92.88,27 Oct 2025,24 Dec 2025,45.91,36.39,80000000.00,A-EQ,8000000
ANLIMAYARN,Anlima Yarn Dyeing Limited,Textile,Z,646.81,-,36.2,1.4,36.2,4.081,113005.0,70.9773,-17.5676,33.175,27.832,21.626,34.3462,33.93,32.0372,1.8928,1.8696,36.1788,30.1712,227.15,101649.2039,34.5422,34.1731,33.5948,1.0638,0.0,-,0.523,-,0.382,-,-,-,-,-,-,-,-,35.70,0.50,267,4.0810,55.57%,7.69%,47.88%,44.43%,0.00%,0.00%,-,-,-2.99,5.63,19 Oct 2025,22 Dec 2025,-,-,178678000.00,Z-EQ,17867800
ANWARGALV,Anwar Galvanizing Limited,Engineering,A,3643.58,-,120.7,3.07,120.7,130.787,1083749.0,63.6356,-22.4806,116.36,108.468,92.825,117.1331,116.795,114.4265,2.3685,2.7406,120.9723,111.7477,523.0,-434907.4622,117.0244,117.0256,116.6871,1.474,0.0,-,0.720,0.601,0.433,-,-,-,-,-,-,-,-,117.10,3.60,"4,119",130.7870,64.68%,15.70%,48.98%,35.32%,0.00%,0.00%,-,-,-12.32,1.38,27 Oct 2025,08 Feb 2026,-,21.96,301870800.00,A-EQ,30187080
AOL,Associated Oxygen Limited,Fuel & Power,Z,1910.21,10.48,17.4,-0.57,17.4,5.271,300855.0,43.8966,-92.5926,18.17,17.342,15.672,17.7319,17.8321,17.8717,-0.0397,0.1617,19.6298,16.7102,141.72,-683419.016,17.54,17.7282,18.0305,1.5944,0.0,0.57,-,-,-,-,-,-,-,-,-,-,-,17.50,-0.10,258,5.2710,69.35%,15.81%,53.47%,30.65%,0.00%,0.07%,-,1.00,1.59,19.33,08 Jan 2024,18 Feb 2024,10.48,11.01,1097820000.00,Z-EQ,109782000
APEXFOODS,Apex Foods Limited,Food & Allied,A,1738.66,47.85,304.9,-0.59,304.9,27.822,90321.0,68.5303,-17.6817,279.16,277.598,241.75,292.082,289.0025,281.8191,7.1834,3.801,304.964,253.356,232.97,48439.3745,294.8133,291.4872,284.799,1.1601,0.0,0.66,1.554,-,1.153,0.038,0.030,0.017,0.104,0.023,0.051,-,-,306.70,-1.80,"1,157",27.8220,46.61%,9.47%,37.14%,53.39%,0.00%,0.00%,-,20.00,6.41,126.05,09 Oct 2025,29 Nov 2025,47.85,51.69,57024000.00,A-EQ,5702400
APEXFOOT,Apex Footwear Limited,Tannery Industries,A,4311.88,25.24,219.4,0.83,219.4,52.696,240204.0,75.5377,-10.4348,205.94,202.452,198.385,212.107,210.6011,206.6081,3.9931,2.565,217.9104,193.9696,193.93,-3945.1991,213.3222,211.9,208.84,0.9063,0.0,1.14,1.042,-,0.144,0.021,0.096,0.008,0.289,0.004,0.020,-,-,217.60,1.80,"1,495",52.6960,69.92%,23.91%,46.01%,30.08%,0.00%,0.00%,25.00,25.00,8.62,436.68,28 Sep 2025,26 Nov 2025,25.24,35.95,196530460.00,A-EQ,19653046
APEXSPINN,Apex Spinning & Knitting Mills Limited,Textile,A,3438.12,113.33,409.3,0.32,409.3,108.266,265176.0,60.8578,-22.4432,377.54,366.354,228.806,398.4414,393.2071,376.1912,17.0159,13.5283,424.9472,330.1328,821.55,56347.0556,403.9778,399.5462,388.5167,1.0312,0.0,0.49,1.190,-,1.002,-,-,-,-,0.008,0.021,-,-,408.00,1.30,"1,534",108.2660,49.29%,13.56%,35.48%,50.71%,0.00%,0.25%,-,20.00,3.60,83.11,09 Oct 2025,29 Nov 2025,113.33,119.53,84000000.00,A-EQ,8400000
APEXTANRY,Apex Tannery Limited,Tannery Industries,B,1584.96,-,104.0,2.26,104.0,17.716,171293.0,52.5329,-34.3434,102.095,104.342,75.87,102.7233,102.6812,102.5784,0.1028,0.0587,106.1262,98.0638,247.05,-135109.842,102.8422,102.7679,102.2976,0.9706,0.0,-,0.898,-,0.211,-,0.061,-,0.125,-,-,-,-,101.70,2.30,868,17.7160,65.18%,27.17%,38.01%,34.82%,0.00%,0.00%,-,-,-14.62,30.19,15 Oct 2025,30 Dec 2025,-,-,152400000.00,B-EQ,15240000
APOLOISPAT,Appollo Ispat Complex Limited,Engineering,Z,1244.06,-,3.1,6.9,3.1,1.763,583966.0,41.9914,-60.0,3.3,3.288,2.7265,3.1605,3.1911,3.2643,-0.0732,-0.0406,3.6309,2.9691,70.44,-1522503.4804,3.1333,3.1615,3.2286,1.4734,0.0,-,0.749,20.371,0.727,-,-,-,-,-,-,-,-,2.90,0.20,209,1.7630,79.76%,19.22%,60.18%,20.24%,0.00%,0.36%,-,-,-0.82,0.70,21 Nov 2024,19 Dec 2024,-,-,4013086000.00,Z-EQ,401308600
APSCLBOND,APSCL Non-Convertible and Fully Redeemable Coupon Bearing Bond,Corporate Bond,A,223.2,-,0.0,0.0,1116.0,0.0,0.0,28.2459,-100.0,1177.8,1169.19,2024.8925,1164.0511,1183.002,1379.3214,-196.3194,-247.0874,1290.4232,1065.1768,0.45,1460.4991,1167.4,1167.5769,1172.3762,0.2498,0.0,0.05,-,-,-,-,-,-,-,-,-,-,-,1116.00,0.00,0,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,5.25,0.00,0.00,11 Jun 2026,-,-,-,2000000.00,A-CB,200000
ARAMIT,Aramit Limited,Miscellaneous,A,1284.6,97.37,214.1,5.21,214.1,10.298,48790.0,67.7534,-12.4454,199.205,183.716,185.656,205.6871,204.0673,196.7675,7.2997,7.1777,221.4829,176.9271,136.82,26904.0569,206.4378,206.7487,203.5186,1.0275,0.0,0.47,3.153,-,2.395,0.057,0.063,0.046,0.073,0.009,0.014,-,-,203.50,10.60,803,10.2980,39.27%,13.57%,25.70%,60.73%,0.00%,0.00%,-,10.00,1.75,128.67,01 Jan 2026,04 Mar 2026,97.37,-,60000000.00,A-EQ,6000000
ARAMITCEM,Aramit Cement Limited,Cement,Z,399.78,-,11.7,1.72,11.8,0.102,8674.0,48.3959,-40.0,11.905,11.754,10.8725,11.7718,11.8052,11.8935,-0.0883,-0.0565,12.7397,11.0703,44.75,-46445.7215,11.74,11.7564,11.7829,1.4,0.0,-,2.410,-,2.363,-,-,-,-,-,0.766,-,-,11.60,0.20,41,0.1020,54.08%,9.99%,44.09%,45.92%,0.00%,0.00%,-,-,-14.47,-18.90,17 Nov 2024,30 Dec 2024,-,-,338800000.00,Z-EQ,33880000
ARGONDENIM,Argon Denims Limited,Textile,A,2972.22,12.80,21.4,-0.47,21.4,34.052,1581592.0,68.195,-27.5,20.09,18.77,18.0815,21.018,20.7814,19.9631,0.8183,0.6837,22.0952,18.0848,304.09,-139832.3209,21.3067,21.0731,20.5529,1.1825,0.0,4.67,1.703,-,0.950,-,-,-,-,-,-,-,-,21.50,-0.10,807,34.0520,64.13%,33.88%,30.25%,35.87%,0.00%,0.00%,-,10.00,1.68,24.57,23 Oct 2025,18 Dec 2025,12.80,17.92,1388886060.00,A-EQ,138888606
ASIAINS,Asia Insurance PLC.,Insurance,A,2146.39,21.39,45.6,2.01,45.6,34.625,766872.0,63.9715,-5.7971,42.915,40.9,34.3955,44.046,43.7664,42.7785,0.9879,0.8387,45.8229,40.0071,384.31,-326480.981,44.28,44.0795,43.421,1.592,0.0,2.19,-,-,-,-,-,-,-,-,-,-,-,44.70,0.90,825,34.6250,62.12%,9.91%,52.21%,37.88%,0.00%,0.00%,-,10.00,2.09,30.55,23 Apr 2026,29 Jun 2026,21.39,21.91,470698580.00,A-EQ,47069858
ASIAPACINS,Asia Pacific General Insurance PLC,Insurance,A,2096.32,26.30,49.5,-0.4,49.5,23.975,486969.0,67.5531,-11.1111,46.0,43.962,36.7885,47.6235,47.2093,45.8614,1.3479,1.0725,49.7055,42.2945,176.36,139190.2518,47.9756,47.591,46.6843,1.3915,0.0,2.83,-,-,-,-,-,-,-,-,-,-,-,49.70,-0.20,733,23.9750,66.39%,30.25%,36.14%,33.61%,0.00%,0.00%,-,14.00,2.51,25.29,03 May 2026,09 Jul 2026,26.30,10.71,423500000.00,A-EQ,42350000
ASIATICLAB,Asiatic Laboratories Limited,Pharmaceuticals & Chemicals,A,17404.35,115.32,142.2,-0.56,142.2,51.808,364214.0,65.9918,-16.263,129.88,122.868,76.925,138.2455,136.4274,130.5079,5.9195,4.7125,147.6456,112.1144,174.69,467715.8322,140.7178,138.5321,134.0005,0.9267,0.0,0.70,4.084,0.157,2.848,-,0.308,0.145,0.434,0.029,0.039,-,-,143.00,-0.80,828,51.8080,59.29%,18.14%,41.15%,40.71%,0.00%,0.00%,-,10.00,2.09,54.08,02 Nov 2025,24 Dec 2025,115.32,27.02,1223934550.00,A-EQ,122393455
ATLASBANG,Atlas Bangladesh Limited,Engineering,Z,3256.39,-,98.3,6.73,98.3,6.944,70992.0,82.4008,-2.3333,75.69,72.88,61.7475,85.2268,82.8321,77.377,5.455,2.763,93.7716,57.6084,19.28,34186.5039,87.3111,84.4885,79.769,0.9932,0.0,-,1.732,0.001,1.667,-,-,-,-,-,-,-,-,92.10,6.20,467,6.9440,49.00%,16.95%,32.05%,0.00%,51.00%,0.00%,-,-,-1.23,121.00,06 Nov 2025,24 Dec 2025,-,-,331271080.00,Z-EQ,33127108
