Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),EPS,NAV(Year End),Audited PE,Forward PE,PaidUp Capital,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,840.78,-,2.9,-3.33,2.9,7.093,2366930.0,65.1737,-33.3333,2.515,2.55,3.051,2.7436,2.6903,2.5866,0.1037,0.0356,2.9751,2.0549,95.32,451079.5727,2.8044,2.7372,2.6157,1.1952,-,-,-,-,-,-,-,-,-,-,-,-,-2.24,7.54,-,-,2899233490.00,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,398.0,-,19.9,-0.5,19.9,16.184,802730.0,54.4703,-27.5862,19.595,19.58,20.256,19.7111,19.6731,19.629,0.0442,-0.0185,20.2156,18.9744,519.84,-350989.2321,19.7489,19.6615,19.591,1.0746,-,-,-,-,-,-,-,-,-,-,-,-,-0.53,8.6,-,-,200000000.00,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1580.66,7.03,17.0,-1.73,17.0,2.999,175328.0,53.6717,-42.3077,16.465,17.072,18.251,16.7746,16.693,16.7121,-0.0191,-0.2072,17.5969,15.3331,37.6,-73109.1679,16.8511,16.6705,16.5095,1.3324,5.88,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,2.46,37.01,7.03,16.85,929799120.00,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,789.43,-,12.2,-0.81,12.2,1.122,91432.0,63.4373,-31.25,11.49,11.326,12.169,11.8688,11.7701,11.5616,0.2085,0.0899,12.3258,10.6542,19.04,-10709.8135,11.9533,11.8205,11.6252,1.4936,0.82,1.988,-,1.236,-,-,-,0.200,-,-,-,-,-0.12,21.73,-,-,647074420.00,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,717.27,-,3.0,-6.25,3.0,15.586,5118627.0,66.1722,-33.3333,2.65,2.648,3.3755,2.8454,2.7945,2.697,0.0975,0.0316,3.0474,2.2526,199.27,4015160.7672,2.8867,2.8231,2.7257,1.1836,-,-,-,-,-,-,-,-,-,-,-,-,-1.37,8.69,-,-,2390903960.00,239090396
ABBANK,AB Bank PLC,Bank,B,6180.29,-,6.9,9.52,6.9,113.85,16684939.0,86.9634,0.0,4.73,4.452,5.585,5.525,5.3113,4.8574,0.454,0.1985,6.2464,3.2136,49.62,8483035.4733,5.6533,5.4128,5.0419,1.8019,-,-,-,-,-,1.575,1.647,-,-,-,-,-,-21.28,7.19,-,-,8956947490.00,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,5710.94,-,0.0,0.0,1000.0,0.0,0.0,69.847,0.0,951.55,872.98,0.0,934.1283,920.7205,902.6012,18.1193,-2.7986,1082.6367,820.4633,0.02,-1609.0983,960.0,957.6923,955.0405,0.041,0.10,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,57109360.00,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,1835.17,88.10,18.2,-1.62,18.2,1.536,84396.0,58.0634,-36.3636,17.485,17.676,17.505,17.8768,17.7679,17.6308,0.1372,-0.0373,18.5074,16.4626,6.03,14562.3438,17.9489,17.7936,17.6148,1.32,5.49,2.447,-,1.271,-,-,-,-,-,-,-,-,0.21,33.63,88.10,102.78,1008333330.00,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,19762.16,-,225.0,7.71,225.0,346.366,1550629.0,72.0546,-6.4417,206.845,199.828,185.9755,208.7656,207.7629,204.8833,2.8796,2.0325,218.8628,194.8272,75.74,426718.0231,208.0222,207.141,206.6919,1.0753,1.11,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,-7.4,91.64,-,143.08,878318430.00,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,7163.1,18.17,151.6,6.31,151.6,58.15,380891.0,76.3911,-19.5489,136.16,132.188,133.8645,141.1004,139.6757,136.2088,3.4669,1.9696,146.218,126.102,27.87,56366.3116,141.9689,140.4128,137.9643,1.2642,1.65,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,7.85,75.51,18.17,10.97,472500000.00,47250000
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,17435.98,7.17,82.4,0.12,82.4,187.085,2267930.0,83.4229,-11.1111,75.32,72.82,74.872,78.2301,77.4156,75.3837,2.0319,1.1994,81.0946,69.5454,57.01,1158614.2985,78.6533,77.8667,76.5295,1.212,4.25,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,11.48,126.37,7.17,6.73,2116017000.00,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,2268.0,-,16.8,-1.75,16.8,47.241,2786029.0,57.3816,-41.3793,16.04,16.174,14.9025,16.6001,16.4665,16.1779,0.2886,0.1309,17.3106,14.7694,445.19,-1804265.2578,16.7556,16.5821,16.2938,1.6287,0.01,4.414,0.100,2.581,-,-,-,0.016,-,-,-,-,-1.14,16.41,-,-,1350000000.00,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1679.56,63.64,7.0,0.0,7.0,3.478,488683.0,79.3485,-28.5714,5.89,5.874,7.558,6.4396,6.299,6.028,0.271,0.0898,6.96,4.82,36.1,1104340.4961,6.56,6.3846,6.1124,1.4354,0.36,-,-,-,-,-,-,-,-,-,-,-,0.11,22.07,63.64,43.75,2399365800.00,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,4157.1,24.71,64.3,2.06,64.3,43.21,675668.0,61.857,-15.8416,60.805,58.646,66.7725,62.7717,62.3445,60.8266,1.5179,1.2942,67.1184,54.4916,260.2,-250155.0878,63.0022,63.0141,62.1605,1.3337,1.56,2.057,-,2.048,0.146,0.164,0.100,0.385,0.047,0.074,-,-,2.55,32.82,24.71,25.00,646516660.00,64651666
ADVENT,Advent Pharma Limited,Pharmaceuticals & Chemicals,Z,1341.11,20.00,14.4,0.0,14.4,3.249,225087.0,62.8809,-30.0,13.745,13.522,14.2615,14.2157,14.1123,13.8098,0.3025,0.2177,14.8566,12.6334,57.82,-114895.9991,14.3267,14.2628,14.0214,1.4663,0.35,1.282,0.005,0.926,-,0.265,0.147,0.399,0.045,0.057,-,-,0.72,16.43,20.00,30.00,931327320.00,93132732
AFCAGRO,AFC Agro Biotech Limited,Pharmaceuticals & Chemicals,Z,806.51,30.45,7.0,4.48,7.0,2.28,322964.0,79.686,-20.0,5.495,5.348,6.9205,6.1855,6.0082,5.6296,0.3785,0.1671,6.8272,4.1628,20.53,244657.2107,6.3267,6.1192,5.7819,1.6676,0.71,5.609,-,4.057,-,0.066,0.036,0.232,0.010,0.012,-,-,0.22,18.19,30.45,29.56,1152162000.00,115216200
AFTABAUTO,Aftab Automobiles Limited,Engineering,Z,3271.89,-,31.0,-0.32,31.0,9.196,293757.0,43.2543,-40.0,31.27,32.686,33.1585,31.0847,31.1326,31.5996,-0.467,-0.5815,32.4614,30.0786,102.4,57490.0562,31.0911,31.0205,31.0924,1.2596,3.23,1.931,2.289,1.802,-,-,-,0.254,-,-,-,-,-1.37,47.57,-,-,1055449950.00,105544995
AGNISYSL,Agni Systems PLC.,IT Sector,B,1567.21,26.91,21.6,-0.92,21.6,21.187,971949.0,55.4372,-45.0,21.17,21.004,24.1465,21.3684,21.2963,21.1465,0.1497,0.0618,22.1261,20.2139,226.0,-241456.9203,21.3933,21.2846,21.241,1.2852,1.16,4.147,-,4.091,0.135,0.140,0.123,0.318,0.059,0.069,-,-,0.81,16.95,26.91,19.12,725561920.00,72556192
AGRANINS,Agrani Insurance PLC.,Insurance,A,878.86,16.10,24.4,-1.61,24.4,3.5,141611.0,57.007,-46.1538,24.26,22.908,24.2195,24.2843,24.2198,23.8273,0.3925,0.4354,25.4537,23.0663,89.63,-50397.7043,24.2467,24.2077,24.2848,1.4012,2.46,-,-,-,-,-,-,-,-,-,-,-,1.54,19.81,16.10,124.00,360186980.00,36018698
AIBL1STIMF,AIBL 1st Islamic Mutual Fund,Mutual Funds,A,380.0,80.00,3.8,-5.0,3.8,3.607,921755.0,62.7928,-44.4444,3.495,3.432,4.683,3.7148,3.6606,3.5367,0.1239,0.0633,3.9514,3.0386,92.97,173297.7778,3.7689,3.7026,3.5943,0.802,-,-,-,-,-,-,-,-,-,-,-,-,0.05,10.27,80.00,45.45,1000000000.00,100000000
AIBLPBOND,AIBL Mudaraba Perpetual Bond,Corporate Bond,A,328.5,-,0.0,0.0,3285.0,0.0,0.0,21.9688,-99.5169,3441.75,3504.7,4267.3475,3769.7558,3885.5324,4182.2838,-296.7514,-182.1445,4396.3007,2487.1993,0.04,-0.7553,3417.0,3424.6154,3434.2857,0.0137,0.03,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,1000000.00,100000
AIL,Alif Industries Limited,Textile,Z,1392.16,12.33,28.6,-1.72,28.6,8.15,281592.0,41.9014,-50.0,27.87,34.492,45.355,28.3091,28.2877,29.7763,-1.4887,-2.2364,29.868,25.872,182.77,-210199.6154,28.3822,28.0974,27.8748,1.1483,3.50,4.992,-,4.235,-,-,-,-,-,-,-,-,2.36,24.56,12.33,9.66,486768350.00,48676835
AL-HAJTEX,Al-Haj Textile Mills Limited,Textile,B,3215.45,14.43,144.2,-0.76,144.2,34.325,236455.0,62.952,-12.1406,131.705,134.63,136.036,138.6816,137.159,134.6697,2.4893,0.317,146.5508,116.8592,253.9,133486.6043,140.6667,138.4795,134.5948,1.0881,0.35,1.616,-,1.134,-,-,-,-,-,-,-,-,10.07,18.52,14.43,14.43,222985490.00,22298549
ALARABANK,Al-Arafah Islami Bank PLC.,Bank,A,18772.57,25.45,16.3,-2.98,16.3,14.361,868251.0,56.6767,-36.6667,14.75,15.03,16.9685,16.3338,16.0448,15.3169,0.7279,0.4359,18.8067,10.6933,21.3,289640.6592,16.8489,16.6026,15.68,0.6003,-,-,-,-,-,0.425,0.038,-,0.001,0.030,0.001,-,0.66,20.85,25.45,37.06,11516917130.00,1151691713
ALIF,Alif Manufacturing Company Ltd,Textile,Z,1221.66,14.55,4.7,-2.08,4.7,2.451,514529.0,72.8848,-23.0769,3.97,4.038,5.109,4.2925,4.2074,4.0673,0.1401,0.019,4.6352,3.3048,25.43,272810.864,4.3467,4.2346,4.0876,1.6326,2.13,15.328,-,13.723,-,-,-,-,-,-,-,-,0.33,15.15,14.55,22.50,2599270220.00,259927022
ALLTEX,Alltex Industries Limited,Textile,Z,833.92,-,14.9,2.05,14.9,3.205,217446.0,63.9698,-46.875,13.97,13.656,12.2725,14.5661,14.4261,14.0421,0.384,0.2573,15.2857,12.6543,134.61,-189079.1724,14.7578,14.591,14.2571,1.4627,-,0.214,-,0.212,-,-,-,-,-,-,-,-,-0.18,24.77,-,182.50,559680000.00,55968000
AMANFEED,Aman Feed PLC,Miscellaneous,A,3195.68,111.36,24.4,-0.41,24.4,11.885,484564.0,58.597,-33.3333,23.555,23.28,24.295,24.1216,23.9893,23.641,0.3483,0.2219,24.9138,22.1962,77.24,45130.4951,24.2222,24.1423,23.8576,1.3842,4.71,2.529,-,1.706,0.007,0.066,0.002,0.108,0.003,0.007,-,-,0.22,28.03,111.36,26.63,1309704000.00,130970400
AMBEEPHA,Ambee Pharmaceuticals PLC.,Pharmaceuticals & Chemicals,A,1882.56,360.68,784.4,-1.59,784.4,2.727,3373.0,65.7701,-27.7273,739.925,726.904,781.9,775.2523,767.4774,746.9236,20.5538,13.152,816.6094,663.2406,17.57,402.732,785.9844,778.2487,758.809,0.8184,0.13,0.828,0.006,0.526,-,0.035,0.023,0.475,0.007,0.164,-,-,2.21,13.47,360.68,214.27,24000000.00,2400000
AMCL(PRAN),Agricultural Marketing Co Ltd.,Food & Allied,A,1775.2,43.63,221.9,1.51,221.9,3.798,17124.0,66.0713,-11.7318,212.935,208.362,215.91,215.6203,214.7568,212.3042,2.4527,1.7106,220.0103,205.8597,18.04,8319.7328,215.8356,215.0295,213.9119,0.9271,1.44,1.656,-,0.601,0.019,0.026,0.013,0.191,0.027,0.061,-,-,5.01,92.88,43.63,32.05,80000000.00,8000000
ANLIMAYARN,Anlima Yarn Dyeing Limited,Textile,Z,337.7,-,18.9,0.53,18.9,0.537,28298.0,52.6464,-52.381,18.49,19.018,20.7765,18.7763,18.7216,18.7036,0.0179,-0.0939,19.3131,17.6669,23.24,-22147.2798,18.88,18.7731,18.599,1.1835,-,0.767,-,0.528,-,-,-,-,-,-,-,-,-2.99,5.63,-,-,178678000.00,17867800
ANWARGALV,Anwar Galvanizing Limited,Engineering,A,3060.97,-,101.4,6.4,101.4,220.144,2191134.0,71.1123,-12.5,90.59,88.962,75.938,92.3933,91.6607,90.4044,1.2563,0.2386,98.0049,83.1751,619.85,-23408.0537,92.3444,91.2654,90.7,1.5437,-,0.720,0.601,0.433,-,-,-,-,-,-,-,-,-12.32,1.38,-,15.78,301870800.00,30187080
AOL,Associated Oxygen Limited,Fuel & Power,Z,1789.45,10.24,16.3,-4.68,16.3,16.312,981252.0,61.9878,-40.9091,14.845,14.508,14.598,15.9443,15.6702,15.0506,0.6196,0.3093,17.2393,12.4507,84.06,-109285.2452,16.2489,15.859,15.291,1.7502,0.61,-,-,-,-,-,-,-,-,-,-,-,1.59,19.33,10.24,10.75,1097820000.00,109782000
APEXFOODS,Apex Foods Limited,Food & Allied,A,1383.4,37.69,242.6,0.41,242.6,10.625,43455.0,56.9593,-56.129,239.375,232.79,219.5135,240.0051,239.5778,237.8136,1.7642,1.6561,247.1299,231.6201,172.95,-50548.0819,240.2356,239.5282,238.9162,1.1027,0.82,2.027,-,1.741,0.040,0.033,0.016,0.096,0.028,0.044,-,-,6.41,126.05,37.69,34.42,57024000.00,5702400
APEXFOOT,Apex Footwear Limited,Tannery Industries,A,3810.73,22.40,193.9,0.41,193.9,39.061,200578.0,68.0064,-23.0047,184.82,181.142,205.762,189.6065,188.3634,185.0844,3.279,2.0921,195.2613,174.3787,155.87,-73745.3144,190.5378,189.7205,187.2657,0.8826,1.29,1.084,-,0.194,0.018,0.085,0.012,0.303,0.006,0.026,-,-,8.62,436.68,22.40,24.20,196530460.00,19653046
APEXSPINN,Apex Spinning & Knitting Mills Limited,Textile,A,1791.72,60.03,213.3,-1.3,213.3,41.505,192562.0,56.7021,-48.1481,211.775,187.732,141.6245,215.7617,214.1831,205.2581,8.9251,9.6585,227.0661,196.4839,784.8,21539.8635,217.9533,216.6718,213.7543,0.9763,0.94,1.074,-,0.894,-,-,-,-,0.007,0.024,-,-,3.6,83.11,60.03,63.93,84000000.00,8400000
APEXTANRY,Apex Tannery Limited,Tannery Industries,B,1091.18,-,71.6,0.99,71.6,2.824,39256.0,56.2808,-64.7799,71.765,63.536,66.341,71.2753,71.0622,68.847,2.2152,2.7896,76.9623,66.5677,193.01,-52547.2955,71.06,71.2679,71.7238,0.9234,-,0.952,-,0.208,-,0.059,-,0.125,-,-,-,-,-14.62,30.19,-,-,152400000.00,15240000
APOLOISPAT,Appollo Ispat Complex Limited,Engineering,Z,1003.27,-,2.5,-3.85,2.5,13.546,5225729.0,72.475,-27.2727,1.9,1.93,2.6965,2.2031,2.1281,1.983,0.1452,0.049,2.5018,1.2982,53.53,398060.1057,2.26,2.1692,2.0343,1.5419,-,0.749,20.371,0.727,-,-,-,-,-,-,-,-,-0.82,0.7,-,-,4013086000.00,401308600
APSCLBOND,APSCL Non-Convertible and Fully Redeemable Coupon Bearing Bond,Corporate Bond,A,407.4,-,2037.0,-4.75,2037.0,0.006,3.0,20.6959,-100.0,2340.625,2438.25,2583.715,2316.4936,2364.1261,2579.1339,-215.0078,-211.5832,2650.5461,2030.7039,0.06,-2.3616,2247.9,2275.2308,2311.7524,0.2121,0.03,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,2000000.00,200000
ARAMIT,Aramit Limited,Miscellaneous,A,1076.4,84.55,179.4,1.53,179.4,9.109,50530.0,62.4664,-39.2593,169.56,177.016,187.504,172.2108,171.6179,172.4949,-0.8769,-2.5915,175.8637,163.2563,43.98,-3354.8361,172.3289,171.4474,170.4057,1.0876,0.56,3.421,-,2.258,0.065,0.086,0.051,0.125,0.011,0.015,-,-,1.75,128.67,84.55,-,60000000.00,6000000
ARAMITCEM,Aramit Cement Limited,Cement,Z,393.01,-,11.6,-4.92,11.6,0.627,51579.0,65.3403,-32.5,10.335,9.544,11.2955,11.3781,11.1558,10.4377,0.7181,0.5678,12.8808,7.7892,29.11,19981.7354,11.5889,11.4897,10.9714,1.4671,-,2.410,-,2.363,-,-,-,-,-,0.766,-,-,-14.47,-18.9,-,-,338800000.00,33880000
ARGONDENIM,Argon Denims Limited,Textile,A,2458.33,10.60,17.7,-0.56,17.7,10.543,594494.0,52.1529,-25.0,17.55,17.644,17.4975,17.5237,17.5062,17.5586,-0.0524,-0.1154,18.4779,16.6221,103.09,-33536.3571,17.5289,17.4282,17.4462,1.2021,5.65,1.703,-,0.950,-,-,-,-,-,-,-,-,1.68,24.57,10.60,13.28,1388886060.00,138888606
ASIAINS,Asia Insurance PLC.,Insurance,A,2024.0,21.50,43.0,-2.93,43.0,99.053,2261337.0,73.085,-32.2581,37.16,31.276,27.894,40.4709,39.57,36.2631,3.3069,2.8847,45.5275,28.7925,712.24,512981.2512,41.0089,40.4282,39.1486,1.508,2.33,-,-,-,-,-,-,-,-,-,-,-,2.06,29.63,21.50,22.91,470698580.00,47069858
