Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,985.74,-,3.40,-2.86,3.40,3.0040,"867,934",43.1421,-75.0000,3.5150,3.6200,3.0065,3.4745,3.4903,3.5491,-0.0588,-0.0517,3.7230,3.3070,119.1300,-1070969.3360,3.4578,3.4679,3.4848,1.3106,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.50,-0.10,145,3.0040,75.00%,30.20%,44.80%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,458.00,-,22.90,-5.76,22.90,14.5210,"615,134",51.6486,-46.5116,22.2250,23.5500,20.3395,22.4305,22.3838,22.6341,-0.2503,-0.4706,24.4969,19.9531,700.3500,634185.0092,22.4556,22.2654,22.0733,0.9553,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,24.30,-1.40,727,14.5210,98.00%,23.98%,74.01%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,10.04,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1617.85,7.03,17.40,0.58,17.40,1.5780,"90,289",33.7325,-89.4737,19.3350,20.3120,17.9070,18.1175,18.3976,19.2206,-0.8230,-0.5953,22.1148,16.5552,95.5600,-403831.7518,17.7844,18.0474,18.6719,1.3856,0.0000,0.0000,0.0000,0.06,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,17.30,0.10,162,1.5780,66.96%,21.74%,45.22%,33.04%,0.00%,0.00%,-,0.10,0.13,36.14,06 Sep 2026,-,7.03,-,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1041.79,-,16.10,3.87,16.10,0.6990,"43,130",38.3687,-77.4194,17.8650,18.8060,14.0305,16.8573,17.1311,17.9651,-0.8340,-0.6252,21.2865,14.4435,103.1200,-170183.5341,16.7333,16.8397,17.1543,1.5676,0.0000,0.0000,0.0000,0.62,1.988,-,1.236,-,-,-,0.200,-,-,-,-,15.50,0.60,92,0.6990,69.99%,29.97%,40.02%,30.01%,0.00%,0.00%,-,-,0.00,0.00,-,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,836.82,-,3.50,-2.78,3.50,4.7120,"1,335,527",43.8930,-75.0000,3.5900,3.7380,3.1450,3.5753,3.5860,3.6401,-0.0541,-0.0559,3.8138,3.3662,192.8700,-1699070.6022,3.5711,3.5718,3.5705,1.2738,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.60,-0.10,135,4.7120,84.49%,16.43%,68.06%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,3941.06,-,4.50,0.00,4.40,0.5670,"128,421",27.4889,-80.0000,4.6200,4.8140,4.9500,4.4992,4.5316,4.6456,-0.1140,-0.0965,4.8922,4.3478,10.6300,-81893.0326,4.4711,4.4949,4.5514,1.7226,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,4.40,0.00,78,0.5670,80.48%,35.00%,44.94%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2188.08,104.76,22.00,-1.36,21.70,0.5160,"23,774",37.7041,-58.9744,22.7200,23.2860,20.0700,22.2709,22.4121,22.7906,-0.3785,-0.2464,24.1050,21.3350,20.6000,-102962.9522,22.0844,22.2936,22.5819,1.2066,0.0000,0.0000,0.0000,4.61,2.961,-,1.970,-,-,-,-,-,-,-,-,22.00,-0.30,55,0.5160,50.42%,11.68%,38.64%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,104.76,235.71,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,15634.07,-,178.00,-1.49,178.00,1.6560,"9,226",19.1529,-90.3226,189.5550,196.9500,197.6135,185.2692,186.5286,190.5155,-3.9868,-3.0972,198.7782,180.3318,5.0700,-14544.5953,184.6422,185.6500,187.4062,1.1411,0.0000,0.0000,0.0000,1.40,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,180.70,-2.70,217,1.6560,52.73%,34.30%,18.43%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,7073.32,19.27,153.40,-1.06,149.70,21.4680,"141,371",37.3879,-72.9885,157.6400,164.7380,144.1600,152.6417,153.8897,158.3476,-4.4579,-3.8151,171.4793,143.8007,128.5800,-91625.5816,151.4200,151.9885,154.2476,1.2806,0.0000,0.0000,0.0000,1.67,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,151.30,-1.60,674,21.4680,33.98%,19.98%,14.00%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,19.27,13.74,472500000.00,A-EQ,47250000
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,16081.73,6.65,76.00,-0.39,76.00,6.6260,"87,043",18.1133,-96.0000,79.0400,81.9360,77.2075,77.5177,77.9384,79.3892,-1.4507,-1.2095,82.2449,75.8351,18.2700,-267151.6100,77.1689,77.4949,78.2100,1.1974,0.0000,0.0000,0.0000,4.61,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,76.30,-0.30,396,6.6260,59.61%,30.46%,29.12%,40.39%,0.00%,0.03%,-,35.00,11.48,126.37,28 Oct 2025,22 Dec 2025,6.65,6.09,2116017000.00,A-EQ,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3307.50,-,24.50,1.66,24.50,45.3970,"1,846,888",50.2011,-67.7419,24.5800,24.0360,20.5950,24.4614,24.5095,24.4791,0.0304,0.1505,25.8376,23.3224,519.0600,-268443.2737,24.3711,24.5038,24.6029,1.4145,0.0000,0.0000,0.0000,-,4.422,0.117,3.222,-,-,-,-,-,-,-,-,24.10,0.40,"1,067",45.3970,68.20%,15.52%,52.68%,31.80%,0.00%,0.00%,-,0.01,-1.14,16.41,02 Nov 2025,29 Dec 2025,-,-,1350000000.00,B-EQ,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1343.64,51.82,5.60,-1.75,5.60,0.6800,"121,029",28.4119,-100.0000,6.1300,6.5680,6.4860,5.8143,5.8915,6.1738,-0.2823,-0.2455,6.8953,5.3647,36.3500,-327455.2698,5.7444,5.7962,5.9367,1.3521,0.0000,0.0000,0.0000,0.45,-,-,-,-,-,-,-,-,-,-,-,5.70,-0.10,91,0.6800,87.96%,21.05%,66.64%,12.04%,0.00%,0.27%,-,0.25,0.11,22.07,30 Oct 2022,29 Dec 2022,51.82,35.63,2399365800.00,Z-EQ,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,3588.17,22.00,55.50,-1.07,55.50,4.8500,"86,981",22.2142,-96.1538,60.9550,65.3240,61.5515,58.4456,59.1574,61.5113,-2.3539,-1.8986,65.9752,55.9348,40.4200,-66812.2664,57.9133,58.5154,59.6962,1.2580,0.0000,0.0000,0.0000,1.80,1.943,-,1.935,0.122,0.152,0.091,0.354,0.049,0.077,-,-,56.10,-0.60,289,4.8500,59.24%,17.44%,40.28%,40.76%,0.00%,1.52%,-,10.00,2.55,32.82,28 Oct 2025,15 Dec 2025,22.00,22.62,646516660.00,A-EQ,64651666
