Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,985.74,-,3.40,0.00,3.40,3.7690,"1,093,782",41.3253,-75.0000,3.5900,3.5900,2.9905,3.4803,3.5078,3.5762,-0.0684,-0.0402,3.9327,3.2473,135.3200,-919597.2847,3.4644,3.4731,3.5157,1.3087,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.40,0.00,189,3.7690,75.00%,30.20%,44.80%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,430.00,-,21.50,-1.38,21.50,5.4920,"252,145",39.6113,-72.7273,22.6600,23.6320,20.2670,21.7569,21.9276,22.5727,-0.6451,-0.5738,25.7396,19.5804,720.9300,-316743.3823,21.5844,21.5385,21.9657,0.9892,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,21.80,-0.30,350,5.4920,98.00%,23.98%,74.01%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,9.01,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1645.74,7.07,17.70,1.72,17.70,4.6870,"261,037",32.4384,-87.0370,19.9600,20.5460,17.9160,18.8158,19.1086,19.7771,-0.6685,-0.3401,22.3401,17.5799,103.3000,-608289.4051,18.5911,18.8718,19.4500,1.3773,0.0000,0.0000,0.0000,0.06,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,17.40,0.30,293,4.6870,66.96%,21.95%,45.01%,33.04%,0.00%,0.00%,-,0.10,0.13,36.14,06 Sep 2026,-,7.07,-,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1132.38,-,17.50,0.00,17.50,2.0970,"119,114",43.4971,-76.7857,19.0900,18.8400,13.9235,17.6020,17.8522,18.5197,-0.6675,-0.4321,23.8103,14.3697,126.2700,-183759.5829,17.3044,17.2769,17.9929,1.5540,0.0000,0.0000,0.0000,0.57,1.988,-,1.236,-,-,-,0.200,-,-,-,-,17.50,0.00,171,2.0970,69.99%,32.06%,37.93%,30.01%,0.00%,0.00%,-,-,0.00,0.00,-,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,836.82,-,3.50,0.00,3.50,4.9440,"1,387,229",42.9245,-80.0000,3.6550,3.7080,3.1270,3.5573,3.5813,3.6560,-0.0747,-0.0571,4.0073,3.3027,238.3600,-2516652.4546,3.5422,3.5410,3.5824,1.2732,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.50,0.00,176,4.9440,84.49%,16.43%,68.06%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,4030.63,-,4.50,0.00,4.50,1.7940,"398,431",32.5075,-80.0000,4.7200,4.8520,4.9525,4.5860,4.6171,4.7175,-0.1004,-0.0793,5.0352,4.4048,12.1400,-480044.7835,4.5600,4.5782,4.6400,1.7250,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,4.50,0.00,146,1.7940,80.48%,35.25%,44.69%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2188.08,106.19,22.20,-2.69,21.70,2.9690,"134,012",35.4360,-58.9744,23.0100,23.4440,20.0025,22.7015,22.8179,23.0732,-0.2553,-0.1198,24.3428,21.6772,25.0500,-125382.7466,22.7089,22.8526,22.9114,1.2069,0.0000,0.0000,0.0000,4.61,2.961,-,1.970,-,-,-,-,-,-,-,-,22.30,-0.60,87,2.9690,50.42%,11.65%,38.67%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,106.19,238.93,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,16617.78,-,189.20,0.11,189.20,1.1730,"6,197",34.4478,-65.9091,192.7550,198.2820,197.4995,189.9237,190.5913,193.3675,-2.7762,-2.6165,200.9786,184.5314,6.2300,-8631.5345,189.3156,189.4115,190.7552,1.1412,0.0000,0.0000,0.0000,1.32,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,189.00,0.20,88,1.1730,52.73%,34.34%,18.39%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,6997.72,19.35,148.10,-2.50,148.10,13.6070,"89,968",33.0222,-87.8431,162.5150,164.7820,143.7080,154.4132,156.1692,160.7732,-4.6040,-2.9143,181.2188,143.8112,155.6100,-133603.9216,152.7622,153.8462,157.6795,1.2938,0.0000,0.0000,0.0000,1.69,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,151.90,-3.80,564,13.6070,33.98%,21.87%,12.11%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,19.35,13.79,472500000.00,A-EQ,47250000
