Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],VWMA [20],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,18282.39,7.56,86.4,-0.46,86.4,110.71,1276664.0,71.2712,-28.75,83.1,79.6,76.2995,85.169,84.6313,82.704,1.9273,1.6533,87.3885,78.8115,99.56,-507688.081,85.6733,85.2321,84.1671,1.212,0.0,4.05,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,86.80,-0.40,"1,871",110.7100,59.61%,32.23%,27.37%,40.39%,0.00%,0.01%,-,35.00,11.48,126.37,28 Oct 2025,22 Dec 2025,7.56,6.93,2116017000.00,A-EQ,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3105.0,-,23.0,-1.29,23.0,37.778,1636169.0,44.2422,-88.2353,23.445,23.798,18.9345,23.2385,23.3024,23.5075,-0.2051,-0.1613,24.2696,22.6204,444.8,-3126448.5927,23.2089,23.2526,23.329,1.407,0.0,-,4.422,0.117,3.222,-,-,-,-,-,-,-,-,23.30,-0.30,"1,045",37.7780,68.20%,13.21%,54.99%,31.80%,0.00%,0.00%,-,0.01,-1.14,16.41,02 Nov 2025,29 Dec 2025,-,-,1350000000.00,B-EQ,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1631.57,62.73,6.8,-1.45,6.8,4.205,616451.0,45.4599,-85.7143,7.045,6.868,6.7475,6.9401,6.9581,6.9701,-0.012,0.0219,7.366,6.724,68.17,-496614.0038,6.9267,6.9359,6.9843,1.344,0.0,0.37,-,-,-,-,-,-,-,-,-,-,-,6.90,-0.10,209,4.2050,87.96%,21.05%,66.64%,12.04%,0.00%,0.27%,-,0.25,0.11,22.07,30 Oct 2022,29 Dec 2022,62.73,43.13,2399365800.00,Z-EQ,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,4525.62,27.69,70.0,-0.85,70.0,29.274,415425.0,59.3907,-50.0,68.67,64.516,62.4555,69.9707,69.6205,67.9097,1.7108,1.7468,72.159,65.181,280.15,-472730.4965,70.3511,70.1179,69.3952,1.2659,0.0,1.43,1.943,-,1.935,0.122,0.152,0.091,0.354,0.049,0.077,-,-,70.60,-0.60,"1,005",29.2740,59.24%,17.91%,39.81%,40.76%,0.00%,1.52%,-,10.00,2.55,32.82,28 Oct 2025,15 Dec 2025,27.69,28.47,646516660.00,A-EQ,64651666
ADVENT,Advent Pharma Limited,Pharmaceuticals & Chemicals,Z,1471.5,22.22,15.8,-1.25,15.8,8.581,538872.0,56.3426,-75.0,15.83,14.84,14.2055,15.8988,15.8611,15.579,0.2822,0.3321,16.1919,15.4681,145.56,29837.9884,15.9244,15.909,15.87,1.4531,0.0,0.32,1.507,0.005,1.157,-,0.200,0.134,0.352,0.035,0.044,-,-,16.00,-0.20,249,8.5810,69.98%,12.60%,56.38%,30.02%,0.00%,1.00%,-,0.50,0.72,16.43,27 Oct 2025,31 Dec 2025,22.22,36.36,931327320.00,Z-EQ,93132732
AFCAGRO,AFC Agro Biotech Limited,Pharmaceuticals & Chemicals,Z,829.56,33.18,7.2,-1.37,7.2,4.382,594253.0,39.0512,-91.6667,7.785,7.41,6.516,7.5127,7.5785,7.6201,-0.0417,0.0832,8.4412,7.1288,65.7,-628202.4238,7.4422,7.5538,7.6938,1.6511,0.0,0.69,5.609,-,4.057,-,0.066,0.036,0.232,0.010,0.012,-,-,7.30,-0.10,237,4.3820,72.16%,34.11%,38.05%,27.84%,0.00%,0.00%,-,0.50,0.22,18.19,30 Oct 2022,29 Dec 2022,33.18,32.21,1152162000.00,Z-EQ,115216200
AFTABAUTO,Aftab Automobiles Limited,Engineering,Z,3314.11,-,31.4,-1.57,31.4,8.151,257866.0,54.5835,-41.6667,31.125,30.016,31.9165,31.2861,31.2232,30.9385,0.2847,0.2806,32.2355,30.0145,69.89,50618.4656,31.3067,31.1949,31.1114,1.3137,0.0,3.18,1.931,2.289,1.802,-,-,-,0.254,-,-,-,-,31.90,-0.50,441,8.1510,70.68%,32.77%,37.91%,29.32%,0.00%,0.00%,-,10.00,-1.37,47.57,28 Oct 2025,29 Dec 2025,-,-,1055449950.00,Z-EQ,105544995
AGNISYSL,Agni Systems PLC.,IT Sector,B,2336.31,40.37,32.2,-1.53,32.2,70.476,2167841.0,62.5768,-32.5,30.51,28.736,23.821,31.6041,31.3528,30.348,1.0048,0.9259,33.072,27.948,816.03,-2044193.7659,31.8333,31.6641,31.0976,1.2309,0.0,0.78,3.518,-,3.484,0.174,0.181,0.082,0.383,0.039,0.048,-,-,32.70,-0.50,"1,223",70.4760,69.97%,13.44%,56.53%,30.03%,0.00%,0.00%,-,2.50,0.81,16.95,28 Oct 2025,29 Dec 2025,40.37,29.91,725561920.00,B-EQ,72556192
AGRANINS,Agrani Insurance PLC.,Insurance,A,1130.99,177.22,31.4,-1.57,31.4,21.854,695086.0,69.5943,-22.0588,28.0,25.91,23.9175,30.19,29.6665,28.0886,1.5779,1.1709,32.449,23.551,308.83,870093.209,30.6867,30.1667,29.0395,1.4158,0.0,-,-,-,-,-,-,-,-,-,-,-,-,31.90,-0.50,720,21.8540,72.25%,17.89%,54.36%,27.75%,0.00%,0.00%,-,-,0.18,19.42,16 Mar 2026,14 May 2026,177.22,46.91,360186980.00,A-EQ,36018698
AIBL1STIMF,AIBL 1st Islamic Mutual Fund,Mutual Funds,A,590.0,110.00,5.9,7.27,5.9,23.417,4028101.0,78.0616,-5.2632,4.63,4.27,3.8775,5.2718,5.1123,4.7001,0.4122,0.256,5.9067,3.3533,531.72,6207550.1329,5.4422,5.2538,4.9195,0.7994,0.0,-,-,-,-,-,-,-,-,-,-,-,-,5.50,0.40,501,23.4170,90.00%,40.05%,49.95%,10.00%,0.00%,0.00%,-,0.60,0.05,10.27,16 May 2023,-,110.00,62.50,1000000000.00,A-MF,100000000
AIBLPBOND,AIBL Mudaraba Perpetual Bond,Corporate Bond,A,390.0,-,3900.0,-2.44,3900.0,0.008,2.0,48.8596,-33.222,3901.9,3889.41,3751.8,3902.5394,3885.2988,3919.508,-34.2092,-88.1692,4380.9022,3422.8978,0.95,-3.9651,3949.7778,3941.3333,3923.7048,0.0444,0.0,0.03,-,-,-,-,-,-,-,-,-,-,-,3997.50,-97.50,1,0.0080,100.00%,87.13%,12.17%,0.00%,0.00%,0.70%,-,-,0.00,0.00,-,-,-,-,1000000.00,A-CB,100000
AIL,Alif Industries Limited,Textile,Z,1849.72,16.65,38.0,-3.31,38.0,25.858,676611.0,67.8927,-31.25,34.86,33.422,37.2405,37.0059,36.4875,35.0358,1.4517,0.9963,39.2092,30.5108,171.55,217986.447,37.5711,36.9385,35.82,1.1476,0.0,2.63,4.992,-,4.235,-,-,-,-,-,-,-,-,39.30,-1.30,716,25.8580,69.76%,10.04%,59.72%,30.24%,0.00%,0.00%,10.00,10.00,2.36,24.56,29 Oct 2024,30 Dec 2024,16.65,13.04,486768350.00,Z-EQ,48676835
AL-HAJTEX,Al-Haj Textile Mills Limited,Textile,B,2463.99,11.19,110.5,-1.95,110.5,78.994,709197.0,63.9111,-27.6596,103.575,100.714,124.977,106.2102,105.3994,103.7258,1.6737,0.6808,110.3545,96.7955,429.42,91491.7339,106.5089,105.5897,104.3648,1.0621,0.0,0.45,1.616,-,1.134,-,-,-,-,-,-,-,-,112.70,-2.20,"2,638",78.9940,69.34%,9.06%,60.23%,30.65%,0.01%,0.05%,-,5.00,10.07,18.52,29 Dec 2025,07 Feb 2026,11.19,11.19,222985490.00,B-EQ,22298549
ALARABANK,Al-Arafah Islami Bank PLC.,Bank,Z,18542.24,24.24,16.2,0.63,16.1,0.53,32813.0,70.2243,-19.2308,15.37,14.482,15.388,15.8449,15.7267,15.2919,0.4348,0.3799,16.5016,14.2384,5.42,-388667.6026,15.9733,15.8962,15.6476,0.6182,0.0,-,-,-,-,-,0.230,0.056,-,0.001,0.033,0.002,-,16.00,0.10,57,0.5300,84.89%,37.88%,46.98%,15.11%,0.00%,0.03%,-,-,0.74,21.16,03 May 2026,29 Jul 2026,24.24,28.57,11516917130.00,Z-EQ,1151691713
ALIF,Alif Manufacturing Company Ltd,Textile,Z,1455.59,16.97,5.6,0.0,5.6,5.394,961097.0,57.9879,-50.0,5.505,5.408,4.7525,5.5574,5.5428,5.478,0.0648,0.0631,5.6939,5.3161,66.92,-572994.4841,5.5778,5.5641,5.5295,1.6336,0.0,1.79,15.328,-,13.723,-,-,-,-,-,-,-,-,5.60,0.00,195,5.3940,69.54%,3.72%,65.82%,30.46%,0.00%,0.00%,-,1.00,0.33,15.15,29 Oct 2024,29 Dec 2024,16.97,26.25,2599270220.00,Z-EQ,259927022
ALLTEX,Alltex Industries Limited,Textile,Z,1041.0,-,18.6,2.76,18.6,14.63,785516.0,70.1721,-14.2857,17.475,17.014,14.546,17.9442,17.8198,17.4199,0.3999,0.3148,18.5702,16.3798,163.78,-334190.3023,18.0444,17.9077,17.701,1.4142,0.0,-,0.234,-,0.226,-,-,-,-,-,-,-,-,18.10,0.50,392,14.6300,63.75%,13.25%,50.50%,36.25%,0.00%,0.00%,-,-,-0.18,24.77,08 Dec 2025,18 Jun 2026,-,452.50,559680000.00,Z-EQ,55968000
AMANFEED,Aman Feed PLC,Miscellaneous,A,4793.52,170.45,36.6,-2.4,36.6,93.977,2502989.0,65.3753,-37.7049,34.105,32.27,26.0145,34.9921,34.7151,33.78,0.935,0.7666,36.4206,31.7894,236.92,781413.8818,35.0756,34.8051,34.3829,1.2727,0.0,3.14,2.425,-,1.527,0.016,0.066,0.003,0.108,0.003,0.008,-,-,37.50,-0.90,"2,460",93.9770,36.74%,10.37%,26.34%,63.26%,0.00%,0.03%,-,11.50,0.22,28.03,27 Oct 2025,29 Dec 2025,170.45,48.49,1309704000.00,A-EQ,130970400
AMBEEPHA,Ambee Pharmaceuticals PLC.,Pharmaceuticals & Chemicals,A,1898.4,349.14,791.0,2.51,791.0,4.695,5963.0,64.4425,-10.8932,761.295,766.024,763.7755,769.7107,767.8514,765.5638,2.2875,-0.7192,780.9091,741.6809,16.87,1052.1632,771.0089,768.6513,764.5024,0.8246,0.0,0.13,0.828,0.006,0.526,-,0.035,0.023,0.475,0.007,0.164,-,-,771.60,19.40,333,4.6950,22.75%,5.83%,16.92%,77.25%,0.00%,0.00%,-,10.00,2.21,13.47,02 Nov 2025,18 Dec 2025,349.14,256.06,24000000.00,A-EQ,2400000
AMCL(PRAN),Agricultural Marketing Co Ltd.,Food & Allied,A,1903.2,45.79,237.9,3.71,237.9,13.16,55696.0,73.5147,-5.2381,223.35,219.404,213.941,228.829,227.5045,223.7459,3.7586,2.6187,234.5977,212.1023,55.33,5614.4214,229.92,228.7013,226.1124,0.9404,0.0,1.35,1.559,-,0.623,0.023,0.026,0.011,0.191,0.022,0.054,-,-,229.40,8.50,593,13.1600,59.85%,28.26%,31.59%,40.15%,0.00%,0.00%,-,32.00,5.01,92.88,27 Oct 2025,24 Dec 2025,45.79,36.30,80000000.00,A-EQ,8000000
ANLIMAYARN,Anlima Yarn Dyeing Limited,Textile,Z,639.67,-,35.8,-1.1,35.8,2.675,74965.0,68.1152,-28.3333,33.46,28.482,21.759,34.9336,34.5132,32.6015,1.9118,1.8883,36.9067,30.0133,204.17,83370.0839,35.3356,34.8679,34.1152,1.0632,0.0,-,0.523,-,0.382,-,-,-,-,-,-,-,-,36.20,-0.40,202,2.6750,55.57%,7.69%,47.88%,44.43%,0.00%,0.00%,-,-,-2.99,5.63,19 Oct 2025,22 Dec 2025,-,-,178678000.00,Z-EQ,17867800
ANWARGALV,Anwar Galvanizing Limited,Engineering,A,3522.83,-,116.7,-2.34,116.7,79.177,669485.0,54.0335,-63.3028,116.43,109.154,93.2105,117.4252,117.1325,114.9429,2.1896,2.5773,121.1869,111.6731,486.14,-523496.7039,117.4933,117.3077,117.0124,1.4744,0.0,-,0.720,0.601,0.433,-,-,-,-,-,-,-,-,119.50,-2.80,"2,757",79.1770,64.68%,16.07%,48.61%,35.32%,0.00%,0.00%,-,-,-12.32,1.38,27 Oct 2025,08 Feb 2026,-,22.41,301870800.00,A-EQ,30187080
AOL,Associated Oxygen Limited,Fuel & Power,Z,1899.23,10.42,17.3,-0.57,17.3,4.81,276341.0,42.6786,-96.2963,18.14,17.412,15.68,17.5924,17.694,17.797,-0.1031,0.0715,19.647,16.633,139.73,-656992.4482,17.4356,17.5205,17.8767,1.5917,0.0,0.58,-,-,-,-,-,-,-,-,-,-,-,17.40,-0.10,215,4.8100,69.35%,15.81%,53.47%,30.65%,0.00%,0.07%,-,1.00,1.59,19.33,08 Jan 2024,18 Feb 2024,10.42,10.94,1097820000.00,Z-EQ,109782000
APEXFOODS,Apex Foods Limited,Food & Allied,A,1694.75,47.64,297.2,-2.69,297.2,23.698,78971.0,60.4041,-34.5041,282.125,278.88,242.359,295.2365,292.3983,284.5758,7.8225,5.2707,310.7102,253.5398,261.61,-7757.269,298.7067,295.9282,288.8643,1.1582,0.0,0.67,1.554,-,1.153,0.038,0.030,0.017,0.104,0.023,0.051,-,-,305.40,-8.20,"1,086",23.6980,46.61%,9.47%,37.14%,53.39%,0.00%,0.00%,-,20.00,6.41,126.05,09 Oct 2025,29 Nov 2025,47.64,51.47,57024000.00,A-EQ,5702400
APEXFOOT,Apex Footwear Limited,Tannery Industries,A,4298.12,25.68,218.7,-1.22,218.7,52.642,239408.0,69.9094,-20.7627,207.825,203.2,198.2825,214.9125,213.2529,208.5183,4.7346,3.3179,222.0797,193.5703,216.46,-34100.7151,216.6222,214.9256,211.4352,0.9064,0.0,1.14,1.042,-,0.144,0.021,0.096,0.008,0.289,0.004,0.020,-,-,221.40,-2.70,"1,535",52.6420,69.92%,23.91%,46.01%,30.08%,0.00%,0.00%,25.00,25.00,8.62,436.68,28 Sep 2025,26 Nov 2025,25.68,36.57,196530460.00,A-EQ,19653046
APEXSPINN,Apex Spinning & Knitting Mills Limited,Textile,A,3315.48,110.56,394.7,-0.83,394.7,28.437,72012.0,55.5974,-46.9363,381.105,367.446,231.283,397.6225,394.0607,379.058,15.0027,14.2407,428.0937,334.1163,837.22,982.2853,402.8289,400.7821,391.9519,1.0277,0.0,0.51,1.190,-,1.002,-,-,-,-,0.008,0.021,-,-,398.00,-3.30,834,28.4370,49.29%,13.56%,35.48%,50.71%,0.00%,0.25%,-,20.00,3.60,83.11,09 Oct 2025,29 Nov 2025,110.56,116.60,84000000.00,A-EQ,8400000
APEXTANRY,Apex Tannery Limited,Tannery Industries,B,1648.97,-,108.2,-4.92,108.2,23.363,212901.0,55.8292,-41.7143,102.77,104.758,76.2065,105.5909,104.9777,103.7645,1.2132,0.4374,109.7198,95.8202,281.81,97963.2877,105.8444,105.2256,103.9548,0.9784,0.0,-,0.898,-,0.211,-,0.061,-,0.125,-,-,-,-,113.80,-5.60,"1,152",23.3630,65.18%,26.76%,38.42%,34.82%,0.00%,0.00%,-,-,-14.62,30.19,15 Oct 2025,30 Dec 2025,-,-,152400000.00,B-EQ,15240000
APOLOISPAT,Appollo Ispat Complex Limited,Engineering,Z,1163.79,-,2.9,-6.45,2.9,2.373,793662.0,34.806,-100.0,3.265,3.28,2.7275,3.0987,3.1344,3.226,-0.0916,-0.0564,3.6449,2.8851,74.51,-1454096.7064,3.0667,3.1,3.1729,1.4703,0.0,-,0.749,20.371,0.727,-,-,-,-,-,-,-,-,3.10,-0.20,206,2.3730,79.76%,19.22%,60.18%,20.24%,0.00%,0.36%,-,-,-0.82,0.70,21 Nov 2024,19 Dec 2024,-,-,4013086000.00,Z-EQ,401308600
APSCLBOND,APSCL Non-Convertible and Fully Redeemable Coupon Bearing Bond,Corporate Bond,A,223.2,-,0.0,0.0,1116.0,0.0,0.0,28.2459,-100.0,1177.8,1169.19,2024.8925,1164.0511,1183.002,1379.3214,-196.3194,-247.0874,1290.4232,1065.1768,0.45,1460.4991,1167.4,1167.5769,1172.3762,0.2492,0.0,0.05,-,-,-,-,-,-,-,-,-,-,-,1116.00,0.00,0,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,5.25,0.00,0.00,11 Jun 2026,-,-,-,2000000.00,A-CB,200000
ARAMIT,Aramit Limited,Miscellaneous,A,1237.8,100.43,206.3,-1.72,206.3,12.189,58997.0,58.3391,-49.8155,201.125,185.134,185.3965,206.4837,205.17,198.3743,6.7957,7.1088,222.8217,179.4283,146.29,2242.0059,207.18,206.941,205.1129,1.0246,0.0,0.48,3.153,-,2.395,0.057,0.063,0.046,0.073,0.009,0.014,-,-,209.90,-3.60,550,12.1890,39.27%,13.57%,25.70%,60.73%,0.00%,0.00%,-,10.00,1.75,128.67,01 Jan 2026,04 Mar 2026,100.43,-,60000000.00,A-EQ,6000000
ARAMITCEM,Aramit Cement Limited,Cement,Z,433.66,-,12.8,7.56,12.8,5.357,424602.0,62.213,-10.0,11.87,11.824,10.8705,11.9979,11.9706,11.9611,0.0095,-0.0462,12.6298,11.1102,54.07,61315.8868,11.9844,11.9282,11.8724,1.402,0.0,-,2.410,-,2.363,-,-,-,-,-,0.766,-,-,11.90,0.90,406,5.3570,54.08%,9.99%,44.09%,45.92%,0.00%,0.00%,-,-,-14.47,-18.90,17 Nov 2024,30 Dec 2024,-,-,338800000.00,Z-EQ,33880000
ARGONDENIM,Argon Denims Limited,Textile,A,2972.22,12.98,21.4,-1.83,21.4,33.764,1565381.0,64.799,-32.3529,20.31,18.968,18.1065,21.2195,21.0092,20.1955,0.8136,0.7345,22.4443,18.1757,315.77,-678413.3617,21.4933,21.3359,20.8276,1.1805,0.0,4.67,1.703,-,0.950,-,-,-,-,-,-,-,-,21.80,-0.40,806,33.7640,64.13%,34.56%,29.57%,35.87%,0.00%,0.00%,-,10.00,1.68,24.57,23 Oct 2025,18 Dec 2025,12.98,18.17,1388886060.00,A-EQ,138888606
ASIAINS,Asia Insurance PLC.,Insurance,A,2132.26,22.01,45.3,-1.52,45.3,39.791,875558.0,61.0207,-37.7049,43.125,41.122,34.562,44.6094,44.2931,43.1862,1.1068,0.933,46.4829,39.7671,379.66,-869233.8127,44.8556,44.6385,43.9314,1.5937,0.0,2.21,-,-,-,-,-,-,-,-,-,-,-,46.00,-0.70,989,39.7910,62.12%,9.91%,52.21%,37.88%,0.00%,0.00%,-,10.00,2.09,30.55,23 Apr 2026,29 Jun 2026,22.01,22.55,470698580.00,A-EQ,47069858
ASIAPACINS,Asia Pacific General Insurance PLC,Insurance,A,2032.8,19.32,48.0,-1.03,48.0,17.726,368443.0,58.9928,-36.3636,46.19,44.344,36.915,47.8391,47.499,46.2008,1.2982,1.1622,50.1396,42.2404,193.06,-70082.8979,48.2289,47.9603,47.1048,1.3888,0.0,2.92,-,-,-,-,-,-,-,-,-,-,-,48.50,-0.50,633,17.7260,66.39%,32.67%,33.72%,33.61%,0.00%,0.00%,-,14.00,2.51,25.29,03 May 2026,09 Jul 2026,19.32,10.45,423500000.00,A-EQ,42350000
ASIATICLAB,Asiatic Laboratories Limited,Pharmaceuticals & Chemicals,A,16927.01,115.16,138.3,-3.15,138.3,42.194,302415.0,59.0595,-35.2459,131.695,124.088,77.7885,138.9851,137.545,131.9282,5.6169,5.0976,149.7792,113.6108,182.3,519103.8607,141.3,140.1295,135.9438,0.9238,0.0,0.72,4.084,0.157,2.848,-,0.308,0.145,0.434,0.029,0.039,-,-,142.80,-4.50,"1,097",42.1940,59.29%,17.58%,41.71%,40.71%,0.00%,0.00%,-,10.00,2.09,54.08,02 Nov 2025,24 Dec 2025,115.16,26.98,1223934550.00,A-EQ,122393455
ATLASBANG,Atlas Bangladesh Limited,Engineering,Z,3097.38,-,93.5,-4.69,93.5,4.776,50234.0,71.1603,-25.7576,78.335,73.984,62.0755,88.9412,86.4608,79.9927,6.4682,4.0649,99.6204,57.0496,24.15,15394.0283,91.8267,89.0705,83.4629,0.9903,0.0,-,1.732,0.001,1.667,-,-,-,-,-,-,-,-,98.10,-4.60,490,4.7760,49.00%,17.00%,32.00%,0.00%,51.00%,0.00%,-,-,-1.23,121.00,06 Nov 2025,24 Dec 2025,-,-,331271080.00,Z-EQ,33127108
