Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),EPS,NAV(Year End),Audited PE,Forward PE,PaidUp Capital,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,811.79,-,2.8,0.0,2.8,3.722,1330711.0,55.4654,-40.0,2.77,2.584,2.984,2.7345,2.7298,2.6944,0.0354,0.0417,2.9957,2.5443,107.35,-408218.6866,2.72,2.7192,2.7376,1.2462,-,-,-,-,-,-,-,-,-,-,-,-,-2.24,7.54,-,-,2899233490.00,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,368.0,-,18.4,3.37,18.4,4.581,252540.0,45.992,-43.3333,18.8,19.33,20.1645,18.1045,18.2395,18.7048,-0.4652,-0.3878,20.5946,17.0054,509.14,-101178.2985,17.8756,17.9936,18.3624,1.0548,-,-,-,-,-,-,-,-,-,-,-,-,-0.53,8.6,-,-,200000000.00,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1562.06,6.50,16.8,5.0,16.8,6.083,367324.0,53.7679,-25.0,16.61,16.686,18.1115,16.2038,16.2529,16.4381,-0.1852,-0.1644,17.9011,15.3189,51.71,51802.5703,16.0489,16.1128,16.3386,1.3252,5.95,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,2.46,37.01,6.50,15.58,929799120.00,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,860.61,-,13.3,9.92,13.3,7.531,579889.0,65.7734,0.0,12.065,11.7,12.1045,12.1127,12.0578,11.9039,0.1539,0.1057,12.9411,11.1889,43.6,130145.0201,12.0533,12.0269,12.0281,1.507,0.75,1.988,-,1.236,-,-,-,0.200,-,-,-,-,-0.12,21.73,-,-,647074420.00,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,693.36,-,2.9,0.0,2.9,10.221,3525004.0,54.5117,-40.0,2.875,2.696,3.2025,2.8365,2.833,2.7994,0.0336,0.0418,3.1335,2.6165,381.59,-1826551.1242,2.82,2.8282,2.8433,1.2411,-,-,-,-,-,-,-,-,-,-,-,-,-1.37,8.69,-,-,2390903960.00,239090396
ABBANK,AB Bank PLC,Bank,B,5911.59,-,6.6,3.12,6.6,13.497,2056487.0,58.3278,-64.7059,6.56,5.246,5.5695,6.5418,6.5019,6.1232,0.3787,0.4694,7.1526,5.9674,162.77,-2303604.2737,6.5556,6.5808,6.5938,1.785,-,-,-,-,-,1.575,1.647,-,-,-,-,-,-21.28,7.19,-,-,8956947490.00,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,5710.94,-,1000.0,0.0,1000.0,5.0,5000.0,63.0012,0.0,993.75,997.5,0.0,981.0657,970.4499,939.7658,30.6841,21.8105,1139.3865,848.1135,20.98,-402.3103,1000.0,995.9936,993.75,0.0186,0.10,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,57109360.00,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,1764.58,81.43,17.5,2.34,17.5,0.368,21071.0,49.5267,-57.1429,17.735,17.526,17.6945,17.3581,17.4089,17.5248,-0.1158,-0.0588,18.745,16.725,9.49,-32992.4423,17.2578,17.3141,17.499,1.2678,5.71,2.447,-,1.271,-,-,-,-,-,-,-,-,0.21,33.63,81.43,95.00,1008333330.00,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,18567.65,-,211.4,0.67,211.4,23.496,111771.0,51.0285,-52.5074,214.51,207.796,189.146,209.7593,210.4158,210.4349,-0.0191,1.4136,230.6188,198.4012,96.37,50610.8805,207.6733,209.3667,212.4195,1.0877,1.18,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,-7.4,91.64,-,143.84,878318430.00,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,6666.97,17.97,141.1,0.0,141.1,4.099,29062.0,50.7046,-56.1576,143.98,137.134,134.9345,141.0044,141.3344,140.7844,0.55,1.5334,152.8307,135.1293,46.32,3368.9192,139.9244,140.6679,142.5162,1.2384,1.77,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,7.85,75.51,17.97,10.85,472500000.00,47250000
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,16780.01,6.78,79.3,1.93,79.3,21.893,278258.0,56.5347,-37.931,79.395,75.654,75.4455,78.2764,78.3216,77.7762,0.5454,0.9015,82.7078,76.0822,90.5,140442.9478,77.9378,78.1205,78.7086,1.1693,4.41,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,11.48,126.37,6.78,6.37,2116017000.00,211601700
