Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),EPS,NAV(Year End),Audited PE,Forward PE,PaidUp Capital,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,869.77,-,3.0,-6.25,3.0,5.902,1960795.0,51.4214,-54.5455,2.945,2.716,2.9655,3.149,3.1114,2.9624,0.149,0.1366,3.5379,2.3521,207.82,2719343.6494,3.2311,3.1949,3.07,1.2679,-,-,-,-,-,-,-,-,-,-,-,-,-2.24,7.54,-,-,2899233490.00,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,348.0,-,17.4,-3.87,17.4,4.075,231982.0,37.9105,-75.8621,18.2,18.998,20.104,18.1674,18.2276,18.4867,-0.2592,-0.2491,19.28,17.12,500.19,-448920.4839,18.2222,18.2705,18.2067,1.0029,-,-,-,-,-,-,-,-,-,-,-,-,-0.53,8.6,-,-,200000000.00,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1524.87,6.87,16.4,-2.96,16.4,1.953,118163.0,46.2346,-57.5758,16.575,16.6,18.1505,16.789,16.7773,16.7241,0.0531,0.0523,17.8595,15.2905,57.77,-197776.4088,16.8333,16.9013,16.739,1.3261,6.10,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,2.46,37.01,6.87,16.46,929799120.00,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,847.67,-,13.0,-0.76,13.1,2.227,167246.0,50.7323,-58.3333,13.08,12.204,12.235,13.6021,13.5354,13.0531,0.4822,0.5627,15.7131,10.4469,79.3,18827.6311,13.7778,13.9026,13.5381,1.514,0.76,1.988,-,1.236,-,-,-,0.200,-,-,-,-,-0.12,21.73,-,-,647074420.00,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,765.09,-,3.2,-8.57,3.2,34.162,10313267.0,51.5453,-53.8462,3.125,2.86,3.1535,3.399,3.3447,3.1467,0.198,0.1719,3.8814,2.3686,739.16,6069879.2325,3.5111,3.4526,3.2829,1.2337,-,-,-,-,-,-,-,-,-,-,-,-,-1.37,8.69,-,-,2390903960.00,239090396
ABBANK,AB Bank PLC,Bank,B,5015.89,-,5.6,-5.08,5.6,7.625,1329514.0,40.0258,-100.0,6.39,5.622,5.5415,6.054,6.1218,6.1111,0.0107,0.1648,7.1296,5.6504,123.31,-2787339.1781,5.9889,6.0756,6.23,1.7871,-,-,-,-,-,1.575,1.647,-,-,-,-,-,-21.28,7.19,-,-,8956947490.00,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,5710.94,-,1000.0,0.0,1000.0,20.0,20000.0,63.0012,0.0,996.875,997.5,0.0,987.8821,978.8428,948.3589,30.4839,24.9785,1122.2168,871.5332,25.22,-269.4168,1000.0,1000.0,999.7024,0.0185,0.10,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,57109360.00,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,1774.67,85.24,17.7,-1.68,17.6,0.629,35691.0,48.8371,-50.0,17.57,17.556,17.8465,17.7626,17.737,17.6793,0.0577,0.0286,18.2722,16.8678,6.76,-2879.2247,17.82,17.7987,17.671,1.2234,5.68,2.961,-,1.970,-,-,-,-,-,-,-,-,0.21,33.63,85.24,99.44,1008333330.00,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,17311.66,-,197.1,-0.61,197.1,16.365,82514.0,39.5579,-90.3226,206.62,208.806,191.21,201.545,202.8321,205.9229,-3.0908,-1.7185,221.2141,192.0259,52.98,-84811.1981,200.2689,201.7026,203.7276,1.0887,1.27,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,-7.4,91.64,-,135.82,878318430.00,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,6459.07,17.57,136.7,-0.87,136.7,2.761,20167.0,43.3249,-56.3107,139.815,139.048,135.6915,138.3488,138.7844,139.556,-0.7716,-0.178,145.1577,134.4723,26.48,-11139.2282,137.9444,138.3872,138.9448,1.2061,1.83,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,7.85,75.51,17.57,10.61,472500000.00,47250000
