Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),EPS,NAV(Year End),Audited PE,Forward PE,PaidUp Capital,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,840.78,-,2.9,3.57,2.9,3.112,1086327.0,59.8339,-20.0,2.76,2.594,2.976,2.7781,2.7651,2.7168,0.0483,0.0425,2.9589,2.5611,100.16,101087.1747,2.7756,2.7577,2.7533,1.2474,-,-,-,-,-,-,-,-,-,-,-,-,-2.24,7.54,-,-,2899233490.00,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,360.0,-,18.0,-0.55,18.0,3.341,184818.0,41.8159,-53.5714,18.6,19.266,20.145,18.0829,18.1845,18.6111,-0.4266,-0.4042,20.2986,16.9014,509.87,-123701.6065,17.92,17.9487,18.229,1.0543,-,-,-,-,-,-,-,-,-,-,-,-,-0.53,8.6,-,-,200000000.00,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1645.74,7.20,17.7,0.0,17.7,4.284,240963.0,61.2653,-18.1818,16.625,16.684,18.124,16.7424,16.6639,16.6181,0.0458,-0.105,17.9546,15.2954,56.79,110154.7434,16.6756,16.5436,16.5467,1.3172,5.65,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,2.46,37.01,7.20,17.24,929799120.00,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,977.08,-,15.1,3.42,15.1,6.542,432903.0,75.7724,-16.3265,12.31,11.84,12.135,13.1081,12.8567,12.3255,0.5312,0.2292,14.2479,10.3721,59.47,536801.1885,13.1511,12.8705,12.5486,1.4959,0.66,1.988,-,1.236,-,-,-,0.200,-,-,-,-,-0.12,21.73,-,-,647074420.00,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,717.27,-,3.0,3.45,3.0,5.151,1764074.0,58.4288,-20.0,2.86,2.71,3.185,2.8794,2.8674,2.8212,0.0463,0.0418,3.0693,2.6507,359.63,-587353.7608,2.8733,2.8603,2.8581,1.2416,-,-,-,-,-,-,-,-,-,-,-,-,-1.37,8.69,-,-,2390903960.00,239090396
ABBANK,AB Bank PLC,Bank,B,5822.02,-,6.5,0.0,6.5,11.374,1747332.0,56.4633,-70.5882,6.605,5.34,5.5665,6.5267,6.5014,6.177,0.3244,0.4213,7.0614,6.1486,161.12,-2775583.7122,6.5089,6.5474,6.579,1.7842,-,-,-,-,-,1.575,1.647,-,-,-,-,-,-21.28,7.19,-,-,8956947490.00,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,5710.94,-,0.0,0.0,1000.0,0.0,0.0,63.0012,0.0,993.75,997.5,0.0,981.0657,970.4499,939.7658,30.6841,21.8105,1139.3865,848.1135,20.98,-402.3103,1000.0,995.9936,993.75,0.0186,0.10,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,57109360.00,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,1815.0,85.24,18.0,0.56,18.0,0.106,5938.0,56.5434,-22.2222,17.66,17.524,17.725,17.5732,17.5638,17.5857,-0.0219,-0.0529,18.4397,16.8803,8.89,-24642.1749,17.5111,17.4718,17.5448,1.2635,5.56,2.447,-,1.271,-,-,-,-,-,-,-,-,0.21,33.63,85.24,99.44,1008333330.00,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,18356.86,-,209.0,-0.19,209.0,30.063,143923.0,48.7617,-59.587,214.51,208.388,189.59,209.55,210.0657,210.2576,-0.1919,0.8505,230.6182,198.4018,96.64,50413.3579,208.0156,208.459,211.4086,1.0877,1.20,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,-7.4,91.64,-,143.42,878318430.00,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,6662.25,17.83,141.0,0.71,141.0,3.097,21942.0,50.6196,-56.6502,143.675,137.64,135.094,140.8428,141.1092,140.7466,0.3626,1.1184,152.7684,134.5816,45.25,-3448.6377,140.06,140.2192,141.8748,1.2401,1.77,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,7.85,75.51,17.83,10.77,472500000.00,47250000
