Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,985.74,-,3.40,0.00,3.40,1.7040,"498,591",43.1421,-75.0000,3.5050,3.6260,3.0105,3.4596,3.4764,3.5380,-0.0616,-0.0537,3.7150,3.2950,115.1400,-1256299.5147,3.4444,3.4564,3.4738,1.3051,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.40,0.00,128,1.7040,75.00%,30.20%,44.80%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,470.00,-,23.50,2.62,23.50,15.3760,"661,594",55.1903,-32.5581,22.1600,23.5220,20.3655,22.6444,22.5555,22.6982,-0.1427,-0.4050,24.1824,20.1376,688.5100,744009.6609,22.7200,22.5103,22.1948,0.9589,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,22.90,0.60,647,15.3760,98.00%,23.98%,74.01%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,9.46,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1682.94,7.07,18.10,4.02,18.10,3.5670,"198,282",40.9821,-69.4444,19.2050,20.2540,17.9095,18.1140,18.3518,19.1376,-0.7858,-0.6334,21.9591,16.4509,90.1800,-337721.0204,17.7800,17.9808,18.5543,1.3920,0.0000,0.0000,0.0000,0.06,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,17.40,0.70,268,3.5670,66.96%,21.74%,45.22%,33.04%,0.00%,0.00%,-,0.10,0.13,36.14,06 Sep 2026,-,7.07,-,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1054.73,-,16.50,1.24,16.30,0.4870,"29,863",39.8485,-70.9677,17.5850,18.7880,14.0610,16.7458,17.0032,17.8418,-0.8385,-0.6679,20.4943,14.6757,94.5200,-154347.0846,16.5867,16.7397,17.0052,1.5661,0.0000,0.0000,0.0000,0.15,1.988,-,1.236,-,-,-,0.200,-,-,-,-,16.10,0.20,61,0.4870,69.99%,29.97%,40.02%,30.01%,0.00%,0.00%,-,0.25,-3.17,18.46,13 Jul 2026,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,836.82,-,3.60,0.00,3.50,2.2970,"656,281",43.8930,-75.0000,3.5800,3.7440,3.1495,3.5603,3.5728,3.6297,-0.0569,-0.0561,3.8010,3.3590,186.8300,-1898915.7034,3.5556,3.5628,3.5619,1.2680,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.50,0.00,149,2.2970,84.49%,16.43%,68.06%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,3941.06,-,4.50,0.00,4.40,1.1240,"254,819",27.4889,-80.0000,4.6000,4.8040,4.9515,4.4794,4.5114,4.6274,-0.1160,-0.1004,4.8753,4.3247,10.1700,-154740.6940,4.4489,4.4744,4.5305,1.7170,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,4.40,0.00,75,1.1240,80.48%,35.00%,44.94%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2258.67,103.33,22.70,3.23,22.40,0.6450,"29,355",46.0949,-41.0256,22.7250,23.2600,20.0895,22.2967,22.4102,22.7617,-0.3514,-0.2674,24.1044,21.3456,19.3300,-83396.3504,22.0956,22.2551,22.5514,1.2127,0.0000,0.0000,0.0000,4.46,2.961,-,1.970,-,-,-,-,-,-,-,-,21.70,0.70,78,0.6450,50.42%,11.68%,38.64%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,103.33,232.50,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,15827.30,-,180.50,1.24,180.20,1.6100,"8,973",26.9518,-78.4946,188.7650,196.5360,197.6010,184.2554,185.5550,189.7513,-4.1963,-3.3170,198.3629,179.1671,4.2000,-13632.1854,183.4000,184.5718,186.5152,1.1394,0.0000,0.0000,0.0000,1.39,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,178.00,2.20,207,1.6100,52.73%,34.30%,18.43%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,7182.00,19.07,152.00,1.54,152.00,18.5420,"122,345",41.2508,-59.3023,156.7250,164.6620,144.2810,152.5134,153.5990,157.8774,-4.2784,-3.9078,169.4118,144.0382,106.8400,-77356.7380,151.3622,151.8551,153.7105,1.2787,0.0000,0.0000,0.0000,1.64,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,149.70,2.30,484,18.5420,33.98%,19.98%,14.00%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,19.07,13.59,472500000.00,A-EQ,47250000
