Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),EPS,NAV(Year End),Audited PE,Forward PE,PaidUp Capital,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,811.79,-,2.8,0.0,2.8,2.24,795753.0,55.4654,-40.0,2.765,2.578,2.988,2.7181,2.717,2.6859,0.0311,0.0433,2.9923,2.5377,107.27,-552170.3067,2.7,2.7077,2.7343,1.2482,-,-,-,-,-,-,-,-,-,-,-,-,-2.24,7.54,-,-,2899233490.00,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,356.0,-,17.8,0.56,17.8,2.879,162166.0,37.4562,-65.625,18.855,19.352,20.172,18.0307,18.2103,18.7291,-0.5188,-0.3684,20.6641,17.0459,525.96,-215881.4727,17.7978,17.9795,18.4057,1.0503,-,-,-,-,-,-,-,-,-,-,-,-,-0.53,8.6,-,-,200000000.00,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1487.68,6.46,16.0,0.63,16.0,1.09,68442.0,44.9774,-58.3333,16.62,16.702,18.1105,16.0547,16.1534,16.4091,-0.2557,-0.1591,17.9204,15.3196,49.94,-72938.4036,15.8956,16.0359,16.3214,1.318,6.25,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,2.46,37.01,6.46,15.49,929799120.00,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,782.96,-,12.2,3.42,12.1,0.63,52826.0,54.356,-50.0,12.0,11.652,12.0985,11.8159,11.8319,11.7922,0.0397,0.0937,12.6553,11.3447,37.33,-68772.7897,11.7578,11.8128,11.9043,1.4866,0.83,1.988,-,1.236,-,-,-,0.200,-,-,-,-,-0.12,21.73,-,-,647074420.00,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,693.36,-,2.9,3.57,2.9,5.384,1887952.0,54.5117,-40.0,2.87,2.69,3.2115,2.8206,2.8208,2.7914,0.0295,0.0438,3.1304,2.6096,369.28,-2369830.4852,2.8044,2.8192,2.8405,1.241,-,-,-,-,-,-,-,-,-,-,-,-,-1.37,8.69,-,-,2390903960.00,239090396
ABBANK,AB Bank PLC,Bank,B,5732.45,-,6.4,-3.03,6.4,20.462,3136008.0,55.6052,-76.4706,6.495,5.198,5.5695,6.5272,6.4841,6.0851,0.399,0.492,7.3119,5.6781,166.02,-2335841.9018,6.56,6.5821,6.5838,1.782,-,-,-,-,-,1.575,1.647,-,-,-,-,-,-21.28,7.19,-,-,8956947490.00,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,5710.94,-,0.0,0.0,1000.0,0.0,0.0,63.0012,0.0,993.75,997.5,0.0,976.3321,965.0772,934.9471,30.1301,19.5922,1144.7119,842.7881,19.93,-491.5241,987.5,987.9808,990.7738,0.0188,0.10,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,57109360.00,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,1724.25,82.38,17.1,-1.16,17.1,0.313,18244.0,42.7657,-76.1905,17.75,17.534,17.68,17.3227,17.3924,17.5267,-0.1344,-0.0445,18.7542,16.7458,9.55,-36084.1524,17.22,17.3115,17.5229,1.2627,5.85,2.447,-,1.271,-,-,-,-,-,-,-,-,0.21,33.63,82.38,96.11,1008333330.00,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,18444.69,-,210.0,1.06,210.0,27.561,131630.0,49.7799,-56.6372,214.065,207.442,188.934,209.3492,210.2368,210.3576,-0.1208,1.7718,231.0058,197.1242,97.23,20416.0635,207.4311,209.6321,212.6733,1.0886,1.19,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,-7.4,91.64,-,142.33,878318430.00,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,6666.97,18.00,141.1,-0.14,141.1,1.949,13821.0,50.7046,-56.1576,143.94,136.906,134.856,140.9805,141.377,140.7592,0.6178,1.7793,152.8525,135.0275,46.23,-881.189,139.8689,140.9462,142.7867,1.2403,1.77,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,7.85,75.51,18.00,10.87,472500000.00,47250000
