Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,1188.69,-,4.10,5.13,4.10,38.3230,"9,523,669",71.8498,0.0000,3.4700,3.2080,2.8825,3.7653,3.6925,3.4795,0.2129,0.1531,4.0927,2.8473,271.5700,9989374.2826,3.8333,3.7577,3.6205,1.2798,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.90,0.20,"1,014",38.3230,75.00%,28.78%,46.22%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,466.00,-,23.30,-1.69,23.30,10.5720,"450,360",50.5639,-89.6552,24.1000,21.5900,19.9400,23.7544,23.7713,23.2850,0.4864,0.7524,25.2462,22.9538,1208.8100,-897558.9646,23.7067,23.7667,23.9624,0.9632,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,23.70,-0.40,498,10.5720,98.00%,31.36%,66.63%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,12.09,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1971.17,8.62,21.20,0.00,21.20,6.2970,"296,086",60.5326,-58.0645,20.9600,19.1840,17.9385,20.9311,20.8872,20.4405,0.4467,0.5604,21.7531,20.1669,112.1100,-162727.1001,20.8956,20.8782,20.9462,1.3660,0.0000,0.0000,0.0000,4.72,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,21.20,0.00,250,6.2970,66.96%,22.33%,44.63%,33.04%,0.00%,0.00%,-,10.00,2.46,37.01,29 Oct 2024,31 Dec 2024,8.62,20.65,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1268.27,-,19.70,2.08,19.60,7.8030,"400,071",74.2272,-6.6667,17.7350,15.6040,12.9435,18.3392,18.0984,17.2073,0.8911,0.7815,19.3301,16.1399,131.0400,186148.5128,18.4333,18.1885,17.9414,1.5231,0.0000,0.0000,0.0000,0.51,1.988,-,1.236,-,-,-,0.200,-,-,-,-,19.20,0.40,352,7.8030,69.99%,33.68%,36.31%,30.01%,0.00%,0.00%,-,-,0.00,0.00,-,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,956.36,-,4.00,-2.44,4.00,24.4820,"6,028,611",62.8639,-40.0000,3.6650,3.3820,3.0195,3.9088,3.8517,3.6552,0.1965,0.1635,4.2536,3.0764,676.7500,-429843.9161,3.9711,3.9218,3.8095,1.2238,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,4.10,-0.10,521,24.4820,84.49%,13.20%,71.29%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,4568.04,-,5.10,2.00,5.10,5.2590,"1,026,950",60.7152,-25.0000,4.9350,4.7200,5.0325,4.9974,4.9805,4.9239,0.0566,0.0462,5.0975,4.7725,20.4500,-1058516.4779,5.0111,4.9949,4.9614,1.7434,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,5.00,0.10,227,5.2590,80.48%,35.15%,44.79%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2379.67,108.57,23.80,3.51,23.60,4.1940,"178,609",53.2241,-42.1053,23.6000,23.0600,19.3210,23.3081,23.3706,23.3675,0.0031,0.1418,24.3678,22.8322,26.2100,-17176.8510,23.2111,23.2910,23.4471,1.1954,0.0000,0.0000,0.0000,4.24,2.961,-,1.970,-,-,-,-,-,-,-,-,22.80,0.80,333,4.1940,50.42%,11.67%,38.65%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,108.57,244.29,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,17698.12,-,202.00,1.00,201.50,14.3510,"71,264",52.7999,-68.7500,202.4200,195.3740,194.7590,201.6641,201.7119,200.2678,1.4441,2.2286,207.5027,197.3373,30.5400,-101980.4539,201.5067,202.1833,202.5133,1.1412,0.0000,0.0000,0.0000,1.24,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,199.50,2.00,547,14.3510,52.73%,34.59%,18.14%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,8108.10,21.91,172.10,-0.23,171.60,59.1950,"342,637",59.7846,-45.4780,165.1100,151.7300,139.6700,172.1833,170.7324,163.5656,7.1668,7.3531,189.5151,140.7049,221.2100,167782.1591,174.6778,174.5859,170.1595,1.2782,0.0000,0.0000,0.0000,1.46,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,172.00,-0.40,"1,707",59.1950,33.98%,24.23%,9.75%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,21.91,15.62,472500000.00,A-EQ,47250000
