Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),EPS,NAV(Year End),Audited PE,Forward PE,PaidUp Capital,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,724.81,-,2.5,0.0,2.5,1.828,730891.0,43.7756,-100.0,2.62,2.61,3.1625,2.5448,2.5579,2.5941,-0.0362,-0.0243,2.8313,2.4087,45.94,-910476.2995,2.5267,2.5385,2.58,1.1396,-,-,-,-,-,-,-,-,-,-,-,-,-2.24,7.54,-,-,2899233490.00,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,412.0,-,20.6,-0.48,20.6,9.427,457356.0,61.1775,-21.0526,19.845,19.23,20.2815,20.1751,20.0596,19.7316,0.328,0.2287,21.0872,18.6028,690.06,229302.6442,20.2244,20.1179,20.0033,1.0711,-,-,-,-,-,-,-,-,-,-,-,-,-3.45,9.13,-,33.03,200000000.00,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1589.96,6.95,17.1,0.0,17.1,2.186,128705.0,42.3947,-51.8519,17.58,17.786,19.019,17.4628,17.4984,17.6221,-0.1237,-0.1038,18.3683,16.7917,28.32,-73696.3163,17.4978,17.5359,17.5248,1.2759,5.85,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,2.46,37.01,6.95,16.66,929799120.00,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,763.55,-,11.8,0.85,11.8,0.086,7301.0,57.0532,-35.0,11.335,11.146,12.5675,11.6599,11.5751,11.3697,0.2054,0.116,12.3554,10.3146,18.16,20933.2254,11.8067,11.7,11.4757,1.4436,0.85,1.988,-,1.236,-,-,-,0.200,-,-,-,-,-0.12,21.73,-,-,647074420.00,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,621.64,-,2.6,0.0,2.6,2.053,789426.0,43.1997,-66.6667,2.68,2.7,3.5685,2.63,2.6383,2.6719,-0.0337,-0.0313,2.8467,2.5133,74.29,-1122887.3468,2.6244,2.6256,2.6452,1.1125,-,-,-,-,-,-,-,-,-,-,-,-,-1.37,8.69,-,-,2390903960.00,239090396
ABBANK,AB Bank PLC,Bank,B,3851.49,-,4.3,-2.27,4.3,2.532,579976.0,49.0818,-57.1429,4.275,4.41,5.9015,4.2896,4.2837,4.3235,-0.0398,-0.0715,4.5253,4.0247,29.44,-300734.4301,4.3,4.2782,4.2633,1.7466,-,-,-,-,-,1.575,1.647,-,-,-,-,-,-21.28,7.19,-,-,8956947490.00,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,5710.94,-,0.0,0.0,1000.0,0.0,0.0,69.847,0.0,951.55,872.98,0.0,934.1283,920.7205,902.6012,18.1193,-2.7986,1082.6367,820.4633,0.02,-1609.0983,960.0,957.6923,955.0405,0.041,0.10,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,57109360.00,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,1754.5,84.29,17.6,-1.69,17.4,0.02,1121.0,34.5806,-91.6667,17.92,18.432,17.538,17.7607,17.8171,18.0353,-0.2182,-0.197,18.3335,17.5065,8.97,-23886.6823,17.7422,17.7782,17.8386,1.2566,5.75,2.447,-,1.271,-,-,-,-,-,-,-,-,0.21,33.63,84.29,40.23,1008333330.00,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,17873.78,-,203.5,0.15,203.5,23.565,114976.0,75.8551,-27.7778,195.8,185.61,183.072,198.425,197.366,193.0839,4.2821,3.9717,203.5993,188.0007,26.89,10523.596,198.8667,197.9949,197.0257,1.0352,1.23,0.689,0.811,0.402,-,0.053,-,0.239,-,-,-,-,-7.4,91.64,-,130.26,878318430.00,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,6151.95,16.61,130.2,-0.15,130.2,2.096,16036.0,52.5726,-26.7606,129.555,129.138,133.1935,129.5728,129.4876,129.4006,0.087,-0.0591,132.0083,127.1017,9.29,-10820.8347,129.5333,129.5115,129.4852,1.2258,1.92,1.224,-,0.908,-,0.118,0.066,0.289,0.043,0.100,-,-,7.85,75.51,16.61,17.62,472500000.00,47250000
