Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),EPS,NAV(Year End),Audited PE,Forward PE,PaidUp Capital,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,724.81,-,2.5,0.0,2.5,0.48,192422.0,43.7756,-80.0,2.615,2.604,3.1595,2.5358,2.549,2.5871,-0.0381,-0.0271,2.8329,2.3971,46.65,-921956.3619,2.52,2.5282,2.5686,1.144,-,-,-,-,-,-,-,-,-,-,-,-,-2.24,7.54,-,-,2899233490.00,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,392.0,-,19.6,-4.85,19.6,11.53,576437.0,48.7821,-77.7778,19.88,19.222,20.279,20.0601,19.9889,19.7218,0.2671,0.2364,21.0473,18.7127,752.77,73072.1982,20.1444,20.0615,19.98,1.088,-,-,-,-,-,-,-,-,-,-,-,-,-3.45,9.13,-,32.87,200000000.00,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1571.36,6.95,16.9,-1.17,16.9,1.531,90933.0,40.111,-59.2593,17.51,17.704,18.9845,17.3502,17.4063,17.5686,-0.1623,-0.1155,18.2775,16.7425,28.85,-77115.3186,17.3556,17.4308,17.46,1.2806,5.92,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,2.46,37.01,6.95,16.66,929799120.00,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,724.72,-,11.2,-5.08,11.2,0.118,10553.0,47.7456,-68.4211,11.325,11.126,12.547,11.5679,11.5174,11.3571,0.1603,0.1249,12.3466,10.3034,18.65,13607.737,11.7089,11.6526,11.4629,1.4552,0.89,1.988,-,1.236,-,-,-,0.200,-,-,-,-,-0.12,21.73,-,-,647074420.00,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,597.73,-,2.5,-3.85,2.5,1.729,688343.0,36.5295,-100.0,2.665,2.692,3.565,2.604,2.617,2.6592,-0.0422,-0.0335,2.84,2.49,79.6,-1322042.3226,2.6,2.6051,2.6281,1.126,-,-,-,-,-,-,-,-,-,-,-,-,-1.37,8.69,-,-,2390903960.00,239090396
ABBANK,AB Bank PLC,Bank,B,3851.49,-,4.3,0.0,4.3,3.415,788749.0,49.0818,-57.1429,4.27,4.392,5.8855,4.2917,4.2862,4.3218,-0.0356,-0.0643,4.5137,4.0263,29.8,-621939.9875,4.3067,4.2859,4.2657,1.7537,-,-,-,-,-,1.575,1.647,-,-,-,-,-,-21.28,7.19,-,-,8956947490.00,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,5710.94,-,0.0,0.0,1000.0,0.0,0.0,69.847,0.0,951.55,872.98,0.0,934.1283,920.7205,902.6012,18.1193,-2.7986,1082.6367,820.4633,0.02,-1609.0983,960.0,957.6923,955.0405,0.041,0.10,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,57109360.00,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,1714.17,82.86,17.0,-2.3,17.0,0.527,30850.0,29.0468,-100.0,17.855,18.408,17.5355,17.6085,17.6914,17.9586,-0.2672,-0.2111,18.4036,17.3064,9.2,-28117.2174,17.5778,17.65,17.751,1.2681,5.88,2.447,-,1.271,-,-,-,-,-,-,-,-,0.21,33.63,82.86,39.55,1008333330.00,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,17513.67,-,199.4,-2.01,199.4,21.349,106298.0,63.2862,-53.0864,196.485,186.15,183.2415,198.62,197.6789,193.5517,4.1272,4.0028,202.818,190.152,28.32,-6462.1389,199.3022,198.3962,197.3686,1.0307,1.25,0.689,0.811,0.402,-,0.053,-,0.239,-,-,-,-,-7.4,91.64,-,130.45,878318430.00,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,6128.32,16.59,129.0,-0.38,129.7,2.614,20171.0,50.8918,-33.8028,129.585,128.96,133.2065,129.5982,129.5203,129.4228,0.0975,-0.0278,132.0296,127.1404,9.78,-10891.5438,129.6133,129.5372,129.499,1.2173,1.93,1.224,-,0.908,-,0.118,0.066,0.289,0.043,0.100,-,-,7.85,75.51,16.59,17.59,472500000.00,47250000
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,15214.16,6.31,71.9,-0.69,71.9,6.476,90064.0,51.597,-23.2558,71.08,72.4,74.777,71.719,71.5818,71.6222,-0.0404,-0.3608,73.1213,69.0387,14.35,6770.9713,71.9311,71.7333,71.2952,1.181,4.87,1.108,0.270,0.711,-,0.111,0.077,0.415,0.044,0.098,-,-,11.48,126.37,6.31,6.01,2116017000.00,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,2160.0,-,16.0,1.91,16.0,42.625,2673065.0,49.9675,-47.0588,16.045,15.808,14.722,15.8424,15.8887,16.0007,-0.112,-0.063,17.0344,15.0556,568.4,-1093503.1386,15.7867,15.8051,15.8786,1.6689,0.01,4.414,0.100,2.581,-,-,-,0.016,-,-,-,-,-1.14,16.41,-,-,1350000000.00,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1343.64,50.91,5.6,0.0,5.6,0.405,72189.0,39.9026,-75.0,5.885,6.078,7.9925,5.7607,5.7895,5.9356,-0.1461,-0.1517,6.3674,5.4026,15.64,27225.0805,5.7533,5.7513,5.7967,1.4973,0.45,-,-,-,-,-,-,-,-,-,-,-,0.11,22.07,50.91,35.00,2399365800.00,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,3652.82,22.63,56.5,-2.08,56.5,5.131,90014.0,43.7621,-58.5714,57.135,58.49,69.7025,57.2962,57.3306,57.8267,-0.4961,-0.654,59.464,54.806,72.7,-95386.8841,57.3244,57.4333,57.2267,1.3129,1.77,2.057,-,2.048,0.146,0.164,0.100,0.385,0.047,0.074,-,-,2.55,32.82,22.63,21.86,646516660.00,64651666
