Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,1188.69,-,4.10,-2.38,4.10,18.1630,"4,421,847",65.1516,-20.0000,3.7000,3.3160,2.9075,3.9823,3.9128,3.6683,0.2446,0.2072,4.3553,3.0447,348.5100,8037347.5322,4.0489,4.0090,3.8590,1.2810,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,4.20,-0.10,595,18.1630,75.00%,28.78%,46.22%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,498.00,-,24.90,0.40,24.90,28.8340,"1,154,215",59.7978,-42.4242,24.1850,22.1960,20.0030,24.3970,24.2864,23.7142,0.5722,0.5986,25.4751,22.8949,1018.1000,-505237.5021,24.4178,24.2987,24.1876,0.9697,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,24.80,0.10,758,28.8340,98.00%,31.36%,66.63%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,10.25,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1961.88,8.58,21.10,0.00,21.10,3.9120,"184,916",56.4515,-40.0000,21.0150,19.6660,17.9375,21.0073,20.9705,20.6245,0.3460,0.4280,21.8025,20.2275,105.7000,-305886.8036,21.0356,20.9974,20.9605,1.3691,0.0000,0.0000,0.0000,4.74,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,21.10,0.00,235,3.9120,66.96%,22.33%,44.63%,33.04%,0.00%,0.00%,-,10.00,2.46,37.01,29 Oct 2024,31 Dec 2024,8.58,20.55,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1410.62,-,21.90,1.87,21.80,11.4410,"522,891",81.8657,-9.0909,18.6050,16.4200,13.1165,20.2154,19.7838,18.4131,1.3707,1.0679,21.8256,15.3844,124.0800,376140.9628,20.6467,20.1769,19.3014,1.5213,0.0000,0.0000,0.0000,0.46,1.988,-,1.236,-,-,-,0.200,-,-,-,-,21.40,0.40,442,11.4410,69.99%,33.68%,36.31%,30.01%,0.00%,0.00%,-,-,0.00,0.00,-,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,1004.18,-,4.20,-2.33,4.20,18.2510,"4,322,151",62.8160,-22.2222,3.8750,3.4780,3.0450,4.0801,4.0228,3.8089,0.2139,0.1886,4.3729,3.3771,753.5900,862408.3621,4.1200,4.0923,3.9895,1.2315,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,4.30,-0.10,404,18.2510,84.49%,13.20%,71.29%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,4388.90,-,4.90,0.00,4.90,2.0510,"417,916",47.4502,-100.0000,4.9550,4.7860,5.0255,4.9713,4.9710,4.9394,0.0316,0.0459,5.1201,4.7899,20.5600,-802466.1050,4.9822,4.9897,4.9771,1.7447,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,4.90,0.00,198,2.0510,80.48%,35.15%,44.79%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2409.92,114.29,23.90,-0.42,23.90,2.8010,"116,585",53.9103,-48.1481,23.6750,23.5320,19.4500,23.8331,23.7869,23.6124,0.1745,0.1550,24.6128,22.7372,29.7300,-59704.9423,23.8956,23.7833,23.6943,1.1992,0.0000,0.0000,0.0000,4.18,2.961,-,1.970,-,-,-,-,-,-,-,-,24.00,-0.10,115,2.8010,50.42%,11.67%,38.65%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,114.29,257.14,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,17891.35,-,203.70,-0.78,203.70,6.0920,"29,745",55.7877,-55.8140,202.7650,196.7640,195.2930,202.5572,202.3826,201.0566,1.3260,1.5665,207.9098,197.6202,28.1900,-46027.9332,202.2689,202.1244,202.5743,1.1393,0.0000,0.0000,0.0000,1.23,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,205.30,-1.60,357,6.0920,52.73%,34.59%,18.14%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,8245.13,22.69,174.50,-2.02,174.50,74.7350,"425,402",58.8453,-63.3621,170.2950,155.2520,140.4900,174.1510,173.1301,167.1222,6.0078,6.5931,191.5053,149.0847,299.6900,-52172.9551,174.1756,174.3218,173.7224,1.2779,0.0000,0.0000,0.0000,1.43,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,178.10,-3.60,"1,881",74.7350,33.98%,24.23%,9.75%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,22.69,16.17,472500000.00,A-EQ,47250000
