Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),EPS,NAV(Year End),Audited PE,Forward PE,PaidUp Capital,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,666.82,-,2.3,-4.17,2.3,1.407,610652.0,38.8478,-100.0,2.45,2.532,3.1215,2.3765,2.396,2.4682,-0.0723,-0.0635,2.6392,2.2608,43.75,-767196.0856,2.3578,2.3679,2.4071,1.1749,-,-,-,-,-,-,-,-,-,-,-,-,-2.24,7.54,-,-,2899233490.00,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,392.0,-,19.6,-1.01,19.6,5.29,268086.0,48.3638,-82.3529,19.845,19.242,20.2915,19.7685,19.7819,19.7276,0.0543,0.1093,20.641,19.049,566.86,-198078.4888,19.7378,19.7423,19.8314,1.1118,-,-,-,-,-,-,-,-,-,-,-,-,-3.45,9.13,-,31.60,200000000.00,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1524.87,6.79,16.4,-1.8,16.4,0.88,53367.0,36.819,-75.0,17.135,17.288,18.6565,16.7517,16.8269,17.1093,-0.2825,-0.2502,18.1758,16.0942,27.69,-71425.0684,16.6822,16.7115,16.8924,1.304,6.10,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,2.46,37.01,6.79,16.27,929799120.00,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,724.72,-,11.2,-2.61,11.2,0.337,29959.0,46.5655,-80.0,11.51,11.092,12.3675,11.4025,11.4091,11.3712,0.0379,0.0702,12.2176,10.8024,18.02,6104.9863,11.3933,11.3885,11.4657,1.4818,0.89,1.988,-,1.236,-,-,-,0.200,-,-,-,-,-0.12,21.73,-,-,647074420.00,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,597.73,-,2.5,0.0,2.5,0.782,306047.0,39.1851,-66.6667,2.57,2.64,3.525,2.5362,2.5459,2.5901,-0.0442,-0.0436,2.7014,2.4386,66.93,-2063461.1733,2.5333,2.5321,2.5495,1.15,-,-,-,-,-,-,-,-,-,-,-,-,-1.37,8.69,-,-,2390903960.00,239090396
ABBANK,AB Bank PLC,Bank,B,3761.92,-,4.2,-2.33,4.2,2.815,666517.0,45.2772,-100.0,4.27,4.294,5.732,4.2705,4.2723,4.294,-0.0217,-0.0279,4.4657,4.0743,27.64,-925057.067,4.2711,4.2718,4.2781,1.753,-,-,-,-,-,1.575,1.647,-,-,-,-,-,-21.28,7.19,-,-,8956947490.00,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,5710.94,-,0.0,0.0,1000.0,0.0,0.0,69.847,0.0,951.55,872.98,0.0,934.1283,920.7205,902.6012,18.1193,-2.7986,1082.6367,820.4633,0.02,-1609.0983,960.0,957.6923,955.0405,0.041,0.10,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,57109360.00,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,1734.33,81.90,17.2,0.0,17.2,0.026,1521.0,41.3332,-61.5385,17.475,18.114,17.497,17.2973,17.3345,17.5687,-0.2342,-0.2627,18.2452,16.7048,4.13,-7864.3694,17.28,17.2474,17.329,1.3063,5.81,2.447,-,1.271,-,-,-,-,-,-,-,-,0.21,33.63,81.90,39.09,1008333330.00,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,18365.64,-,209.1,0.82,209.1,31.026,147822.0,65.2818,-34.5,202.54,192.122,185.2375,207.0988,206.1089,201.2493,4.8596,4.9726,215.552,189.528,47.73,-16092.5511,208.5222,207.8846,205.5567,1.0539,1.20,0.689,0.811,0.402,-,0.053,-,0.239,-,-,-,-,-7.4,91.64,-,132.95,878318430.00,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,6232.28,16.96,131.9,-0.9,131.9,2.464,18613.0,51.1252,-64.2202,131.345,129.13,133.5885,133.0751,132.7682,131.6017,1.1665,1.0417,137.0863,125.6037,13.46,-20212.7363,133.8689,133.5154,132.4695,1.2362,1.90,1.224,-,0.908,-,0.118,0.066,0.289,0.043,0.100,-,-,7.85,75.51,16.96,17.99,472500000.00,47250000
