Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],VWMA [20],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,18367.03,7.57,86.8,-0.12,86.8,113.636,1312285.0,74.3586,-22.3529,82.755,79.388,76.266,84.8612,84.3097,82.4083,1.9014,1.5849,87.0359,78.4741,95.3,-402113.9304,85.3333,84.8654,83.82,1.2112,0.0,4.03,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,86.90,-0.10,"1,647",113.6360,59.61%,32.23%,27.37%,40.39%,0.00%,0.01%,-,35.00,11.48,126.37,28 Oct 2025,22 Dec 2025,7.57,6.93,2116017000.00,A-EQ,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3145.5,-,23.3,1.75,23.3,30.478,1311088.0,47.1899,-70.5882,23.495,23.802,18.9035,23.2981,23.3574,23.5481,-0.1907,-0.1503,24.3272,22.6628,457.57,-3212845.198,23.28,23.3064,23.3762,1.4077,0.0,-,4.422,0.117,3.222,-,-,-,-,-,-,-,-,22.90,0.40,948,30.4780,68.20%,13.21%,54.99%,31.80%,0.00%,0.00%,-,0.01,-1.14,16.41,02 Nov 2025,29 Dec 2025,-,-,1350000000.00,B-EQ,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1655.56,63.64,6.9,-1.43,6.9,2.663,384337.0,47.8527,-71.4286,7.06,6.864,6.757,6.9751,6.9868,6.9837,0.0031,0.0304,7.3602,6.7598,73.13,-424576.8687,6.9578,6.9654,7.009,1.3464,0.0,0.36,-,-,-,-,-,-,-,-,-,-,-,7.00,-0.10,143,2.6630,87.96%,21.05%,66.64%,12.04%,0.00%,0.27%,-,0.25,0.11,22.07,30 Oct 2022,29 Dec 2022,63.64,43.75,2399365800.00,Z-EQ,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,4564.41,27.80,70.6,-0.42,70.6,48.742,687376.0,62.3508,-30.3797,68.53,64.278,62.4945,69.9634,69.5515,67.7425,1.809,1.7558,72.019,65.041,307.06,-362218.7062,70.34,70.0359,69.2552,1.2668,0.0,1.42,1.943,-,1.935,0.122,0.152,0.091,0.354,0.049,0.077,-,-,70.90,-0.30,"1,196",48.7420,59.24%,17.91%,39.81%,40.76%,0.00%,1.52%,-,10.00,2.55,32.82,28 Oct 2025,15 Dec 2025,27.80,28.59,646516660.00,A-EQ,64651666
ADVENT,Advent Pharma Limited,Pharmaceuticals & Chemicals,Z,1490.12,22.36,16.0,-0.62,16.0,3.257,202888.0,62.3905,-50.0,15.795,14.792,14.205,15.9235,15.8722,15.5613,0.311,0.3446,16.2826,15.3074,143.98,240181.911,15.9422,15.9205,15.8695,1.4536,0.0,0.31,1.507,0.005,1.157,-,0.200,0.134,0.352,0.035,0.044,-,-,16.10,-0.10,127,3.2570,69.98%,12.60%,56.38%,30.02%,0.00%,1.00%,-,0.50,0.72,16.43,27 Oct 2025,31 Dec 2025,22.36,36.59,931327320.00,Z-EQ,93132732
AFCAGRO,AFC Agro Biotech Limited,Pharmaceuticals & Chemicals,Z,841.08,32.73,7.3,1.39,7.3,0.544,74537.0,41.0592,-83.3333,7.815,7.398,6.5205,7.5908,7.6473,7.6537,-0.0065,0.1144,8.4107,7.2193,62.56,-537401.691,7.5422,7.65,7.7524,1.658,0.0,0.68,5.609,-,4.057,-,0.066,0.036,0.232,0.010,0.012,-,-,7.20,0.10,76,0.5440,72.16%,34.11%,38.05%,27.84%,0.00%,0.00%,-,0.50,0.22,18.19,30 Oct 2022,29 Dec 2022,32.73,31.76,1152162000.00,Z-EQ,115216200
AFTABAUTO,Aftab Automobiles Limited,Engineering,Z,3366.89,-,31.9,1.27,31.9,16.811,528057.0,59.8247,-20.8333,31.13,29.944,31.945,31.2576,31.1911,30.9016,0.2895,0.2796,32.2466,30.0134,70.19,62249.1091,31.22,31.141,31.0857,1.3167,0.0,3.13,1.931,2.289,1.802,-,-,-,0.254,-,-,-,-,31.50,0.40,645,16.8110,70.68%,32.77%,37.91%,29.32%,0.00%,0.00%,-,10.00,-1.37,47.57,28 Oct 2025,29 Dec 2025,-,-,1055449950.00,Z-EQ,105544995
AGNISYSL,Agni Systems PLC.,IT Sector,B,2372.59,39.14,32.7,3.15,32.7,155.789,4756464.0,66.6262,-16.0,30.345,28.582,23.7985,31.4551,31.1988,30.1999,0.9989,0.9062,32.8736,27.8164,819.63,-1609208.0985,31.6933,31.4949,30.921,1.2353,0.0,0.76,3.518,-,3.484,0.174,0.181,0.082,0.383,0.039,0.048,-,-,31.70,1.00,"2,293",155.7890,69.97%,13.44%,56.53%,30.03%,0.00%,0.00%,-,2.50,0.81,16.95,28 Oct 2025,29 Dec 2025,39.14,28.99,725561920.00,B-EQ,72556192
AGRANINS,Agrani Insurance PLC.,Insurance,A,1149.0,181.11,31.9,-2.15,31.9,36.449,1127479.0,73.534,-13.1579,27.775,25.74,23.895,29.8875,29.3513,27.8237,1.5277,1.0692,31.9465,23.6035,293.76,1077870.0188,30.32,29.7654,28.6943,1.4159,0.0,-,-,-,-,-,-,-,-,-,-,-,-,32.60,-0.70,"1,026",36.4490,72.25%,17.89%,54.36%,27.75%,0.00%,0.00%,-,-,0.18,19.42,16 Mar 2026,14 May 2026,181.11,47.94,360186980.00,A-EQ,36018698
AIBL1STIMF,AIBL 1st Islamic Mutual Fund,Mutual Funds,A,550.0,112.00,5.5,-1.79,5.5,23.515,4301099.0,73.5313,-25.0,4.545,4.232,3.8695,5.1148,4.9691,4.6041,0.365,0.2169,5.6847,3.4053,521.95,6538064.7504,5.2578,5.0821,4.7905,0.7982,0.0,-,-,-,-,-,-,-,-,-,-,-,-,5.60,-0.10,527,23.5150,90.00%,40.05%,49.95%,10.00%,0.00%,0.00%,-,0.60,0.05,10.27,16 May 2023,-,112.00,63.64,1000000000.00,A-MF,100000000
AIBLPBOND,AIBL Mudaraba Perpetual Bond,Corporate Bond,A,400.0,-,0.0,0.0,4000.0,0.0,0.0,53.227,-16.5275,3913.275,3861.41,3762.1,3903.1742,3882.6259,3921.0687,-38.4428,-101.6592,4387.4831,3439.0669,0.9,-5.0867,3924.9778,3919.3333,3907.8429,0.0483,0.0,0.03,-,-,-,-,-,-,-,-,-,-,-,4000.00,0.00,0,0.0000,100.00%,87.13%,12.17%,0.00%,0.00%,0.70%,-,-,0.00,0.00,-,-,-,-,1000000.00,A-CB,100000
AIL,Alif Industries Limited,Textile,Z,1913.0,16.57,39.5,0.51,39.3,20.649,523053.0,79.143,-14.2857,34.665,33.266,37.326,36.7574,36.2125,34.7986,1.4138,0.8824,38.7639,30.5661,153.93,378524.9761,37.1956,36.5603,35.5024,1.1522,0.0,2.54,4.992,-,4.235,-,-,-,-,-,-,-,-,39.10,0.20,750,20.6490,69.76%,10.04%,59.72%,30.24%,0.00%,0.00%,10.00,10.00,2.36,24.56,29 Oct 2024,30 Dec 2024,16.57,12.98,486768350.00,Z-EQ,48676835
AL-HAJTEX,Al-Haj Textile Mills Limited,Textile,B,2513.05,10.55,112.7,6.12,112.7,118.659,1070763.0,69.7275,-8.7591,103.48,100.468,125.208,105.1377,104.472,103.1838,1.2882,0.4326,109.8943,97.0657,394.89,183755.5706,105.1489,104.5346,103.6962,1.0631,0.0,0.44,1.616,-,1.134,-,-,-,-,-,-,-,-,106.20,6.50,"3,750",118.6590,69.34%,9.06%,60.23%,30.65%,0.01%,0.05%,-,5.00,10.07,18.52,29 Dec 2025,07 Feb 2026,10.55,10.55,222985490.00,B-EQ,22298549
ALARABANK,Al-Arafah Islami Bank PLC.,Bank,Z,18427.07,24.24,16.1,0.0,16.0,0.161,10060.0,68.8114,-23.0769,15.29,14.454,15.3925,15.7811,15.6588,15.2272,0.4316,0.3662,16.4305,14.1495,5.52,-408077.9259,15.9156,15.8282,15.5705,0.6192,0.0,-,-,-,-,-,0.230,0.056,-,0.001,0.033,0.002,-,16.00,0.00,34,0.1610,84.89%,37.88%,46.98%,15.11%,0.00%,0.03%,-,-,0.74,21.16,03 May 2026,29 Jul 2026,24.24,28.57,11516917130.00,Z-EQ,1151691713
ALIF,Alif Manufacturing Company Ltd,Textile,Z,1455.59,16.67,5.6,1.82,5.6,2.41,430877.0,57.9879,-50.0,5.5,5.398,4.7535,5.5468,5.5324,5.4682,0.0642,0.0627,5.6835,5.3165,65.37,-609789.4367,5.5689,5.5526,5.52,1.6348,0.0,1.79,15.328,-,13.723,-,-,-,-,-,-,-,-,5.50,0.10,192,2.4100,69.54%,3.72%,65.82%,30.46%,0.00%,0.00%,-,1.00,0.33,15.15,29 Oct 2024,29 Dec 2024,16.67,25.78,2599270220.00,Z-EQ,259927022
ALLTEX,Alltex Industries Limited,Textile,Z,1013.02,-,18.1,0.56,18.1,6.208,342188.0,64.6826,-36.3636,17.375,16.942,14.5175,17.7803,17.6779,17.3255,0.3524,0.2935,18.4007,16.3493,155.57,-303916.6468,17.8556,17.7577,17.5843,1.4122,0.0,-,0.234,-,0.226,-,-,-,-,-,-,-,-,18.00,0.10,303,6.2080,63.75%,13.25%,50.50%,36.25%,0.00%,0.00%,-,-,-0.18,24.77,08 Dec 2025,18 Jun 2026,-,450.00,559680000.00,Z-EQ,55968000
AMANFEED,Aman Feed PLC,Miscellaneous,A,4911.39,155.00,37.5,9.97,37.5,140.478,3816650.0,71.7615,0.0,34.0,32.074,25.9635,34.5902,34.3723,33.5544,0.8179,0.7244,36.0095,31.9905,222.22,863041.0426,34.6089,34.4269,34.1352,1.2734,0.0,3.07,2.425,-,1.527,0.016,0.066,0.003,0.108,0.003,0.008,-,-,34.10,3.40,"1,498",140.4780,36.74%,10.37%,26.34%,63.26%,0.00%,0.03%,-,11.50,0.22,28.03,27 Oct 2025,29 Dec 2025,155.00,44.09,1309704000.00,A-EQ,130970400
AMBEEPHA,Ambee Pharmaceuticals PLC.,Pharmaceuticals & Chemicals,A,1851.84,347.83,771.6,0.38,771.6,1.302,1683.0,55.3139,-28.0936,759.895,765.444,763.9665,764.3884,763.6425,763.5289,0.1136,-1.4709,773.7264,746.0636,14.7,-171.3535,765.5467,764.1282,761.54,0.8223,0.0,0.13,0.828,0.006,0.526,-,0.035,0.023,0.475,0.007,0.164,-,-,768.70,2.90,111,1.3020,22.75%,5.83%,16.92%,77.25%,0.00%,0.00%,-,10.00,2.21,13.47,02 Nov 2025,18 Dec 2025,347.83,255.10,24000000.00,A-EQ,2400000
AMCL(PRAN),Agricultural Marketing Co Ltd.,Food & Allied,A,1835.2,45.43,230.3,0.79,229.4,4.667,20354.0,64.2649,-16.8831,222.37,218.91,213.915,226.5613,225.6144,222.6136,3.0009,2.3337,231.4951,213.2449,51.41,-7583.4312,227.6156,226.7692,224.6333,0.9406,0.0,1.39,1.559,-,0.623,0.023,0.026,0.011,0.191,0.022,0.054,-,-,227.60,1.80,160,4.6670,59.85%,28.26%,31.59%,40.15%,0.00%,0.00%,-,32.00,5.01,92.88,27 Oct 2025,24 Dec 2025,45.43,36.01,80000000.00,A-EQ,8000000
ANLIMAYARN,Anlima Yarn Dyeing Limited,Textile,Z,646.81,-,36.2,0.0,36.2,0.991,27364.0,70.9773,-21.6667,33.36,28.158,21.692,34.717,34.2793,32.3456,1.9337,1.8824,36.6325,30.0875,209.57,96803.1308,35.0178,34.5718,33.8829,1.0632,0.0,-,0.523,-,0.382,-,-,-,-,-,-,-,-,36.20,0.00,106,0.9910,55.57%,7.69%,47.88%,44.43%,0.00%,0.00%,-,-,-2.99,5.63,19 Oct 2025,22 Dec 2025,-,-,178678000.00,Z-EQ,17867800
ANWARGALV,Anwar Galvanizing Limited,Engineering,A,3607.36,-,119.5,-0.99,119.5,57.539,477067.0,60.5714,-37.6147,116.425,108.85,93.0195,117.6065,117.2111,114.8023,2.4088,2.6742,121.1809,111.6691,489.17,-436343.8511,117.5644,117.3859,116.9862,1.4714,0.0,-,0.720,0.601,0.433,-,-,-,-,-,-,-,-,120.70,-1.20,"1,998",57.5390,64.68%,16.07%,48.61%,35.32%,0.00%,0.00%,-,-,-12.32,1.38,27 Oct 2025,08 Feb 2026,-,22.63,301870800.00,A-EQ,30187080
AOL,Associated Oxygen Limited,Fuel & Power,Z,1910.21,10.42,17.4,0.0,17.4,8.384,481635.0,43.8966,-92.5926,18.145,17.376,15.675,17.6655,17.7656,17.8368,-0.0712,0.1151,19.6409,16.6491,139.38,-688269.2875,17.4867,17.6179,17.9571,1.5931,0.0,0.57,-,-,-,-,-,-,-,-,-,-,-,17.40,0.00,307,8.3840,69.35%,15.81%,53.47%,30.65%,0.00%,0.07%,-,1.00,1.59,19.33,08 Jan 2024,18 Feb 2024,10.42,10.94,1097820000.00,Z-EQ,109782000
APEXFOODS,Apex Foods Limited,Food & Allied,A,1741.51,47.57,305.4,0.16,305.4,26.904,87239.0,68.7773,-16.6994,280.755,278.218,242.0655,294.7456,291.5252,283.5658,7.9594,4.6327,308.9214,252.5886,244.16,21758.3079,297.8422,294.5846,287.2981,1.1599,0.0,0.65,1.554,-,1.153,0.038,0.030,0.017,0.104,0.023,0.051,-,-,304.90,0.50,"1,182",26.9040,46.61%,9.47%,37.14%,53.39%,0.00%,0.00%,-,20.00,6.41,126.05,09 Oct 2025,29 Nov 2025,47.57,51.39,57024000.00,A-EQ,5702400
APEXFOOT,Apex Footwear Limited,Tannery Industries,A,4351.18,25.45,221.4,0.91,221.4,64.089,289717.0,77.3217,-8.871,206.91,202.828,198.3315,213.9656,212.2625,207.7038,4.5587,2.9638,220.5621,193.2579,206.37,15984.5499,215.4178,213.7269,210.3124,0.9065,0.0,1.13,1.042,-,0.144,0.021,0.096,0.008,0.289,0.004,0.020,-,-,219.40,2.00,"1,867",64.0890,69.92%,23.91%,46.01%,30.08%,0.00%,0.00%,25.00,25.00,8.62,436.68,28 Sep 2025,26 Nov 2025,25.45,36.24,196530460.00,A-EQ,19653046
APEXSPINN,Apex Spinning & Knitting Mills Limited,Textile,A,3343.2,113.69,398.0,-2.76,398.0,66.646,164843.0,56.7714,-33.1439,379.09,366.934,230.064,398.3531,393.9444,377.8066,16.1378,14.0502,427.0699,331.1101,842.89,19275.1316,403.7178,400.691,390.4652,1.0278,0.0,0.50,1.190,-,1.002,-,-,-,-,0.008,0.021,-,-,409.30,-11.30,861,66.6460,49.29%,13.56%,35.48%,50.71%,0.00%,0.25%,-,20.00,3.60,83.11,09 Oct 2025,29 Nov 2025,113.69,119.91,84000000.00,A-EQ,8400000
APEXTANRY,Apex Tannery Limited,Tannery Industries,B,1734.31,-,113.8,9.42,113.8,72.093,646846.0,64.4673,-3.6585,102.505,104.62,76.0475,104.9386,104.3918,103.4096,0.9822,0.2434,108.9703,96.0397,261.79,71393.1252,105.0,104.5103,103.4124,0.9799,0.0,-,0.898,-,0.211,-,0.061,-,0.125,-,-,-,-,104.00,9.80,"2,300",72.0930,65.18%,26.76%,38.42%,34.82%,0.00%,0.00%,-,-,-14.62,30.19,15 Oct 2025,30 Dec 2025,-,-,152400000.00,B-EQ,15240000
APOLOISPAT,Appollo Ispat Complex Limited,Engineering,Z,1244.06,-,3.1,0.0,3.1,1.771,585749.0,41.9914,-60.0,3.285,3.286,2.7275,3.1484,3.1771,3.2521,-0.0751,-0.0475,3.6239,2.9461,69.31,-1384035.3401,3.1178,3.1449,3.2095,1.4729,0.0,-,0.749,20.371,0.727,-,-,-,-,-,-,-,-,3.10,0.00,153,1.7710,79.76%,19.22%,60.18%,20.24%,0.00%,0.36%,-,-,-0.82,0.70,21 Nov 2024,19 Dec 2024,-,-,4013086000.00,Z-EQ,401308600
APSCLBOND,APSCL Non-Convertible and Fully Redeemable Coupon Bearing Bond,Corporate Bond,A,223.2,-,0.0,0.0,1116.0,0.0,0.0,28.2459,-100.0,1177.8,1169.19,2024.8925,1164.0511,1183.002,1379.3214,-196.3194,-247.0874,1290.4232,1065.1768,0.45,1460.4991,1167.4,1167.5769,1172.3762,0.2498,0.0,0.05,-,-,-,-,-,-,-,-,-,-,-,1116.00,0.00,0,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,5.25,0.00,0.00,11 Jun 2026,-,-,-,2000000.00,A-CB,200000
ARAMIT,Aramit Limited,Miscellaneous,A,1259.4,102.44,209.9,-1.96,209.9,6.875,32581.0,62.5081,-22.6027,200.255,184.448,185.523,206.5296,204.9646,197.7403,7.2243,7.187,222.4673,178.0427,141.95,17911.2086,207.1578,207.1346,204.5371,1.0246,0.0,0.48,3.153,-,2.395,0.057,0.063,0.046,0.073,0.009,0.014,-,-,214.10,-4.20,361,6.8750,39.27%,13.57%,25.70%,60.73%,0.00%,0.00%,-,10.00,1.75,128.67,01 Jan 2026,04 Mar 2026,102.44,-,60000000.00,A-EQ,6000000
ARAMITCEM,Aramit Cement Limited,Cement,Z,403.17,-,11.9,0.85,11.9,0.589,49872.0,50.1023,-35.7143,11.855,11.782,10.8685,11.7974,11.8198,11.894,-0.0742,-0.0601,12.5462,11.1638,44.74,-33119.6859,11.7733,11.7744,11.7824,1.3999,0.0,-,2.410,-,2.363,-,-,-,-,-,0.766,-,-,11.80,0.10,103,0.5890,54.08%,9.99%,44.09%,45.92%,0.00%,0.00%,-,-,-14.47,-18.90,17 Nov 2024,30 Dec 2024,-,-,338800000.00,Z-EQ,33880000
ARGONDENIM,Argon Denims Limited,Textile,A,3027.77,12.74,21.8,1.87,21.8,64.773,2971336.0,71.0389,-20.0,20.225,18.874,18.0935,21.1744,20.9381,20.0992,0.8389,0.7148,22.3114,18.1386,312.69,-369129.3567,21.4622,21.25,20.7157,1.1831,0.0,4.59,1.703,-,0.950,-,-,-,-,-,-,-,-,21.40,0.40,"1,218",64.7730,64.13%,34.56%,29.57%,35.87%,0.00%,0.00%,-,10.00,1.68,24.57,23 Oct 2025,18 Dec 2025,12.74,17.83,1388886060.00,A-EQ,138888606
ASIAINS,Asia Insurance PLC.,Insurance,A,2165.21,21.82,46.0,0.88,46.0,90.315,1933222.0,65.3178,-24.2424,43.025,41.012,34.4785,44.4368,44.11,43.0171,1.0929,0.8896,46.2256,39.8244,392.15,-619846.0474,44.6644,44.4359,43.7148,1.5919,0.0,2.17,-,-,-,-,-,-,-,-,-,-,-,45.60,0.40,"1,954",90.3150,62.12%,9.91%,52.21%,37.88%,0.00%,0.00%,-,10.00,2.09,30.55,23 Apr 2026,29 Jun 2026,21.82,22.35,470698580.00,A-EQ,47069858
ASIAPACINS,Asia Pacific General Insurance PLC,Insurance,A,2053.97,26.19,48.5,-2.02,48.5,31.923,650379.0,61.7307,-28.7879,46.085,44.148,36.851,47.7988,47.4079,46.0569,1.351,1.1282,49.9426,42.2274,189.09,39438.7035,48.1867,47.8346,46.9224,1.3881,0.0,2.89,-,-,-,-,-,-,-,-,-,-,-,49.50,-1.00,778,31.9230,66.39%,32.67%,33.72%,33.61%,0.00%,0.00%,-,14.00,2.51,25.29,03 May 2026,09 Jul 2026,26.19,10.67,423500000.00,A-EQ,42350000
ASIATICLAB,Asiatic Laboratories Limited,Pharmaceuticals & Chemicals,A,17477.79,114.68,142.8,0.42,142.8,271.186,1900944.0,66.524,-15.5894,130.815,123.504,77.3675,139.1564,137.4078,131.4184,5.9893,4.9678,149.2553,112.3747,188.61,576560.4912,141.6289,139.7923,135.231,0.9257,0.0,0.70,4.084,0.157,2.848,-,0.308,0.145,0.434,0.029,0.039,-,-,142.20,0.60,"1,560",271.1860,59.29%,17.58%,41.71%,40.71%,0.00%,0.00%,-,10.00,2.09,54.08,02 Nov 2025,24 Dec 2025,114.68,26.86,1223934550.00,A-EQ,122393455
ATLASBANG,Atlas Bangladesh Limited,Engineering,Z,3249.77,-,98.1,-0.2,98.1,6.612,66192.0,81.8987,-11.8182,77.125,73.476,61.9215,87.8015,85.181,78.9121,6.2689,3.4641,97.513,56.737,21.58,30371.4652,90.34,87.3192,81.9033,0.9922,0.0,-,1.732,0.001,1.667,-,-,-,-,-,-,-,-,98.30,-0.20,407,6.6120,49.00%,17.00%,32.00%,0.00%,51.00%,0.00%,-,-,-1.23,121.00,06 Nov 2025,24 Dec 2025,-,-,331271080.00,Z-EQ,33127108
