Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,1159.69,-,4.00,-2.44,4.00,11.2270,"2,784,835",60.9956,-30.0000,3.7350,3.3380,2.9120,3.9858,3.9263,3.6928,0.2334,0.2124,4.3750,3.0950,367.1100,6581859.4698,4.0511,4.0218,3.8876,1.2849,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,4.10,-0.10,436,11.2270,75.00%,28.78%,46.22%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,522.00,-,26.10,4.82,26.10,45.3930,"1,762,334",66.2369,-13.8889,24.2850,22.3520,20.0220,24.7376,24.5654,23.8910,0.6745,0.6138,25.8318,22.7382,1012.9500,-245671.5773,24.8089,24.6026,24.3700,0.9673,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,24.90,1.20,"1,184",45.3930,98.00%,31.36%,66.63%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,10.29,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1943.28,8.58,20.90,-0.95,20.90,4.4070,"209,281",53.7268,-50.0000,21.0100,19.7560,17.9275,20.9858,20.9596,20.6449,0.3147,0.4053,21.7991,20.2209,105.0400,-359004.9151,21.0222,20.9923,20.9495,1.3660,0.0000,0.0000,0.0000,4.78,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,21.10,-0.20,291,4.4070,66.96%,21.95%,45.01%,33.04%,0.00%,0.00%,-,10.00,2.46,37.01,29 Oct 2024,31 Dec 2024,8.58,20.55,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1423.56,-,22.70,0.92,22.00,8.7350,"398,062",82.5093,-11.8644,18.7900,16.6000,13.1560,20.5723,20.1248,18.6788,1.4460,1.1435,22.3446,15.2354,126.8700,334139.7871,21.0422,20.5859,19.6248,1.5188,0.0000,0.0000,0.0000,0.45,1.988,-,1.236,-,-,-,0.200,-,-,-,-,21.80,0.20,314,8.7350,69.99%,32.06%,37.93%,30.01%,0.00%,0.00%,-,-,0.00,0.00,-,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,980.27,-,4.10,-2.38,4.10,16.6310,"4,046,307",59.0597,-33.3333,3.9000,3.4980,3.0500,4.0841,4.0346,3.8304,0.2042,0.1917,4.3899,3.4101,784.7800,918062.9500,4.1267,4.1026,4.0110,1.2359,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,4.20,-0.10,410,16.6310,84.49%,13.20%,71.29%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,4388.90,-,4.90,0.00,4.90,2.2440,"454,835",47.4502,-100.0000,4.9550,4.7980,5.0190,4.9571,4.9601,4.9365,0.0236,0.0414,5.1201,4.7899,20.7500,-907343.1664,4.9622,4.9756,4.9719,1.7445,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,4.90,0.00,121,2.2440,80.48%,35.25%,44.69%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2409.92,113.81,23.90,0.00,23.90,2.6750,"112,082",53.9103,-48.1481,23.6750,23.5920,19.4765,23.8465,23.8043,23.6337,0.1706,0.1581,24.6128,22.7372,27.1000,-63364.3437,23.9400,23.8256,23.7157,1.1993,0.0000,0.0000,0.0000,4.18,2.961,-,1.970,-,-,-,-,-,-,-,-,23.90,0.00,141,2.6750,50.42%,11.65%,38.67%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,113.81,256.07,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,17759.60,-,202.20,-0.74,202.20,6.2040,"30,642",52.4687,-61.4679,202.9650,197.0920,195.3725,202.4858,202.3545,201.1413,1.2132,1.4958,207.6533,198.2767,27.8900,-39615.6413,202.4222,202.1141,202.5205,1.1380,0.0000,0.0000,0.0000,1.24,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,203.70,-1.50,244,6.2040,52.73%,34.59%,18.14%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,8046.68,22.23,170.30,-2.41,170.30,83.3280,"484,147",53.7160,-81.4655,171.2700,155.8880,140.6285,173.3808,172.6947,167.3576,5.3371,6.3419,190.3975,152.1425,317.1400,-232047.2682,173.6022,173.5218,173.7229,1.2794,0.0000,0.0000,0.0000,1.47,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,174.50,-4.20,"2,316",83.3280,33.98%,24.23%,9.75%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,22.23,15.84,472500000.00,A-EQ,47250000
