Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,1130.70,-,3.90,5.41,3.90,20.9730,"5,403,538",67.6933,-12.5000,3.4200,3.1880,2.8770,3.6817,3.6184,3.4299,0.1885,0.1382,3.9879,2.8521,245.7500,7373686.6669,3.7400,3.6782,3.5557,1.2728,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.70,0.20,526,20.9730,75.00%,28.78%,46.22%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,474.00,-,23.70,0.85,23.70,8.2830,"347,525",54.1263,-75.8621,24.1400,21.4960,19.9335,23.8680,23.8570,23.2837,0.5733,0.8189,25.2227,23.0573,1239.2400,-867524.5454,23.8089,23.8910,24.0424,0.9670,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,23.50,0.20,329,8.2830,98.00%,31.36%,66.63%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,11.99,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1971.17,8.46,21.20,1.92,21.20,6.8290,"322,738",60.5326,-58.0645,20.9200,19.0780,17.9330,20.8638,20.8303,20.3798,0.4505,0.5889,21.7423,20.0977,111.3200,-164428.0695,20.8089,20.8385,20.9195,1.3700,0.0000,0.0000,0.0000,4.72,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,20.80,0.40,352,6.8290,66.96%,22.33%,44.63%,33.04%,0.00%,0.00%,-,10.00,2.46,37.01,29 Oct 2024,31 Dec 2024,8.46,20.26,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1242.38,-,19.30,-0.52,19.20,7.9110,"410,180",72.1833,-20.0000,17.5800,15.4520,12.9120,18.0241,17.8254,17.0159,0.8095,0.7541,19.0055,16.1545,129.0700,122077.1239,18.0511,17.8872,17.7490,1.5269,0.0000,0.0000,0.0000,0.52,1.988,-,1.236,-,-,-,0.200,-,-,-,-,19.30,-0.10,516,7.9110,69.99%,33.68%,36.31%,30.01%,0.00%,0.00%,-,-,0.00,0.00,-,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,980.27,-,4.10,5.13,4.10,18.7140,"4,676,135",67.4002,-30.0000,3.6250,3.3680,3.0155,3.8860,3.8247,3.6276,0.1971,0.1553,4.2263,3.0237,639.1300,1248656.3783,3.9444,3.8936,3.7738,1.2295,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.90,0.20,478,18.7140,84.49%,13.20%,71.29%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,4478.47,-,5.00,0.00,5.00,3.3130,"658,458",55.7799,-50.0000,4.9300,4.7060,5.0330,4.9717,4.9588,4.9098,0.0489,0.0436,5.0765,4.7835,20.2500,-1093830.2943,4.9844,4.9705,4.9452,1.7417,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,5.00,0.00,177,3.3130,80.48%,35.15%,44.79%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2299.00,108.10,22.80,0.44,22.80,0.7510,"32,895",42.1591,-84.2105,23.6200,22.9600,19.2975,23.2351,23.3289,23.3489,-0.0200,0.1765,24.4083,22.8317,26.7500,-52286.4330,23.1533,23.2667,23.4490,1.1929,0.0000,0.0000,0.0000,4.39,2.961,-,1.970,-,-,-,-,-,-,-,-,22.70,0.10,119,0.7510,50.42%,11.67%,38.65%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,108.10,243.21,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,17522.45,-,199.50,0.35,199.50,10.0270,"50,203",48.8348,-82.6389,202.2550,195.2440,194.6445,201.7051,201.7504,200.1692,1.5812,2.4247,207.6671,196.8429,30.3400,-110879.2129,201.8578,202.4590,202.5852,1.1419,0.0000,0.0000,0.0000,1.25,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,198.80,0.70,415,10.0270,52.73%,34.59%,18.14%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,8127.00,21.61,172.00,1.42,172.00,45.9040,"265,428",60.3029,-44.4444,164.1050,151.1060,139.5045,172.3291,170.5747,162.9229,7.6518,7.3996,189.0346,139.1754,215.2300,337824.7645,175.7156,174.5756,169.4457,1.2800,0.0000,0.0000,0.0000,1.45,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,169.60,2.40,"1,155",45.9040,33.98%,24.23%,9.75%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,21.61,15.40,472500000.00,A-EQ,47250000
