Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,1072.72,-,3.70,8.82,3.70,8.9900,"2,491,497",52.9068,-42.8571,3.7300,3.5560,2.9740,3.5639,3.5907,3.6342,-0.0436,-0.0052,4.1984,3.2616,194.6300,-79093.5055,3.5200,3.5359,3.6162,1.3036,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.40,0.30,336,8.9900,75.00%,30.20%,44.80%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,432.00,-,21.60,3.35,21.60,9.7620,"448,675",39.4381,-82.1429,23.5200,23.6680,20.2315,21.8969,22.2293,22.9780,-0.7487,-0.3711,27.0237,20.0163,1064.0900,-581787.4082,21.4289,21.7885,22.6633,0.9894,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,20.90,0.70,509,9.7620,98.00%,23.98%,74.01%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,8.64,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1813.11,8.05,19.50,-1.52,19.50,4.0450,"205,189",40.8401,-93.5484,20.6050,20.6600,17.9440,20.0952,20.2225,20.4407,-0.2182,-0.0414,21.8690,19.3410,96.2000,-378048.8922,20.0044,20.1474,20.3781,1.3557,0.0000,0.0000,0.0000,5.13,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,19.80,-0.30,345,4.0450,66.96%,21.95%,45.01%,33.04%,0.00%,0.00%,-,10.00,2.46,37.01,29 Oct 2024,31 Dec 2024,8.05,19.29,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1100.03,-,17.00,3.03,17.00,2.7970,"163,320",36.1585,-91.4286,20.2850,18.5680,13.7905,17.9190,18.3719,19.0138,-0.6418,0.0508,25.2166,15.3534,154.0000,-488132.6276,17.2667,17.8192,19.1267,1.5359,0.0000,0.0000,0.0000,0.59,1.988,-,1.236,-,-,-,0.200,-,-,-,-,16.50,0.50,134,2.7970,69.99%,32.06%,37.93%,30.01%,0.00%,0.00%,-,-,0.00,0.00,-,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,884.63,-,3.70,8.82,3.70,10.4120,"2,877,783",49.8206,-57.1429,3.7900,3.6740,3.1105,3.5937,3.6296,3.7046,-0.0750,-0.0313,4.3005,3.2795,363.1400,-1701922.3459,3.5422,3.5692,3.6643,1.2681,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.40,0.30,261,10.4120,84.49%,16.43%,68.06%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,4120.20,-,4.60,0.00,4.60,1.1450,"248,149",33.3821,-80.0000,4.8050,4.8880,4.9645,4.6811,4.7121,4.7950,-0.0829,-0.0538,5.0684,4.5416,13.8000,-530026.0918,4.6489,4.6756,4.7429,1.7236,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,4.60,0.00,111,1.1450,80.48%,35.25%,44.69%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2399.83,111.90,23.80,1.28,23.80,2.0810,"87,613",56.4360,-16.6667,23.3150,23.5620,19.9060,23.3462,23.3136,23.3310,-0.0174,-0.0972,24.4543,22.1757,23.0400,2956.4265,23.3778,23.2346,23.2133,1.1936,0.0000,0.0000,0.0000,4.20,2.961,-,1.970,-,-,-,-,-,-,-,-,23.50,0.30,133,2.0810,50.42%,11.65%,38.67%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,111.90,251.79,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,16705.62,-,190.20,0.37,190.20,2.4180,"12,721",34.1074,-68.0233,195.9700,198.5180,197.2005,191.4577,192.4260,195.3218,-2.8958,-2.1321,206.3485,185.5915,9.2400,-15831.3037,190.2422,191.0615,193.2867,1.1421,0.0000,0.0000,0.0000,1.31,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,189.50,0.70,130,2.4180,52.73%,34.34%,18.39%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,7366.27,19.59,155.90,1.37,155.90,14.1070,"89,662",37.8330,-88.5714,167.5850,163.9840,143.2930,159.9093,161.6426,164.7115,-3.0690,-0.7068,183.4789,151.6911,250.4600,-227826.4538,157.9422,159.7244,163.8124,1.2894,0.0000,0.0000,0.0000,1.60,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,153.80,2.10,482,14.1070,33.98%,21.87%,12.11%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,19.59,13.96,472500000.00,A-EQ,47250000
