Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),EPS,NAV(Year End),Audited PE,Forward PE,PaidUp Capital,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,811.79,-,2.8,7.69,2.8,2.13,766223.0,55.4654,-40.0,2.76,2.574,2.9925,2.6977,2.7019,2.6768,0.0251,0.0463,2.9885,2.5315,119.74,-781347.5321,2.68,2.6974,2.7305,1.2482,-,-,-,-,-,-,-,-,-,-,-,-,-2.24,7.54,-,-,2899233490.00,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,354.0,-,17.7,1.72,17.7,2.482,140992.0,35.8881,-70.5882,18.94,19.39,20.1865,18.0883,18.2849,18.8035,-0.5185,-0.3308,20.6865,17.1935,542.27,-307993.3491,17.8733,18.0769,18.5143,1.05,-,-,-,-,-,-,-,-,-,-,-,-,-0.53,8.6,-,-,200000000.00,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1478.38,6.30,15.9,2.58,15.9,1.256,79501.0,43.7356,-70.0,16.635,16.732,18.1155,16.0684,16.1813,16.4419,-0.2605,-0.135,17.912,15.358,50.51,-123571.8796,15.9289,16.0936,16.3819,1.318,6.29,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,2.46,37.01,6.30,15.10,929799120.00,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,757.08,-,11.7,2.63,11.7,0.302,25780.0,49.1005,-68.1818,11.965,11.63,12.101,11.7448,11.7832,11.7675,0.0156,0.1072,12.6707,11.2593,38.12,-88708.7047,11.7067,11.7846,11.8914,1.4863,0.85,1.988,-,1.236,-,-,-,0.200,-,-,-,-,-0.12,21.73,-,-,647074420.00,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,669.45,-,2.8,0.0,2.8,5.816,2071076.0,50.7998,-60.0,2.86,2.684,3.222,2.8008,2.8064,2.7827,0.0238,0.0474,3.1307,2.5893,380.09,-3171217.7042,2.7911,2.8103,2.8367,1.2405,-,-,-,-,-,-,-,-,-,-,-,-,-1.37,8.69,-,-,2390903960.00,239090396
ABBANK,AB Bank PLC,Bank,B,5911.59,-,6.6,0.0,6.6,29.214,4398657.0,59.1964,-64.7059,6.42,5.152,5.572,6.559,6.4994,6.0599,0.4395,0.5153,7.505,5.335,158.44,-1362405.7181,6.6089,6.6192,6.5857,1.7822,-,-,-,-,-,1.575,1.647,-,-,-,-,-,-21.28,7.19,-,-,8956947490.00,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,5710.94,-,0.0,0.0,1000.0,0.0,0.0,63.0012,0.0,993.75,997.5,0.0,976.3321,965.0772,934.9471,30.1301,19.5922,1144.7119,842.7881,19.93,-491.5241,987.5,987.9808,990.7738,0.0188,0.10,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,57109360.00,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,1744.42,80.95,17.5,1.76,17.3,0.126,7291.0,45.6018,-66.6667,17.75,17.548,17.668,17.3783,17.4455,17.5609,-0.1153,-0.0221,18.7542,16.7458,9.4,-38900.6764,17.2822,17.3833,17.5848,1.2632,5.78,2.447,-,1.271,-,-,-,-,-,-,-,-,0.21,33.63,80.95,94.44,1008333330.00,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,18251.46,-,207.8,3.8,207.8,34.642,168664.0,47.8394,-63.1268,213.46,207.114,188.734,209.1864,210.2799,210.3863,-0.1064,2.2449,231.8171,195.1029,98.51,-8445.4538,207.8667,210.2385,213.0029,1.0886,1.20,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,-7.4,91.64,-,137.12,878318430.00,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,6676.43,17.43,141.3,3.29,141.3,4.955,35502.0,51.0032,-55.1724,143.715,136.686,134.773,140.9506,141.4273,140.7319,0.6954,2.0696,153.1418,134.2882,46.93,-8887.0601,140.02,141.3397,143.0357,1.2402,1.77,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,7.85,75.51,17.43,10.52,472500000.00,47250000
