Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),EPS,NAV(Year End),Audited PE,Forward PE,PaidUp Capital,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,782.79,-,2.8,-3.57,2.7,0.568,209819,52.3508,-50.0,2.625,2.708,3.2045,2.6883,2.6708,2.6563,0.0145,-0.0174,2.8753,2.3747,52.4,644088.3731,2.7022,2.6769,2.6533,1.1509,-,-,-,-,-,-,-,-,-,-,-,-,-2.24,7.54,-,-,2899233490.00,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,396.0,-,19.8,-3.88,19.8,17.584,871757,54.818,-63.2653,18.95,19.434,20.354,19.4875,19.332,19.1665,0.1655,-0.098,20.569,17.331,603.98,-83095.2094,19.5889,19.3692,19.1524,1.0735,-,-,-,-,-,-,-,-,-,-,-,-,-3.45,9.13,-,32.87,200000000.00,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1608.55,7.11,17.7,-1.14,17.3,1.743,99081,43.0569,-92.0,17.66,18.486,19.4615,17.6462,17.6643,17.8496,-0.1853,-0.2327,18.4844,16.8356,25.95,-134579.3699,17.6733,17.7013,17.7167,1.25,5.78,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,2.46,37.01,7.11,17.05,929799120.00,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,692.37,-,10.7,-1.83,10.7,0.184,17086,44.162,-71.4286,10.97,11.44,12.8455,10.9812,10.977,11.0767,-0.0998,-0.1561,11.6509,10.2891,15.3,16690.7803,11.0356,10.9962,10.9795,1.4104,0.93,1.988,-,1.236,-,-,-,0.200,-,-,-,-,-0.12,21.73,-,-,647074420.00,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,645.54,-,2.7,-3.57,2.7,1.404,518342,46.5525,-75.0,2.74,2.802,3.608,2.7495,2.7447,2.7506,-0.0059,-0.0192,2.9685,2.5115,196.37,-387209.8074,2.7578,2.7449,2.7467,1.1062,-,-,-,-,-,-,-,-,-,-,-,-,-1.37,8.69,-,-,2390903960.00,239090396
ABBANK,AB Bank PLC,Bank,B,3761.92,-,4.2,-2.33,4.2,1.869,442746,42.0805,-87.5,4.445,4.726,6.1285,4.3207,4.3377,4.4483,-0.1106,-0.1254,5.0161,3.8739,44.22,-267753.6103,4.3133,4.3064,4.369,1.731,-,-,-,-,-,1.575,1.647,-,-,-,-,-,-21.28,7.19,-,-,8956947490.00,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,5710.94,-,0.0,0.0,1000.0,0.0,0,69.847,0.0,951.55,872.98,0.0,934.1283,920.7205,902.6012,18.1193,-2.7986,1082.6367,820.4633,0.02,-1609.0983,960.0,957.6923,955.0405,0.041,0.10,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,57109360.00,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,1794.83,-,17.8,-0.56,17.8,1.436,80894,39.1235,-90.0,18.745,18.502,17.556,18.1501,18.2486,18.46,-0.2114,-0.0947,20.2948,17.1952,25.4,-35870.2416,18.0156,18.0718,18.4367,1.1994,5.62,2.447,-,1.271,-,-,-,-,-,-,-,-,0.21,33.63,-,40.68,1008333330.00,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,17179.91,-,195.6,-0.46,195.6,15.648,79829,69.0524,-27.2727,183.715,178.634,180.383,191.5432,189.7472,184.9641,4.7831,3.0898,199.4676,167.9624,19.29,34271.6948,193.4667,191.4949,187.5519,1.0072,1.28,0.689,0.811,0.402,-,0.053,-,0.239,-,-,-,-,-7.4,91.64,-,125.96,878318430.00,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,6085.8,18.78,128.8,-0.31,128.8,1.59,12299,48.5769,-56.8528,128.39,130.424,132.997,129.3327,129.1445,129.3417,-0.1973,-0.7035,133.4384,123.3416,11.7,-693.9074,129.56,129.2385,129.0305,1.1973,1.94,1.224,-,0.908,-,0.118,0.066,0.289,0.043,0.100,-,-,7.85,75.51,18.78,17.46,472500000.00,47250000
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,14875.6,6.11,70.3,-0.85,70.3,5.968,84532,38.9691,-77.9661,71.925,73.814,75.0465,71.261,71.4335,72.3349,-0.9014,-0.9466,74.7242,69.1258,15.39,-63089.1594,71.1444,71.1051,71.5229,1.1815,4.98,1.108,0.270,0.711,-,0.111,0.077,0.415,0.044,0.098,-,-,11.48,126.37,6.11,5.89,2116017000.00,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,2133.0,-,15.8,-1.25,15.8,59.604,3705023,45.6779,-96.1538,16.545,15.774,14.6095,16.6619,16.6557,16.3491,0.3066,0.4371,18.7884,14.3016,638.13,-4463678.0772,16.72,16.8615,16.8533,1.6872,0.01,4.414,0.100,2.581,-,-,-,0.016,-,-,-,-,-1.14,16.41,-,-,1350000000.00,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1415.63,56.36,5.9,-4.84,5.9,1.034,173500,40.705,-81.8182,6.32,6.636,8.255,6.1513,6.167,6.2917,-0.1247,-0.149,6.941,5.699,16.57,-93136.7492,6.1467,6.1346,6.2148,1.5053,0.42,-,-,-,-,-,-,-,-,-,-,-,0.11,22.07,56.36,38.75,2399365800.00,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,3601.1,22.27,55.7,-1.94,55.7,5.262,93702,39.2779,-96.0,58.83,60.876,72.033,57.5778,57.8695,59.152,-1.2824,-1.2452,63.0508,54.6092,64.1,-143526.058,57.3556,57.559,58.3348,1.324,1.80,2.057,-,2.048,0.146,0.164,0.100,0.385,0.047,0.074,-,-,2.55,32.82,22.27,21.52,646516660.00,64651666
ADVENT,Advent Pharma Limited,Pharmaceuticals & Chemicals,Z,1247.98,15.11,13.4,-1.47,13.4,1.302,96360,43.6295,-100.0,13.605,13.97,14.78,13.6458,13.6429,13.7033,-0.0604,-0.0953,14.122,13.088,46.62,-233524.5724,13.6711,13.6795,13.67,1.3461,0.37,1.282,0.005,0.926,-,0.265,0.147,0.399,0.045,0.057,-,-,0.72,16.43,15.11,22.67,931327320.00,93132732
AFCAGRO,AFC Agro Biotech Limited,Pharmaceuticals & Chemicals,Z,564.56,24.55,5.1,-9.26,4.9,1.108,219956,38.8127,-92.3077,5.47,5.652,7.8225,5.4205,5.4216,5.4615,-0.0399,-0.0564,5.956,4.984,18.01,-103130.5408,5.4578,5.4436,5.4538,1.4697,1.02,5.609,-,4.057,-,0.066,0.036,0.232,0.010,0.012,-,-,0.22,18.19,24.55,23.82,1152162000.00,115216200
AFTABAUTO,Aftab Automobiles Limited,Engineering,A,3514.65,-,33.3,-1.77,33.3,10.942,325004,41.3734,-98.0,35.86,35.254,33.4625,34.5482,34.7577,35.1515,-0.3939,-0.1192,38.9877,32.7323,312.22,-784352.0308,34.3289,34.5051,35.1576,1.2802,3.00,1.925,1.997,1.806,-,-,-,0.267,-,-,-,-,-1.37,47.57,-,-,1055449950.00,105544995
AGNISYSL,Agni Systems PLC.,IT Sector,B,1516.42,18.43,20.9,-1.42,20.9,5.775,274791,43.7744,-82.3529,21.355,22.102,25.4135,21.3402,21.3439,21.5303,-0.1865,-0.2661,22.4891,20.2209,195.03,-563152.5872,21.3778,21.3667,21.4119,1.2594,1.20,4.147,-,4.091,0.135,0.140,0.123,0.318,0.059,0.069,-,-,0.81,16.95,18.43,15.59,725561920.00,72556192
AGRANINS,Agrani Insurance PLC.,Insurance,A,788.81,14.55,21.9,-2.23,21.9,1.044,47788,49.0007,-55.5556,21.535,23.124,24.438,22.0132,21.9105,21.9694,-0.0589,-0.3123,22.9211,20.1489,43.56,-24035.3893,22.1622,22.0244,21.8152,1.306,2.74,-,-,-,-,-,-,-,-,-,-,-,1.54,19.81,14.55,112.00,360186980.00,36018698
AIBL1STIMF,AIBL 1st Islamic Mutual Fund,Mutual Funds,A,340.0,70.00,3.4,-2.86,3.4,0.25,72906,45.9217,-80.0,3.425,3.632,5.3645,3.4381,3.4345,3.4726,-0.038,-0.0637,3.7353,3.1147,105.38,-142846.8062,3.44,3.4295,3.4376,0.7995,-,-,-,-,-,-,-,-,-,-,-,-,0.05,10.27,70.00,39.77,1000000000.00,100000000
AIBLPBOND,AIBL Mudaraba Perpetual Bond,Corporate Bond,A,345.0,-,0.0,0.0,3450.0,0.0,0,24.2593,-100.0,3735.0,3961.41,4505.1725,3890.9447,3994.7201,4254.0665,-259.3464,-153.4928,4583.7528,2886.2472,0.04,-0.5319,3603.3333,3636.5385,3689.7619,0.0632,0.03,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,1000000.00,100000
AIL,Alif Industries Limited,Textile,A,2029.82,18.22,41.7,-3.02,41.7,10.89,257839,35.232,-92.4242,44.33,46.284,51.769,43.4889,43.7123,44.692,-0.9797,-0.9503,46.6525,42.0075,263.93,-355971.1048,43.3822,43.4974,43.9552,1.0781,2.40,4.992,-,4.235,-,-,-,-,-,-,-,-,2.36,24.56,18.22,14.27,486768350.00,48676835
AL-HAJTEX,Al-Haj Textile Mills Limited,Textile,B,3074.97,-,137.9,0.51,137.9,17.731,128812,56.8902,-32.0,132.47,132.186,138.3845,135.7606,134.9332,133.6785,1.2547,0.028,140.6773,124.2627,154.46,11652.3255,136.6178,135.4679,133.9748,0.9443,-,1.616,-,1.134,-,-,-,-,-,-,-,-,-0.78,8.45,-,-,222985490.00,22298549
ALARABANK,Al-Arafah Islami Bank PLC.,Bank,A,18311.9,24.24,15.9,-0.62,15.9,0.159,9989,47.0081,-82.3529,16.49,15.716,18.3915,16.2223,16.234,16.089,0.145,0.2389,17.2267,15.7533,1.46,-17676.7026,16.2022,16.2538,16.379,0.5382,-,-,-,-,-,0.425,0.038,-,0.001,0.030,0.001,-,0.66,20.85,24.24,35.29,11516917130.00,1151691713
ALIF,Alif Manufacturing Company Ltd,Textile,Z,1065.7,12.42,4.1,0.0,4.1,0.485,117640,45.9038,-80.0,4.22,4.324,5.719,4.1542,4.158,4.1953,-0.0373,-0.0464,4.441,3.999,30.02,-171390.232,4.1444,4.1577,4.1924,1.6591,2.44,15.328,-,13.723,-,-,-,-,-,-,-,-,0.33,15.15,12.42,19.22,2599270220.00,259927022
ALLTEX,Alltex Industries Limited,Textile,Z,744.37,-,13.3,0.0,13.3,0.984,73177,47.5819,-81.25,13.46,13.36,12.0585,13.4521,13.4601,13.4383,0.0218,0.0496,13.943,12.977,70.16,-60162.1403,13.4622,13.4859,13.4886,1.4933,-,0.214,-,0.212,-,-,-,-,-,-,-,-,-0.18,24.77,-,-,559680000.00,55968000
AMANFEED,Aman Feed PLC,Miscellaneous,A,2946.83,120.00,22.5,-1.32,22.5,3.341,147597,40.7348,-97.619,24.135,23.578,24.9355,23.3518,23.4758,23.6694,-0.1936,-0.0124,26.3943,21.8757,99.55,-163391.5634,23.2067,23.3321,23.8343,1.4445,5.11,2.529,-,1.706,0.007,0.066,0.002,0.108,0.003,0.007,-,-,0.22,28.03,120.00,27.14,1309704000.00,130970400
AMBEEPHA,Ambee Pharmaceuticals PLC.,Pharmaceuticals & Chemicals,A,1740.96,181.46,725.0,-0.81,725.4,0.216,297,33.6854,-93.931,752.31,772.432,790.0215,738.4069,741.6037,754.1108,-12.5071,-11.3724,788.6385,715.9815,8.05,-1048.8737,735.48,736.8333,744.8405,0.7855,0.14,0.908,0.008,0.509,-,0.066,0.044,0.521,0.016,0.329,-,-,2.21,13.47,181.46,365.65,24000000.00,2400000
AMCL(PRAN),Agricultural Marketing Co Ltd.,Food & Allied,A,1630.4,37.11,203.7,-0.34,203.8,0.29,1422,44.2163,-75.1678,205.04,208.592,215.048,204.6572,204.7604,206.0043,-1.2439,-1.6025,209.9185,200.1615,10.67,-3662.8059,204.5978,204.6115,205.0776,0.8746,1.57,1.656,-,0.601,0.019,0.026,0.013,0.191,0.027,0.061,-,-,5.01,92.88,37.11,30.07,80000000.00,8000000
ANLIMAYARN,Anlima Yarn Dyeing Limited,Textile,Z,343.06,-,19.8,-0.52,19.2,0.155,8069,48.7482,-78.5714,19.35,19.254,21.682,19.6666,19.5971,19.3971,0.2001,0.1417,20.8862,17.8138,15.4,4943.5906,19.8689,19.7936,19.5905,1.13,-,0.767,-,0.528,-,-,-,-,-,-,-,-,-2.99,5.63,-,-,178678000.00,17867800
ANWARGALV,Anwar Galvanizing Limited,Engineering,A,2511.57,31.58,83.2,-3.14,83.2,53.014,627488,44.5451,-87.6712,90.44,83.506,71.9545,88.1147,88.5598,88.3964,0.1634,1.2177,100.8228,80.0572,955.98,-664758.1804,87.8778,87.7679,89.0986,1.4896,-,1.374,0.077,0.968,-,0.051,0.128,0.125,0.077,0.185,-,-,-12.32,1.38,31.58,7.51,301870800.00,30187080
