Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,16758.85,6.95,79.20,-0.75,79.20,4.1710,"52,580",30.9975,-98.0000,81.8500,82.7060,77.0620,80.3889,80.7424,81.6508,-0.9084,-0.5597,84.8821,78.8179,25.3700,-255015.0120,79.9889,80.3500,81.1090,1.2068,0.0000,0.0000,0.0000,4.42,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,79.80,-0.60,362,4.1710,59.61%,30.50%,29.09%,40.39%,0.00%,0.02%,-,35.00,11.48,126.37,28 Oct 2025,22 Dec 2025,6.95,6.37,2116017000.00,A-EQ,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3334.50,-,24.70,-0.80,24.70,35.8980,"1,450,737",52.5885,-46.6667,24.7550,23.7820,20.0815,24.6419,24.5949,24.3285,0.2664,0.2886,26.1215,23.3885,869.5400,-1441764.9019,24.6044,24.5885,24.6743,1.4146,0.0000,0.0000,0.0000,-,4.422,0.117,3.222,-,-,-,-,-,-,-,-,24.90,-0.20,842,35.8980,68.20%,18.80%,49.40%,31.80%,0.00%,0.00%,-,0.01,-1.14,16.41,02 Nov 2025,29 Dec 2025,-,-,1350000000.00,B-EQ,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1439.62,57.27,5.90,-4.76,6.00,1.5760,"260,012",27.6705,-91.6667,6.6900,6.8480,6.5280,6.3885,6.4614,6.6373,-0.1759,-0.0985,7.2772,6.1028,58.6800,-571617.7940,6.3244,6.4115,6.5543,1.3464,0.0000,0.0000,0.0000,0.42,-,-,-,-,-,-,-,-,-,-,-,6.30,-0.30,352,1.5760,87.96%,21.05%,66.64%,12.04%,0.00%,0.27%,-,0.25,0.11,22.07,30 Oct 2022,29 Dec 2022,57.27,39.38,2399365800.00,Z-EQ,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,3989.01,24.59,61.70,-1.59,61.70,4.4150,"71,233",32.7092,-96.9697,65.1850,67.1280,61.7060,63.1212,63.6095,65.0629,-1.4534,-1.0649,69.6171,60.7529,64.0100,-149038.8854,62.5622,62.9987,64.0748,1.2697,0.0000,0.0000,0.0000,1.62,1.943,-,1.935,0.122,0.152,0.091,0.354,0.049,0.077,-,-,62.70,-1.00,253,4.4150,59.24%,17.51%,40.21%,40.76%,0.00%,1.52%,-,10.00,2.55,32.82,28 Oct 2025,15 Dec 2025,24.59,25.28,646516660.00,A-EQ,64651666
ADVENT,Advent Pharma Limited,Pharmaceuticals & Chemicals,Z,1322.48,19.86,14.40,-0.70,14.20,1.5750,"111,433",26.8305,-92.5926,15.5650,15.6840,14.2465,14.7709,14.9442,15.3238,-0.3796,-0.1776,17.1428,13.9872,111.8900,-397899.5307,14.5844,14.7718,15.1814,1.4728,0.0000,0.0000,0.0000,0.35,1.507,0.005,1.157,-,0.200,0.134,0.352,0.035,0.044,-,-,14.30,-0.10,105,1.5750,69.98%,12.79%,56.19%,30.02%,0.00%,1.00%,-,0.50,0.72,16.43,27 Oct 2025,31 Dec 2025,19.86,32.50,931327320.00,Z-EQ,93132732
AFCAGRO,AFC Agro Biotech Limited,Pharmaceuticals & Chemicals,Z,771.95,30.45,6.70,0.00,6.70,0.3270,"48,742",36.1435,-87.5000,7.0400,7.3720,6.4750,6.8335,6.8859,7.0535,-0.1676,-0.1314,7.4820,6.5980,29.6500,-222667.7181,6.7756,6.8372,6.9443,1.6420,0.0000,0.0000,0.0000,0.75,5.609,-,4.057,-,0.066,0.036,0.232,0.010,0.012,-,-,6.70,0.00,42,0.3270,72.16%,34.11%,38.05%,27.84%,0.00%,0.00%,-,0.50,0.22,18.19,30 Oct 2022,29 Dec 2022,30.45,29.56,1152162000.00,Z-EQ,115216200
AFTABAUTO,Aftab Automobiles Limited,Engineering,Z,2976.37,-,28.20,-1.05,28.20,1.1000,"38,927",31.6840,-93.1034,29.4950,30.4540,31.0740,28.6073,28.8079,29.4899,-0.6820,-0.5625,31.5790,27.4110,30.8700,-139401.2374,28.3378,28.4910,28.9795,1.3029,0.0000,0.0000,0.0000,3.55,1.931,2.289,1.802,-,-,-,0.254,-,-,-,-,28.50,-0.30,121,1.1000,70.68%,32.54%,38.14%,29.32%,0.00%,0.00%,-,10.00,-1.37,47.57,28 Oct 2025,29 Dec 2025,-,-,1055449950.00,Z-EQ,105544995
AGNISYSL,Agni Systems PLC.,IT Sector,B,2082.36,36.17,28.70,-2.05,28.70,9.1080,"315,257",32.6982,-95.6522,31.3350,31.4460,24.8045,29.9674,30.2971,31.0320,-0.7350,-0.3569,34.1932,28.4768,394.3500,-732151.6737,29.6222,29.9692,30.6419,1.2425,0.0000,0.0000,0.0000,0.87,3.518,-,3.484,0.174,0.181,0.082,0.383,0.039,0.048,-,-,29.30,-0.60,357,9.1080,69.97%,14.59%,55.38%,30.03%,0.00%,0.00%,-,2.50,0.81,16.95,28 Oct 2025,29 Dec 2025,36.17,26.80,725561920.00,B-EQ,72556192
AGRANINS,Agrani Insurance PLC.,Insurance,A,1033.74,163.89,28.80,-2.71,28.70,1.3200,"45,736",40.8160,-96.0000,30.9350,29.4300,24.4400,29.9404,30.1489,30.2038,-0.0549,0.3771,33.1567,28.7133,318.2700,-226660.4278,29.6911,30.0282,30.5767,1.4449,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,29.50,-0.80,100,1.3200,72.25%,17.03%,55.22%,27.75%,0.00%,0.00%,-,-,0.18,19.42,16 Mar 2026,14 May 2026,163.89,29.50,360186980.00,A-EQ,36018698
AIBL1STIMF,AIBL 1st Islamic Mutual Fund,Mutual Funds,A,500.00,108.00,5.00,-7.41,5.00,3.7230,"731,448",33.3754,-94.7368,6.0250,5.5780,4.1735,5.4999,5.6118,5.7826,-0.1709,-0.0056,7.1240,4.9260,757.5400,-731389.5572,5.3711,5.4731,5.7467,0.8395,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,5.40,-0.40,189,3.7230,90.00%,40.05%,49.95%,10.00%,0.00%,0.00%,-,0.60,0.05,10.27,16 May 2023,-,108.00,61.36,1000000000.00,A-MF,100000000
AIBLPBOND,AIBL Mudaraba Perpetual Bond,Corporate Bond,A,405.00,-,4000.00,0.00,4050.00,0.0810,20,56.3307,-25.0000,3965.7000,3932.3300,3689.5975,3990.9687,3976.1680,3955.9667,20.2012,-2.7959,4081.3407,3850.0593,2.7400,-0.0145,3995.5556,3985.8974,3975.3000,0.0346,0.0000,0.0000,0.0000,0.02,-,-,-,-,-,-,-,-,-,-,-,4050.00,0.00,2,0.0810,100.00%,87.13%,12.17%,0.00%,0.00%,0.70%,-,-,0.00,0.00,-,-,-,-,1000000.00,A-CB,100000
AIL,Alif Industries Limited,Textile,Z,1655.01,14.58,34.00,-1.16,34.00,2.6060,"76,590",30.2965,-96.7213,36.7850,36.2320,34.9240,35.4320,35.7748,36.3469,-0.5721,-0.0887,39.4834,34.0866,109.8700,-213564.6429,35.1022,35.5282,36.2052,1.1562,0.0000,0.0000,0.0000,2.94,4.992,-,4.235,-,-,-,-,-,-,-,-,34.40,-0.40,205,2.6060,69.76%,13.74%,56.02%,30.24%,0.00%,0.00%,10.00,10.00,2.36,24.56,29 Oct 2024,30 Dec 2024,14.58,11.42,486768350.00,Z-EQ,48676835
AL-HAJTEX,Al-Haj Textile Mills Limited,Textile,B,1895.38,8.55,85.00,-1.28,85.00,8.5920,"100,531",24.9910,-93.7500,94.0700,100.0080,116.9635,88.8493,90.2213,94.5606,-4.3393,-3.3683,105.3073,82.8327,209.1900,-277546.9209,87.3711,88.6949,91.3657,1.0748,0.0000,0.0000,0.0000,0.35,1.616,-,1.134,-,-,-,-,-,-,-,-,86.10,-1.10,500,8.5920,69.34%,9.08%,60.21%,30.65%,0.01%,0.05%,-,3.00,-1.64,16.38,23 Jul 2026,14 Sep 2026,8.55,-,222985490.00,B-EQ,22298549
ALARABANK,Al-Arafah Islami Bank PLC.,Bank,Z,20039.44,26.06,17.50,1.16,17.40,0.1430,"8,199",56.0122,-58.3333,16.7400,16.3280,15.4330,17.2564,17.1598,16.8377,0.3221,0.2616,18.1959,15.2841,3.6300,117382.8646,17.4511,17.2974,16.9819,0.5939,0.0000,0.0000,0.0000,-,-,-,-,-,0.230,0.056,-,0.001,0.033,0.002,-,17.20,0.20,49,0.1430,59.59%,35.52%,24.04%,40.41%,0.00%,0.03%,-,-,0.74,21.16,03 May 2026,29 Jul 2026,26.06,10.00,11516917130.00,Z-EQ,1151691713
ALIF,Alif Manufacturing Company Ltd,Textile,Z,1429.60,16.97,5.60,-1.79,5.50,7.5030,"1,363,284",44.8832,-90.9091,5.6350,5.5700,4.8050,5.6031,5.6159,5.6118,0.0041,0.0341,5.9480,5.3220,92.5000,-637901.8462,5.5889,5.6321,5.6414,1.6272,0.0000,0.0000,0.0000,1.82,15.328,-,13.723,-,-,-,-,-,-,-,-,5.60,-0.10,112,7.5030,69.54%,3.78%,65.76%,30.46%,0.00%,0.00%,-,1.00,0.33,15.15,29 Oct 2024,29 Dec 2024,16.97,26.25,2599270220.00,Z-EQ,259927022
ALLTEX,Alltex Industries Limited,Textile,Z,1354.43,-,24.20,-3.59,24.20,3.8290,"158,369",62.2587,-47.3684,23.5650,20.2740,15.8575,24.3381,24.0984,22.7825,1.3158,1.4085,26.1141,21.0159,210.3800,-153377.5521,24.4956,24.4641,24.1362,1.3708,0.0000,0.0000,0.0000,-,0.234,-,0.226,-,-,-,-,-,-,-,-,25.10,-0.90,247,3.8290,63.75%,15.35%,48.40%,36.25%,0.00%,0.00%,-,-,-0.18,24.77,08 Dec 2025,18 Jun 2026,-,627.50,559680000.00,Z-EQ,55968000
AMANFEED,Aman Feed PLC,Miscellaneous,A,4308.93,156.82,32.90,-4.64,32.90,23.4530,"702,481",28.6704,-95.5056,37.5800,36.2880,27.9430,36.1992,36.5792,36.9235,-0.3443,0.3281,40.5759,34.5841,299.2200,-1893522.0808,36.0111,36.5128,37.1390,1.2891,0.0000,0.0000,0.0000,3.50,2.425,-,1.527,0.016,0.066,0.003,0.108,0.003,0.008,-,-,34.50,-1.60,800,23.4530,36.74%,10.39%,26.32%,63.26%,0.00%,0.03%,-,11.50,0.22,28.03,27 Oct 2025,29 Dec 2025,156.82,44.61,1309704000.00,A-EQ,130970400
AMBEEPHA,Ambee Pharmaceuticals PLC.,Pharmaceuticals & Chemicals,A,1806.96,341.00,750.40,-0.09,752.90,0.3150,420,35.2471,-95.1641,788.2050,782.7360,761.6810,767.4675,772.1654,782.1160,-9.9506,-4.3163,830.8110,745.5990,8.7300,-1583.7632,762.8422,767.3641,777.3429,0.8336,0.0000,0.0000,0.0000,0.13,0.828,0.006,0.526,-,0.035,0.023,0.475,0.007,0.164,-,-,753.60,-0.70,69,0.3150,22.75%,5.62%,17.13%,77.25%,0.00%,0.00%,-,10.00,2.21,13.47,02 Nov 2025,18 Dec 2025,341.00,250.09,24000000.00,A-EQ,2400000
AMCL(PRAN),Agricultural Marketing Co Ltd.,Food & Allied,A,1752.80,44.39,224.00,-1.48,219.10,0.1010,460,38.5322,-92.5373,228.0900,227.0060,214.4345,224.1994,225.2867,227.0604,-1.7737,-0.2206,237.6941,218.4859,23.3600,-6530.8931,223.0867,224.6949,226.8624,0.9429,0.0000,0.0000,0.0000,1.46,1.559,-,0.623,0.023,0.026,0.011,0.191,0.022,0.054,-,-,222.40,-3.30,41,0.1010,59.85%,28.88%,30.97%,40.15%,0.00%,0.00%,-,32.00,5.01,92.88,27 Oct 2025,24 Dec 2025,44.39,35.19,80000000.00,A-EQ,8000000
ANLIMAYARN,Anlima Yarn Dyeing Limited,Textile,Z,528.89,-,30.30,-3.27,29.60,0.5230,"17,559",27.2324,-93.2584,33.6600,33.6080,23.6040,32.0604,32.4644,33.1258,-0.6614,-0.0854,36.9485,30.3715,116.5800,-26041.8488,31.7333,32.2077,33.0471,1.0771,0.0000,0.0000,0.0000,-,0.523,-,0.382,-,-,-,-,-,-,-,-,30.60,-1.00,165,0.5230,55.57%,7.17%,48.40%,44.43%,0.00%,0.00%,-,-,-2.99,5.63,19 Oct 2025,22 Dec 2025,-,-,178678000.00,Z-EQ,17867800
ANWARGALV,Anwar Galvanizing Limited,Engineering,A,3169.64,-,105.00,-0.94,105.00,24.9540,"236,331",36.4193,-84.0659,110.7050,113.7240,99.5890,107.4136,108.3013,110.5739,-2.2725,-1.3926,118.3732,103.0368,266.8800,-415915.6141,106.3044,107.5731,109.3805,1.4871,0.0000,0.0000,0.0000,-,0.720,0.601,0.433,-,-,-,-,-,-,-,-,106.00,-1.00,967,24.9540,64.68%,14.88%,49.80%,35.32%,0.00%,0.00%,-,-,-12.32,1.38,27 Oct 2025,08 Feb 2026,-,19.88,301870800.00,A-EQ,30187080
AOL,Associated Oxygen Limited,Fuel & Power,Z,1844.34,10.12,16.80,-0.59,16.80,2.8660,"171,450",31.7322,-91.1765,18.1550,18.0220,16.0575,17.5200,17.6765,17.8941,-0.2176,0.0239,19.7437,16.5663,147.0600,-723759.3798,17.3356,17.6103,17.9767,1.5890,0.0000,0.0000,0.0000,0.60,-,-,-,-,-,-,-,-,-,-,-,16.90,-0.10,123,2.8660,69.35%,13.38%,55.90%,30.65%,0.00%,0.07%,-,1.00,1.59,19.33,08 Jan 2024,18 Feb 2024,10.12,10.63,1097820000.00,Z-EQ,109782000
APEXFOODS,Apex Foods Limited,Food & Allied,A,1552.19,42.78,272.20,-0.73,272.20,3.3960,"12,444",39.0267,-92.1951,285.1700,283.9580,250.6055,279.0962,280.7611,283.5806,-2.8195,-0.4900,304.2465,266.0935,195.9900,-42154.5034,276.9711,279.5974,283.5362,1.1521,0.0000,0.0000,0.0000,0.73,1.554,-,1.153,0.038,0.030,0.017,0.104,0.023,0.051,-,-,274.20,-2.00,241,3.3960,46.61%,9.47%,37.14%,53.39%,0.00%,0.00%,-,20.00,6.41,126.05,09 Oct 2025,29 Nov 2025,42.78,46.21,57024000.00,A-EQ,5702400
APEXFOOT,Apex Footwear Limited,Tannery Industries,A,4052.46,24.58,206.20,-2.69,206.20,9.6910,"46,680",29.5149,-92.7536,215.0700,212.6140,195.1715,212.1537,212.8678,213.7910,-0.9232,0.2106,220.8151,209.3249,89.4300,-77693.1367,211.6067,212.3603,213.7710,0.9124,0.0000,0.0000,0.0000,1.21,1.042,-,0.144,0.021,0.096,0.008,0.289,0.004,0.020,-,-,211.90,-5.70,529,9.6910,69.92%,23.35%,46.57%,30.08%,0.00%,0.00%,25.00,25.00,8.62,436.68,28 Sep 2025,26 Nov 2025,24.58,35.01,196530460.00,A-EQ,19653046
APEXSPINN,Apex Spinning & Knitting Mills Limited,Textile,A,2867.76,95.28,339.00,-0.47,341.40,9.1690,"26,997",44.1226,-69.8198,348.7000,368.0560,262.6060,343.0634,345.0328,353.2261,-8.1933,-7.7239,368.0479,329.3521,134.5200,-10247.8179,340.7400,342.5987,345.5071,1.0215,0.0000,0.0000,0.0000,0.59,1.190,-,1.002,-,-,-,-,0.008,0.021,-,-,343.00,-1.60,389,9.1690,49.29%,13.56%,35.48%,50.71%,0.00%,0.25%,-,20.00,3.60,83.11,09 Oct 2025,29 Nov 2025,95.28,100.49,84000000.00,A-EQ,8400000
APEXTANRY,Apex Tannery Limited,Tannery Industries,B,1543.81,-,101.30,0.50,101.30,2.6180,"25,671",43.6807,-85.7923,104.8850,104.1700,81.3420,102.8503,103.4141,104.3238,-0.9097,-0.0996,111.8852,97.8848,204.1300,-133703.7144,102.0556,103.1718,104.3810,0.9855,0.0000,0.0000,0.0000,-,0.898,-,0.211,-,0.061,-,0.125,-,-,-,-,100.80,0.50,253,2.6180,65.18%,26.05%,39.13%,34.82%,0.00%,0.00%,-,-,-14.62,30.19,15 Oct 2025,30 Dec 2025,-,-,152400000.00,B-EQ,15240000
APOLOISPAT,Appollo Ispat Complex Limited,Engineering,Z,1203.93,-,3.10,-3.23,3.00,0.7140,"236,678",30.7966,-100.0000,3.2700,3.2340,2.8130,3.1462,3.1715,3.2128,-0.0414,-0.0054,3.5221,3.0179,54.4800,-346532.6782,3.1156,3.1513,3.2176,1.4461,0.0000,0.0000,0.0000,-,0.749,20.371,0.727,-,-,-,-,-,-,-,-,3.10,-0.10,73,0.7140,79.76%,19.22%,60.18%,20.24%,0.00%,0.36%,-,-,-0.82,0.70,21 Nov 2024,19 Dec 2024,-,-,4013086000.00,Z-EQ,401308600
APSCLBOND,APSCL Non-Convertible and Fully Redeemable Coupon Bearing Bond,Corporate Bond,A,211.40,-,0.00,0.00,1057.00,0.0000,0,30.3760,-88.3562,1088.3000,1114.8400,1731.8000,1077.6321,1090.0480,1207.0319,-116.9838,-144.7686,1202.1394,974.4606,0.0800,163.2502,1059.6889,1067.3974,1078.5095,0.2570,0.0000,0.0000,0.0000,0.05,-,-,-,-,-,-,-,-,-,-,-,1057.00,0.00,0,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,5.25,0.00,0.00,11 Jun 2026,-,-,-,2000000.00,A-CB,200000
ARAMIT,Aramit Limited,Miscellaneous,A,1216.80,98.47,202.80,-1.46,202.80,3.6370,"17,886",44.2771,-97.5758,210.9400,206.0580,185.2225,211.4181,211.7386,209.9055,1.8331,3.3995,228.0721,193.8079,135.6500,-1534.3143,212.6133,213.7346,212.5552,1.0104,0.0000,0.0000,0.0000,0.49,3.153,-,2.395,0.057,0.063,0.046,0.073,0.009,0.014,-,-,205.80,-3.00,251,3.6370,39.27%,13.57%,25.70%,60.73%,0.00%,0.00%,-,10.00,1.75,128.67,01 Jan 2026,04 Mar 2026,98.47,-,60000000.00,A-EQ,6000000
ARAMITCEM,Aramit Cement Limited,Cement,Z,406.56,-,12.00,-0.83,12.00,0.0540,"4,534",44.6248,-70.9677,12.5550,12.2560,10.9755,12.2254,12.3006,12.3923,-0.0917,0.0304,13.4986,11.6114,40.1700,-31765.4171,12.1111,12.2372,12.4438,1.3965,0.0000,0.0000,0.0000,-,2.410,-,2.363,-,-,-,-,-,0.766,-,-,12.10,-0.10,36,0.0540,54.08%,9.99%,44.09%,45.92%,0.00%,0.00%,-,-,-14.47,-18.90,17 Nov 2024,30 Dec 2024,-,-,338800000.00,Z-EQ,33880000
ARGONDENIM,Argon Denims Limited,Textile,A,3111.10,12.92,22.40,3.23,22.40,60.3420,"2,709,008",49.2018,-60.0000,23.3300,21.7880,18.6255,22.3728,22.5119,22.5204,-0.0085,0.2931,25.6141,21.0459,815.5500,-1344619.8953,22.1622,22.3474,22.7786,1.2124,0.0000,0.0000,0.0000,4.46,1.703,-,0.950,-,-,-,-,-,-,-,-,21.70,0.70,"1,475",60.3420,64.13%,34.56%,29.57%,35.87%,0.00%,0.00%,-,10.00,1.68,24.57,23 Oct 2025,18 Dec 2025,12.92,18.08,1388886060.00,A-EQ,138888606
ASIAINS,Asia Insurance PLC.,Insurance,A,1929.86,20.14,40.50,-2.61,41.00,7.6320,"183,241",39.6138,-89.1566,44.0850,43.3660,36.9360,42.9794,43.2546,43.5417,-0.2871,0.1821,47.0644,41.1056,356.1000,-321718.3059,42.7111,43.2103,43.7829,1.6153,0.0000,0.0000,0.0000,2.44,-,-,-,-,-,-,-,-,-,-,-,42.10,-1.10,388,7.6320,62.12%,10.77%,51.35%,37.88%,0.00%,0.00%,-,10.00,2.09,30.55,23 Apr 2026,29 Jun 2026,20.14,25.06,470698580.00,A-EQ,47069858
