Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],VWMA [20],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,17626.42,7.34,83.3,-1.19,83.3,69.353,830467.0,63.8273,-58.6957,81.34,78.422,76.179,82.7111,82.3257,80.8651,1.4607,1.3018,84.3713,78.3087,91.15,96455.5056,83.0467,82.691,82.0414,1.2101,0.0,4.20,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,84.30,-1.00,"1,441",69.3530,59.61%,32.23%,27.37%,40.39%,0.00%,0.01%,-,35.00,11.48,126.37,28 Oct 2025,22 Dec 2025,7.34,6.73,2116017000.00,A-EQ,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3213.0,-,23.8,-1.24,23.8,84.376,3505103.0,50.7464,-52.381,23.73,23.93,18.7575,23.5957,23.6175,23.7262,-0.1086,-0.1119,24.6433,22.8167,550.38,-2060791.2751,23.5467,23.5128,23.5857,1.4121,0.0,-,4.422,0.117,3.222,-,-,-,-,-,-,-,-,24.10,-0.30,"1,962",84.3760,68.20%,14.94%,53.26%,31.80%,0.00%,0.00%,-,0.01,-1.14,16.41,02 Nov 2025,29 Dec 2025,-,-,1350000000.00,B-EQ,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1655.56,62.73,6.9,0.0,6.9,3.854,556908.0,46.8916,-83.3333,7.06,6.838,6.809,6.9943,7.0096,6.9877,0.0219,0.0657,7.435,6.685,65.9,-328846.0695,6.9778,7.0077,7.0567,1.3533,0.0,0.36,-,-,-,-,-,-,-,-,-,-,-,6.90,0.00,175,3.8540,87.96%,21.05%,66.64%,12.04%,0.00%,0.27%,-,0.25,0.11,22.07,30 Oct 2022,29 Dec 2022,62.73,43.13,2399365800.00,Z-EQ,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,4422.17,27.33,68.4,-1.87,68.4,44.427,643824.0,59.7158,-42.8571,67.385,63.184,62.807,68.4029,68.0544,66.3782,1.6761,1.6995,70.9434,63.8266,318.27,-446866.8313,68.76,68.4167,67.9905,1.267,0.0,1.46,1.943,-,1.935,0.122,0.152,0.091,0.354,0.049,0.077,-,-,69.70,-1.30,"1,225",44.4270,59.24%,18.80%,38.66%,40.76%,0.00%,1.78%,-,10.00,2.55,32.82,28 Oct 2025,15 Dec 2025,27.33,28.10,646516660.00,A-EQ,64651666
ADVENT,Advent Pharma Limited,Pharmaceuticals & Chemicals,Z,1462.18,21.81,15.7,0.0,15.7,9.089,579219.0,59.7246,-66.6667,15.65,14.578,14.2175,15.746,15.7007,15.3593,0.3414,0.4026,16.1589,15.1411,154.45,-419813.803,15.7844,15.7859,15.7386,1.4607,0.0,0.32,1.507,0.005,1.157,-,0.200,0.134,0.352,0.035,0.044,-,-,15.70,0.00,276,9.0890,69.98%,11.76%,57.21%,30.02%,0.00%,1.01%,-,0.50,0.72,16.43,27 Oct 2025,31 Dec 2025,21.81,35.68,931327320.00,Z-EQ,93132732
AFCAGRO,AFC Agro Biotech Limited,Pharmaceuticals & Chemicals,Z,898.69,36.36,7.8,-2.5,7.8,2.108,268283.0,51.8695,-83.3333,7.88,7.314,6.543,7.963,7.9362,7.7473,0.1889,0.219,8.3551,7.4049,63.97,-216247.207,8.0156,7.991,7.9481,1.6677,0.0,0.64,5.609,-,4.057,-,0.066,0.036,0.232,0.010,0.012,-,-,8.00,-0.20,114,2.1080,72.16%,34.11%,38.05%,27.84%,0.00%,0.00%,-,0.50,0.22,18.19,30 Oct 2022,29 Dec 2022,36.36,35.29,1152162000.00,Z-EQ,115216200
AFTABAUTO,Aftab Automobiles Limited,Engineering,Z,3187.46,-,30.2,-0.98,30.2,9.14,301428.0,44.911,-92.0,31.385,29.61,32.103,30.771,30.8413,30.6691,0.1722,0.4076,32.8436,29.9264,88.32,-359868.198,30.7156,30.7782,31.0424,1.3112,0.0,3.31,1.931,2.289,1.802,-,-,-,0.254,-,-,-,-,30.50,-0.30,531,9.1400,70.68%,34.05%,36.63%,29.32%,0.00%,0.00%,-,10.00,-1.37,47.57,28 Oct 2025,29 Dec 2025,-,-,1055449950.00,Z-EQ,105544995
AGNISYSL,Agni Systems PLC.,IT Sector,B,2205.71,38.15,30.4,-1.62,30.4,51.628,1691970.0,56.971,-41.6667,29.885,27.934,23.729,30.4078,30.234,29.4043,0.8297,0.8383,31.6337,28.1363,924.5,193324.7417,30.6356,30.3705,30.0557,1.2347,0.0,0.82,3.518,-,3.484,0.174,0.181,0.082,0.383,0.039,0.048,-,-,30.90,-0.50,"1,296",51.6280,69.97%,13.61%,56.36%,30.03%,0.00%,0.00%,-,2.50,0.81,16.95,28 Oct 2025,29 Dec 2025,38.15,28.26,725561920.00,B-EQ,72556192
AGRANINS,Agrani Insurance PLC.,Insurance,A,1015.73,157.22,28.2,-0.35,28.2,7.037,247910.0,64.2911,-20.0,27.015,25.008,23.8305,27.5164,27.2909,26.4572,0.8338,0.7309,28.9082,25.1218,259.25,147730.9731,27.6978,27.3872,27.101,1.4081,0.0,-,-,-,-,-,-,-,-,-,-,-,-,28.30,-0.10,327,7.0370,72.25%,17.12%,55.13%,27.75%,0.00%,0.00%,-,-,0.18,19.42,16 Mar 2026,14 May 2026,157.22,41.62,360186980.00,A-EQ,36018698
AIBL1STIMF,AIBL 1st Islamic Mutual Fund,Mutual Funds,A,470.0,86.00,4.7,9.3,4.7,31.51,6793859.0,70.776,0.0,4.2,4.086,3.845,4.3209,4.2856,4.1949,0.0908,0.056,4.4902,3.9098,227.82,1694975.8773,4.3356,4.2987,4.25,0.7906,0.0,-,-,-,-,-,-,-,-,-,-,-,-,4.30,0.40,320,31.5100,90.00%,40.05%,49.95%,10.00%,0.00%,0.00%,-,0.60,0.05,10.27,16 May 2023,-,86.00,48.86,1000000000.00,A-MF,100000000
AIBLPBOND,AIBL Mudaraba Perpetual Bond,Corporate Bond,A,390.0,-,0.0,0.0,3900.0,0.0,0.0,49.0855,-28.4692,3967.125,3770.85,3808.76,3866.7097,3849.1552,3913.6945,-64.5393,-133.4618,4413.7635,3520.4865,2.34,-9.1481,3880.3333,3904.9038,3943.3095,0.0439,0.0,0.03,-,-,-,-,-,-,-,-,-,-,-,3900.00,0.00,0,0.0000,100.00%,87.13%,12.17%,0.00%,0.00%,0.70%,-,-,0.00,0.00,-,-,-,-,1000000.00,A-CB,100000
AIL,Alif Industries Limited,Textile,Z,1698.82,14.49,34.9,2.05,34.9,20.037,577525.0,62.6374,-8.8235,33.795,32.3,37.8685,33.9024,33.7967,33.3328,0.4639,0.4501,35.2825,32.3075,138.34,92093.6221,33.9711,33.7846,33.7071,1.148,0.0,2.87,4.992,-,4.235,-,-,-,-,-,-,-,-,34.20,0.70,644,20.0370,69.76%,9.82%,59.94%,30.24%,0.00%,0.00%,10.00,10.00,2.36,24.56,29 Oct 2024,30 Dec 2024,14.49,11.35,486768350.00,Z-EQ,48676835
AL-HAJTEX,Al-Haj Textile Mills Limited,Textile,B,2256.61,10.13,101.2,-0.78,101.2,19.532,191871.0,48.0532,-79.6117,102.24,100.91,126.6625,102.0408,102.0479,101.9489,0.099,0.1613,107.2484,97.2316,372.73,-200511.7072,102.1289,102.0538,102.33,1.0539,0.0,0.49,1.616,-,1.134,-,-,-,-,-,-,-,-,102.00,-0.80,825,19.5320,69.34%,10.91%,58.43%,30.65%,0.01%,0.00%,-,5.00,10.07,18.52,29 Dec 2025,07 Feb 2026,10.13,10.13,222985490.00,B-EQ,22298549
ALARABANK,Al-Arafah Islami Bank PLC.,Bank,Z,18196.73,23.48,16.0,1.94,15.8,1.94,123521.0,66.6248,-10.0,14.885,14.354,15.4195,15.3319,15.2134,14.8646,0.3489,0.2528,15.8632,13.9068,3.11,243163.0475,15.4267,15.3333,15.1162,0.6184,0.0,-,-,-,-,-,0.230,0.056,-,0.001,0.033,0.002,-,15.50,0.30,99,1.9400,84.89%,26.52%,58.33%,15.11%,0.00%,0.04%,-,-,0.74,21.16,03 May 2026,29 Jul 2026,23.48,27.68,11516917130.00,Z-EQ,1151691713
ALIF,Alif Manufacturing Company Ltd,Textile,Z,1429.6,16.67,5.5,0.0,5.5,2.755,502363.0,57.0891,-60.0,5.435,5.312,4.759,5.4692,5.4598,5.4091,0.0507,0.0539,5.61,5.26,64.35,-305632.2118,5.4733,5.4628,5.4581,1.6362,0.0,1.82,15.328,-,13.723,-,-,-,-,-,-,-,-,5.50,0.00,178,2.7550,69.54%,4.26%,65.28%,30.46%,0.00%,0.00%,-,1.00,0.33,15.15,29 Oct 2024,29 Dec 2024,16.67,25.78,2599270220.00,Z-EQ,259927022
ALLTEX,Alltex Industries Limited,Textile,Z,968.25,-,17.3,2.37,17.3,2.437,141199.0,55.8977,-56.5217,17.015,16.61,14.3735,17.1981,17.1751,16.9801,0.195,0.2363,17.7998,16.2302,152.44,-477993.2344,17.2689,17.2551,17.1543,1.4152,0.0,-,0.234,-,0.226,-,-,-,-,-,-,-,-,16.90,0.40,152,2.4370,63.75%,13.25%,50.50%,36.25%,0.00%,0.00%,-,-,-0.18,24.77,08 Dec 2025,18 Jun 2026,-,422.50,559680000.00,Z-EQ,55968000
AMANFEED,Aman Feed PLC,Miscellaneous,A,4308.93,153.18,32.9,-2.37,32.9,25.447,766054.0,50.088,-80.6452,33.83,31.306,25.793,33.5972,33.5771,32.9523,0.6247,0.8744,35.2369,32.4231,239.9,-548679.4702,33.6511,33.6038,33.7214,1.2751,0.0,3.50,2.425,-,1.527,0.016,0.066,0.003,0.108,0.003,0.008,-,-,33.70,-0.80,734,25.4470,36.74%,12.23%,24.48%,63.26%,0.00%,0.03%,-,11.50,0.22,28.03,27 Oct 2025,29 Dec 2025,153.18,43.58,1309704000.00,A-EQ,130970400
AMBEEPHA,Ambee Pharmaceuticals PLC.,Pharmaceuticals & Chemicals,A,1867.44,345.75,774.4,1.83,778.1,1.556,2009.0,60.7873,-6.3333,761.595,765.214,765.876,761.7219,761.3567,762.8667,-1.51,-3.0226,780.1158,743.0742,15.85,-607.526,761.1067,759.6385,759.5224,0.8233,0.0,0.13,0.828,0.006,0.526,-,0.035,0.023,0.475,0.007,0.164,-,-,764.10,14.00,132,1.5560,22.75%,5.67%,17.08%,77.25%,0.00%,0.00%,-,10.00,2.21,13.47,02 Nov 2025,18 Dec 2025,345.75,253.57,24000000.00,A-EQ,2400000
