Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,985.74,-,3.40,0.00,3.40,1.3770,"401,518",41.3253,-75.0000,3.5600,3.5960,2.9940,3.4643,3.4912,3.5631,-0.0719,-0.0466,3.8531,3.2669,125.8900,-1106139.6149,3.4489,3.4590,3.4976,1.3060,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.40,0.00,79,1.3770,75.00%,30.20%,44.80%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,434.00,-,21.70,0.93,21.70,5.2690,"243,352",41.8153,-66.6667,22.5000,23.6000,20.2765,21.7455,21.8926,22.5081,-0.6155,-0.5822,25.4178,19.5822,658.3900,-263361.2876,21.6356,21.5641,21.8743,0.9838,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,21.50,0.20,351,5.2690,98.00%,23.98%,74.01%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,8.88,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1664.34,7.20,17.90,1.13,17.90,3.3210,"185,704",34.6272,-83.3333,19.8050,20.4940,17.9110,18.6326,18.9226,19.6381,-0.7154,-0.4152,22.3009,17.3091,100.7300,-548432.6341,18.3689,18.6372,19.2538,1.3806,0.0000,0.0000,0.0000,0.06,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,17.70,0.20,272,3.3210,66.96%,21.95%,45.01%,33.04%,0.00%,0.00%,-,0.10,0.13,36.14,06 Sep 2026,-,7.20,-,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1119.44,-,17.30,-1.14,17.30,1.1510,"66,438",42.4262,-76.5957,18.8500,18.8580,13.9505,17.5416,17.7672,18.4293,-0.6621,-0.4781,23.4114,14.2886,118.7300,-167890.7925,17.3289,17.2667,17.8224,1.5568,0.0000,0.0000,0.0000,0.58,1.988,-,1.236,-,-,-,0.200,-,-,-,-,17.50,-0.20,125,1.1510,69.99%,32.06%,37.93%,30.01%,0.00%,0.00%,-,-,0.00,0.00,-,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,860.73,-,3.60,2.86,3.60,3.1460,"894,031",47.6200,-60.0000,3.6350,3.7160,3.1310,3.5659,3.5842,3.6518,-0.0677,-0.0592,3.9480,3.3220,211.6200,-2119562.9229,3.5556,3.5500,3.5771,1.2711,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.50,0.10,139,3.1460,84.49%,16.43%,68.06%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,4030.63,-,4.50,0.00,4.50,0.9510,"214,725",32.5076,-80.0000,4.6950,4.8440,4.9500,4.5688,4.5991,4.7014,-0.1023,-0.0839,4.9957,4.3943,11.7200,-342158.0451,4.5422,4.5603,4.6190,1.7268,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,4.50,0.00,126,0.9510,80.48%,35.25%,44.69%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2248.58,103.33,22.40,2.76,22.30,0.5280,"23,704",42.6869,-43.5897,22.9300,23.4100,20.0195,22.6212,22.7382,23.0159,-0.2777,-0.1514,24.2296,21.6304,23.1200,-124486.3136,22.5667,22.7372,22.8438,1.2132,0.0000,0.0000,0.0000,4.48,2.961,-,1.970,-,-,-,-,-,-,-,-,21.70,0.60,43,0.5280,50.42%,11.65%,38.67%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,103.33,232.50,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,16354.29,-,186.80,-1.59,186.20,3.1900,"17,117",28.3136,-88.6364,192.0550,198.0460,197.5445,189.1789,189.9157,192.8366,-2.9209,-2.6773,199.9885,184.1215,6.0800,-9826.8034,188.6667,188.8859,190.1310,1.1406,0.0000,0.0000,0.0000,1.34,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,189.20,-3.00,347,3.1900,52.73%,34.34%,18.39%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,7215.07,18.87,152.70,3.11,152.70,21.1750,"139,975",40.3042,-69.8039,161.2850,164.8280,143.8175,154.0706,155.6355,160.1752,-4.5397,-3.2394,179.1098,143.4602,148.8700,-87530.0499,152.4978,153.3410,156.7448,1.2872,0.0000,0.0000,0.0000,1.64,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,148.10,4.60,748,21.1750,33.98%,21.87%,12.11%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,18.87,13.45,472500000.00,A-EQ,47250000
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,16399.13,6.77,77.50,-0.26,77.50,9.9620,"128,313",23.8971,-87.2340,80.0000,82.2780,77.1795,78.4956,78.8625,80.1234,-1.2610,-1.0485,83.5070,76.4930,19.5700,-277078.2715,78.1844,78.4256,79.0952,1.1974,0.0000,0.0000,0.0000,4.52,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,77.70,-0.20,463,9.9620,59.61%,30.50%,29.09%,40.39%,0.00%,0.02%,-,35.00,11.48,126.37,28 Oct 2025,22 Dec 2025,6.77,6.20,2116017000.00,A-EQ,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3307.50,-,24.50,1.66,24.50,51.1550,"2,110,816",49.7920,-67.7419,24.7050,23.9780,20.4555,24.6745,24.6926,24.5483,0.1443,0.2519,25.9905,23.4195,557.5900,-295173.8275,24.7156,24.7821,24.7352,1.4230,0.0000,0.0000,0.0000,-,4.422,0.117,3.222,-,-,-,-,-,-,-,-,24.10,0.40,939,51.1550,68.20%,18.80%,49.40%,31.80%,0.00%,0.00%,-,0.01,-1.14,16.41,02 Nov 2025,29 Dec 2025,-,-,1350000000.00,B-EQ,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1367.64,52.73,5.90,-1.72,5.70,0.2620,"45,324",30.4874,-100.0000,6.3100,6.6500,6.4855,5.9622,6.0415,6.3062,-0.2646,-0.2151,7.1202,5.4998,48.7700,-402277.3084,5.8933,5.9385,6.1038,1.3570,0.0000,0.0000,0.0000,0.44,-,-,-,-,-,-,-,-,-,-,-,5.80,-0.10,49,0.2620,87.96%,21.05%,66.64%,12.04%,0.00%,0.27%,-,0.25,0.11,22.07,30 Oct 2022,29 Dec 2022,52.73,36.25,2399365800.00,Z-EQ,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,3775.66,23.25,58.40,-1.52,58.40,2.7900,"47,540",28.8379,-82.8947,62.4450,66.0260,61.5830,60.3657,60.8990,62.7966,-1.8977,-1.6195,67.2601,57.6299,41.8100,-39430.6477,59.9578,60.3103,61.2224,1.2587,0.0000,0.0000,0.0000,1.71,1.943,-,1.935,0.122,0.152,0.091,0.354,0.049,0.077,-,-,59.30,-0.90,247,2.7900,59.24%,17.51%,40.21%,40.76%,0.00%,1.52%,-,10.00,2.55,32.82,28 Oct 2025,15 Dec 2025,23.25,23.91,646516660.00,A-EQ,64651666
ADVENT,Advent Pharma Limited,Pharmaceuticals & Chemicals,Z,1285.23,19.58,13.80,-2.13,13.80,0.9740,"70,445",32.2634,-84.2105,14.7400,15.4320,14.2415,14.1935,14.3221,14.7797,-0.4575,-0.3902,16.2017,13.2783,53.6400,-189157.5173,14.0956,14.1397,14.3795,1.4853,0.0000,0.0000,0.0000,0.36,1.507,0.005,1.157,-,0.200,0.134,0.352,0.035,0.044,-,-,14.10,-0.30,109,0.9740,69.98%,12.79%,56.19%,30.02%,0.00%,1.00%,-,0.50,0.72,16.43,27 Oct 2025,31 Dec 2025,19.58,32.05,931327320.00,Z-EQ,93132732
AFCAGRO,AFC Agro Biotech Limited,Pharmaceuticals & Chemicals,Z,748.91,30.00,6.50,-1.52,6.50,0.1760,"27,346",35.4528,-85.7143,6.8300,7.1860,6.5225,6.6597,6.7023,6.8714,-0.1691,-0.1551,7.2939,6.3661,20.7600,-67550.9550,6.6356,6.6551,6.7267,1.6456,0.0000,0.0000,0.0000,0.77,5.609,-,4.057,-,0.066,0.036,0.232,0.010,0.012,-,-,6.60,-0.10,38,0.1760,72.16%,34.11%,38.05%,27.84%,0.00%,0.00%,-,0.50,0.22,18.19,30 Oct 2022,29 Dec 2022,30.00,29.12,1152162000.00,Z-EQ,115216200
AFTABAUTO,Aftab Automobiles Limited,Engineering,Z,2796.94,-,26.50,-1.49,26.50,1.7770,"66,968",23.6301,-89.2857,28.2750,29.8520,30.7555,27.4178,27.6546,28.5080,-0.8534,-0.7350,30.2643,26.2857,28.2900,-114691.1773,27.2467,27.4308,27.7895,1.3115,0.0000,0.0000,0.0000,3.77,1.931,2.289,1.802,-,-,-,0.254,-,-,-,-,26.90,-0.40,182,1.7770,70.68%,32.54%,38.14%,29.32%,0.00%,0.00%,-,10.00,-1.37,47.57,28 Oct 2025,29 Dec 2025,-,-,1055449950.00,Z-EQ,105544995
AGNISYSL,Agni Systems PLC.,IT Sector,B,2176.69,37.65,30.00,-1.64,30.00,21.1570,"708,246",46.1600,-47.0588,30.3000,31.5360,25.0820,30.1238,30.1539,30.5562,-0.4023,-0.5256,32.6378,27.9622,258.7500,-116567.2244,30.1311,29.9410,29.9757,1.2521,0.0000,0.0000,0.0000,0.83,3.518,-,3.484,0.174,0.181,0.082,0.383,0.039,0.048,-,-,30.50,-0.50,490,21.1570,69.97%,14.59%,55.38%,30.03%,0.00%,0.00%,-,2.50,0.81,16.95,28 Oct 2025,29 Dec 2025,37.65,27.90,725561920.00,B-EQ,72556192
AGRANINS,Agrani Insurance PLC.,Insurance,A,1030.13,158.89,28.60,0.00,28.60,0.6000,"21,003",42.4566,-78.0488,29.9850,29.8860,24.6405,29.0948,29.2697,29.6521,-0.3825,-0.1785,32.5457,27.4243,192.0400,-119950.6696,28.9622,29.0090,29.3910,1.4652,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,28.60,0.00,72,0.6000,72.25%,17.03%,55.22%,27.75%,0.00%,0.00%,-,-,0.18,19.42,16 Mar 2026,14 May 2026,158.89,28.60,360186980.00,A-EQ,36018698
AIBL1STIMF,AIBL 1st Islamic Mutual Fund,Mutual Funds,A,580.00,114.00,5.80,1.75,5.80,11.1500,"1,932,907",52.3223,-23.0769,5.6200,5.7960,4.2445,5.6245,5.6224,5.6903,-0.0678,-0.1044,6.4057,4.8343,480.7800,962917.0176,5.6333,5.5603,5.5367,0.8433,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,5.70,0.10,346,11.1500,90.00%,40.05%,49.95%,10.00%,0.00%,0.00%,-,0.60,0.05,10.27,16 May 2023,-,114.00,64.77,1000000000.00,A-MF,100000000
AIBLPBOND,AIBL Mudaraba Perpetual Bond,Corporate Bond,A,410.00,-,0.00,0.00,4100.00,0.0000,0,59.1337,0.0000,3975.7000,3937.4900,3690.4225,4012.7749,3995.2190,3966.6359,28.5832,3.4799,4103.7137,3847.6863,2.9500,-0.0048,4020.0000,4005.7692,3988.0905,0.0343,0.0000,0.0000,0.0000,0.02,-,-,-,-,-,-,-,-,-,-,-,4100.00,0.00,0,0.0000,100.00%,87.13%,12.17%,0.00%,0.00%,0.70%,-,-,0.00,0.00,-,-,-,-,1000000.00,A-CB,100000
AIL,Alif Industries Limited,Textile,Z,1557.66,13.56,32.00,0.00,32.00,2.0640,"64,968",31.5778,-70.0000,35.2150,36.2760,34.3300,33.4994,33.9017,35.0103,-1.1086,-0.7470,39.1284,31.3016,103.4800,-79489.8601,33.2311,33.4731,34.2405,1.1628,0.0000,0.0000,0.0000,3.13,4.992,-,4.235,-,-,-,-,-,-,-,-,32.00,0.00,243,2.0640,69.76%,13.74%,56.02%,30.24%,0.00%,0.00%,10.00,10.00,2.36,24.56,29 Oct 2024,30 Dec 2024,13.56,10.62,486768350.00,Z-EQ,48676835
AL-HAJTEX,Al-Haj Textile Mills Limited,Textile,B,1625.56,7.39,72.90,-2.02,72.90,12.5290,"170,496",16.1574,-99.0291,86.7500,96.4660,114.7340,79.7947,81.6034,87.6275,-6.0241,-4.8870,101.4690,72.0310,178.2800,-260020.4574,78.5289,79.9244,83.0162,1.0326,0.0000,0.0000,0.0000,0.41,1.616,-,1.134,-,-,-,-,-,-,-,-,74.40,-1.50,736,12.5290,69.34%,9.08%,60.21%,30.65%,0.01%,0.05%,-,3.00,-1.64,16.38,23 Jul 2026,14 Sep 2026,7.39,-,222985490.00,B-EQ,22298549
ALARABANK,Al-Arafah Islami Bank PLC.,Bank,Z,18196.73,24.24,15.80,-1.25,15.80,1.1680,"73,451",39.8977,-97.3684,16.8350,16.6040,15.4990,16.4705,16.5766,16.6665,-0.0899,0.1007,18.2659,15.4041,2.8100,-42630.5297,16.3733,16.5462,16.7857,0.6042,0.0000,0.0000,0.0000,-,-,-,-,-,0.230,0.056,-,0.001,0.033,0.002,-,16.00,-0.20,96,1.1680,59.59%,35.52%,24.04%,40.41%,0.00%,0.03%,-,-,0.74,21.16,03 May 2026,29 Jul 2026,24.24,9.30,11516917130.00,Z-EQ,1151691713
ALIF,Alif Manufacturing Company Ltd,Textile,Z,1403.61,16.36,5.40,0.00,5.40,0.5040,"93,733",41.2600,-83.3333,5.5950,5.5700,4.8455,5.4648,5.4884,5.5389,-0.0505,-0.0226,5.9648,5.2252,86.3800,-733053.9123,5.4422,5.4590,5.5210,1.6310,0.0000,0.0000,0.0000,1.85,15.328,-,13.723,-,-,-,-,-,-,-,-,5.40,0.00,63,0.5040,69.54%,3.78%,65.76%,30.46%,0.00%,0.00%,-,1.00,0.33,15.15,29 Oct 2024,29 Dec 2024,16.36,25.31,2599270220.00,Z-EQ,259927022
ALLTEX,Alltex Industries Limited,Textile,Z,1360.02,-,24.40,0.83,24.30,2.3600,"96,975",60.1361,-54.8387,24.2450,21.3700,16.2685,24.0618,24.0237,23.3369,0.6868,0.9262,25.1886,23.3014,187.7200,-20535.4252,23.9867,24.0744,24.1633,1.3694,0.0000,0.0000,0.0000,-,0.234,-,0.226,-,-,-,-,-,-,-,-,24.10,0.20,95,2.3600,63.75%,16.13%,47.62%,36.25%,0.00%,0.00%,-,-,-0.18,24.77,08 Dec 2025,18 Jun 2026,-,602.50,559680000.00,Z-EQ,55968000
AMANFEED,Aman Feed PLC,Miscellaneous,A,4204.15,140.91,32.10,3.55,32.10,13.2340,"421,279",36.1427,-75.2809,35.7200,36.2440,28.3225,33.4105,33.9348,35.2269,-1.2921,-0.7487,40.8583,30.5817,235.9800,-587835.4575,32.9644,33.3154,34.4810,1.3241,0.0000,0.0000,0.0000,3.58,2.425,-,1.527,0.016,0.066,0.003,0.108,0.003,0.008,-,-,31.00,1.10,602,13.2340,36.74%,10.39%,26.32%,63.26%,0.00%,0.03%,-,11.50,0.22,28.03,27 Oct 2025,29 Dec 2025,140.91,40.09,1309704000.00,A-EQ,130970400
AMBEEPHA,Ambee Pharmaceuticals PLC.,Pharmaceuticals & Chemicals,A,1806.00,340.68,759.90,-0.05,752.50,0.6630,878,39.3048,-82.1490,766.3300,782.1460,760.1810,755.5692,758.0911,768.6829,-10.5918,-10.0381,801.1145,731.5455,9.2700,-2493.7776,753.1022,753.1808,758.2476,0.8051,0.0000,0.0000,0.0000,0.13,0.828,0.006,0.526,-,0.035,0.023,0.475,0.007,0.164,-,-,752.90,-0.40,132,0.6630,22.75%,5.62%,17.13%,77.25%,0.00%,0.00%,-,10.00,2.21,13.47,02 Nov 2025,18 Dec 2025,340.68,249.86,24000000.00,A-EQ,2400000
AMCL(PRAN),Agricultural Marketing Co Ltd.,Food & Allied,A,1731.20,43.17,217.20,0.05,216.40,0.0270,127,38.3371,-84.5411,224.1250,227.1120,214.8685,219.1223,220.1759,223.2535,-3.0776,-2.2121,237.0187,211.2313,18.1900,-3792.1155,218.3333,218.8179,221.0295,0.9098,0.0000,0.0000,0.0000,1.48,1.559,-,0.623,0.023,0.026,0.011,0.191,0.022,0.054,-,-,216.30,0.10,8,0.0270,59.85%,28.88%,30.97%,40.15%,0.00%,0.00%,-,32.00,5.01,92.88,27 Oct 2025,24 Dec 2025,43.17,34.22,80000000.00,A-EQ,8000000
ANLIMAYARN,Anlima Yarn Dyeing Limited,Textile,Z,482.43,-,27.00,-1.10,27.00,0.6960,"25,302",28.3742,-86.0759,31.1550,32.9500,23.9620,28.6704,29.2295,30.8725,-1.6430,-1.1883,36.6339,25.6761,53.3100,-27841.9821,28.0933,28.4744,29.7219,1.0966,0.0000,0.0000,0.0000,-,0.523,-,0.382,-,-,-,-,-,-,-,-,27.30,-0.30,71,0.6960,55.57%,7.17%,48.40%,44.43%,0.00%,0.00%,-,-,-2.99,5.63,19 Oct 2025,22 Dec 2025,-,-,178678000.00,Z-EQ,17867800
ANWARGALV,Anwar Galvanizing Limited,Engineering,A,3214.92,-,106.50,1.04,106.50,21.0090,"198,322",45.6852,-54.0816,107.8650,112.0660,100.0835,105.8718,106.2032,108.1296,-1.9263,-2.1050,116.6327,99.0973,249.7300,-169308.7825,105.5333,105.3103,106.0962,1.4741,0.0000,0.0000,0.0000,-,0.720,0.601,0.433,-,-,-,-,-,-,-,-,105.40,1.10,708,21.0090,64.68%,14.88%,49.80%,35.32%,0.00%,0.00%,-,-,-12.32,1.38,27 Oct 2025,08 Feb 2026,-,19.76,301870800.00,A-EQ,30187080
AOL,Associated Oxygen Limited,Fuel & Power,Z,1734.56,9.52,15.80,-0.63,15.80,1.3350,"84,258",26.9410,-92.8571,17.4900,17.6820,16.1435,16.5007,16.7103,17.2483,-0.5379,-0.3307,19.7424,15.2376,111.9200,-484970.9502,16.3467,16.4897,16.9200,1.5986,0.0000,0.0000,0.0000,0.63,-,-,-,-,-,-,-,-,-,-,-,15.90,-0.10,62,1.3350,69.35%,13.38%,55.90%,30.65%,0.00%,0.07%,-,1.00,1.59,19.33,08 Jan 2024,18 Feb 2024,9.52,10.00,1097820000.00,Z-EQ,109782000
