Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],VWMA [20],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,17774.54,7.43,84.0,-1.52,84.0,63.526,749927.0,55.7039,-63.5135,83.455,79.968,76.3475,84.9562,84.6212,82.978,1.6432,1.6808,87.5714,79.3386,105.59,-841912.1494,85.46,85.2603,84.4376,1.2123,0.0,4.17,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,85.30,-1.30,"1,802",63.5260,59.61%,32.23%,27.37%,40.39%,0.00%,0.01%,-,35.00,11.48,126.37,28 Oct 2025,22 Dec 2025,7.43,6.81,2116017000.00,A-EQ,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3064.5,-,22.7,-1.3,22.7,27.848,1216693.0,41.2536,-90.0,23.31,23.77,18.984,23.0926,23.1703,23.4129,-0.2425,-0.186,24.0205,22.5995,420.49,-2653256.7803,23.02,23.1154,23.2224,1.4071,0.0,-,4.422,0.117,3.222,-,-,-,-,-,-,-,-,23.00,-0.30,949,27.8480,68.20%,13.21%,54.99%,31.80%,0.00%,0.00%,-,0.01,-1.14,16.41,02 Nov 2025,29 Dec 2025,-,-,1350000000.00,B-EQ,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1631.57,61.82,6.8,0.0,6.8,2.702,398779.0,45.4599,-75.0,7.0,6.878,6.7265,6.8896,6.9132,6.9458,-0.0326,0.0037,7.3179,6.6821,65.06,-240968.6316,6.8756,6.891,6.94,1.3425,0.0,0.37,-,-,-,-,-,-,-,-,-,-,-,6.80,0.00,131,2.7020,87.96%,21.05%,66.64%,12.04%,0.00%,0.27%,-,0.25,0.11,22.07,30 Oct 2022,29 Dec 2022,61.82,42.50,2399365800.00,Z-EQ,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,4448.03,27.06,68.8,-0.29,68.8,23.052,332711.0,53.8171,-73.6842,68.725,64.85,62.3535,69.5813,69.4135,68.0504,1.3631,1.6361,72.2024,65.2476,262.98,-622605.9662,69.8889,69.8705,69.4376,1.266,0.0,1.45,1.943,-,1.935,0.122,0.152,0.091,0.354,0.049,0.077,-,-,69.00,-0.20,748,23.0520,59.24%,17.91%,39.81%,40.76%,0.00%,1.52%,-,10.00,2.55,32.82,28 Oct 2025,15 Dec 2025,27.06,27.82,646516660.00,A-EQ,64651666
ADVENT,Advent Pharma Limited,Pharmaceuticals & Chemicals,Z,1462.18,21.67,15.7,0.64,15.7,2.966,188580.0,53.3892,-87.5,15.83,14.928,14.2045,15.8113,15.8023,15.5894,0.213,0.2936,16.18,15.48,140.0,-287003.3083,15.84,15.8385,15.8352,1.4612,0.0,0.32,1.507,0.005,1.157,-,0.200,0.134,0.352,0.035,0.044,-,-,15.60,0.10,160,2.9660,69.98%,12.60%,56.38%,30.02%,0.00%,1.00%,-,0.50,0.72,16.43,27 Oct 2025,31 Dec 2025,21.67,35.45,931327320.00,Z-EQ,93132732
AFCAGRO,AFC Agro Biotech Limited,Pharmaceuticals & Chemicals,Z,829.56,33.18,7.2,-1.37,7.2,1.043,143965.0,39.9481,-91.6667,7.72,7.432,6.507,7.4161,7.484,7.567,-0.0831,0.0269,8.4472,6.9928,59.06,-590584.5603,7.3178,7.4115,7.5948,1.6574,0.0,0.69,5.609,-,4.057,-,0.066,0.036,0.232,0.010,0.012,-,-,7.30,-0.10,83,1.0430,72.16%,34.11%,38.05%,27.84%,0.00%,0.00%,-,0.50,0.22,18.19,30 Oct 2022,29 Dec 2022,33.18,32.21,1152162000.00,Z-EQ,115216200
AFTABAUTO,Aftab Automobiles Limited,Engineering,Z,3335.22,-,31.6,-0.32,31.6,6.046,191107.0,55.9409,-33.3333,31.115,30.174,31.8775,31.4151,31.3432,31.0397,0.3035,0.2886,32.2033,30.0267,67.17,105167.1654,31.5244,31.3692,31.2119,1.3035,0.0,3.16,1.931,2.289,1.802,-,-,-,0.254,-,-,-,-,31.70,-0.10,312,6.0460,70.68%,32.77%,37.91%,29.32%,0.00%,0.00%,-,10.00,-1.37,47.57,28 Oct 2025,29 Dec 2025,-,-,1055449950.00,Z-EQ,105544995
AGNISYSL,Agni Systems PLC.,IT Sector,B,2524.96,41.48,34.8,3.57,34.8,152.763,4401950.0,72.3291,-17.1875,30.94,29.114,23.8895,32.5626,32.1757,30.9008,1.2749,1.0251,34.3306,27.5494,839.86,-731917.2536,32.8267,32.5051,31.7838,1.2234,0.0,0.72,3.518,-,3.484,0.174,0.181,0.082,0.383,0.039,0.048,-,-,33.60,1.20,"2,776",152.7630,69.97%,13.44%,56.53%,30.03%,0.00%,0.00%,-,2.50,0.81,16.95,28 Oct 2025,29 Dec 2025,41.48,30.73,725561920.00,B-EQ,72556192
AGRANINS,Agrani Insurance PLC.,Insurance,A,1044.54,172.22,29.0,-6.45,29.0,16.547,554562.0,53.7528,-58.209,28.33,26.216,23.949,30.0816,29.7376,28.3558,1.3818,1.2765,32.8829,23.7771,348.81,276836.7422,30.6622,30.3513,29.4,1.4228,0.0,-,-,-,-,-,-,-,-,-,-,-,-,31.00,-2.00,784,16.5470,72.25%,17.89%,54.36%,27.75%,0.00%,0.00%,-,-,0.18,19.42,16 Mar 2026,14 May 2026,172.22,45.59,360186980.00,A-EQ,36018698
AIBL1STIMF,AIBL 1st Islamic Mutual Fund,Mutual Funds,A,670.0,126.00,6.7,6.35,6.7,47.52,7231546.0,84.135,0.0,4.855,4.37,3.898,5.722,5.5112,4.958,0.5532,0.3507,6.5414,3.1686,648.77,10970214.6898,5.9333,5.709,5.2657,0.7864,0.0,-,-,-,-,-,-,-,-,-,-,-,-,6.30,0.40,856,47.5200,90.00%,40.05%,49.95%,10.00%,0.00%,0.00%,-,0.60,0.05,10.27,16 May 2023,-,126.00,71.59,1000000000.00,A-MF,100000000
AIBLPBOND,AIBL Mudaraba Perpetual Bond,Corporate Bond,A,390.0,-,0.0,0.0,3900.0,0.0,0.0,48.8596,-33.222,3901.9,3889.41,3751.8,3902.5394,3885.2988,3919.508,-34.2092,-88.1692,4380.9022,3422.8978,0.95,-3.9651,3949.7778,3941.3333,3923.7048,0.0444,0.0,0.03,-,-,-,-,-,-,-,-,-,-,-,3900.00,0.00,0,0.0000,100.00%,87.13%,12.17%,0.00%,0.00%,0.70%,-,-,0.00,0.00,-,-,-,-,1000000.00,A-CB,100000
AIL,Alif Industries Limited,Textile,Z,1825.38,16.06,37.5,-1.06,37.5,7.8,207195.0,63.8988,-40.0,35.215,33.618,37.068,37.2478,36.8271,35.4148,1.4124,1.1532,39.86,30.57,173.31,94807.9146,37.9,37.4449,36.3438,1.1551,0.0,2.67,4.992,-,4.235,-,-,-,-,-,-,-,-,37.90,-0.40,434,7.8000,69.76%,10.04%,59.72%,30.24%,0.00%,0.00%,10.00,10.00,2.36,24.56,29 Oct 2024,30 Dec 2024,16.06,12.58,486768350.00,Z-EQ,48676835
AL-HAJTEX,Al-Haj Textile Mills Limited,Textile,B,2510.82,10.92,112.6,2.36,112.6,81.659,724802.0,66.3974,-12.766,104.115,101.104,124.376,108.0945,107.1061,104.8134,2.2926,1.2009,112.3424,95.8876,401.42,83749.4535,108.9711,107.6654,105.8224,1.0615,0.0,0.44,1.616,-,1.134,-,-,-,-,-,-,-,-,110.00,2.60,"3,093",81.6590,69.34%,9.06%,60.23%,30.65%,0.01%,0.05%,-,5.00,10.07,18.52,29 Dec 2025,07 Feb 2026,10.92,10.92,222985490.00,B-EQ,22298549
ALARABANK,Al-Arafah Islami Bank PLC.,Bank,Z,20039.44,26.21,17.4,0.58,17.4,1.88,107359.0,81.8215,-18.75,15.64,14.594,15.3915,16.3887,16.1889,15.5858,0.6032,0.4483,17.1911,14.0889,5.36,-259987.2393,16.5222,16.3628,16.0119,0.6105,0.0,-,-,-,-,-,0.230,0.056,-,0.001,0.033,0.002,-,17.30,0.10,134,1.8800,84.89%,37.88%,46.98%,15.11%,0.00%,0.03%,-,-,0.74,21.16,03 May 2026,29 Jul 2026,26.21,30.89,11516917130.00,Z-EQ,1151691713
ALIF,Alif Manufacturing Company Ltd,Textile,Z,1429.6,16.97,5.5,-1.79,5.5,3.185,578448.0,51.0549,-66.6667,5.505,5.4,4.7505,5.5527,5.5436,5.488,0.0557,0.0619,5.6939,5.3161,66.11,-616449.1783,5.5689,5.5667,5.5376,1.6406,0.0,1.82,15.328,-,13.723,-,-,-,-,-,-,-,-,5.60,-0.10,164,3.1850,69.54%,3.72%,65.82%,30.46%,0.00%,0.00%,-,1.00,0.33,15.15,29 Oct 2024,29 Dec 2024,16.97,26.25,2599270220.00,Z-EQ,259927022
ALLTEX,Alltex Industries Limited,Textile,Z,1091.38,-,19.5,1.56,19.5,13.781,704606.0,77.2138,-6.8966,17.705,17.188,14.601,18.4563,18.258,17.6961,0.5619,0.3907,19.2508,16.1592,174.49,-137123.1721,18.62,18.3936,18.0481,1.4114,0.0,-,0.234,-,0.226,-,-,-,-,-,-,-,-,19.20,0.30,371,13.7810,63.75%,13.25%,50.50%,36.25%,0.00%,0.00%,-,-,-0.18,24.77,08 Dec 2025,18 Jun 2026,-,480.00,559680000.00,Z-EQ,55968000
AMANFEED,Aman Feed PLC,Miscellaneous,A,4950.68,171.82,37.8,0.0,37.8,95.39,2517319.0,69.2985,-18.0328,34.405,32.72,26.128,36.003,35.5912,34.3535,1.2377,0.916,37.6439,31.1661,255.18,938754.82,36.3,35.8051,35.0738,1.2721,0.0,3.04,2.425,-,1.527,0.016,0.066,0.003,0.108,0.003,0.008,-,-,37.80,0.00,"1,767",95.3900,36.74%,10.37%,26.34%,63.26%,0.00%,0.03%,-,11.50,0.22,28.03,27 Oct 2025,29 Dec 2025,171.82,48.88,1309704000.00,A-EQ,130970400
AMBEEPHA,Ambee Pharmaceuticals PLC.,Pharmaceuticals & Chemicals,A,1950.72,372.35,812.8,-1.23,812.8,3.812,4654.0,67.7515,-24.6642,766.92,768.634,763.6555,786.8388,781.9326,772.9953,8.9373,2.3687,807.0304,726.8096,23.6,3841.2157,789.5,784.1679,774.9848,0.8205,0.0,0.12,0.828,0.006,0.526,-,0.035,0.023,0.475,0.007,0.164,-,-,822.90,-10.10,252,3.8120,22.75%,5.83%,16.92%,77.25%,0.00%,0.00%,-,10.00,2.21,13.47,02 Nov 2025,18 Dec 2025,372.35,273.09,24000000.00,A-EQ,2400000
AMCL(PRAN),Agricultural Marketing Co Ltd.,Food & Allied,A,1880.0,47.72,235.0,-1.71,235.0,4.253,18060.0,65.4054,-47.4359,225.3,220.38,213.996,231.7066,230.1671,225.6326,4.5345,3.2877,238.6025,211.9975,61.52,3232.3894,233.0467,231.6897,228.6162,0.9373,0.0,1.36,1.559,-,0.623,0.023,0.026,0.011,0.191,0.022,0.054,-,-,239.10,-4.10,137,4.2530,59.85%,28.26%,31.59%,40.15%,0.00%,0.00%,-,32.00,5.01,92.88,27 Oct 2025,24 Dec 2025,47.72,37.83,80000000.00,A-EQ,8000000
ANLIMAYARN,Anlima Yarn Dyeing Limited,Textile,Z,603.93,-,33.8,-3.15,33.8,2.19,64804.0,55.5443,-61.6667,33.54,29.076,21.875,34.7015,34.4538,32.8479,1.606,1.8179,37.0147,30.0653,177.12,40003.5723,35.18,34.9141,34.2819,1.0677,0.0,-,0.523,-,0.382,-,-,-,-,-,-,-,-,34.90,-1.10,407,2.1900,55.57%,7.69%,47.88%,44.43%,0.00%,0.00%,-,-,-2.99,5.63,19 Oct 2025,22 Dec 2025,-,-,178678000.00,Z-EQ,17867800
ANWARGALV,Anwar Galvanizing Limited,Engineering,A,3480.57,-,115.3,-1.96,115.3,28.81,247760.0,50.6668,-76.1468,116.535,109.856,93.5815,117.0281,116.9114,115.1516,1.7599,2.3318,121.2233,111.8467,441.29,-508498.9175,117.2711,117.1103,117.0119,1.4785,0.0,-,0.720,0.601,0.433,-,-,-,-,-,-,-,-,117.60,-2.30,"1,487",28.8100,64.68%,16.07%,48.61%,35.32%,0.00%,0.00%,-,-,-12.32,1.38,27 Oct 2025,08 Feb 2026,-,22.05,301870800.00,A-EQ,30187080
AOL,Associated Oxygen Limited,Fuel & Power,Z,1910.21,10.42,17.4,0.0,17.4,3.224,184841.0,44.3417,-92.0,18.06,17.476,15.6895,17.5231,17.6105,17.7404,-0.1299,0.0007,19.6273,16.4927,135.63,-446736.6325,17.4044,17.4372,17.7386,1.5918,0.0,0.57,-,-,-,-,-,-,-,-,-,-,-,17.40,0.00,119,3.2240,69.35%,15.81%,53.47%,30.65%,0.00%,0.07%,-,1.00,1.59,19.33,08 Jan 2024,18 Feb 2024,10.42,10.94,1097820000.00,Z-EQ,109782000
APEXFOODS,Apex Foods Limited,Food & Allied,A,1647.99,46.08,287.5,-2.17,289.0,10.791,37093.0,53.0335,-52.2013,284.11,279.944,242.866,294.0154,292.2662,285.6459,6.6203,5.8945,312.3766,255.8434,279.0,-34132.0991,297.5378,296.0551,290.6524,1.1624,0.0,0.69,1.554,-,1.153,0.038,0.030,0.017,0.104,0.023,0.051,-,-,295.40,-6.40,725,10.7910,46.61%,9.47%,37.14%,53.39%,0.00%,0.00%,-,20.00,6.41,126.05,09 Oct 2025,29 Nov 2025,46.08,49.79,57024000.00,A-EQ,5702400
APEXFOOT,Apex Footwear Limited,Tannery Industries,A,4268.64,25.57,217.2,-1.45,217.2,33.41,152866.0,63.8465,-32.1608,209.675,204.192,198.1645,216.248,214.7905,209.9763,4.8142,3.8789,224.3918,194.9582,230.63,-51091.4622,218.1156,216.8154,213.4271,0.9055,0.0,1.15,1.042,-,0.144,0.021,0.096,0.008,0.289,0.004,0.020,-,-,220.40,-3.20,"1,003",33.4100,69.92%,23.91%,46.01%,30.08%,0.00%,0.00%,25.00,25.00,8.62,436.68,28 Sep 2025,26 Nov 2025,25.57,36.41,196530460.00,A-EQ,19653046
APEXSPINN,Apex Spinning & Knitting Mills Limited,Textile,A,3236.52,108.47,385.3,-1.33,385.3,52.9,137180.0,52.1483,-71.194,385.205,368.914,233.6845,394.0184,392.2494,380.3051,11.9442,13.68,424.9327,345.4773,815.18,-32524.0245,397.7044,397.8641,392.9695,1.0298,0.0,0.52,1.190,-,1.002,-,-,-,-,0.008,0.021,-,-,390.50,-5.20,881,52.9000,49.29%,13.56%,35.48%,50.71%,0.00%,0.25%,-,20.00,3.60,83.11,09 Oct 2025,29 Nov 2025,108.47,114.40,84000000.00,A-EQ,8400000
APEXTANRY,Apex Tannery Limited,Tannery Industries,B,1650.49,-,108.3,-3.13,108.3,20.556,187803.0,54.7157,-46.4516,103.6,105.39,76.538,107.1262,106.3769,104.6516,1.7253,0.8918,111.8523,95.3477,299.38,108628.9751,107.88,106.8769,105.2886,0.9757,0.0,-,0.898,-,0.211,-,0.061,-,0.125,-,-,-,-,111.80,-3.50,847,20.5560,65.18%,26.76%,38.42%,34.82%,0.00%,0.00%,-,-,-14.62,30.19,15 Oct 2025,30 Dec 2025,-,-,152400000.00,B-EQ,15240000
APOLOISPAT,Appollo Ispat Complex Limited,Engineering,Z,1203.93,-,3.0,0.0,3.0,1.516,507002.0,40.3062,-80.0,3.205,3.268,2.7285,3.0632,3.0962,3.1938,-0.0976,-0.0709,3.5325,2.8775,70.61,-1185435.8645,3.0267,3.0551,3.1248,1.4739,0.0,-,0.749,20.371,0.727,-,-,-,-,-,-,-,-,3.00,0.00,112,1.5160,79.76%,19.22%,60.18%,20.24%,0.00%,0.36%,-,-,-0.82,0.70,21 Nov 2024,19 Dec 2024,-,-,4013086000.00,Z-EQ,401308600
APSCLBOND,APSCL Non-Convertible and Fully Redeemable Coupon Bearing Bond,Corporate Bond,A,223.2,-,0.0,0.0,1116.0,0.0,0.0,28.2459,-100.0,1177.8,1169.19,2024.8925,1164.0511,1183.002,1379.3214,-196.3194,-247.0874,1290.4232,1065.1768,0.45,1460.4991,1167.4,1167.5769,1172.3762,0.249,0.0,0.05,-,-,-,-,-,-,-,-,-,-,-,1116.00,0.00,0,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,5.25,0.00,0.00,11 Jun 2026,-,-,-,2000000.00,A-CB,200000
ARAMIT,Aramit Limited,Miscellaneous,A,1217.4,99.28,202.9,-2.22,202.9,3.231,15921.0,54.0919,-71.308,202.72,186.502,185.138,205.9296,205.1241,199.3355,5.7886,6.7438,222.9649,182.4751,142.3,-11497.495,206.82,206.441,205.801,1.0246,0.0,0.49,3.153,-,2.395,0.057,0.063,0.046,0.073,0.009,0.014,-,-,207.50,-4.60,346,3.2310,39.27%,13.57%,25.70%,60.73%,0.00%,0.00%,-,10.00,1.75,128.67,01 Jan 2026,04 Mar 2026,99.28,-,60000000.00,A-EQ,6000000
ARAMITCEM,Aramit Cement Limited,Cement,Z,426.89,-,12.7,-0.79,12.6,0.348,27409.0,58.6738,-25.0,11.88,11.904,10.8685,12.2307,12.1624,12.0591,0.1033,0.0018,12.6789,11.0811,57.45,96411.8965,12.2689,12.1628,12.0205,1.395,0.0,-,2.410,-,2.363,-,-,-,-,-,0.766,-,-,12.70,-0.10,45,0.3480,54.08%,9.99%,44.09%,45.92%,0.00%,0.00%,-,-,-14.47,-18.90,17 Nov 2024,30 Dec 2024,-,-,338800000.00,Z-EQ,33880000
ARGONDENIM,Argon Denims Limited,Textile,A,2888.88,12.44,20.8,-0.48,20.8,36.928,1758690.0,56.6567,-53.125,20.44,19.13,18.1275,21.0845,20.9628,20.2886,0.6741,0.7241,22.527,18.353,319.97,-1505908.2841,21.2867,21.2731,20.9248,1.1892,0.0,4.81,1.703,-,0.950,-,-,-,-,-,-,-,-,20.90,-0.10,"1,056",36.9280,64.13%,34.56%,29.57%,35.87%,0.00%,0.00%,-,10.00,1.68,24.57,23 Oct 2025,18 Dec 2025,12.44,17.42,1388886060.00,A-EQ,138888606
ASIAINS,Asia Insurance PLC.,Insurance,A,2009.88,21.29,42.7,-4.04,42.7,25.337,581265.0,47.7783,-89.0909,43.305,41.308,34.7155,44.21,44.0749,43.2403,0.8346,0.9307,46.5942,40.0158,392.18,-1101628.1785,44.5044,44.4205,44.01,1.5993,0.0,2.34,-,-,-,-,-,-,-,-,-,-,-,44.50,-1.80,906,25.3370,62.12%,9.91%,52.21%,37.88%,0.00%,0.00%,-,10.00,2.09,30.55,23 Apr 2026,29 Jun 2026,21.29,21.81,470698580.00,A-EQ,47069858
ASIAPACINS,Asia Pacific General Insurance PLC,Insurance,A,1905.75,18.76,45.0,-4.46,45.0,22.252,484973.0,45.309,-91.5254,46.285,44.634,37.024,47.153,47.0626,46.1735,0.889,1.1088,50.2242,42.3458,214.34,-298777.9676,47.5,47.5192,47.0695,1.3927,0.0,3.11,-,-,-,-,-,-,-,-,-,-,-,47.10,-2.10,584,22.2520,66.39%,32.67%,33.72%,33.61%,0.00%,0.00%,-,14.00,2.51,25.29,03 May 2026,09 Jul 2026,18.76,10.15,423500000.00,A-EQ,42350000
ASIATICLAB,Asiatic Laboratories Limited,Pharmaceuticals & Chemicals,A,16058.02,107.66,131.2,-1.72,131.2,50.821,384904.0,49.4053,-65.4167,132.405,125.098,78.5385,136.5505,136.0423,131.982,4.0603,4.855,149.9228,114.8872,189.47,271552.1009,137.9822,138.4513,136.021,0.9288,0.0,0.76,4.084,0.157,2.848,-,0.308,0.145,0.434,0.029,0.039,-,-,133.50,-2.30,998,50.8210,59.29%,17.58%,41.71%,40.71%,0.00%,0.00%,-,10.00,2.09,54.08,02 Nov 2025,24 Dec 2025,107.66,25.22,1223934550.00,A-EQ,122393455
ATLASBANG,Atlas Bangladesh Limited,Engineering,Z,3034.44,-,91.6,-3.07,91.6,2.504,26994.0,65.8906,-31.9018,80.65,74.784,62.3875,90.3624,88.298,81.8475,6.4505,4.9525,102.8369,58.4631,26.61,-8998.034,93.2889,91.5256,86.1443,0.9883,0.0,-,1.732,0.001,1.667,-,-,-,-,-,-,-,-,94.50,-2.90,304,2.5040,49.00%,17.00%,32.00%,0.00%,51.00%,0.00%,-,-,-1.23,121.00,06 Nov 2025,24 Dec 2025,-,-,331271080.00,Z-EQ,33127108
