Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),EPS,NAV(Year End),Audited PE,Forward PE,PaidUp Capital,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,869.77,-,3.0,0.0,3.0,2.321,773476.0,48.7121,-100.0,3.055,2.968,2.9255,3.0238,3.0307,3.0248,0.0059,0.024,3.176,2.934,104.33,-1195731.8,3.0178,3.0244,3.0367,1.251,-,-,-,-,-,-,-,-,-,-,-,-,-2.24,7.54,-,-,2899233490.00,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,380.0,-,19.0,-0.52,19.0,3.881,204234.0,50.3106,-81.4815,18.995,18.736,20.1415,19.1618,19.1423,18.9763,0.166,0.2012,20.5771,17.4129,773.47,-518553.8541,19.1667,19.2385,19.219,0.9412,-,-,-,-,-,-,-,-,-,-,-,-,-0.53,8.6,-,9.74,200000000.00,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1487.68,6.63,16.0,-1.84,16.0,2.166,134255.0,43.5129,-85.7143,16.345,16.558,18.1005,16.2203,16.2668,16.3905,-0.1238,-0.0799,16.9307,15.7593,60.61,-274476.028,16.1711,16.2526,16.3162,1.3399,6.25,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,2.46,37.01,6.63,15.88,929799120.00,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,808.84,-,12.5,-0.79,12.5,0.393,31415.0,43.2152,-88.0,13.03,12.882,12.3925,12.7641,12.8404,12.9564,-0.116,-0.003,13.717,12.343,37.35,-142546.0723,12.6889,12.7987,12.9252,1.5342,0.80,1.988,-,1.236,-,-,-,0.200,-,-,-,-,-0.12,21.73,-,-,647074420.00,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,741.18,-,3.1,0.0,3.1,6.441,2076928.0,43.6399,-100.0,3.275,3.15,3.0625,3.1768,3.1972,3.2162,-0.019,0.0169,3.5078,3.0422,448.88,-2568777.7533,3.1533,3.1692,3.2205,1.2219,-,-,-,-,-,-,-,-,-,-,-,-,-1.37,8.69,-,-,2390903960.00,239090396
ABBANK,AB Bank PLC,Bank,Z,4120.2,-,4.6,0.0,4.6,2.733,593467.0,26.0667,-88.2353,5.62,6.102,5.4895,5.1302,5.2583,5.575,-0.3167,-0.1843,6.5816,4.6584,58.73,-2069110.4024,5.0333,5.1718,5.4081,1.7905,-,-,-,-,-,1.575,1.647,-,-,-,-,-,-43.42,-36.24,-,-,8956947490.00,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,5996.48,-,0.0,0.0,1050.0,0.0,0.0,70.3099,0.0,1042.5,1014.5,0.0,1033.7162,1023.8835,985.9489,37.9347,34.193,1116.5585,968.4415,28.01,-80.8381,1050.0,1050.0,1048.5714,0.0354,0.10,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,-,57109360.00,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,1865.42,87.14,18.5,1.09,18.5,1.622,88070.0,59.4663,-31.5789,18.135,17.892,18.1435,18.2784,18.2405,18.0931,0.1473,0.1335,18.5812,17.6888,13.88,-42863.4569,18.2933,18.2808,18.221,1.1804,5.41,2.961,-,1.970,-,-,-,-,-,-,-,-,0.21,33.63,87.14,196.07,1008333330.00,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,16538.74,-,188.0,-0.63,188.3,7.607,40142.0,33.002,-96.8127,202.315,207.086,193.8925,195.6592,197.3073,201.1235,-3.8162,-1.9927,216.3959,188.2341,26.96,-126654.4778,194.3622,196.4244,199.7338,1.1072,1.33,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,-7.4,91.64,-,-,878318430.00,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,6728.4,17.99,142.4,0.85,142.4,3.259,22891.0,51.7863,-78.5311,141.825,141.9,137.497,142.1231,142.093,141.5371,0.5559,0.7515,148.5066,135.1434,24.54,-28628.9264,142.0089,142.5936,142.3981,1.2344,1.76,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,7.85,75.51,17.99,12.82,472500000.00,47250000
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,16208.69,6.60,76.6,1.06,76.6,31.734,413945.0,53.8677,-30.7692,75.73,77.238,76.292,75.8401,75.8248,75.987,-0.1622,-0.272,76.8503,74.6097,27.3,-237588.5582,75.7978,75.8154,75.7833,1.1858,4.57,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,11.48,126.37,6.60,6.05,2116017000.00,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3172.5,-,23.5,-2.49,23.5,109.663,4608718.0,51.5175,-71.6667,24.855,20.614,16.994,23.9672,24.0193,23.2458,0.7735,1.2521,27.8275,21.8825,1585.47,-3937763.3003,23.6756,23.9205,24.5157,1.4369,-,4.422,0.117,3.222,-,-,-,-,-,-,-,-,-1.14,16.41,-,-,1350000000.00,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1583.58,60.00,6.6,0.0,6.6,3.171,477468.0,43.6158,-87.5,6.77,6.866,7.2225,6.6366,6.6666,6.7485,-0.0819,-0.0546,7.1433,6.3967,32.88,-295256.5426,6.6067,6.6244,6.6814,1.3601,0.38,-,-,-,-,-,-,-,-,-,-,-,0.11,22.07,60.00,41.25,2399365800.00,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,3911.43,24.00,60.5,-1.14,60.5,18.173,298879.0,52.3941,-53.7037,60.27,60.248,65.334,60.1968,60.125,59.9742,0.1508,0.0639,62.5771,57.9629,169.39,-429161.9069,60.1178,60.0372,60.1633,1.2509,1.65,1.943,-,1.935,0.122,0.152,0.091,0.354,0.049,0.077,-,-,2.55,32.82,24.00,24.68,646516660.00,64651666
