Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],VWMA [20],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,17668.74,7.34,83.5,-0.95,83.5,56.263,669961.0,52.244,-81.25,83.915,80.432,76.4115,84.4759,84.3715,83.1913,1.1802,1.5062,87.4131,80.4169,101.99,-956560.3093,84.7067,84.8462,84.559,1.212,0.0,4.19,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,84.30,-0.80,"1,695",56.2630,59.61%,32.23%,27.37%,40.39%,0.00%,0.01%,-,35.00,11.48,126.37,28 Oct 2025,22 Dec 2025,7.34,6.73,2116017000.00,A-EQ,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3078.0,-,22.8,1.79,22.8,41.895,1829165.0,44.2973,-77.2727,23.195,23.71,19.055,22.8346,22.9282,23.2337,-0.3054,-0.2436,24.1022,22.2878,381.97,-2622962.4911,22.7333,22.8192,23.0157,1.4042,0.0,-,4.422,0.117,3.222,-,-,-,-,-,-,-,-,22.40,0.40,"1,233",41.8950,68.20%,13.21%,54.99%,31.80%,0.00%,0.00%,-,0.01,-1.14,16.41,02 Nov 2025,29 Dec 2025,-,-,1350000000.00,B-EQ,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1607.58,60.91,6.7,0.0,6.7,2.782,412521.0,42.5952,-87.5,6.935,6.884,6.6955,6.8099,6.8402,6.9015,-0.0613,-0.0237,7.2676,6.6024,64.11,-392840.1276,6.7778,6.8141,6.8695,1.3363,0.0,0.37,-,-,-,-,-,-,-,-,-,-,-,6.70,0.00,183,2.7820,87.96%,21.05%,66.64%,12.04%,0.00%,0.27%,-,0.25,0.11,22.07,30 Oct 2022,29 Dec 2022,60.91,41.88,2399365800.00,Z-EQ,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,4402.78,26.90,68.1,-0.73,68.1,18.099,263708.0,50.3807,-89.0909,69.105,65.322,62.2105,68.964,68.9829,68.1076,0.8752,1.3285,71.5124,66.6976,242.11,-591104.5038,68.9667,69.2282,69.2952,1.2659,0.0,1.47,1.943,-,1.935,0.122,0.152,0.091,0.354,0.049,0.077,-,-,68.60,-0.50,684,18.0990,59.24%,17.91%,39.81%,40.76%,0.00%,1.52%,-,10.00,2.55,32.82,28 Oct 2025,15 Dec 2025,26.90,27.66,646516660.00,A-EQ,64651666
ADVENT,Advent Pharma Limited,Pharmaceuticals & Chemicals,Z,1452.87,21.94,15.6,-1.27,15.6,3.608,229972.0,49.9557,-100.0,15.81,15.05,14.2055,15.7658,15.7706,15.618,0.1527,0.2352,16.1648,15.4552,120.75,-341034.0252,15.76,15.7923,15.8095,1.4614,0.0,0.32,1.507,0.005,1.157,-,0.200,0.134,0.352,0.035,0.044,-,-,15.80,-0.20,183,3.6080,69.98%,12.60%,56.38%,30.02%,0.00%,1.00%,-,0.50,0.72,16.43,27 Oct 2025,31 Dec 2025,21.94,35.91,931327320.00,Z-EQ,93132732
AFCAGRO,AFC Agro Biotech Limited,Pharmaceuticals & Chemicals,Z,829.56,32.73,7.2,0.0,7.2,0.687,94810.0,40.7896,-90.9091,7.64,7.446,6.4965,7.3234,7.3831,7.4977,-0.1147,-0.0377,8.4463,6.8337,56.57,-444334.7588,7.2333,7.2808,7.4629,1.6506,0.0,0.69,5.609,-,4.057,-,0.066,0.036,0.232,0.010,0.012,-,-,7.20,0.00,79,0.6870,72.16%,34.11%,38.05%,27.84%,0.00%,0.00%,-,0.50,0.22,18.19,30 Oct 2022,29 Dec 2022,32.73,31.76,1152162000.00,Z-EQ,115216200
AFTABAUTO,Aftab Automobiles Limited,Engineering,Z,3282.45,-,31.1,-0.96,31.1,6.907,221225.0,50.1949,-54.1667,31.135,30.434,31.8115,31.3733,31.3415,31.1045,0.237,0.2786,32.2291,30.0409,64.75,-19848.7898,31.4822,31.4513,31.2819,1.304,0.0,3.22,1.931,2.289,1.802,-,-,-,0.254,-,-,-,-,31.40,-0.30,352,6.9070,70.68%,32.77%,37.91%,29.32%,0.00%,0.00%,-,10.00,-1.37,47.57,28 Oct 2025,29 Dec 2025,-,-,1055449950.00,Z-EQ,105544995
AGNISYSL,Agni Systems PLC.,IT Sector,B,2503.19,42.59,34.5,0.0,34.5,111.759,3208751.0,68.4731,-24.5614,31.815,29.662,24.006,33.4569,33.0478,31.6175,1.4303,1.2052,35.264,28.366,924.06,-653706.5234,33.8622,33.4833,32.6852,1.2224,0.0,0.72,3.518,-,3.484,0.174,0.181,0.082,0.383,0.039,0.048,-,-,34.50,0.00,"1,629",111.7590,69.97%,13.44%,56.53%,30.03%,0.00%,0.00%,-,2.50,0.81,16.95,28 Oct 2025,29 Dec 2025,42.59,31.55,725561920.00,B-EQ,72556192
AGRANINS,Agrani Insurance PLC.,Insurance,A,1019.33,157.22,28.3,0.0,28.3,6.367,224180.0,50.0515,-88.4615,28.72,26.59,23.969,29.2378,29.1929,28.357,0.836,1.1309,32.7003,24.7397,361.3,-85793.587,29.5022,29.6885,29.3729,1.4206,0.0,-,-,-,-,-,-,-,-,-,-,-,-,28.30,0.00,352,6.3670,72.25%,17.89%,54.36%,27.75%,0.00%,0.00%,-,-,0.18,19.42,16 Mar 2026,14 May 2026,157.22,41.62,360186980.00,A-EQ,36018698
AIBL1STIMF,AIBL 1st Islamic Mutual Fund,Mutual Funds,A,670.0,136.00,6.7,-1.47,6.7,46.671,6733124.0,75.9341,-16.6667,5.23,4.534,3.9315,6.1769,5.9598,5.3049,0.6548,0.4863,7.2143,3.2457,908.3,8689552.6303,6.4067,6.2333,5.74,0.7926,0.0,-,-,-,-,-,-,-,-,-,-,-,-,6.80,-0.10,917,46.6710,90.00%,40.05%,49.95%,10.00%,0.00%,0.00%,-,0.60,0.05,10.27,16 May 2023,-,136.00,77.27,1000000000.00,A-MF,100000000
AIBLPBOND,AIBL Mudaraba Perpetual Bond,Corporate Bond,A,391.45,-,3900.0,0.37,3914.5,0.027,7.0,49.5066,-36.9739,3917.125,3925.7,3734.9725,3904.9315,3889.7913,3919.1371,-29.3457,-76.4045,4384.9339,3449.3161,0.67,-4.0813,3916.2333,3922.5385,3921.419,0.0439,0.0,0.03,-,-,-,-,-,-,-,-,-,-,-,3900.00,14.50,6,0.0270,100.00%,87.13%,12.17%,0.00%,0.00%,0.70%,-,-,0.00,0.00,-,-,-,-,1000000.00,A-CB,100000
AIL,Alif Industries Limited,Textile,Z,1835.12,16.06,37.7,-0.53,37.7,6.149,160704.0,63.6939,-38.8889,35.955,33.94,36.8015,37.4621,37.1642,35.8806,1.2836,1.2335,40.3211,31.5889,177.68,-59387.0206,37.8689,37.8051,36.98,1.1566,0.0,2.65,4.992,-,4.235,-,-,-,-,-,-,-,-,37.90,-0.20,361,6.1490,69.76%,10.04%,59.72%,30.24%,0.00%,0.00%,10.00,10.00,2.36,24.56,29 Oct 2024,30 Dec 2024,16.06,12.58,486768350.00,Z-EQ,48676835
AL-HAJTEX,Al-Haj Textile Mills Limited,Textile,B,2334.66,10.83,104.7,-4.03,104.7,48.401,454155.0,48.822,-68.7943,105.155,101.654,123.3695,107.7436,107.2482,105.3903,1.8578,1.6441,113.354,96.956,443.66,-172331.1716,108.9867,108.3872,106.7352,1.0635,0.0,0.48,1.616,-,1.134,-,-,-,-,-,-,-,-,109.10,-4.40,"2,061",48.4010,69.34%,9.06%,60.23%,30.65%,0.01%,0.05%,-,5.00,10.07,18.52,29 Dec 2025,07 Feb 2026,10.83,10.83,222985490.00,B-EQ,22298549
ALARABANK,Al-Arafah Islami Bank PLC.,Bank,Z,20269.77,26.36,17.6,1.15,17.6,2.717,155257.0,83.1699,-14.2857,16.03,14.83,15.398,16.9222,16.6971,15.9746,0.7224,0.568,17.8962,14.1638,5.52,-103008.0318,17.1267,16.9244,16.4957,0.609,0.0,-,-,-,-,-,0.230,0.056,-,0.001,0.033,0.002,-,17.40,0.20,137,2.7170,84.89%,37.88%,46.98%,15.11%,0.00%,0.03%,-,-,0.74,21.16,03 May 2026,29 Jul 2026,26.36,31.07,11516917130.00,Z-EQ,1151691713
ALIF,Alif Manufacturing Company Ltd,Textile,Z,1455.59,16.97,5.6,0.0,5.6,5.348,947714.0,57.0152,-60.0,5.525,5.41,4.7485,5.563,5.5548,5.5047,0.0501,0.0558,5.7071,5.3429,58.47,-552013.5912,5.5644,5.5692,5.5543,1.6431,0.0,1.79,15.328,-,13.723,-,-,-,-,-,-,-,-,5.60,0.00,256,5.3480,69.54%,3.72%,65.82%,30.46%,0.00%,0.00%,-,1.00,0.33,15.15,29 Oct 2024,29 Dec 2024,16.97,26.25,2599270220.00,Z-EQ,259927022
ALLTEX,Alltex Industries Limited,Textile,Z,1063.39,-,19.0,-0.52,19.0,7.591,397390.0,66.4394,-29.0323,18.07,17.354,14.681,18.8016,18.6185,18.0035,0.615,0.5024,19.7104,16.4296,176.0,-233795.8955,19.0244,18.859,18.44,1.4076,0.0,-,0.234,-,0.226,-,-,-,-,-,-,-,-,19.10,-0.10,256,7.5910,63.75%,13.25%,50.50%,36.25%,0.00%,0.00%,-,-,-0.18,24.77,08 Dec 2025,18 Jun 2026,-,477.50,559680000.00,Z-EQ,55968000
AMANFEED,Aman Feed PLC,Miscellaneous,A,5094.75,175.91,38.9,0.52,38.9,62.967,1604127.0,71.3035,-12.8571,35.18,33.352,26.3045,37.1927,36.7042,35.1819,1.5223,1.1659,39.298,31.062,267.76,420426.1849,37.7422,37.1795,36.1324,1.2753,0.0,2.96,2.425,-,1.527,0.016,0.066,0.003,0.108,0.003,0.008,-,-,38.70,0.20,"1,316",62.9670,36.74%,10.37%,26.34%,63.26%,0.00%,0.03%,-,11.50,0.22,28.03,27 Oct 2025,29 Dec 2025,175.91,50.04,1309704000.00,A-EQ,130970400
AMBEEPHA,Ambee Pharmaceuticals PLC.,Pharmaceuticals & Chemicals,A,1977.6,376.92,820.1,-1.08,824.0,3.065,3695.0,67.0388,-23.9833,777.145,772.666,763.532,804.5831,798.1109,783.22,14.891,7.6851,832.3799,721.9101,26.59,1976.8834,811.3978,803.5321,789.8933,0.8226,0.0,0.12,0.828,0.006,0.526,-,0.035,0.023,0.475,0.007,0.164,-,-,833.00,-9.00,201,3.0650,22.75%,5.83%,16.92%,77.25%,0.00%,0.00%,-,10.00,2.21,13.47,02 Nov 2025,18 Dec 2025,376.92,276.44,24000000.00,A-EQ,2400000
AMCL(PRAN),Agricultural Marketing Co Ltd.,Food & Allied,A,1867.2,47.29,233.4,-1.48,233.4,1.119,4784.0,59.8213,-52.5641,227.945,221.732,214.0465,233.1954,231.9852,227.5249,4.4603,3.9017,240.7814,215.1086,61.19,-4138.5423,234.7933,233.7923,231.089,0.9396,0.0,1.37,1.559,-,0.623,0.023,0.026,0.011,0.191,0.022,0.054,-,-,236.90,-3.50,88,1.1190,59.85%,28.26%,31.59%,40.15%,0.00%,0.00%,-,32.00,5.01,92.88,27 Oct 2025,24 Dec 2025,47.29,37.48,80000000.00,A-EQ,8000000
ANLIMAYARN,Anlima Yarn Dyeing Limited,Textile,Z,603.93,-,33.8,-0.88,33.8,0.974,28709.0,54.9442,-61.6667,33.935,29.914,22.039,34.284,34.2131,33.0521,1.1611,1.5519,36.7019,31.1681,151.24,37107.223,34.4311,34.6128,34.3214,1.0696,0.0,-,0.523,-,0.382,-,-,-,-,-,-,-,-,34.10,-0.30,124,0.9740,55.57%,7.69%,47.88%,44.43%,0.00%,0.00%,-,-,-2.99,5.63,19 Oct 2025,22 Dec 2025,-,-,178678000.00,Z-EQ,17867800
ANWARGALV,Anwar Galvanizing Limited,Engineering,A,3459.44,-,114.6,-1.55,114.6,34.918,301590.0,48.9773,-82.5688,116.905,110.812,94.1285,116.1824,116.2787,115.1867,1.092,1.8174,120.4075,113.4025,405.57,-493816.2165,116.2489,116.4462,116.6181,1.4792,0.0,-,0.720,0.601,0.433,-,-,-,-,-,-,-,-,116.40,-1.80,"1,258",34.9180,64.68%,16.07%,48.61%,35.32%,0.00%,0.00%,-,-,-12.32,1.38,27 Oct 2025,08 Feb 2026,-,21.83,301870800.00,A-EQ,30187080
AOL,Associated Oxygen Limited,Fuel & Power,Z,1954.12,10.72,17.9,-0.56,17.8,3.778,210610.0,50.7707,-45.4545,17.975,17.61,15.7085,17.6742,17.6982,17.7595,-0.0613,-0.0376,19.5186,16.4314,126.65,-263816.4292,17.6244,17.5859,17.6814,1.5921,0.0,0.56,-,-,-,-,-,-,-,-,-,-,-,17.90,-0.10,166,3.7780,69.35%,15.81%,53.47%,30.65%,0.00%,0.07%,-,1.00,1.59,19.33,08 Jan 2024,18 Feb 2024,10.72,11.26,1097820000.00,Z-EQ,109782000
APEXFOODS,Apex Foods Limited,Food & Allied,A,1634.31,45.38,286.6,-1.48,286.6,7.513,25837.0,50.6997,-71.8421,287.02,281.352,243.5475,290.9311,290.4603,286.0613,4.399,5.4353,311.7334,262.3066,277.59,-47208.2845,291.9311,293.3628,291.4086,1.1634,0.0,0.70,1.554,-,1.153,0.038,0.030,0.017,0.104,0.023,0.051,-,-,290.90,-4.30,435,7.5130,46.61%,9.47%,37.14%,53.39%,0.00%,0.00%,-,20.00,6.41,126.05,09 Oct 2025,29 Nov 2025,45.38,49.03,57024000.00,A-EQ,5702400
APEXFOOT,Apex Footwear Limited,Tannery Industries,A,4307.95,25.68,219.2,-0.99,219.2,33.116,150138.0,62.1667,-24.6154,212.375,205.468,197.9885,217.439,216.2973,211.7304,4.5669,4.2089,225.9241,198.8259,242.12,-35446.4973,218.8022,218.2821,215.6829,0.9086,0.0,1.14,1.042,-,0.144,0.021,0.096,0.008,0.289,0.004,0.020,-,-,221.40,-2.20,"1,118",33.1160,69.92%,23.91%,46.01%,30.08%,0.00%,0.00%,25.00,25.00,8.62,436.68,28 Sep 2025,26 Nov 2025,25.68,36.57,196530460.00,A-EQ,19653046
APEXSPINN,Apex Spinning & Knitting Mills Limited,Textile,A,3186.12,108.28,379.3,-2.69,379.3,19.474,51083.0,49.3369,-80.1493,389.2,371.234,237.2555,390.3846,390.1201,381.7453,8.3748,11.7351,422.7801,355.6199,747.17,-14120.7246,390.0689,393.2705,393.2862,1.0302,0.0,0.53,1.190,-,1.002,-,-,-,-,0.008,0.021,-,-,389.80,-10.50,"1,091",19.4740,49.29%,13.56%,35.48%,50.71%,0.00%,0.25%,-,20.00,3.60,83.11,09 Oct 2025,29 Nov 2025,108.28,114.20,84000000.00,A-EQ,8400000
APEXTANRY,Apex Tannery Limited,Tannery Industries,B,1607.82,-,105.5,-2.22,105.5,16.271,153186.0,50.7248,-64.5161,104.7,106.158,76.9675,106.883,106.4869,105.0737,1.4132,1.2083,112.3442,97.0558,303.56,-35955.6031,107.8444,107.3782,106.0771,0.9777,0.0,-,0.898,-,0.211,-,0.061,-,0.125,-,-,-,-,107.90,-2.40,651,16.2710,65.18%,26.76%,38.42%,34.82%,0.00%,0.00%,-,-,-14.62,30.19,15 Oct 2025,30 Dec 2025,-,-,152400000.00,B-EQ,15240000
APOLOISPAT,Appollo Ispat Complex Limited,Engineering,Z,1203.93,-,3.1,0.0,3.0,1.502,498306.0,40.3062,-75.0,3.14,3.252,2.7315,3.0324,3.0583,3.1538,-0.0955,-0.0835,3.4258,2.8542,48.45,-702696.782,3.0,3.0154,3.0729,1.4735,0.0,-,0.749,20.371,0.727,-,-,-,-,-,-,-,-,3.00,0.00,173,1.5020,79.76%,19.22%,60.18%,20.24%,0.00%,0.36%,-,-,-0.82,0.70,21 Nov 2024,19 Dec 2024,-,-,4013086000.00,Z-EQ,401308600
APSCLBOND,APSCL Non-Convertible and Fully Redeemable Coupon Bearing Bond,Corporate Bond,A,223.2,-,0.0,0.0,1116.0,0.0,0.0,28.2459,-100.0,1177.8,1169.19,2024.8925,1164.0511,1183.002,1379.3214,-196.3194,-247.0874,1290.4232,1065.1768,0.45,1460.4991,1167.4,1167.5769,1172.3762,0.2489,0.0,0.05,-,-,-,-,-,-,-,-,-,-,-,1116.00,0.00,0,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,5.25,0.00,0.00,11 Jun 2026,-,-,-,2000000.00,A-CB,200000
ARAMIT,Aramit Limited,Miscellaneous,A,1245.6,98.95,207.6,0.39,207.6,6.536,31478.0,58.4678,-51.4768,206.225,188.654,184.768,206.0407,205.5002,200.6987,4.8015,5.874,216.2657,196.1843,142.17,-5482.3433,206.3556,206.4603,206.4105,1.0236,0.0,0.48,3.153,-,2.395,0.057,0.063,0.046,0.073,0.009,0.014,-,-,206.80,0.80,339,6.5360,39.27%,13.57%,25.70%,60.73%,0.00%,0.00%,-,10.00,1.75,128.67,01 Jan 2026,04 Mar 2026,98.95,-,60000000.00,A-EQ,6000000
ARAMITCEM,Aramit Cement Limited,Cement,Z,423.5,-,12.6,-0.79,12.5,0.472,37668.0,56.0542,-31.25,12.03,11.998,10.8595,12.3653,12.2974,12.1505,0.1469,0.0671,12.8485,11.2115,56.0,59841.024,12.4733,12.3679,12.1843,1.3916,0.0,-,2.410,-,2.363,-,-,-,-,-,0.766,-,-,12.60,-0.10,53,0.4720,54.08%,9.99%,44.09%,45.92%,0.00%,0.00%,-,-,-14.47,-18.90,17 Nov 2024,30 Dec 2024,-,-,338800000.00,Z-EQ,33880000
ARGONDENIM,Argon Denims Limited,Textile,A,2916.66,12.74,21.0,-1.87,21.0,39.121,1836802.0,56.7942,-68.1818,20.77,19.362,18.1605,21.1201,21.0405,20.4691,0.5715,0.6657,22.4585,19.0815,324.97,-1405292.2908,21.1667,21.2346,21.1014,1.1917,0.0,4.76,1.703,-,0.950,-,-,-,-,-,-,-,-,21.40,-0.40,960,39.1210,64.13%,34.56%,29.57%,35.87%,0.00%,0.00%,-,10.00,1.68,24.57,23 Oct 2025,18 Dec 2025,12.74,17.83,1388886060.00,A-EQ,138888606
ASIAINS,Asia Insurance PLC.,Insurance,A,1958.11,20.29,41.6,-1.89,41.6,11.358,270889.0,43.3699,-96.7742,43.505,41.558,34.93,43.1283,43.2586,42.9888,0.2698,0.6829,46.1855,40.8245,394.04,-962178.6242,43.1578,43.4526,43.6214,1.6,0.0,2.40,-,-,-,-,-,-,-,-,-,-,-,42.40,-0.80,514,11.3580,62.12%,9.91%,52.21%,37.88%,0.00%,0.00%,-,10.00,2.09,30.55,23 Apr 2026,29 Jun 2026,20.29,20.78,470698580.00,A-EQ,47069858
ASIAPACINS,Asia Pacific General Insurance PLC,Insurance,A,1821.05,17.61,43.0,-2.71,43.0,8.154,188285.0,39.4775,-98.6667,46.315,44.76,37.16,45.3823,45.6725,45.6333,0.0392,0.6949,50.1469,42.4831,240.81,-489642.0616,45.2622,45.8295,46.2833,1.3947,0.0,3.26,-,-,-,-,-,-,-,-,-,-,-,44.20,-1.20,434,8.1540,66.39%,32.67%,33.72%,33.61%,0.00%,0.00%,-,14.00,2.51,25.29,03 May 2026,09 Jul 2026,17.61,9.53,423500000.00,A-EQ,42350000
ASIATICLAB,Asiatic Laboratories Limited,Pharmaceuticals & Chemicals,A,15617.4,105.16,127.6,-2.15,127.6,95.967,750692.0,44.8076,-94.6078,133.8,126.414,79.55,133.2322,133.5968,131.5691,2.0276,3.7824,148.5431,119.0569,189.03,-67022.1581,132.92,134.5872,135.2214,0.9273,0.0,0.78,4.084,0.157,2.848,-,0.308,0.145,0.434,0.029,0.039,-,-,130.40,-2.80,"1,571",95.9670,59.29%,17.58%,41.71%,40.71%,0.00%,0.00%,-,10.00,2.09,54.08,02 Nov 2025,24 Dec 2025,105.16,24.63,1223934550.00,A-EQ,122393455
ATLASBANG,Atlas Bangladesh Limited,Engineering,Z,3117.26,-,94.1,-2.39,94.1,2.553,26797.0,65.6234,-26.5993,84.495,76.068,62.8895,92.7719,91.0717,84.6393,6.4324,5.7255,106.7269,62.2631,29.51,-25756.6703,94.84,94.1744,89.9957,0.9904,0.0,-,1.732,0.001,1.667,-,-,-,-,-,-,-,-,96.40,-2.30,233,2.5530,49.00%,17.00%,32.00%,0.00%,51.00%,0.00%,-,-,-1.23,121.00,06 Nov 2025,24 Dec 2025,-,-,331271080.00,Z-EQ,33127108
