Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,985.74,-,3.40,0.00,3.40,1.9540,"573,891",43.1421,-75.0000,3.4900,3.6320,3.0155,3.4477,3.4647,3.5278,-0.0631,-0.0556,3.6836,3.2964,110.3700,-1400509.0411,3.4356,3.4449,3.4638,1.3043,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.40,0.00,164,1.9540,75.00%,30.20%,44.80%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,460.00,-,23.00,-2.13,23.00,18.9120,"810,711",51.7861,-44.1860,22.1250,23.4920,20.3920,22.7155,22.6239,22.7206,-0.0967,-0.3434,24.0574,20.1926,708.5300,514937.8856,22.8489,22.6436,22.2748,0.9587,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,23.50,-0.50,757,18.9120,98.00%,23.98%,74.01%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,9.71,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1710.83,7.36,18.40,1.66,18.40,8.1200,"444,147",43.8188,-60.0000,19.1100,20.2120,17.9140,18.1712,18.3592,19.0829,-0.7238,-0.6515,21.8360,16.3840,87.2600,-138654.3102,17.8711,17.9846,18.4776,1.3932,0.0000,0.0000,0.0000,0.05,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,18.10,0.30,327,8.1200,66.96%,21.74%,45.22%,33.04%,0.00%,0.00%,-,0.10,0.13,36.14,06 Sep 2026,-,7.36,-,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1054.73,-,16.40,0.00,16.30,0.6320,"38,658",39.8485,-70.9677,17.3550,18.7680,14.0915,16.6567,16.8950,17.7276,-0.8325,-0.7008,19.8601,14.8499,91.1400,-137937.0749,16.4689,16.6436,16.8829,1.5633,0.0000,0.0000,0.0000,0.15,1.988,-,1.236,-,-,-,0.200,-,-,-,-,16.30,0.00,130,0.6320,69.99%,29.97%,40.02%,30.01%,0.00%,0.00%,-,0.25,-3.17,18.46,13 Jul 2026,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,812.91,-,3.40,-2.86,3.40,4.6630,"1,336,036",40.1726,-100.0000,3.5650,3.7480,3.1540,3.5282,3.5462,3.6127,-0.0665,-0.0582,3.7923,3.3377,186.1600,-2233144.1808,3.5244,3.5372,3.5448,1.2655,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.50,-0.10,146,4.6630,84.49%,16.43%,68.06%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,4299.33,-,4.80,9.09,4.80,5.8260,"1,259,205",59.0632,0.0000,4.6000,4.8020,4.9555,4.5435,4.5558,4.6402,-0.0844,-0.0972,4.8753,4.3247,10.2900,230181.4622,4.5133,4.5179,4.5495,1.7230,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,4.40,0.40,302,5.8260,80.48%,35.00%,44.94%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2248.58,106.67,22.50,-0.45,22.30,0.0070,302,45.1591,-43.5897,22.7050,23.2300,20.1090,22.2973,22.3933,22.7275,-0.3342,-0.2808,24.0974,21.3126,18.5400,-67769.1633,22.1156,22.2141,22.5110,1.2125,0.0000,0.0000,0.0000,4.48,2.961,-,1.970,-,-,-,-,-,-,-,-,22.40,-0.10,5,0.0070,50.42%,11.68%,38.64%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,106.67,240.00,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,16257.67,-,185.10,2.72,185.10,3.0190,"16,419",40.6778,-39.8649,188.2200,196.1940,197.6150,184.4243,185.4850,189.4068,-3.9218,-3.4380,197.3126,179.1274,3.9400,-9274.7043,183.3400,184.3615,186.1662,1.1411,0.0000,0.0000,0.0000,1.35,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,180.20,4.90,280,3.0190,52.73%,34.30%,18.43%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,7347.38,19.36,155.50,2.30,155.50,23.4120,"150,583",46.6453,-29.5302,156.1200,164.6880,144.4250,153.1107,153.8914,157.7013,-3.8099,-3.8882,167.7317,144.5083,95.9800,-54904.4986,152.1400,152.2872,153.5938,1.2803,0.0000,0.0000,0.0000,1.61,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,152.00,3.50,910,23.4120,33.98%,19.98%,14.00%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,19.36,13.80,472500000.00,A-EQ,47250000
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,16420.29,6.76,77.60,0.00,77.60,9.3470,"120,198",36.7608,-59.0909,78.6700,81.6700,77.2455,77.5473,77.8423,79.1339,-1.2916,-1.2516,81.5244,75.8156,17.4500,-212776.8940,77.1800,77.3769,77.9571,1.1988,0.0000,0.0000,0.0000,4.51,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,77.60,0.00,427,9.3470,59.61%,30.46%,29.12%,40.39%,0.00%,0.03%,-,35.00,11.48,126.37,28 Oct 2025,22 Dec 2025,6.76,6.19,2116017000.00,A-EQ,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3294.00,-,24.40,-0.81,24.40,40.5140,"1,648,773",49.4493,-70.9677,24.6400,24.0700,20.6975,24.4713,24.5045,24.4816,0.0229,0.1066,25.7979,23.4821,486.8400,-1163948.3854,24.3622,24.4462,24.5857,1.4082,0.0000,0.0000,0.0000,-,4.422,0.117,3.222,-,-,-,-,-,-,-,-,24.60,-0.20,871,40.5140,68.20%,15.52%,52.68%,31.80%,0.00%,0.00%,-,0.01,-1.14,16.41,02 Nov 2025,29 Dec 2025,-,-,1350000000.00,B-EQ,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1343.64,51.82,5.60,-1.75,5.60,0.5220,"91,752",31.0199,-100.0000,6.0200,6.5180,6.4890,5.7531,5.8217,6.0988,-0.2770,-0.2568,6.7055,5.3345,30.1100,-282290.7173,5.6822,5.7308,5.8505,1.3474,0.0000,0.0000,0.0000,0.45,-,-,-,-,-,-,-,-,-,-,-,5.70,-0.10,241,0.5220,87.96%,21.05%,66.64%,12.04%,0.00%,0.27%,-,0.25,0.11,22.07,30 Oct 2022,29 Dec 2022,51.82,35.63,2399365800.00,Z-EQ,239936580
