Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,17605.26,7.24,83.20,0.12,83.20,10.0110,"120,440",50.9960,-58.6207,83.3600,82.5240,76.7970,83.1116,83.1657,83.0993,0.0664,0.2164,84.8445,81.8755,55.6100,-309489.0698,83.0089,83.0564,83.1319,1.2032,0.0000,0.0000,0.0000,4.21,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,83.10,0.10,423,10.0110,59.61%,30.50%,29.09%,40.39%,0.00%,0.02%,-,35.00,11.48,126.37,28 Oct 2025,22 Dec 2025,7.24,6.63,2116017000.00,A-EQ,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3456.00,-,25.60,4.49,25.60,103.3090,"4,100,470",59.9906,-20.6897,23.7600,23.7780,19.6415,24.8046,24.6120,24.0837,0.5283,0.3540,26.7690,20.7510,740.5000,-985741.9534,25.0956,25.0090,24.3781,1.4193,0.0000,0.0000,0.0000,-,4.422,0.117,3.222,-,-,-,-,-,-,-,-,24.50,1.10,"2,061",103.3090,68.20%,18.80%,49.40%,31.80%,0.00%,0.00%,-,0.01,-1.14,16.41,02 Nov 2025,29 Dec 2025,-,-,1350000000.00,B-EQ,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1631.57,62.73,6.80,-1.45,6.80,2.0550,"301,135",47.1315,-60.0000,6.8250,6.9480,6.5840,6.8429,6.8475,6.8668,-0.0193,-0.0184,7.0289,6.6211,49.2900,-350236.4687,6.8444,6.8603,6.8462,1.3363,0.0000,0.0000,0.0000,0.37,-,-,-,-,-,-,-,-,-,-,-,6.90,-0.10,122,2.0550,87.96%,21.05%,66.64%,12.04%,0.00%,0.27%,-,0.25,0.11,22.07,30 Oct 2022,29 Dec 2022,62.73,43.13,2399365800.00,Z-EQ,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,4299.34,26.35,66.50,-1.04,66.50,8.3580,"125,742",45.1972,-73.5294,67.5100,67.4900,61.7565,67.0114,67.1547,67.4082,-0.2535,-0.0581,69.3601,65.6599,105.1700,-190298.8377,66.8600,66.9923,67.1910,1.2640,0.0000,0.0000,0.0000,1.50,1.943,-,1.935,0.122,0.152,0.091,0.354,0.049,0.077,-,-,67.20,-0.70,500,8.3580,59.24%,17.51%,40.21%,40.76%,0.00%,1.52%,-,10.00,2.55,32.82,28 Oct 2025,15 Dec 2025,26.35,27.10,646516660.00,A-EQ,64651666
ADVENT,Advent Pharma Limited,Pharmaceuticals & Chemicals,Z,1499.44,22.36,16.10,0.00,16.10,3.5280,"219,093",54.2511,-47.6190,15.9200,15.7140,14.2435,16.1224,16.0907,15.9254,0.1653,0.1735,16.6615,15.1785,108.2000,-255695.6839,16.1889,16.1821,16.0524,1.4702,0.0000,0.0000,0.0000,0.31,1.507,0.005,1.157,-,0.200,0.134,0.352,0.035,0.044,-,-,16.10,0.00,137,3.5280,69.98%,12.79%,56.19%,30.02%,0.00%,1.00%,-,0.50,0.72,16.43,27 Oct 2025,31 Dec 2025,22.36,36.59,931327320.00,Z-EQ,93132732
AFCAGRO,AFC Agro Biotech Limited,Pharmaceuticals & Chemicals,Z,806.51,32.27,7.00,-1.41,7.00,1.1100,"157,404",41.6579,-71.4286,7.1900,7.5260,6.4575,7.1517,7.1737,7.2718,-0.0981,-0.0959,7.4487,6.9313,37.1700,-172849.3908,7.1467,7.1628,7.1748,1.6496,0.0000,0.0000,0.0000,0.71,5.609,-,4.057,-,0.066,0.036,0.232,0.010,0.012,-,-,7.10,-0.10,88,1.1100,72.16%,34.11%,38.05%,27.84%,0.00%,0.00%,-,0.50,0.22,18.19,30 Oct 2022,29 Dec 2022,32.27,31.32,1152162000.00,Z-EQ,115216200
AFTABAUTO,Aftab Automobiles Limited,Engineering,Z,3187.46,-,30.20,0.00,30.20,3.1890,"105,644",43.0330,-75.0000,30.7350,31.0060,31.3940,30.4107,30.4804,30.6573,-0.1769,-0.1073,31.7492,29.7208,43.1000,-129438.2850,30.3467,30.4051,30.5233,1.3070,0.0000,0.0000,0.0000,3.31,1.931,2.289,1.802,-,-,-,0.254,-,-,-,-,30.20,0.00,193,3.1890,70.68%,32.54%,38.14%,29.32%,0.00%,0.00%,-,10.00,-1.37,47.57,28 Oct 2025,29 Dec 2025,-,-,1055449950.00,Z-EQ,105544995
AGNISYSL,Agni Systems PLC.,IT Sector,B,2358.08,39.26,32.50,2.20,32.50,48.3300,"1,497,343",52.2891,-54.5455,32.9750,31.3780,24.4940,32.3220,32.3896,32.1772,0.2124,0.4608,34.9118,31.0382,756.1200,-805764.6590,32.2022,32.3051,32.5767,1.2356,0.0000,0.0000,0.0000,0.77,3.518,-,3.484,0.174,0.181,0.082,0.383,0.039,0.048,-,-,31.80,0.70,"1,123",48.3300,69.97%,14.59%,55.38%,30.03%,0.00%,0.00%,-,2.50,0.81,16.95,28 Oct 2025,29 Dec 2025,39.26,29.09,725561920.00,B-EQ,72556192
AGRANINS,Agrani Insurance PLC.,Insurance,A,1149.00,178.33,31.90,-0.62,31.90,9.8940,"310,344",60.1168,-26.6667,30.4050,28.6760,24.2615,31.5498,31.3106,30.3021,1.0086,0.9580,33.2956,27.5144,351.5100,-14475.8976,31.8289,31.6692,31.0348,1.4403,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,32.10,-0.20,420,9.8940,72.25%,17.03%,55.22%,27.75%,0.00%,0.00%,-,-,0.18,19.42,16 Mar 2026,14 May 2026,178.33,32.10,360186980.00,A-EQ,36018698
AIBL1STIMF,AIBL 1st Islamic Mutual Fund,Mutual Funds,A,630.00,128.00,6.30,-1.56,6.30,7.0730,"1,122,612",54.4201,-88.8889,6.5450,5.2900,4.1005,6.4533,6.4384,6.1304,0.3080,0.4204,6.9090,6.1810,1234.4400,-704367.0054,6.4578,6.4782,6.5219,0.8111,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,6.40,-0.10,292,7.0730,90.00%,40.05%,49.95%,10.00%,0.00%,0.00%,-,0.60,0.05,10.27,16 May 2023,-,128.00,72.73,1000000000.00,A-MF,100000000
AIBLPBOND,AIBL Mudaraba Perpetual Bond,Corporate Bond,A,395.00,-,0.00,0.00,3950.00,0.0000,0,50.7085,-57.9767,3941.4250,3945.9800,3708.6425,3947.2044,3937.2209,3935.5452,1.6757,-19.4604,4101.4879,3781.3621,0.4800,-0.1626,3962.8222,3959.8590,3950.3929,0.0418,0.0000,0.0000,0.0000,0.03,-,-,-,-,-,-,-,-,-,-,-,3950.00,0.00,0,0.0000,100.00%,87.13%,12.17%,0.00%,0.00%,0.70%,-,-,0.00,0.00,-,-,-,-,1000000.00,A-CB,100000
AIL,Alif Industries Limited,Textile,Z,1859.46,16.19,38.20,0.00,38.20,8.9720,"234,913",61.4452,-54.8387,37.7700,35.8180,35.5210,37.7936,37.7379,37.1838,0.5541,0.6928,38.6504,36.8896,136.9500,-298792.9810,37.7289,37.7269,37.7700,1.1421,0.0000,0.0000,0.0000,2.62,4.992,-,4.235,-,-,-,-,-,-,-,-,38.20,0.00,335,8.9720,69.76%,13.74%,56.02%,30.24%,0.00%,0.00%,10.00,10.00,2.36,24.56,29 Oct 2024,30 Dec 2024,16.19,12.68,486768350.00,Z-EQ,48676835
AL-HAJTEX,Al-Haj Textile Mills Limited,Textile,B,2169.65,9.63,0.00,0.31,97.30,10.0680,"103,326",40.1832,-86.7470,101.5300,102.4000,118.9635,98.2966,98.8997,100.7259,-1.8262,-1.3613,111.4753,91.5847,429.8200,-308176.3256,97.5711,98.0167,99.2671,1.0679,0.0000,0.0000,0.0000,0.31,1.616,-,1.134,-,-,-,-,-,-,-,-,97.00,0.30,579,10.0680,69.34%,9.08%,60.21%,30.65%,0.01%,0.05%,-,3.00,-1.64,16.38,23 Jul 2026,14 Sep 2026,9.63,-,222985490.00,B-EQ,22298549
ALARABANK,Al-Arafah Islami Bank PLC.,Bank,Z,18427.07,25.00,16.00,-3.03,16.00,1.0030,"62,564",45.1434,-94.7368,16.8600,15.7640,15.3790,16.3244,16.3936,16.3431,0.0505,0.2262,18.1156,15.6044,2.9800,-217148.6154,16.1800,16.2744,16.5710,0.5942,0.0000,0.0000,0.0000,-,-,-,-,-,0.230,0.056,-,0.001,0.033,0.002,-,16.50,-0.50,60,1.0030,59.59%,35.52%,24.04%,40.41%,0.00%,0.03%,-,-,0.74,21.16,03 May 2026,29 Jul 2026,25.00,9.59,11516917130.00,Z-EQ,1151691713
ALIF,Alif Manufacturing Company Ltd,Textile,Z,1455.59,16.97,5.60,0.00,5.60,1.1100,"197,592",54.0999,-40.0000,5.5700,5.5040,4.7605,5.5745,5.5728,5.5522,0.0206,0.0265,5.7165,5.4235,58.3500,-490960.8121,5.5667,5.5731,5.5743,1.6303,0.0000,0.0000,0.0000,1.79,15.328,-,13.723,-,-,-,-,-,-,-,-,5.60,0.00,67,1.1100,69.54%,3.78%,65.76%,30.46%,0.00%,0.00%,-,1.00,0.33,15.15,29 Oct 2024,29 Dec 2024,16.97,26.25,2599270220.00,Z-EQ,259927022
ALLTEX,Alltex Industries Limited,Textile,Z,1382.41,-,24.70,2.07,24.70,11.6070,"471,442",82.5588,-5.0000,21.0050,18.7520,15.2825,22.9239,22.4335,20.8584,1.5751,1.2396,24.9282,17.0818,182.9700,323620.3140,23.4222,22.9923,21.9695,1.3792,0.0000,0.0000,0.0000,-,0.234,-,0.226,-,-,-,-,-,-,-,-,24.20,0.50,436,11.6070,63.75%,13.25%,50.50%,36.25%,0.00%,0.00%,-,-,-0.18,24.77,08 Dec 2025,18 Jun 2026,-,605.00,559680000.00,Z-EQ,55968000
AMANFEED,Aman Feed PLC,Miscellaneous,A,5003.07,170.45,38.60,1.87,38.20,40.2750,"1,062,359",57.0663,-56.2500,38.0550,35.4940,27.2395,38.0516,37.9663,37.1527,0.8136,1.0092,39.1103,36.9997,328.6000,-1155168.3059,38.1133,38.0974,38.0829,1.2782,0.0000,0.0000,0.0000,3.01,2.425,-,1.527,0.016,0.066,0.003,0.108,0.003,0.008,-,-,37.50,0.70,998,40.2750,36.74%,10.39%,26.32%,63.26%,0.00%,0.03%,-,11.50,0.22,28.03,27 Oct 2025,29 Dec 2025,170.45,48.49,1309704000.00,A-EQ,130970400
AMBEEPHA,Ambee Pharmaceuticals PLC.,Pharmaceuticals & Chemicals,A,1926.72,358.55,804.00,1.31,802.80,0.0580,72,52.1923,-67.6617,810.0700,783.0020,762.8200,802.4570,803.0016,798.3097,4.6919,8.0958,833.4932,786.6468,23.6100,-146.9642,801.2222,803.5987,806.6562,0.8232,0.0000,0.0000,0.0000,0.12,0.828,0.006,0.526,-,0.035,0.023,0.475,0.007,0.164,-,-,792.40,10.40,13,0.0580,22.75%,5.62%,17.13%,77.25%,0.00%,0.00%,-,10.00,2.21,13.47,02 Nov 2025,18 Dec 2025,358.55,262.96,24000000.00,A-EQ,2400000
AMCL(PRAN),Agricultural Marketing Co Ltd.,Food & Allied,A,1892.00,46.35,235.20,1.85,236.50,5.8150,"24,680",61.9167,-22.9730,231.1300,225.4900,214.0275,231.6178,231.1502,229.3947,1.7556,1.5548,239.0227,223.2373,41.4400,-9392.3237,231.8533,231.0654,230.5490,0.9340,0.0000,0.0000,0.0000,1.35,1.559,-,0.623,0.023,0.026,0.011,0.191,0.022,0.054,-,-,232.20,4.30,356,5.8150,59.85%,28.88%,30.97%,40.15%,0.00%,0.00%,-,32.00,5.01,92.88,27 Oct 2025,24 Dec 2025,46.35,36.74,80000000.00,A-EQ,8000000
ANLIMAYARN,Anlima Yarn Dyeing Limited,Textile,Z,623.59,-,34.90,0.00,34.90,0.6070,"17,432",56.1492,-42.8571,34.2350,33.3960,22.9660,34.7726,34.6649,34.0506,0.6143,0.6669,35.9692,32.5008,109.9400,52350.4928,34.9711,34.8154,34.4776,1.0634,0.0000,0.0000,0.0000,-,0.523,-,0.382,-,-,-,-,-,-,-,-,34.90,0.00,91,0.6070,55.57%,7.17%,48.40%,44.43%,0.00%,0.00%,-,-,-2.99,5.63,19 Oct 2025,22 Dec 2025,-,-,178678000.00,Z-EQ,17867800
ANWARGALV,Anwar Galvanizing Limited,Engineering,A,3501.70,-,116.00,2.02,116.00,55.9170,"484,411",56.3383,-7.0423,113.5250,115.0180,97.2025,113.5533,113.4994,113.6609,-0.1615,-0.3560,117.4436,109.6064,262.0200,-30143.8724,113.3578,113.1167,113.1024,1.4733,0.0000,0.0000,0.0000,-,0.720,0.601,0.433,-,-,-,-,-,-,-,-,113.70,2.30,"1,990",55.9170,64.68%,14.88%,49.80%,35.32%,0.00%,0.00%,-,-,-12.32,1.38,27 Oct 2025,08 Feb 2026,-,21.32,301870800.00,A-EQ,30187080
AOL,Associated Oxygen Limited,Fuel & Power,Z,2118.79,11.44,19.30,1.05,19.30,15.3140,"793,299",70.7891,-7.6923,17.9850,18.0940,15.8910,18.6323,18.4789,18.1403,0.3385,0.1609,19.3009,16.6691,107.8200,-188573.4481,18.7978,18.6167,18.2762,1.5913,0.0000,0.0000,0.0000,0.52,-,-,-,-,-,-,-,-,-,-,-,19.10,0.20,484,15.3140,69.35%,13.38%,55.90%,30.65%,0.00%,0.07%,-,1.00,1.59,19.33,08 Jan 2024,18 Feb 2024,11.44,12.01,1097820000.00,Z-EQ,109782000
APEXFOODS,Apex Foods Limited,Food & Allied,A,1724.41,46.51,302.40,1.44,302.40,35.2420,"115,361",63.3297,-22.3529,287.0700,282.7100,247.0955,292.8921,291.3517,287.8440,3.5077,1.7757,302.9596,271.1804,201.8800,-8102.3947,294.1222,291.6974,288.5500,1.1384,0.0000,0.0000,0.0000,0.66,1.554,-,1.153,0.038,0.030,0.017,0.104,0.023,0.051,-,-,298.10,4.30,"1,317",35.2420,46.61%,9.47%,37.14%,53.39%,0.00%,0.00%,-,20.00,6.41,126.05,09 Oct 2025,29 Nov 2025,46.51,50.24,57024000.00,A-EQ,5702400
APEXFOOT,Apex Footwear Limited,Tannery Industries,A,4264.71,25.16,217.00,0.05,217.00,11.7860,"54,205",54.6346,-27.5229,217.1950,210.3740,196.3000,217.0075,216.9113,215.2563,1.6550,2.2225,221.0226,213.3674,162.6500,-55194.6850,217.0044,217.0756,217.0338,0.9110,0.0000,0.0000,0.0000,1.15,1.042,-,0.144,0.021,0.096,0.008,0.289,0.004,0.020,-,-,216.90,0.10,478,11.7860,69.92%,23.35%,46.57%,30.08%,0.00%,0.00%,25.00,25.00,8.62,436.68,28 Sep 2025,26 Nov 2025,25.16,35.83,196530460.00,A-EQ,19653046
APEXSPINN,Apex Spinning & Knitting Mills Limited,Textile,A,2959.32,95.83,352.30,2.12,352.30,22.0170,"62,139",44.0091,-73.2609,366.7050,366.5060,252.3210,354.2382,357.0055,364.6023,-7.5967,-5.0944,399.9905,333.4195,235.0300,-31950.5571,350.7378,352.3141,358.6333,1.0128,0.0000,0.0000,0.0000,0.57,1.190,-,1.002,-,-,-,-,0.008,0.021,-,-,345.00,7.30,"1,326",22.0170,49.29%,13.56%,35.48%,50.71%,0.00%,0.25%,-,20.00,3.60,83.11,09 Oct 2025,29 Nov 2025,95.83,101.07,84000000.00,A-EQ,8400000
APEXTANRY,Apex Tannery Limited,Tannery Industries,B,1737.36,-,114.80,4.88,114.00,62.5750,"547,201",64.6525,-17.7515,105.6850,104.4340,79.1920,107.2552,106.6652,105.4989,1.1663,0.4195,112.0854,99.2846,255.4400,16307.6543,107.4622,106.6833,105.7533,0.9759,0.0000,0.0000,0.0000,-,0.898,-,0.211,-,0.061,-,0.125,-,-,-,-,108.70,5.30,"2,490",62.5750,65.18%,26.05%,39.13%,34.82%,0.00%,0.00%,-,-,-14.62,30.19,15 Oct 2025,30 Dec 2025,-,-,152400000.00,B-EQ,15240000
APOLOISPAT,Appollo Ispat Complex Limited,Engineering,Z,1364.45,-,3.40,0.00,3.40,2.0230,"594,719",60.5152,-25.0000,3.2300,3.2720,2.7800,3.3540,3.3314,3.2763,0.0551,0.0312,3.5551,2.9049,54.9500,326142.0568,3.3800,3.3692,3.3110,1.4430,0.0000,0.0000,0.0000,-,0.749,20.371,0.727,-,-,-,-,-,-,-,-,3.40,0.00,146,2.0230,79.76%,19.22%,60.18%,20.24%,0.00%,0.36%,-,-,-0.82,0.70,21 Nov 2024,19 Dec 2024,-,-,4013086000.00,Z-EQ,401308600
APSCLBOND,APSCL Non-Convertible and Fully Redeemable Coupon Bearing Bond,Corporate Bond,A,222.40,-,1112.00,0.78,1112.00,0.0010,1,32.6942,-52.0000,1108.4250,1136.2100,1798.9025,1114.4962,1126.3890,1263.1182,-136.7292,-174.9550,1200.2832,1016.5668,0.0500,364.1449,1102.4778,1102.3718,1105.1667,0.2508,0.0000,0.0000,0.0000,0.05,-,-,-,-,-,-,-,-,-,-,-,1103.40,8.60,1,0.0010,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,5.25,0.00,0.00,11 Jun 2026,-,-,-,2000000.00,A-CB,200000
ARAMIT,Aramit Limited,Miscellaneous,A,1221.00,98.23,204.90,-0.88,203.50,2.4130,"11,792",49.5003,-68.0000,205.8300,199.3600,183.9125,204.9875,205.1750,204.0092,1.1658,2.1263,209.9590,201.7010,72.2300,-6144.8759,204.7156,205.0385,205.5467,1.0154,0.0000,0.0000,0.0000,0.49,3.153,-,2.395,0.057,0.063,0.046,0.073,0.009,0.014,-,-,205.30,-1.80,163,2.4130,39.27%,13.57%,25.70%,60.73%,0.00%,0.00%,-,10.00,1.75,128.67,01 Jan 2026,04 Mar 2026,98.23,-,60000000.00,A-EQ,6000000
ARAMITCEM,Aramit Cement Limited,Cement,Z,430.28,-,12.70,-2.31,12.70,0.5290,"41,609",52.8839,-55.5556,12.5850,12.3700,10.9100,12.8054,12.7390,12.5172,0.2218,0.1802,13.2633,11.9067,57.3600,19963.1081,12.8911,12.8154,12.6767,1.3808,0.0000,0.0000,0.0000,-,2.410,-,2.363,-,-,-,-,-,0.766,-,-,13.00,-0.30,63,0.5290,54.08%,9.99%,44.09%,45.92%,0.00%,0.00%,-,-,-14.47,-18.90,17 Nov 2024,30 Dec 2024,-,-,338800000.00,Z-EQ,33880000
ARGONDENIM,Argon Denims Limited,Textile,A,3305.55,14.35,23.80,-1.24,23.80,55.1160,"2,297,117",58.9276,-41.1765,22.9250,21.0320,18.4385,23.7440,23.5930,22.6985,0.8945,0.9837,26.3634,19.4866,735.9800,-291547.4934,23.8356,23.9987,23.5800,1.2063,0.0000,0.0000,0.0000,4.20,1.703,-,0.950,-,-,-,-,-,-,-,-,24.10,-0.30,"1,154",55.1160,64.13%,34.56%,29.57%,35.87%,0.00%,0.00%,-,10.00,1.68,24.57,23 Oct 2025,18 Dec 2025,14.35,20.08,1388886060.00,A-EQ,138888606
ASIAINS,Asia Insurance PLC.,Insurance,A,2146.39,21.39,45.60,2.01,45.60,41.3540,"910,138",60.0540,-18.7500,43.4150,43.1640,36.1245,44.5260,44.3111,43.7108,0.6002,0.4108,46.0930,40.7370,338.4000,-309662.0039,44.7933,44.5731,43.9324,1.6035,0.0000,0.0000,0.0000,2.19,-,-,-,-,-,-,-,-,-,-,-,44.70,0.90,"1,158",41.3540,62.12%,10.77%,51.35%,37.88%,0.00%,0.00%,-,10.00,2.09,30.55,23 Apr 2026,29 Jun 2026,21.39,26.61,470698580.00,A-EQ,47069858
ASIAPACINS,Asia Pacific General Insurance PLC,Insurance,A,2265.72,21.08,54.00,1.13,53.50,47.7370,"891,599",68.6701,-17.1875,48.2450,46.8800,38.2725,51.9568,51.2355,49.0765,2.1590,1.5910,56.9045,39.5855,371.0500,-486014.7553,53.0067,52.4038,50.2619,1.4058,0.0000,0.0000,0.0000,2.62,-,-,-,-,-,-,-,-,-,-,-,52.90,0.60,875,47.7370,66.39%,32.27%,34.12%,33.61%,0.00%,0.00%,-,14.00,2.51,25.29,03 May 2026,09 Jul 2026,21.08,12.08,423500000.00,A-EQ,42350000
