Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,1072.72,-,3.70,0.00,3.70,5.1020,"1,384,094",56.2566,-33.3333,3.5200,3.6660,3.0530,3.6172,3.5955,3.5769,0.0187,-0.0201,3.7922,3.2478,137.8300,-89450.1193,3.6356,3.6026,3.5543,1.2940,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.70,0.00,209,5.1020,75.00%,30.20%,44.80%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,708.00,-,35.40,5.36,35.40,111.6190,"3,328,091",84.1079,-9.5541,24.3750,24.1080,20.7525,28.9809,27.8248,25.4959,2.3289,0.8861,33.0494,15.7006,1224.9800,4624380.1294,29.7556,28.4654,26.3019,0.9681,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,33.60,1.80,"2,503",111.6190,98.00%,22.05%,75.94%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,13.88,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1757.32,7.68,0.00,0.00,18.90,0.0000,0,48.6804,-44.1176,18.6350,19.9620,17.9780,18.6783,18.6713,19.0194,-0.3481,-0.5274,20.4534,16.8166,72.7600,62742.7850,18.7044,18.5423,18.4667,1.3896,0.0000,0.0000,0.0000,0.05,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,18.90,0.00,0,0.0000,66.96%,21.74%,45.22%,33.04%,0.00%,0.00%,-,0.10,0.13,36.14,06 Sep 2026,-,7.68,-,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1061.20,-,16.40,-1.20,16.40,0.5970,"36,277",41.5987,-61.5385,16.7750,18.6240,14.2780,16.5963,16.6948,17.3041,-0.6093,-0.6796,18.0179,15.5321,54.9800,-69404.0528,16.5422,16.4974,16.6424,1.5673,0.0000,0.0000,0.0000,0.15,1.988,-,1.236,-,-,-,0.200,-,-,-,-,16.60,-0.20,82,0.5970,69.99%,29.97%,40.02%,30.01%,0.00%,0.00%,-,0.25,-3.17,18.46,13 Jul 2026,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,884.63,-,3.70,2.78,3.70,20.2850,"5,478,946",52.1775,-50.0000,3.5900,3.7600,3.1890,3.6555,3.6442,3.6453,-0.0011,-0.0263,3.8405,3.3395,254.8900,-3382205.3615,3.6689,3.6500,3.6205,1.2596,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.60,0.10,322,20.2850,84.49%,16.43%,68.06%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,4030.63,-,4.50,0.00,4.50,1.8220,"408,131",44.7065,-60.0000,4.5350,4.7580,4.9710,4.5117,4.5228,4.5921,-0.0693,-0.0775,4.7529,4.3171,17.3200,-445421.5001,4.5156,4.5128,4.5176,1.7104,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,4.50,0.00,106,1.8220,80.48%,35.00%,44.94%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2258.67,107.14,22.40,-0.44,22.40,1.0770,"48,159",47.7721,-34.2857,22.5000,23.0380,20.2200,22.2852,22.3166,22.5543,-0.2377,-0.2806,23.8171,21.1829,19.2100,-28518.3895,22.2622,22.2308,22.2819,1.2049,0.0000,0.0000,0.0000,4.46,2.961,-,1.970,-,-,-,-,-,-,-,-,22.50,-0.10,48,1.0770,50.42%,11.68%,38.64%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,107.14,241.07,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,16573.87,-,189.10,-0.89,188.70,0.7150,"3,773",48.6893,-27.7457,187.1400,194.5640,197.8880,187.7681,187.6224,189.1384,-1.5160,-2.5493,194.4874,179.7926,3.2700,-1179.4918,188.0044,186.9846,186.7724,1.1381,0.0000,0.0000,0.0000,1.32,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,190.40,-1.70,139,0.7150,52.73%,34.30%,18.43%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,7418.25,20.27,157.00,-1.32,157.00,33.0870,"209,557",48.9430,-33.3333,154.3300,165.1360,145.4640,156.3716,156.1854,157.6210,-1.4357,-2.5204,160.8263,147.8337,78.1600,-24586.0622,156.9711,156.1846,154.9681,1.2833,0.0000,0.0000,0.0000,1.59,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,159.10,-2.10,768,33.0870,33.98%,19.98%,14.00%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,20.27,14.45,472500000.00,A-EQ,47250000
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,16780.01,6.90,79.30,0.13,79.30,9.2850,"116,442",51.9899,-28.5714,78.2050,80.8920,77.4295,78.5102,78.4607,78.9973,-0.5366,-0.8977,80.1981,76.2119,13.6800,-61987.9116,78.6156,78.3282,78.1371,1.1980,0.0000,0.0000,0.0000,4.41,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,79.20,0.10,493,9.2850,59.61%,30.46%,29.12%,40.39%,0.00%,0.03%,-,35.00,11.48,126.37,28 Oct 2025,22 Dec 2025,6.90,6.32,2116017000.00,A-EQ,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3469.50,-,25.70,-2.28,25.70,83.9040,"3,208,972",56.1426,-31.2500,24.9100,24.3340,21.0405,25.3205,25.1913,24.8706,0.3207,0.1879,26.3285,23.4915,535.1700,-31433.2311,25.4378,25.2397,25.0114,1.4086,0.0000,0.0000,0.0000,-,4.422,0.117,3.222,-,-,-,-,-,-,-,-,26.30,-0.60,"1,840",83.9040,68.20%,15.52%,52.68%,31.80%,0.00%,0.00%,-,0.01,-1.14,16.41,02 Nov 2025,29 Dec 2025,-,-,1350000000.00,B-EQ,135000000
