Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,1130.70,-,3.90,-2.50,3.90,7.0070,"1,795,319",55.8779,-66.6667,3.8400,3.4180,2.9290,3.9512,3.9265,3.7546,0.1719,0.1986,4.3844,3.2956,360.6000,2381802.4497,3.9800,3.9897,3.9448,1.2962,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,4.00,-0.10,303,7.0070,75.00%,28.78%,46.22%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,496.00,-,24.80,-0.40,24.80,15.3970,"617,405",55.2517,-52.9412,24.3150,22.8620,20.0835,24.8288,24.7284,24.1617,0.5666,0.6126,25.8537,22.7763,1017.6400,-901772.5276,25.0378,24.9115,24.6038,0.9712,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,24.90,-0.10,380,15.3970,98.00%,23.98%,74.01%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,10.29,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1924.68,8.54,20.70,-1.43,20.70,5.3890,"258,924",50.0487,-70.5882,20.8900,20.1000,17.9105,20.9444,20.9425,20.7226,0.2198,0.3190,21.4325,20.3475,92.4000,-544432.7352,20.9667,20.9769,20.9457,1.3608,0.0000,0.0000,0.0000,4.83,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,21.00,-0.30,326,5.3890,66.96%,21.95%,45.01%,33.04%,0.00%,0.00%,-,10.00,2.46,37.01,29 Oct 2024,31 Dec 2024,8.54,20.45,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1468.86,-,22.70,2.71,22.70,4.4910,"203,671",74.8988,-20.8955,19.8100,17.3580,13.3410,21.8119,21.3721,19.7457,1.6264,1.4260,24.3046,15.3154,122.8800,228867.3066,22.3356,21.9962,20.9752,1.5059,0.0000,0.0000,0.0000,0.44,1.988,-,1.236,-,-,-,0.200,-,-,-,-,22.10,0.60,273,4.4910,69.99%,32.06%,37.93%,30.01%,0.00%,0.00%,-,-,0.00,0.00,-,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,932.45,-,3.90,-2.50,3.90,12.3650,"3,099,535",51.6158,-83.3333,3.9650,3.5660,3.0670,4.0042,3.9931,3.8621,0.1310,0.1681,4.3558,3.5742,698.5900,-3526245.0194,4.0289,4.0372,4.0205,1.2439,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,4.00,-0.10,290,12.3650,84.49%,13.20%,71.29%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,4478.47,-,5.00,0.00,5.00,1.5610,"316,921",55.0834,-50.0000,4.9700,4.8460,5.0025,4.9594,4.9592,4.9411,0.0181,0.0263,5.1165,4.8235,19.0500,-421621.6691,4.9444,4.9551,4.9686,1.7351,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,5.00,0.00,122,1.5610,80.48%,35.25%,44.69%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2389.75,113.81,23.70,-0.84,23.70,4.9240,"206,677",50.8272,-48.3871,23.6500,23.7720,19.5830,23.7818,23.7702,23.6591,0.1111,0.1378,24.5550,22.7450,29.6100,-69132.5299,23.8089,23.8487,23.7376,1.2017,0.0000,0.0000,0.0000,4.22,2.961,-,1.970,-,-,-,-,-,-,-,-,23.90,-0.20,132,4.9240,50.42%,11.65%,38.67%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,113.81,256.07,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,17522.45,-,199.50,-0.35,199.50,8.0040,"40,055",47.1585,-83.3333,202.2450,198.1560,195.7605,200.8478,201.0680,200.7648,0.3032,0.9294,207.5945,196.8955,27.1600,-54672.6492,200.8311,201.0538,201.3862,1.1405,0.0000,0.0000,0.0000,1.25,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,200.20,-0.70,360,8.0040,52.73%,34.34%,18.39%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,8226.23,22.59,174.10,-1.80,174.10,51.7330,"294,419",56.4504,-54.4944,174.9400,158.6000,141.3205,173.6288,173.1878,168.9972,4.1906,5.1943,184.6467,165.2333,337.1800,-239282.1282,173.8533,173.6782,174.0176,1.2852,0.0000,0.0000,0.0000,1.44,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,177.30,-3.20,"1,371",51.7330,33.98%,21.87%,12.11%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,22.59,16.10,472500000.00,A-EQ,47250000
