Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),EPS,NAV(Year End),Audited PE,Forward PE,PaidUp Capital,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,840.78,-,2.9,-3.33,2.9,1.165,400016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.24,7.54,-,-,2899233490.00,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,366.0,-,18.3,-0.54,18.3,2.313,125849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.53,8.6,-,9.39,200000000.00,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1524.87,6.59,16.6,1.23,16.4,2.305,140971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,37.01,6.59,15.78,929799120.00,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,841.2,-,13.0,1.56,13.0,0.68,52647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,21.73,-,-,647074420.00,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,741.18,-,3.1,0.0,3.1,4.803,1554363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.37,8.69,-,-,2390903960.00,239090396
ABBANK,AB Bank PLC,Bank,Z,3851.49,-,0.0,2.38,4.3,2.526,594370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-43.42,-36.24,-,-,8956947490.00,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6167.81,-,0.0,0.0,1080.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-,-,57109360.00,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2107.42,95.24,20.9,4.5,20.9,6.597,316149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,33.63,95.24,214.29,1008333330.00,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,16319.16,-,185.5,-0.05,185.8,2.908,15607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.4,91.64,-,-,878318430.00,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,6544.13,17.62,138.1,0.14,138.5,3.242,23475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85,75.51,17.62,12.56,472500000.00,47250000
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,15870.13,6.53,75.0,0.0,75.0,7.485,99728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.48,126.37,6.53,5.98,2116017000.00,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3213.0,-,23.8,2.15,23.8,51.362,2170133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.14,16.41,-,-,1350000000.00,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1631.57,61.82,6.8,0.0,6.8,1.771,262865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,22.07,61.82,42.50,2399365800.00,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,3840.31,23.25,59.4,0.17,59.4,16.284,274048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,32.82,23.25,23.91,646516660.00,64651666
