Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],VWMA [20],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
ACMELAB,The ACME Laboratories Limited,Pharmaceuticals & Chemicals,A,17520.62,7.27,82.8,-0.84,82.8,34.07,410055.0,48.4285,-96.7213,84.005,80.56,76.4305,84.1408,84.1297,83.1623,0.9674,1.3985,87.2724,80.7376,102.2,-1010480.2737,84.2222,84.5205,84.4529,1.2112,0.0,4.23,1.154,0.265,0.680,-,0.098,0.068,0.422,0.042,0.091,-,-,83.50,-0.70,"1,161",34.0700,59.61%,32.23%,27.37%,40.39%,0.00%,0.01%,-,35.00,11.48,126.37,28 Oct 2025,22 Dec 2025,7.27,6.66,2116017000.00,A-EQ,211601700
ACMEPL,Acme Pesticides Limited,Pharmaceuticals & Chemicals,B,3010.5,-,22.3,-2.19,22.3,21.546,960662.0,39.2788,-95.6522,23.135,23.684,19.0845,22.7277,22.8316,23.1645,-0.3329,-0.2615,24.1132,22.1568,384.32,-2568479.4066,22.6289,22.7115,22.9305,1.4054,0.0,-,4.422,0.117,3.222,-,-,-,-,-,-,-,-,22.80,-0.50,884,21.5460,68.20%,13.21%,54.99%,31.80%,0.00%,0.00%,-,0.01,-1.14,16.41,02 Nov 2025,29 Dec 2025,-,-,1350000000.00,B-EQ,135000000
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1607.58,60.91,6.7,0.0,6.7,1.303,194894.0,42.5951,-87.5,6.92,6.886,6.6855,6.7879,6.8186,6.8866,-0.068,-0.0326,7.267,6.573,63.18,-413825.4371,6.7556,6.7885,6.8471,1.3338,0.0,0.37,-,-,-,-,-,-,-,-,-,-,-,6.70,0.00,150,1.3030,87.96%,21.05%,66.64%,12.04%,0.00%,0.27%,-,0.25,0.11,22.07,30 Oct 2022,29 Dec 2022,60.91,41.88,2399365800.00,Z-EQ,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,4351.06,26.71,67.3,-1.17,67.3,13.036,192888.0,46.6708,-96.6102,69.08,65.468,62.168,68.6312,68.724,68.0478,0.6762,1.1981,71.5539,66.6061,237.81,-581991.3938,68.5022,68.8872,69.1233,1.2656,0.0,1.49,1.943,-,1.935,0.122,0.152,0.091,0.354,0.049,0.077,-,-,68.10,-0.80,542,13.0360,59.24%,17.91%,39.81%,40.76%,0.00%,1.52%,-,10.00,2.55,32.82,28 Oct 2025,15 Dec 2025,26.71,27.46,646516660.00,A-EQ,64651666
ADVENT,Advent Pharma Limited,Pharmaceuticals & Chemicals,Z,1434.24,21.67,15.4,-1.28,15.4,2.716,175542.0,44.9622,-90.0,15.795,15.086,14.2055,15.6926,15.7136,15.6018,0.1118,0.2106,16.1922,15.3978,109.65,-356350.3828,15.6711,15.7269,15.7705,1.4608,0.0,0.32,1.507,0.005,1.157,-,0.200,0.134,0.352,0.035,0.044,-,-,15.60,-0.20,200,2.7160,69.98%,12.60%,56.38%,30.02%,0.00%,1.00%,-,0.50,0.72,16.43,27 Oct 2025,31 Dec 2025,21.67,35.45,931327320.00,Z-EQ,93132732
AFCAGRO,AFC Agro Biotech Limited,Pharmaceuticals & Chemicals,Z,829.56,32.73,7.2,0.0,7.2,0.497,69174.0,40.7896,-90.0,7.615,7.45,6.4935,7.2988,7.3549,7.4757,-0.1208,-0.0543,8.4441,6.7859,55.23,-383690.8463,7.2267,7.2526,7.421,1.6476,0.0,0.69,5.609,-,4.057,-,0.066,0.036,0.232,0.010,0.012,-,-,7.20,0.00,59,0.4970,72.16%,34.11%,38.05%,27.84%,0.00%,0.00%,-,0.50,0.22,18.19,30 Oct 2022,29 Dec 2022,32.73,31.76,1152162000.00,Z-EQ,115216200
AFTABAUTO,Aftab Automobiles Limited,Engineering,Z,3208.57,-,30.4,-2.25,30.4,6.398,208384.0,43.2932,-83.3333,31.135,30.504,31.788,31.1787,31.1966,31.0523,0.1444,0.2518,32.2291,30.0409,65.32,-86107.5059,31.2467,31.3115,31.2119,1.3053,0.0,3.29,1.931,2.289,1.802,-,-,-,0.254,-,-,-,-,31.10,-0.70,438,6.3980,70.68%,32.77%,37.91%,29.32%,0.00%,0.00%,-,10.00,-1.37,47.57,28 Oct 2025,29 Dec 2025,-,-,1055449950.00,Z-EQ,105544995
AGNISYSL,Agni Systems PLC.,IT Sector,B,2401.61,42.59,33.1,-4.06,33.1,92.496,2753566.0,58.3157,-49.1228,32.0,29.812,24.0395,33.3855,33.0558,31.7273,1.3286,1.2299,35.2972,28.7028,990.67,-1355224.7183,33.8244,33.5321,32.8076,1.2267,0.0,0.76,3.518,-,3.484,0.174,0.181,0.082,0.383,0.039,0.048,-,-,34.50,-1.40,"1,733",92.4960,69.97%,13.44%,56.53%,30.03%,0.00%,0.00%,-,2.50,0.81,16.95,28 Oct 2025,29 Dec 2025,42.59,31.55,725561920.00,B-EQ,72556192
AGRANINS,Agrani Insurance PLC.,Insurance,A,1022.93,157.22,28.5,0.35,28.4,7.896,276106.0,50.6448,-86.5385,28.845,26.702,23.978,29.0702,29.071,28.3602,0.7108,1.0469,32.6032,25.0868,364.86,-151441.0378,29.1267,29.4744,29.3424,1.4175,0.0,-,-,-,-,-,-,-,-,-,-,-,-,28.30,0.10,386,7.8960,72.25%,17.89%,54.36%,27.75%,0.00%,0.00%,-,-,0.18,19.42,16 Mar 2026,14 May 2026,157.22,41.62,360186980.00,A-EQ,36018698
AIBL1STIMF,AIBL 1st Islamic Mutual Fund,Mutual Funds,A,640.0,134.00,6.4,-4.48,6.4,24.95,3783662.0,68.4644,-27.5862,5.34,4.584,3.9415,6.2215,6.0275,5.3861,0.6414,0.5173,7.3278,3.3522,995.07,5892891.3397,6.4489,6.3103,5.8514,0.7982,0.0,-,-,-,-,-,-,-,-,-,-,-,-,6.70,-0.30,642,24.9500,90.00%,40.05%,49.95%,10.00%,0.00%,0.00%,-,0.60,0.05,10.27,16 May 2023,-,134.00,76.14,1000000000.00,A-MF,100000000
AIBLPBOND,AIBL Mudaraba Perpetual Bond,Corporate Bond,A,395.0,-,3950.0,0.92,3950.0,0.008,2.0,51.1364,-37.3434,3919.625,3930.7,3732.9225,3913.9452,3899.0542,3921.4232,-22.369,-65.5974,4341.094,3498.156,0.69,-3.7578,3919.2444,3925.8397,3924.55,0.0426,0.0,0.03,-,-,-,-,-,-,-,-,-,-,-,3914.10,35.90,1,0.0080,100.00%,87.13%,12.17%,0.00%,0.00%,0.70%,-,-,0.00,0.00,-,-,-,-,1000000.00,A-CB,100000
AIL,Alif Industries Limited,Textile,Z,1815.65,15.97,37.3,-1.06,37.3,8.691,231677.0,60.2161,-46.3768,36.195,34.058,36.7155,37.4297,37.1851,35.9857,1.1994,1.2267,40.2801,32.1099,181.03,-113956.9719,37.7289,37.7705,37.1081,1.1563,0.0,2.68,4.992,-,4.235,-,-,-,-,-,-,-,-,37.70,-0.40,411,8.6910,69.76%,10.04%,59.72%,30.24%,0.00%,0.00%,10.00,10.00,2.36,24.56,29 Oct 2024,30 Dec 2024,15.97,12.51,486768350.00,Z-EQ,48676835
AL-HAJTEX,Al-Haj Textile Mills Limited,Textile,B,2261.07,10.40,101.4,-3.15,101.4,49.403,487757.0,43.3404,-67.0103,105.19,101.746,123.005,106.4749,106.3484,105.0947,1.2537,1.5661,113.3145,97.0655,473.66,-145996.7884,107.4756,107.5205,106.3776,1.0667,0.0,0.30,1.616,-,1.134,-,-,-,-,-,-,-,-,104.70,-3.30,"1,941",49.4030,69.34%,9.06%,60.23%,30.65%,0.01%,0.05%,-,3.00,-1.64,16.38,23 Jul 2026,14 Sep 2026,10.40,10.40,222985490.00,B-EQ,22298549
ALARABANK,Al-Arafah Islami Bank PLC.,Bank,Z,20039.44,26.67,17.5,-1.14,17.4,1.622,93213.0,77.0174,-22.2222,16.14,14.91,15.399,17.0178,16.8052,16.0802,0.725,0.5994,18.0588,14.2212,5.64,-70407.4639,17.2467,17.05,16.6262,0.6097,0.0,-,-,-,-,-,0.230,0.056,-,0.001,0.033,0.002,-,17.60,-0.20,54,1.6220,84.89%,37.88%,46.98%,15.11%,0.00%,0.03%,-,-,0.74,21.16,03 May 2026,29 Jul 2026,26.67,31.43,11516917130.00,Z-EQ,1151691713
ALIF,Alif Manufacturing Company Ltd,Textile,Z,1429.6,16.97,5.6,-1.79,5.5,7.302,1325318.0,49.9594,-80.0,5.53,5.412,4.748,5.5504,5.5464,5.5044,0.042,0.053,5.7029,5.3571,64.18,-642200.8564,5.5533,5.5577,5.5519,1.6429,0.0,1.82,15.328,-,13.723,-,-,-,-,-,-,-,-,5.60,-0.10,219,7.3020,69.54%,3.72%,65.82%,30.46%,0.00%,0.00%,-,1.00,0.33,15.15,29 Oct 2024,29 Dec 2024,16.97,26.25,2599270220.00,Z-EQ,259927022
ALLTEX,Alltex Industries Limited,Textile,Z,1091.38,-,19.5,2.63,19.5,8.675,449898.0,71.053,-12.9032,18.18,17.402,14.7105,18.9413,18.7542,18.1144,0.6398,0.5298,19.8963,16.4637,172.27,-142538.9567,19.1667,19.0064,18.5762,1.4012,0.0,-,0.234,-,0.226,-,-,-,-,-,-,-,-,19.00,0.50,346,8.6750,63.75%,13.25%,50.50%,36.25%,0.00%,0.00%,-,-,-0.18,24.77,08 Dec 2025,18 Jun 2026,-,475.00,559680000.00,Z-EQ,55968000
AMANFEED,Aman Feed PLC,Miscellaneous,A,4976.88,176.82,38.0,-2.31,38.0,59.793,1557043.0,64.7808,-25.7143,35.42,33.558,26.3655,37.3542,36.9036,35.3906,1.5129,1.2353,39.611,31.229,280.41,-86833.9609,37.9467,37.4654,36.401,1.2766,0.0,3.03,2.425,-,1.527,0.016,0.066,0.003,0.108,0.003,0.008,-,-,38.90,-0.90,"1,084",59.7930,36.74%,10.37%,26.34%,63.26%,0.00%,0.03%,-,11.50,0.22,28.03,27 Oct 2025,29 Dec 2025,176.82,50.30,1309704000.00,A-EQ,130970400
AMBEEPHA,Ambee Pharmaceuticals PLC.,Pharmaceuticals & Chemicals,A,1935.6,372.85,806.5,-2.12,806.5,0.786,970.0,58.5888,-42.6765,779.77,773.77,763.426,804.9665,799.4016,784.9444,14.4571,9.0395,835.3625,724.1775,27.38,1245.8404,812.8933,805.8859,792.689,0.8246,0.0,0.12,0.828,0.006,0.526,-,0.035,0.023,0.475,0.007,0.164,-,-,824.00,-17.50,86,0.7860,22.75%,5.83%,16.92%,77.25%,0.00%,0.00%,-,10.00,2.21,13.47,02 Nov 2025,18 Dec 2025,372.85,273.45,24000000.00,A-EQ,2400000
AMCL(PRAN),Agricultural Marketing Co Ltd.,Food & Allied,A,1842.4,46.59,230.4,-1.33,230.3,2.306,10010.0,54.4063,-67.0103,228.565,222.14,214.0465,232.6163,231.7259,227.7304,3.9955,3.9204,240.5266,216.6034,61.63,-7230.1988,234.1089,233.5256,231.3133,0.9401,0.0,1.39,1.559,-,0.623,0.023,0.026,0.011,0.191,0.022,0.054,-,-,233.40,-3.10,115,2.3060,59.85%,28.26%,31.59%,40.15%,0.00%,0.00%,-,32.00,5.01,92.88,27 Oct 2025,24 Dec 2025,46.59,36.93,80000000.00,A-EQ,8000000
ANLIMAYARN,Anlima Yarn Dyeing Limited,Textile,Z,595.0,-,33.7,-1.48,33.3,0.531,16025.0,51.9476,-71.1864,33.94,30.184,22.092,34.0872,34.0727,33.0704,1.0022,1.442,36.7017,31.1783,141.51,32875.9461,34.1111,34.3962,34.261,1.0701,0.0,-,0.523,-,0.382,-,-,-,-,-,-,-,-,33.80,-0.50,106,0.5310,55.57%,7.69%,47.88%,44.43%,0.00%,0.00%,-,-,-2.99,5.63,19 Oct 2025,22 Dec 2025,-,-,178678000.00,Z-EQ,17867800
ANWARGALV,Anwar Galvanizing Limited,Engineering,A,3386.99,-,112.2,-2.09,112.2,33.619,296216.0,44.1755,-96.6102,116.66,111.072,94.3,115.3859,115.6512,114.9655,0.6857,1.5911,120.7425,112.5775,407.66,-526852.9453,115.2911,115.7846,116.17,1.4799,0.0,-,0.720,0.601,0.433,-,-,-,-,-,-,-,-,114.60,-2.40,"1,536",33.6190,64.68%,16.07%,48.61%,35.32%,0.00%,0.00%,-,-,-12.32,1.38,27 Oct 2025,08 Feb 2026,-,21.49,301870800.00,A-EQ,30187080
AOL,Associated Oxygen Limited,Fuel & Power,Z,1888.25,10.66,17.3,-3.37,17.2,4.591,262433.0,42.0138,-90.0,17.88,17.644,15.7135,17.5794,17.6216,17.7181,-0.0965,-0.0494,19.3648,16.3952,125.22,-304495.0218,17.5556,17.5372,17.6076,1.5945,0.0,0.58,-,-,-,-,-,-,-,-,-,-,-,17.80,-0.60,196,4.5910,69.35%,15.81%,53.47%,30.65%,0.00%,0.07%,-,1.00,1.59,19.33,08 Jan 2024,18 Feb 2024,10.66,11.19,1097820000.00,Z-EQ,109782000
APEXFOODS,Apex Foods Limited,Food & Allied,A,1590.4,44.71,278.9,-2.69,278.9,10.524,37440.0,45.0003,-92.1053,287.6,281.648,243.744,288.5248,288.6818,285.5308,3.151,4.9785,310.8669,264.3331,286.54,-53800.47,288.5667,290.9474,290.6352,1.1657,0.0,0.72,1.554,-,1.153,0.038,0.030,0.017,0.104,0.023,0.051,-,-,286.60,-7.70,541,10.5240,46.61%,9.47%,37.14%,53.39%,0.00%,0.00%,-,20.00,6.41,126.05,09 Oct 2025,29 Nov 2025,44.71,48.30,57024000.00,A-EQ,5702400
APEXFOOT,Apex Footwear Limited,Tannery Industries,A,4237.2,25.43,215.6,-1.64,215.6,46.957,216332.0,55.8379,-47.191,213.135,205.852,197.9195,217.0712,216.19,212.017,4.173,4.2017,225.5102,200.7598,253.4,-87887.2221,218.1489,218.0487,215.99,0.9096,0.0,1.16,1.042,-,0.144,0.021,0.096,0.008,0.289,0.004,0.020,-,-,219.20,-3.60,"1,069",46.9570,69.92%,23.91%,46.01%,30.08%,0.00%,0.00%,25.00,25.00,8.62,436.68,28 Sep 2025,26 Nov 2025,25.43,36.21,196530460.00,A-EQ,19653046
APEXSPINN,Apex Spinning & Knitting Mills Limited,Textile,A,3196.2,105.36,380.5,0.32,380.5,12.894,34060.0,49.803,-85.9247,389.935,371.164,238.375,388.4077,388.6401,381.653,6.9871,10.7855,421.9664,357.9036,702.04,-8129.2186,387.3067,390.5641,392.4576,1.0281,0.0,0.53,1.190,-,1.002,-,-,-,-,0.008,0.021,-,-,379.30,1.20,612,12.8940,49.29%,13.56%,35.48%,50.71%,0.00%,0.25%,-,20.00,3.60,83.11,09 Oct 2025,29 Nov 2025,105.36,111.12,84000000.00,A-EQ,8400000
APEXTANRY,Apex Tannery Limited,Tannery Industries,B,1572.77,-,103.2,-2.18,103.2,8.821,84574.0,47.699,-79.3548,104.76,106.284,77.094,106.1464,105.9812,104.9349,1.0463,1.1759,112.3335,97.1865,309.76,-77285.2142,106.9733,106.8782,105.9343,0.9794,0.0,-,0.898,-,0.211,-,0.061,-,0.125,-,-,-,-,105.50,-2.30,433,8.8210,65.18%,26.76%,38.42%,34.82%,0.00%,0.00%,-,-,-14.62,30.19,15 Oct 2025,30 Dec 2025,-,-,152400000.00,B-EQ,15240000
APOLOISPAT,Appollo Ispat Complex Limited,Engineering,Z,1244.06,-,3.1,3.33,3.1,5.23,1677606.0,46.8067,-50.0,3.13,3.252,2.733,3.0459,3.0647,3.1499,-0.0851,-0.0838,3.4061,2.8539,49.52,-579960.3582,3.02,3.0231,3.069,1.4656,0.0,-,0.749,20.371,0.727,-,-,-,-,-,-,-,-,3.00,0.10,306,5.2300,79.76%,19.22%,60.18%,20.24%,0.00%,0.36%,-,-,-0.82,0.70,21 Nov 2024,19 Dec 2024,-,-,4013086000.00,Z-EQ,401308600
APSCLBOND,APSCL Non-Convertible and Fully Redeemable Coupon Bearing Bond,Corporate Bond,A,223.2,-,0.0,0.0,1116.0,0.0,0.0,28.2459,-100.0,1177.8,1169.19,2024.8925,1164.0511,1183.002,1379.3214,-196.3194,-247.0874,1290.4232,1065.1768,0.45,1460.4991,1167.4,1167.5769,1172.3762,0.2489,0.0,0.05,-,-,-,-,-,-,-,-,-,-,-,1116.00,0.00,0,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,5.25,0.00,0.00,11 Jun 2026,-,-,-,2000000.00,A-CB,200000
ARAMIT,Aramit Limited,Miscellaneous,A,1258.8,99.33,209.8,1.06,209.8,6.268,29965.0,60.4918,-42.1941,207.13,189.478,184.6625,206.7926,206.1617,201.3729,4.7888,5.657,214.5894,199.6706,143.39,604.8637,206.9444,207.0,206.751,1.0201,0.0,0.48,3.153,-,2.395,0.057,0.063,0.046,0.073,0.009,0.014,-,-,207.60,2.20,226,6.2680,39.27%,13.57%,25.70%,60.73%,0.00%,0.00%,-,10.00,1.75,128.67,01 Jan 2026,04 Mar 2026,99.33,-,60000000.00,A-EQ,6000000
ARAMITCEM,Aramit Cement Limited,Cement,Z,420.11,-,12.4,-0.8,12.4,0.162,12988.0,54.2139,-37.5,12.065,12.032,10.8565,12.3722,12.3132,12.169,0.1442,0.0825,12.8839,11.2461,52.43,47095.2992,12.4889,12.4013,12.2195,1.3903,0.0,-,2.410,-,2.363,-,-,-,-,-,0.766,-,-,12.50,-0.10,42,0.1620,54.08%,9.99%,44.09%,45.92%,0.00%,0.00%,-,-,-14.47,-18.90,17 Nov 2024,30 Dec 2024,-,-,338800000.00,Z-EQ,33880000
ARGONDENIM,Argon Denims Limited,Textile,A,2916.66,12.50,21.0,0.0,21.0,23.62,1120734.0,56.7942,-71.4286,20.86,19.41,18.17,21.096,21.0343,20.5084,0.5259,0.6378,22.3796,19.3404,330.43,-1492718.158,21.1156,21.1833,21.1233,1.1896,0.0,4.76,1.703,-,0.950,-,-,-,-,-,-,-,-,21.00,0.00,572,23.6200,64.13%,34.56%,29.57%,35.87%,0.00%,0.00%,-,10.00,1.68,24.57,23 Oct 2025,18 Dec 2025,12.50,17.50,1388886060.00,A-EQ,138888606
ASIAINS,Asia Insurance PLC.,Insurance,A,1943.99,19.90,41.3,-0.72,41.3,11.925,286088.0,42.13,-95.4545,43.505,41.616,34.999,42.7627,42.9573,42.8637,0.0936,0.565,46.1855,40.8245,397.34,-907479.6327,42.6422,43.0615,43.4114,1.5982,0.0,2.42,-,-,-,-,-,-,-,-,-,-,-,41.60,-0.30,480,11.9250,62.12%,9.91%,52.21%,37.88%,0.00%,0.00%,-,10.00,2.09,30.55,23 Apr 2026,29 Jun 2026,19.90,20.39,470698580.00,A-EQ,47069858
ASIAPACINS,Asia Pacific General Insurance PLC,Insurance,A,1808.35,17.13,42.9,-0.7,42.7,6.856,159539.0,38.5396,-95.0617,46.25,44.746,37.203,44.8459,45.2152,45.416,-0.2008,0.5157,50.2859,42.2141,245.14,-481464.3011,44.5022,45.2308,45.939,1.3933,0.0,3.28,-,-,-,-,-,-,-,-,-,-,-,43.00,-0.30,337,6.8560,66.39%,32.67%,33.72%,33.61%,0.00%,0.00%,-,14.00,2.51,25.29,03 May 2026,09 Jul 2026,17.13,9.27,423500000.00,A-EQ,42350000
ASIATICLAB,Asiatic Laboratories Limited,Pharmaceuticals & Chemicals,A,15140.07,102.90,123.7,-3.06,123.7,133.212,1073793.0,40.4116,-92.4303,133.755,126.822,79.8525,131.3258,132.0742,130.9862,1.088,3.2435,148.6213,118.8887,202.58,-281665.5285,130.52,132.4756,134.2595,0.9326,0.0,0.81,4.084,0.157,2.848,-,0.308,0.145,0.434,0.029,0.039,-,-,127.60,-3.90,"1,254",133.2120,59.29%,17.58%,41.71%,40.71%,0.00%,0.00%,-,10.00,2.09,54.08,02 Nov 2025,24 Dec 2025,102.90,24.11,1223934550.00,A-EQ,122393455
ATLASBANG,Atlas Bangladesh Limited,Engineering,Z,3100.7,-,94.0,-0.53,93.6,1.192,12572.0,64.5933,-38.009,85.7,76.532,63.055,92.9375,91.4606,85.303,6.1576,5.8119,107.107,64.293,29.99,-30178.7821,94.5733,94.3474,90.8629,0.9895,0.0,-,1.732,0.001,1.667,-,-,-,-,-,-,-,-,94.10,-0.50,122,1.1920,49.00%,17.00%,32.00%,0.00%,51.00%,0.00%,-,-,-1.23,121.00,06 Nov 2025,24 Dec 2025,-,-,331271080.00,Z-EQ,33127108
