Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI [14],Willams %R [14],SMA [20],SMA [50],SMA [200],EMA [9],EMA [12],EMA [26],"MACD [12,26]",MACD Signal [9],"BB Upper [20,2]","BB Lower [20,2]",TV [22],"CO [3,10]",WMA [9],WMA [12],WMA [20],Beta [5],VWMA [20],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
ACTIVEFINE,Active Fine Chemicals Limited,Pharmaceuticals & Chemicals,Z,1631.57,61.82,6.8,0.0,6.8,3.043,452608.0,45.4599,-75.0,7.02,6.874,6.737,6.912,6.9337,6.9575,-0.0237,0.0128,7.3352,6.7048,64.83,-336925.3768,6.9,6.9115,6.961,1.3397,0.0,0.37,-,-,-,-,-,-,-,-,-,-,-,6.80,0.00,183,3.0430,87.96%,21.05%,66.64%,12.04%,0.00%,0.27%,-,0.25,0.11,22.07,30 Oct 2022,29 Dec 2022,61.82,42.50,2399365800.00,Z-EQ,239936580
ADNTEL,ADN Telecom Limited,IT Sector,A,4460.96,27.45,69.0,-1.43,69.0,33.382,482230.0,54.7273,-70.1754,68.685,64.692,62.402,69.7766,69.525,67.9904,1.5346,1.7044,72.1771,65.1929,270.55,-547644.9636,70.1311,70.0167,69.4267,1.2666,0.0,1.45,1.943,-,1.935,0.122,0.152,0.091,0.354,0.049,0.077,-,-,70.00,-1.00,"1,238",33.3820,59.24%,17.91%,39.81%,40.76%,0.00%,1.52%,-,10.00,2.55,32.82,28 Oct 2025,15 Dec 2025,27.45,28.23,646516660.00,A-EQ,64651666
ADVENT,Advent Pharma Limited,Pharmaceuticals & Chemicals,Z,1452.87,21.94,15.8,-1.27,15.6,6.629,422303.0,51.0169,-100.0,15.835,14.884,14.204,15.8391,15.8209,15.5805,0.2404,0.3138,16.18,15.49,144.08,-193293.4789,15.8711,15.8654,15.8481,1.4601,0.0,0.32,1.507,0.005,1.157,-,0.200,0.134,0.352,0.035,0.044,-,-,15.80,-0.20,212,6.6290,69.98%,12.60%,56.38%,30.02%,0.00%,1.00%,-,0.50,0.72,16.43,27 Oct 2025,31 Dec 2025,21.94,35.91,931327320.00,Z-EQ,93132732
AFCAGRO,AFC Agro Biotech Limited,Pharmaceuticals & Chemicals,Z,841.08,32.73,7.3,1.39,7.3,0.972,133752.0,42.1006,-83.3333,7.755,7.424,6.5115,7.4701,7.5356,7.5964,-0.0608,0.0544,8.4432,7.0668,58.7,-608238.8669,7.3822,7.4846,7.6476,1.6526,0.0,0.68,5.609,-,4.057,-,0.066,0.036,0.232,0.010,0.012,-,-,7.20,0.10,81,0.9720,72.16%,34.11%,38.05%,27.84%,0.00%,0.00%,-,0.50,0.22,18.19,30 Oct 2022,29 Dec 2022,32.73,31.76,1152162000.00,Z-EQ,115216200
AFTABAUTO,Aftab Automobiles Limited,Engineering,Z,3345.78,-,31.7,0.96,31.7,9.171,291694.0,57.0167,-29.1667,31.12,30.09,31.8915,31.3689,31.2966,30.9949,0.3017,0.2848,32.2185,30.0215,67.99,110867.5918,31.4378,31.2923,31.1662,1.302,0.0,3.15,1.931,2.289,1.802,-,-,-,0.254,-,-,-,-,31.40,0.30,456,9.1710,70.68%,32.77%,37.91%,29.32%,0.00%,0.00%,-,10.00,-1.37,47.57,28 Oct 2025,29 Dec 2025,-,-,1055449950.00,Z-EQ,105544995
AGNISYSL,Agni Systems PLC.,IT Sector,B,2437.89,39.75,33.6,4.35,33.6,135.88,4112320.0,68.373,-6.8182,30.685,28.912,23.8495,32.0033,31.6985,30.5889,1.1096,0.9627,33.5849,27.7851,822.13,-1189652.5335,32.2311,32.0179,31.3919,1.225,0.0,0.74,3.518,-,3.484,0.174,0.181,0.082,0.383,0.039,0.048,-,-,32.20,1.40,"2,101",135.8800,69.97%,13.44%,56.53%,30.03%,0.00%,0.00%,-,2.50,0.81,16.95,28 Oct 2025,29 Dec 2025,39.75,29.45,725561920.00,B-EQ,72556192
AGRANINS,Agrani Insurance PLC.,Insurance,A,1116.58,174.44,31.0,-1.27,31.0,13.812,442692.0,66.5236,-28.3582,28.215,26.078,23.9365,30.352,29.8717,28.3042,1.5674,1.2502,32.8126,23.6174,313.59,593308.986,30.9,30.4423,29.3252,1.4197,0.0,-,-,-,-,-,-,-,-,-,-,-,-,31.40,-0.40,410,13.8120,72.25%,17.89%,54.36%,27.75%,0.00%,0.00%,-,-,0.18,19.42,16 Mar 2026,14 May 2026,174.44,46.18,360186980.00,A-EQ,36018698
AIBL1STIMF,AIBL 1st Islamic Mutual Fund,Mutual Funds,A,630.0,118.00,6.3,6.78,6.3,56.886,9413330.0,81.4759,0.0,4.735,4.316,3.887,5.4775,5.2951,4.8186,0.4764,0.3001,6.195,3.275,603.11,8503167.323,5.6711,5.4641,5.0786,0.7933,0.0,-,-,-,-,-,-,-,-,-,-,-,-,5.90,0.40,914,56.8860,90.00%,40.05%,49.95%,10.00%,0.00%,0.00%,-,0.60,0.05,10.27,16 May 2023,-,118.00,67.05,1000000000.00,A-MF,100000000
AIBLPBOND,AIBL Mudaraba Perpetual Bond,Corporate Bond,A,390.0,-,0.0,0.0,3900.0,0.0,0.0,48.8596,-33.222,3901.9,3889.41,3751.8,3902.5394,3885.2988,3919.508,-34.2092,-88.1692,4380.9022,3422.8978,0.95,-3.9651,3949.7778,3941.3333,3923.7048,0.0444,0.0,0.03,-,-,-,-,-,-,-,-,-,-,-,3900.00,0.00,0,0.0000,100.00%,87.13%,12.17%,0.00%,0.00%,0.70%,-,-,0.00,0.00,-,-,-,-,1000000.00,A-CB,100000
AIL,Alif Industries Limited,Textile,Z,1844.85,16.10,37.9,-0.26,37.9,9.303,246660.0,67.1025,-34.6667,35.04,33.516,37.151,37.1848,36.7048,35.2479,1.4569,1.0884,39.5852,30.4948,170.38,179584.2808,37.8222,37.25,36.1095,1.1539,0.0,2.64,4.992,-,4.235,-,-,-,-,-,-,-,-,38.00,-0.10,405,9.3030,69.76%,10.04%,59.72%,30.24%,0.00%,0.00%,10.00,10.00,2.36,24.56,29 Oct 2024,30 Dec 2024,16.10,12.61,486768350.00,Z-EQ,48676835
AL-HAJTEX,Al-Haj Textile Mills Limited,Textile,B,2452.84,10.97,110.0,-0.45,110.0,45.322,413038.0,62.6324,-31.2057,103.72,100.91,124.689,106.9681,106.1072,104.1905,1.9167,0.928,110.9275,96.5125,423.71,68285.8645,107.5756,106.4615,104.9767,1.0654,0.0,0.45,1.616,-,1.134,-,-,-,-,-,-,-,-,110.50,-0.50,"1,734",45.3220,69.34%,9.06%,60.23%,30.65%,0.01%,0.05%,-,5.00,10.07,18.52,29 Dec 2025,07 Feb 2026,10.97,10.97,222985490.00,B-EQ,22298549
ALARABANK,Al-Arafah Islami Bank PLC.,Bank,Z,19924.27,24.39,17.3,7.45,17.3,5.843,337708.0,81.2191,-12.1212,15.505,14.53,15.3895,16.1359,15.9687,15.4406,0.5281,0.4095,16.8699,14.1401,5.29,-299342.5065,16.2578,16.1372,15.8314,0.6132,0.0,-,-,-,-,-,0.230,0.056,-,0.001,0.033,0.002,-,16.10,1.20,335,5.8430,84.89%,37.88%,46.98%,15.11%,0.00%,0.03%,-,-,0.74,21.16,03 May 2026,29 Jul 2026,24.39,28.75,11516917130.00,Z-EQ,1151691713
ALIF,Alif Manufacturing Company Ltd,Textile,Z,1455.59,16.97,5.6,0.0,5.6,1.64,294739.0,57.9879,-50.0,5.51,5.408,4.7515,5.5659,5.5516,5.487,0.0646,0.0634,5.7036,5.3164,65.57,-505851.5958,5.5844,5.5744,5.5386,1.6405,0.0,1.79,15.328,-,13.723,-,-,-,-,-,-,-,-,5.60,0.00,169,1.6400,69.54%,3.72%,65.82%,30.46%,0.00%,0.00%,-,1.00,0.33,15.15,29 Oct 2024,29 Dec 2024,16.97,26.25,2599270220.00,Z-EQ,259927022
ALLTEX,Alltex Industries Limited,Textile,Z,1074.59,-,19.2,3.23,19.2,7.982,421117.0,75.1614,-7.6923,17.58,17.098,14.5725,18.1954,18.0321,17.5518,0.4803,0.3479,18.9028,16.2572,165.79,-241754.1692,18.3267,18.1385,17.8652,1.4165,0.0,-,0.234,-,0.226,-,-,-,-,-,-,-,-,18.60,0.60,289,7.9820,63.75%,13.25%,50.50%,36.25%,0.00%,0.00%,-,-,-0.18,24.77,08 Dec 2025,18 Jun 2026,-,465.00,559680000.00,Z-EQ,55968000
AMANFEED,Aman Feed PLC,Miscellaneous,A,4950.68,166.36,37.8,3.28,37.8,106.882,2881357.0,69.2985,-18.0328,34.24,32.494,26.07,35.5537,35.1897,34.0778,1.1119,0.8356,37.0598,31.4202,243.33,1157209.4934,35.7311,35.3333,34.7348,1.2722,0.0,3.04,2.425,-,1.527,0.016,0.066,0.003,0.108,0.003,0.008,-,-,36.60,1.20,"2,053",106.8820,36.74%,10.37%,26.34%,63.26%,0.00%,0.03%,-,11.50,0.22,28.03,27 Oct 2025,29 Dec 2025,166.36,47.33,1309704000.00,A-EQ,130970400
AMBEEPHA,Ambee Pharmaceuticals PLC.,Pharmaceuticals & Chemicals,A,1974.96,357.92,822.9,4.03,822.9,10.154,12480.0,73.8884,-12.1834,764.34,767.426,763.7405,780.3486,776.3204,769.8109,6.5094,0.7265,798.1712,730.5088,22.05,3562.5468,782.0289,777.6295,770.3695,0.8202,0.0,0.12,0.828,0.006,0.526,-,0.035,0.023,0.475,0.007,0.164,-,-,791.00,31.90,700,10.1540,22.75%,5.83%,16.92%,77.25%,0.00%,0.00%,-,10.00,2.21,13.47,02 Nov 2025,18 Dec 2025,357.92,262.50,24000000.00,A-EQ,2400000
AMCL(PRAN),Agricultural Marketing Co Ltd.,Food & Allied,A,1912.8,47.49,239.1,0.5,239.1,7.986,33089.0,74.5175,-34.2949,224.46,219.942,213.9785,230.8832,229.2884,224.8832,4.4052,2.976,237.297,211.623,58.4,7540.0813,232.0911,230.6244,227.6124,0.935,0.0,1.34,1.559,-,0.623,0.023,0.026,0.011,0.191,0.022,0.054,-,-,237.90,1.20,357,7.9860,59.85%,28.26%,31.59%,40.15%,0.00%,0.00%,-,32.00,5.01,92.88,27 Oct 2025,24 Dec 2025,47.49,37.64,80000000.00,A-EQ,8000000
ANLIMAYARN,Anlima Yarn Dyeing Limited,Textile,Z,623.59,-,34.9,-2.51,34.9,1.212,34396.0,62.052,-43.3333,33.49,28.786,21.8205,34.9269,34.5727,32.7717,1.801,1.8708,36.9777,30.0023,187.05,63331.1687,35.4,34.9872,34.2524,1.0651,0.0,-,0.523,-,0.382,-,-,-,-,-,-,-,-,35.80,-0.90,101,1.2120,55.57%,7.69%,47.88%,44.43%,0.00%,0.00%,-,-,-2.99,5.63,19 Oct 2025,22 Dec 2025,-,-,178678000.00,Z-EQ,17867800
ANWARGALV,Anwar Galvanizing Limited,Engineering,A,3550.0,-,117.6,0.77,117.6,37.025,314929.0,55.6891,-55.0459,116.475,109.506,93.3955,117.4601,117.2044,115.1397,2.0647,2.4748,121.2596,111.6904,450.97,-503851.4818,117.6222,117.3846,117.1238,1.4802,0.0,-,0.720,0.601,0.433,-,-,-,-,-,-,-,-,116.70,0.90,"1,331",37.0250,64.68%,16.07%,48.61%,35.32%,0.00%,0.00%,-,-,-12.32,1.38,27 Oct 2025,08 Feb 2026,-,21.88,301870800.00,A-EQ,30187080
AOL,Associated Oxygen Limited,Fuel & Power,Z,1910.21,10.36,17.4,0.58,17.4,4.399,252692.0,44.3417,-92.5926,18.11,17.444,15.687,17.5539,17.6487,17.7676,-0.1189,0.0334,19.6522,16.5678,138.14,-557670.1247,17.4133,17.4667,17.8062,1.5914,0.0,0.57,-,-,-,-,-,-,-,-,-,-,-,17.30,0.10,146,4.3990,69.35%,15.81%,53.47%,30.65%,0.00%,0.07%,-,1.00,1.59,19.33,08 Jan 2024,18 Feb 2024,10.36,10.88,1097820000.00,Z-EQ,109782000
APEXFOODS,Apex Foods Limited,Food & Allied,A,1684.49,46.37,295.4,-0.61,295.4,16.724,56737.0,58.7143,-38.2231,283.5,279.566,242.629,295.2692,292.8601,285.3776,7.4825,5.713,311.8487,255.1513,269.78,-23768.7351,298.92,296.5974,290.1286,1.158,0.0,0.68,1.554,-,1.153,0.038,0.030,0.017,0.104,0.023,0.051,-,-,297.20,-1.80,732,16.7240,46.61%,9.47%,37.14%,53.39%,0.00%,0.00%,-,20.00,6.41,126.05,09 Oct 2025,29 Nov 2025,46.37,50.09,57024000.00,A-EQ,5702400
APEXFOOT,Apex Footwear Limited,Tannery Industries,A,4331.53,25.37,220.4,0.78,220.4,47.009,215097.0,71.7459,-15.7635,208.86,203.728,198.2345,216.01,214.3524,209.3984,4.954,3.6451,223.6274,194.0926,221.79,-25167.0173,217.8511,216.2051,212.6329,0.9035,0.0,1.13,1.042,-,0.144,0.021,0.096,0.008,0.289,0.004,0.020,-,-,218.70,1.70,"1,311",47.0090,69.92%,23.91%,46.01%,30.08%,0.00%,0.00%,25.00,25.00,8.62,436.68,28 Sep 2025,26 Nov 2025,25.37,36.13,196530460.00,A-EQ,19653046
APEXSPINN,Apex Spinning & Knitting Mills Limited,Textile,A,3280.2,109.64,390.5,-1.06,390.5,20.144,51468.0,54.0649,-52.599,384.01,368.382,232.487,396.198,393.5129,379.9056,13.6073,14.114,425.1388,342.8812,808.12,-15566.5167,400.8556,399.8295,392.8467,1.0271,0.0,0.51,1.190,-,1.002,-,-,-,-,0.008,0.021,-,-,394.70,-4.20,663,20.1440,49.29%,13.56%,35.48%,50.71%,0.00%,0.25%,-,20.00,3.60,83.11,09 Oct 2025,29 Nov 2025,109.64,115.63,84000000.00,A-EQ,8400000
APEXTANRY,Apex Tannery Limited,Tannery Industries,B,1703.83,-,111.8,3.33,111.8,31.042,280915.0,59.5788,-21.1429,103.325,105.104,76.381,106.8327,106.0273,104.3597,1.6676,0.6834,111.279,95.371,284.08,154142.4852,107.3311,106.3808,104.8148,0.9716,0.0,-,0.898,-,0.211,-,0.061,-,0.125,-,-,-,-,108.20,3.60,"1,370",31.0420,65.18%,26.76%,38.42%,34.82%,0.00%,0.00%,-,-,-14.62,30.19,15 Oct 2025,30 Dec 2025,-,-,152400000.00,B-EQ,15240000
APOLOISPAT,Appollo Ispat Complex Limited,Engineering,Z,1203.93,-,3.0,3.45,3.0,1.843,614488.0,40.3062,-80.0,3.24,3.276,2.728,3.079,3.1137,3.2093,-0.0956,-0.0642,3.6206,2.8594,71.01,-1350567.5647,3.0444,3.0756,3.1476,1.4744,0.0,-,0.749,20.371,0.727,-,-,-,-,-,-,-,-,2.90,0.10,206,1.8430,79.76%,19.22%,60.18%,20.24%,0.00%,0.36%,-,-,-0.82,0.70,21 Nov 2024,19 Dec 2024,-,-,4013086000.00,Z-EQ,401308600
APSCLBOND,APSCL Non-Convertible and Fully Redeemable Coupon Bearing Bond,Corporate Bond,A,223.2,-,0.0,0.0,1116.0,0.0,0.0,28.2459,-100.0,1177.8,1169.19,2024.8925,1164.0511,1183.002,1379.3214,-196.3194,-247.0874,1290.4232,1065.1768,0.45,1460.4991,1167.4,1167.5769,1172.3762,0.2489,0.0,0.05,-,-,-,-,-,-,-,-,-,-,-,1116.00,0.00,0,0.0000,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-,5.25,0.00,0.00,11 Jun 2026,-,-,-,2000000.00,A-CB,200000
ARAMIT,Aramit Limited,Miscellaneous,A,1245.0,98.71,207.5,0.58,207.5,1.838,8879.0,59.3132,-51.8987,202.05,185.868,185.2625,206.687,205.5285,199.0503,6.4782,6.9826,223.1391,180.9609,140.44,-5738.9427,207.4667,207.0256,205.72,1.0202,0.0,0.48,3.153,-,2.395,0.057,0.063,0.046,0.073,0.009,0.014,-,-,206.30,1.20,120,1.8380,39.27%,13.57%,25.70%,60.73%,0.00%,0.00%,-,10.00,1.75,128.67,01 Jan 2026,04 Mar 2026,98.71,-,60000000.00,A-EQ,6000000
ARAMITCEM,Aramit Cement Limited,Cement,Z,430.28,-,12.7,-0.78,12.7,2.223,173762.0,60.4571,-18.75,11.875,11.868,10.8695,12.1383,12.0828,12.0158,0.067,-0.0235,12.656,11.094,58.33,94374.4496,12.1467,12.0577,11.9514,1.3958,0.0,-,2.410,-,2.363,-,-,-,-,-,0.766,-,-,12.80,-0.10,167,2.2230,54.08%,9.99%,44.09%,45.92%,0.00%,0.00%,-,-,-14.47,-18.90,17 Nov 2024,30 Dec 2024,-,-,338800000.00,Z-EQ,33880000
ARGONDENIM,Argon Denims Limited,Textile,A,2902.77,12.74,20.9,-2.34,20.9,24.773,1174960.0,57.947,-50.0,20.37,19.048,18.117,21.1556,20.9924,20.2477,0.7446,0.7366,22.4996,18.2404,322.19,-1117115.6036,21.4,21.3205,20.8838,1.1897,0.0,4.78,1.703,-,0.950,-,-,-,-,-,-,-,-,21.40,-0.50,821,24.7730,64.13%,34.56%,29.57%,35.87%,0.00%,0.00%,-,10.00,1.68,24.57,23 Oct 2025,18 Dec 2025,12.74,17.83,1388886060.00,A-EQ,138888606
ASIAINS,Asia Insurance PLC.,Insurance,A,2094.61,21.67,44.5,-1.77,44.5,29.443,657207.0,56.45,-55.3571,43.25,41.228,34.64,44.5875,44.3249,43.2836,1.0414,0.9547,46.6176,39.8824,376.29,-1025305.6635,44.8733,44.6782,44.0624,1.5958,0.0,2.25,-,-,-,-,-,-,-,-,-,-,-,45.30,-0.80,978,29.4430,62.12%,9.91%,52.21%,37.88%,0.00%,0.00%,-,10.00,2.09,30.55,23 Apr 2026,29 Jun 2026,21.67,22.21,470698580.00,A-EQ,47069858
ASIAPACINS,Asia Pacific General Insurance PLC,Insurance,A,1994.68,19.12,47.1,-1.87,47.1,13.76,291585.0,54.3225,-60.0,46.28,44.53,36.972,47.6912,47.4376,46.2674,1.1702,1.1638,50.2263,42.3337,196.52,-170367.3805,48.0689,47.9115,47.1914,1.3908,0.0,2.97,-,-,-,-,-,-,-,-,-,-,-,48.00,-0.90,502,13.7600,66.39%,32.67%,33.72%,33.61%,0.00%,0.00%,-,14.00,2.51,25.29,03 May 2026,09 Jul 2026,19.12,10.34,423500000.00,A-EQ,42350000
ASIATICLAB,Asiatic Laboratories Limited,Pharmaceuticals & Chemicals,A,16339.53,111.53,133.5,-3.47,133.5,29.301,218105.0,52.3162,-54.918,132.195,124.622,78.1765,137.8881,136.9227,132.0446,4.8781,5.0537,149.8736,114.5164,187.37,411540.4351,139.9044,139.5333,136.1157,0.9268,0.0,0.75,4.084,0.157,2.848,-,0.308,0.145,0.434,0.029,0.039,-,-,138.30,-4.80,"1,039",29.3010,59.29%,17.58%,41.71%,40.71%,0.00%,0.00%,-,10.00,2.09,54.08,02 Nov 2025,24 Dec 2025,111.53,26.13,1223934550.00,A-EQ,122393455
ATLASBANG,Atlas Bangladesh Limited,Engineering,Z,3130.51,-,94.5,1.07,94.5,3.14,33020.0,72.0192,-23.0061,79.61,74.42,62.237,90.0529,87.6976,81.0673,6.6303,4.578,101.5847,57.6353,24.99,3489.7864,93.0244,90.6731,85.0024,0.982,0.0,-,1.732,0.001,1.667,-,-,-,-,-,-,-,-,93.50,1.00,263,3.1400,49.00%,17.00%,32.00%,0.00%,51.00%,0.00%,-,-,-1.23,121.00,06 Nov 2025,24 Dec 2025,-,-,331271080.00,Z-EQ,33127108
