Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,1043.72,-,3.60,-2.70,3.60,8.1710,"2,248,988",44.9785,-100.0000,3.8900,3.4620,2.9390,3.8214,3.8328,3.7423,0.0906,0.1583,4.2895,3.4905,388.1000,-990611.1481,3.8089,3.8590,3.8990,1.2962,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.70,-0.10,385,8.1710,75.00%,28.78%,46.22%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,496.00,-,24.80,-1.98,24.80,37.0670,"1,472,009",54.1482,-52.9412,24.5050,23.2120,20.1320,24.8820,24.8107,24.3213,0.4894,0.5631,25.9925,23.0175,996.6700,-950962.0591,24.9689,24.9949,24.7648,0.9679,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,25.30,-0.50,788,37.0670,98.00%,23.98%,74.01%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,10.45,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1924.68,8.62,20.70,-2.36,20.70,2.4970,"119,584",49.8526,-66.6667,20.9100,20.3040,17.9180,20.8667,20.8789,20.7332,0.1457,0.2411,21.4368,20.3832,85.3400,-342407.9963,20.8467,20.8859,20.9133,1.3594,0.0000,0.0000,0.0000,4.83,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,21.20,-0.50,226,2.4970,66.96%,21.95%,45.01%,33.04%,0.00%,0.00%,-,10.00,2.46,37.01,29 Oct 2024,31 Dec 2024,8.62,20.65,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1417.09,-,21.90,-3.95,21.90,6.4890,"292,540",64.4835,-44.0000,20.6250,17.8820,13.4865,22.1141,21.7965,20.3087,1.4877,1.4904,24.7864,16.4636,129.4700,103323.0392,22.5089,22.3936,21.6633,1.5107,0.0000,0.0000,0.0000,0.46,1.988,-,1.236,-,-,-,0.200,-,-,-,-,22.80,-0.90,261,6.4890,69.99%,32.06%,37.93%,30.01%,0.00%,0.00%,-,-,0.00,0.00,-,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,884.63,-,3.70,-5.13,3.70,13.6800,"3,640,934",44.6064,-100.0000,3.9900,3.6080,3.0785,3.9134,3.9256,3.8551,0.0705,0.1306,4.3202,3.6598,669.5700,-4901631.1779,3.8956,3.9436,3.9795,1.2468,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.90,-0.20,430,13.6800,84.49%,13.20%,71.29%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,4299.33,-,4.80,-2.04,4.80,2.6570,"544,403",40.3885,-100.0000,4.9600,4.8800,4.9935,4.9104,4.9205,4.9252,-0.0047,0.0152,5.1242,4.7958,18.7000,-304402.5253,4.9044,4.9103,4.9395,1.7320,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,4.90,-0.10,188,2.6570,80.48%,35.25%,44.69%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2248.58,108.10,22.80,-1.76,22.30,1.2690,"56,298",34.9424,-85.2941,23.5450,23.7560,19.6545,23.2891,23.3859,23.4889,-0.1030,0.0613,24.6957,22.3943,28.8600,-91726.6291,23.2556,23.3936,23.5195,1.2028,0.0000,0.0000,0.0000,4.48,2.961,-,1.970,-,-,-,-,-,-,-,-,22.70,-0.40,101,1.2690,50.42%,11.65%,38.67%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,108.10,243.21,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,17215.04,-,196.00,-0.86,196.00,7.9930,"40,643",39.9727,-97.3451,201.0100,198.4460,196.1110,199.0357,199.5339,200.0387,-0.5048,0.3519,206.4428,195.5772,22.5000,-69676.1169,198.5756,199.3090,200.0995,1.1413,0.0000,0.0000,0.0000,1.28,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,197.70,-1.70,433,7.9930,52.73%,34.34%,18.39%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,8046.68,22.27,170.30,-2.57,170.30,63.6710,"370,089",50.5988,-75.8427,174.6600,160.5040,141.9315,173.7355,173.5055,170.0761,3.4294,4.5380,184.3871,164.9329,336.7300,-269673.8609,173.8333,173.9974,173.8300,1.2896,0.0000,0.0000,0.0000,1.47,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,174.80,-4.50,"1,629",63.6710,33.98%,21.87%,12.11%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,22.27,15.87,472500000.00,A-EQ,47250000
