Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,1043.72,-,3.60,-2.70,3.60,1.8670,"516,574",45.4070,-100.0000,3.9000,3.4860,2.9460,3.7577,3.7797,3.7288,0.0509,0.1232,4.2554,3.5446,387.6500,-1577163.8609,3.7267,3.7744,3.8519,1.2923,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.70,-0.10,149,1.8670,75.00%,28.78%,46.22%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,464.00,-,23.20,-2.11,23.20,19.3570,"827,533",42.9386,-94.4444,24.4500,23.4020,20.1610,24.3565,24.4183,24.1956,0.2227,0.4633,26.0585,22.8415,1091.4400,-1212653.7595,24.3533,24.5256,24.5652,0.9708,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,23.70,-0.50,591,19.3570,98.00%,23.98%,74.01%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,9.79,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1896.79,8.25,20.40,0.49,20.40,5.3310,"261,171",46.6907,-75.0000,20.8600,20.4080,17.9295,20.6827,20.7299,20.6788,0.0511,0.1787,21.4837,20.2363,85.0000,-247815.2210,20.6444,20.7103,20.8086,1.3600,0.0000,0.0000,0.0000,4.90,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,20.30,0.10,283,5.3310,66.96%,21.95%,45.01%,33.04%,0.00%,0.00%,-,10.00,2.46,37.01,29 Oct 2024,31 Dec 2024,8.25,19.77,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1287.68,-,19.90,-4.78,19.90,8.6500,"423,366",47.5173,-84.0000,20.9400,18.1360,13.5675,21.4770,21.3880,20.3190,1.0690,1.3766,24.4358,17.4442,151.5000,-138401.6374,21.7022,21.8615,21.6024,1.5137,0.0000,0.0000,0.0000,0.50,1.988,-,1.236,-,-,-,0.200,-,-,-,-,20.90,-1.00,548,8.6500,69.99%,32.06%,37.93%,30.01%,0.00%,0.00%,-,-,0.00,0.00,-,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,884.63,-,3.70,0.00,3.70,6.9120,"1,869,921",44.6064,-87.5000,3.9750,3.6220,3.0855,3.8365,3.8615,3.8330,0.0286,0.0969,4.3297,3.6203,647.2100,-5215838.6284,3.8044,3.8500,3.9243,1.2457,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.70,0.00,208,6.9120,84.49%,13.20%,71.29%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,4299.33,-,4.90,0.00,4.80,1.7300,"360,324",40.3885,-100.0000,4.9500,4.8980,4.9875,4.8707,4.8863,4.9073,-0.0211,0.0033,5.1392,4.7608,18.6600,-605541.0903,4.8622,4.8744,4.9095,1.7294,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,4.80,0.00,97,1.7300,80.48%,35.25%,44.69%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2228.42,108.10,22.00,-2.64,22.10,0.9000,"40,625",35.6350,-89.2857,23.4350,23.6920,19.6995,22.9570,23.0988,23.3319,-0.2331,-0.0314,24.7934,22.0766,28.6700,-91165.8352,22.8511,23.0346,23.3062,1.2010,0.0000,0.0000,0.0000,4.52,2.961,-,1.970,-,-,-,-,-,-,-,-,22.70,-0.60,108,0.9000,50.42%,11.65%,38.67%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,108.10,243.21,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,17223.82,-,196.10,0.05,196.10,2.8680,"14,668",40.2939,-89.3443,200.0150,198.5000,196.4030,197.9628,198.5456,199.4700,-0.9244,-0.0796,205.0372,194.9928,18.2700,-61178.4856,197.3133,198.0397,199.2024,1.1402,0.0000,0.0000,0.0000,1.27,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,196.00,0.10,204,2.8680,52.73%,34.34%,18.39%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,7923.82,21.35,167.70,0.06,167.70,57.2370,"341,743",47.8034,-88.4615,172.9050,161.4360,142.3045,171.5467,171.8436,169.7303,2.1133,3.7597,180.0641,165.7459,306.8800,-319512.2362,171.6378,172.0295,172.5938,1.2905,0.0000,0.0000,0.0000,1.49,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,167.60,0.10,"1,244",57.2370,33.98%,21.87%,12.11%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,21.35,15.22,472500000.00,A-EQ,47250000
