Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,985.74,-,3.40,0.00,3.40,3.8780,"1,139,721",41.3253,-80.0000,3.6150,3.5840,2.9875,3.5004,3.5274,3.5903,-0.0629,-0.0332,3.9720,3.2580,144.4000,-571541.7478,3.4822,3.4897,3.5362,1.3093,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.40,0.00,211,3.8780,75.00%,30.20%,44.80%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,436.00,-,21.80,0.46,21.80,7.1370,"329,656",41.8176,-73.3333,22.8200,23.6480,20.2595,21.8211,22.0054,22.6585,-0.6532,-0.5560,25.9773,19.6627,820.8300,-329527.0844,21.5733,21.5679,22.0914,0.9888,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,21.70,0.10,435,7.1370,98.00%,23.98%,74.01%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,8.97,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1617.85,7.20,17.40,-1.69,17.40,4.2500,"244,508",29.1333,-92.5926,20.1250,20.5840,17.9230,19.0947,19.3647,19.9433,-0.5786,-0.2580,22.2936,17.9564,104.8700,-590543.2440,18.8978,19.1846,19.6810,1.3776,0.0000,0.0000,0.0000,0.06,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,17.70,-0.30,321,4.2500,66.96%,21.95%,45.01%,33.04%,0.00%,0.00%,-,0.10,0.13,36.14,06 Sep 2026,-,7.20,-,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1132.38,-,17.50,5.42,17.50,4.0560,"241,728",43.4971,-78.3333,19.3650,18.7960,13.8965,17.6275,17.9162,18.6013,-0.6850,-0.3732,24.3298,14.4002,133.3100,-216163.8299,17.2267,17.2923,18.1705,1.5545,0.0000,0.0000,0.0000,0.57,1.988,-,1.236,-,-,-,0.200,-,-,-,-,16.60,0.90,223,4.0560,69.99%,32.06%,37.93%,30.01%,0.00%,0.00%,-,-,0.00,0.00,-,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,836.82,-,3.50,0.00,3.50,3.6510,"1,042,304",42.9245,-80.0000,3.6800,3.7020,3.1240,3.5717,3.5961,3.6685,-0.0724,-0.0528,4.0561,3.3039,255.1200,-2232702.2088,3.5511,3.5513,3.5995,1.2726,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.50,0.00,158,3.6510,84.49%,16.43%,68.06%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,4030.63,-,4.40,0.00,4.50,1.5390,"341,462",32.5075,-80.0000,4.7400,4.8600,4.9550,4.6074,4.6384,4.7349,-0.0965,-0.0741,5.0471,4.4329,12.2700,-543416.3034,4.5800,4.6000,4.6629,1.7242,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,4.50,0.00,132,1.5390,80.48%,35.25%,44.69%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2248.58,104.76,22.50,1.36,22.30,1.4960,"70,499",40.1531,-43.5897,23.1100,23.4940,19.9870,22.9519,23.0212,23.1830,-0.1619,-0.0859,24.3238,21.8962,24.2200,-99711.1947,23.0089,23.0718,23.0457,1.2011,0.0000,0.0000,0.0000,4.48,2.961,-,1.970,-,-,-,-,-,-,-,-,22.00,0.30,129,1.4960,50.42%,11.65%,38.67%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,104.76,235.71,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,16600.22,-,189.00,0.16,189.00,2.2050,"11,696",33.5567,-69.7183,193.2550,198.3580,197.4275,190.1046,190.8443,193.7009,-2.8566,-2.5765,201.7790,184.7310,6.6000,-9116.9362,189.3867,189.5628,191.1414,1.1408,0.0000,0.0000,0.0000,1.32,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,188.70,0.30,192,2.2050,52.73%,34.34%,18.39%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,7177.28,19.13,151.90,1.13,151.90,22.0220,"147,894",36.4312,-75.6184,163.6700,164.8020,143.6330,155.9915,157.6363,161.7871,-4.1508,-2.4918,181.4562,145.8838,163.3800,-142892.2038,154.2289,155.3205,159.1624,1.2944,0.0000,0.0000,0.0000,1.65,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,150.20,1.70,772,22.0220,33.98%,21.87%,12.11%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,19.13,13.64,472500000.00,A-EQ,47250000
