Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,1130.70,-,3.90,0.00,3.90,8.6120,"2,203,595",63.1062,-25.0000,3.5500,3.2440,2.8915,3.8138,3.7514,3.5395,0.2119,0.1746,4.1673,2.9327,305.4400,8829636.5787,3.8956,3.8333,3.6986,1.2791,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.90,0.00,359,8.6120,75.00%,28.78%,46.22%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,482.00,-,24.10,2.12,24.10,13.9820,"581,923",56.9587,-60.7143,24.1000,21.8000,19.9550,23.7988,23.7996,23.3669,0.4326,0.6380,25.2012,22.9988,1029.1500,-720628.8324,23.7489,23.7590,23.9186,0.9668,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,23.60,0.50,470,13.9820,98.00%,31.36%,66.63%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,9.75,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1915.39,8.46,20.60,-0.96,20.60,4.4580,"216,008",52.0859,-68.1818,20.9500,19.3700,17.9360,20.8439,20.8316,20.4770,0.3547,0.4947,21.7460,20.1540,109.8600,-295129.9715,20.8556,20.8256,20.8957,1.3673,0.0000,0.0000,0.0000,4.85,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,20.80,-0.20,294,4.4580,66.96%,22.33%,44.63%,33.04%,0.00%,0.00%,-,10.00,2.46,37.01,29 Oct 2024,31 Dec 2024,8.46,20.26,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1294.15,-,20.00,1.01,20.00,4.1730,"211,381",76.1842,-5.8824,17.9900,15.9000,13.0010,18.9051,18.6125,17.5920,1.0204,0.8580,20.0150,15.9650,129.1400,201598.1459,19.1511,18.7962,18.3400,1.5206,0.0000,0.0000,0.0000,0.50,1.988,-,1.236,-,-,-,0.200,-,-,-,-,19.80,0.20,241,4.1730,69.99%,33.68%,36.31%,30.01%,0.00%,0.00%,-,-,0.00,0.00,-,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,956.36,-,4.00,5.26,4.00,20.1890,"5,109,628",60.3156,-44.4444,3.7300,3.4100,3.0275,3.9096,3.8678,3.6906,0.1771,0.1686,4.2615,3.1985,705.3700,-2548063.8916,3.9667,3.9397,3.8519,1.2279,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.80,0.20,449,20.1890,84.49%,13.20%,71.29%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,4478.47,-,5.00,-1.96,5.00,4.2000,"837,737",53.7570,-50.0000,4.9500,4.7460,5.0315,5.0143,4.9991,4.9416,0.0574,0.0510,5.1154,4.7846,21.7400,-816397.4969,5.0333,5.0179,4.9829,1.7432,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,5.10,-0.10,280,4.2000,80.48%,35.15%,44.79%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2450.25,117.14,24.30,-1.22,24.30,3.7850,"156,281",58.9058,-33.3333,23.6450,23.2780,19.3750,23.7132,23.6736,23.5211,0.1525,0.1374,24.5545,22.7355,30.7600,34731.3136,23.6511,23.5910,23.6062,1.1916,0.0000,0.0000,0.0000,4.12,2.961,-,1.970,-,-,-,-,-,-,-,-,24.60,-0.30,191,3.7850,50.42%,11.67%,38.65%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,117.14,263.57,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,17583.93,-,200.80,-0.79,200.20,7.3360,"36,692",49.8439,-83.5821,202.4200,195.7520,194.9840,201.3930,201.4908,200.3679,1.1229,1.8659,207.4957,197.3443,29.5800,-97980.8530,200.9556,201.5487,202.2433,1.1397,0.0000,0.0000,0.0000,1.25,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,201.80,-1.60,450,7.3360,52.73%,34.59%,18.14%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,8131.72,21.48,172.10,2.08,172.10,36.0390,"212,294",59.2290,-47.3684,166.7850,152.9720,139.9515,171.5933,170.6652,164.5431,6.1221,6.9649,190.0357,143.5343,224.5800,15696.5001,172.3333,173.6282,171.0900,1.2739,0.0000,0.0000,0.0000,1.45,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,168.60,3.50,"1,137",36.0390,33.98%,24.23%,9.75%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,21.48,15.31,472500000.00,A-EQ,47250000
