Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,1072.72,-,3.70,5.71,3.70,20.9320,"5,739,098",57.9014,-20.0000,3.4850,3.6480,3.0345,3.5132,3.5094,3.5369,-0.0275,-0.0489,3.6826,3.2874,113.9800,-706677.9980,3.5089,3.4936,3.4871,1.3002,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.50,0.20,604,20.9320,75.00%,30.20%,44.80%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,568.00,-,28.40,9.65,28.40,75.5330,"2,701,243",73.1244,0.0000,22.5600,23.6040,20.5255,24.4752,24.0465,23.4152,0.6313,-0.0129,26.3086,18.8114,785.6700,2111245.4768,24.7533,24.2295,23.3567,0.9625,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,25.90,2.50,"1,091",75.5330,98.00%,22.05%,75.94%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,10.70,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1738.72,7.60,0.00,0.00,18.70,2.3960,"128,023",46.7182,-50.0000,18.7350,20.0580,17.9550,18.4037,18.4715,18.9913,-0.5198,-0.6154,20.7913,16.6787,83.7500,20843.5319,18.3133,18.1962,18.3724,1.3953,0.0000,0.0000,0.0000,0.05,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,18.70,0.00,179,2.3960,66.96%,21.74%,45.22%,33.04%,0.00%,0.00%,-,0.10,0.13,36.14,06 Sep 2026,-,7.60,-,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1080.61,-,16.70,-1.18,16.70,0.9910,"58,215",43.7329,-58.0645,16.8650,18.6800,14.1910,16.6458,16.7891,17.4977,-0.7086,-0.7273,18.1337,15.5963,67.6000,-82125.1009,16.4533,16.5308,16.7186,1.5685,0.0000,0.0000,0.0000,0.15,1.988,-,1.236,-,-,-,0.200,-,-,-,-,16.90,-0.20,112,0.9910,69.99%,29.97%,40.02%,30.01%,0.00%,0.00%,-,0.25,-3.17,18.46,13 Jul 2026,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,908.54,-,3.80,2.70,3.80,24.3990,"6,393,237",56.8570,-33.3333,3.5650,3.7580,3.1725,3.6192,3.6112,3.6318,-0.0206,-0.0479,3.7923,3.3377,196.4400,-1374750.7776,3.6156,3.6013,3.5848,1.2699,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.70,0.10,488,24.3990,84.49%,16.43%,68.06%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,4030.63,-,4.50,0.00,4.50,2.9840,"656,296",43.1200,-60.0000,4.5650,4.7820,4.9680,4.5479,4.5558,4.6240,-0.0682,-0.0828,4.7923,4.3377,16.6900,-714716.0899,4.5444,4.5333,4.5424,1.7097,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,4.50,0.00,226,2.9840,80.48%,35.00%,44.94%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2218.33,105.24,22.00,-0.45,22.00,0.3430,"15,607",42.3539,-51.2821,22.6400,23.1280,20.1690,22.2194,22.2953,22.6097,-0.3144,-0.2957,24.0578,21.2222,19.3200,-26925.1948,22.1489,22.1321,22.3567,1.2033,0.0000,0.0000,0.0000,4.55,2.961,-,1.970,-,-,-,-,-,-,-,-,22.10,-0.10,47,0.3430,50.42%,11.68%,38.64%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,105.24,236.79,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,16670.48,-,189.80,1.06,189.80,3.2510,"17,178",51.2444,-11.1111,187.1550,195.3860,197.7115,186.0236,186.3197,189.0014,-2.6817,-3.2936,194.5128,179.7972,3.4600,-921.2215,185.0222,185.0859,186.0548,1.1392,0.0000,0.0000,0.0000,1.32,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,187.80,2.00,265,3.2510,52.73%,34.30%,18.43%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,7371.00,20.46,156.00,-2.86,156.00,22.1320,"139,929",47.6764,-38.8889,154.6500,165.0220,144.9715,155.1415,155.2223,157.6089,-2.3866,-3.3324,161.9613,147.3387,80.7700,11863.9825,155.0956,154.3064,154.0695,1.2833,0.0000,0.0000,0.0000,1.60,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,160.60,-4.60,767,22.1320,33.98%,19.98%,14.00%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,20.46,14.58,472500000.00,A-EQ,47250000
