Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,1130.70,-,3.90,-2.50,3.90,9.1200,"2,334,804",57.0748,-44.4444,3.7650,3.3560,2.9160,3.9687,3.9222,3.7082,0.2140,0.2128,4.3747,3.1553,376.1100,5388081.6744,4.0311,4.0115,3.9033,1.2864,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,4.00,-0.10,409,9.1200,75.00%,28.78%,46.22%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,506.00,-,25.30,-3.07,25.30,25.4850,"992,390",59.4057,-36.1111,24.3450,22.4900,20.0390,24.8501,24.6784,23.9953,0.6831,0.6276,25.9535,22.7365,1061.1300,-375501.2002,24.9911,24.7564,24.4667,0.9696,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,26.10,-0.80,666,25.4850,98.00%,31.36%,66.63%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,10.79,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1961.88,8.50,21.10,0.96,21.10,5.2820,"247,883",56.0132,-40.0000,20.9750,19.8460,17.9190,21.0087,20.9812,20.6786,0.3026,0.3848,21.6735,20.2765,101.3700,-404435.2866,21.0400,21.0154,20.9581,1.3643,0.0000,0.0000,0.0000,4.74,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,20.90,0.20,341,5.2820,66.96%,21.95%,45.01%,33.04%,0.00%,0.00%,-,10.00,2.46,37.01,29 Oct 2024,31 Dec 2024,8.50,20.36,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1494.74,-,23.10,5.00,23.10,9.5490,"410,111",85.5475,-13.8889,19.0450,16.7920,13.2025,21.0779,20.5825,19.0063,1.5762,1.2300,23.0626,15.0274,115.8200,332883.9986,21.5600,21.1013,20.0352,1.5134,0.0000,0.0000,0.0000,0.43,1.988,-,1.236,-,-,-,0.200,-,-,-,-,22.00,1.10,606,9.5490,69.99%,32.06%,37.93%,30.01%,0.00%,0.00%,-,-,0.00,0.00,-,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,932.45,-,3.90,-4.88,3.90,17.5760,"4,406,237",52.3210,-62.5000,3.9200,3.5140,3.0540,4.0473,4.0139,3.8356,0.1784,0.1890,4.3724,3.4676,783.6600,-544614.0323,4.0911,4.0769,4.0110,1.2395,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,4.10,-0.20,413,17.5760,84.49%,13.20%,71.29%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,4388.90,-,4.90,0.00,4.90,2.3660,"481,642",47.4502,-100.0000,4.9550,4.8100,5.0130,4.9456,4.9509,4.9338,0.0171,0.0365,5.1201,4.7899,20.3700,-1021011.4036,4.9444,4.9615,4.9667,1.7434,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,4.90,0.00,151,2.3660,80.48%,35.25%,44.69%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2379.67,113.81,23.60,-1.26,23.60,2.8820,"121,600",49.8124,-59.2593,23.6600,23.6320,19.5015,23.7972,23.7729,23.6312,0.1416,0.1548,24.5922,22.7278,27.3400,-78446.4312,23.9089,23.8192,23.7086,1.1997,0.0000,0.0000,0.0000,4.24,2.961,-,1.970,-,-,-,-,-,-,-,-,23.90,-0.30,145,2.8820,50.42%,11.65%,38.67%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,113.81,256.07,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,17566.37,-,200.00,-1.09,200.00,6.5870,"32,880",47.9618,-81.6514,202.8100,197.3860,195.4485,201.9886,201.9923,201.0568,0.9355,1.3838,207.6809,197.9391,28.0700,-39829.0511,202.0889,201.8141,202.2381,1.1383,0.0000,0.0000,0.0000,1.25,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,202.20,-2.20,298,6.5870,52.73%,34.59%,18.14%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,8079.75,21.69,171.00,0.41,171.00,33.5140,"194,971",54.4289,-78.4483,172.1750,156.5140,140.7765,172.9046,172.4340,167.6274,4.8065,6.0348,189.2450,155.1050,318.4100,-323717.7833,173.2311,173.0615,173.6971,1.2783,0.0000,0.0000,0.0000,1.46,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,170.30,0.70,"1,244",33.5140,33.98%,24.23%,9.75%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,21.69,15.46,472500000.00,A-EQ,47250000
