Symbol,Company,Sector,Category,Market Cap (mn),PE,LTP,%,Close,Value(Turnover) (mn),Volume(Qty),RSI[14],Willams %R[14],SMA[20],SMA[50],SMA[200],EMA[9],EMA[12],EMA[26],"MACD[12,26]",MACD Signal[9],"BB Upper[20,2]","BB Lower[20,2]",TV[22],"CO[3,10]",WMA[9],WMA[12],WMA[20],Beta[5],VWMA[20],VWMA[50],VWMA[200],Dividend Yield,Current Ratio,Quick Ratio,Debt To Equity,EBITDA Margin,Operating Profit Margin,Net Profit Margin,Gross Profit Margin,Return on Assets (ROA),Return on Equity (ROE),Return on Earnings Assets (ROEA),Return on Investment (ROI),YCP,Change,Trade,Value (Turnover)(mn),Free Float,Institute Share %,Public Share %,Sponsor Director Share %,Govt. Share %,Foreign Share %,Stock Dividend,Cash Dividend,EPS,NAV(Year End),Last Dividend Date,Last AGM Date,Audited PE,Forward PE,PaidUp Capital,Quote Bases,Total Shares
1JANATAMF,First Janata Bank Mutual Fund,Mutual Funds,A,1043.72,-,3.60,5.88,3.60,6.0770,"1,731,498",51.5487,-25.0000,3.5450,3.6060,2.9985,3.4914,3.5079,3.5659,-0.0579,-0.0488,3.7919,3.2981,118.8000,-530963.0577,3.4756,3.4782,3.5014,1.3070,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.40,0.20,238,6.0770,75.00%,30.20%,44.80%,25.00%,0.00%,0.00%,-,-,-2.24,7.54,15 Sep 2024,-,-,-,2899233490.00,A-MF,289923349
1STPRIMFMF,Prime Finance First Mutual Fund,Mutual Funds,A,442.00,-,22.10,1.84,22.10,9.1590,"411,765",46.0559,-54.5455,22.3650,23.5600,20.2900,21.8164,21.9245,22.4779,-0.5534,-0.5764,25.0774,19.6526,604.8500,-296190.9046,21.7533,21.6628,21.8362,0.9809,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,21.70,0.40,465,9.1590,98.00%,23.98%,74.01%,2.00%,0.00%,0.01%,-,-,-0.53,8.60,01 Feb 2026,-,-,8.97,200000000.00,A-MF,20000000
AAMRANET,Aamra Networks Limited.,IT Sector,Z,1692.23,7.28,18.20,1.68,18.20,3.4880,"191,639",37.8784,-77.7778,19.6800,20.4500,17.9090,18.5461,18.8115,19.5315,-0.7201,-0.4761,22.2368,17.1232,96.2000,-474088.2611,18.2422,18.4962,19.1010,1.3794,0.0000,0.0000,0.0000,0.05,2.957,-,2.304,0.204,0.214,0.188,0.399,0.055,0.067,-,-,17.90,0.30,291,3.4880,66.96%,21.95%,45.01%,33.04%,0.00%,0.00%,-,0.10,0.13,36.14,06 Sep 2026,-,7.28,-,929799120.00,Z-EQ,92979912
AAMRATECH,Aamra Technologies Limited,IT Sector,Z,1100.03,-,17.00,-1.73,17.00,0.8570,"50,103",40.8033,-80.9524,18.5650,18.8680,13.9780,17.4333,17.6492,18.3235,-0.6743,-0.5173,22.8152,14.3148,109.3500,-162078.0789,17.2889,17.2372,17.6462,1.5577,0.0000,0.0000,0.0000,0.59,1.988,-,1.236,-,-,-,0.200,-,-,-,-,17.30,-0.30,95,0.8570,69.99%,32.06%,37.93%,30.01%,0.00%,0.00%,-,-,0.00,0.00,-,-,-,-,647074420.00,Z-EQ,64707442
ABB1STMF,AB BANK 1ST MUTUAL FUND,Mutual Funds,A,884.63,-,3.70,2.78,3.70,6.3330,"1,729,013",51.8829,-40.0000,3.6250,3.7260,3.1360,3.5927,3.6020,3.6554,-0.0534,-0.0581,3.9143,3.3357,201.3900,-1214289.1669,3.5867,3.5744,3.5833,1.2703,0.0000,0.0000,0.0000,-,-,-,-,-,-,-,-,-,-,-,-,3.60,0.10,230,6.3330,84.49%,16.43%,68.06%,15.51%,0.00%,0.00%,-,-,-1.37,8.69,25 Sep 2024,-,-,-,2390903960.00,A-MF,239090396
ABBANK,AB Bank PLC,Bank,Z,4030.63,-,4.50,0.00,4.50,1.1790,"266,746",32.5075,-80.0000,4.6700,4.8340,4.9485,4.5550,4.5838,4.6865,-0.1027,-0.0877,4.9461,4.3939,11.2400,-169770.8298,4.5289,4.5462,4.6005,1.7253,0.0000,0.0000,0.0000,-,-,-,-,-,1.242,1.343,-,-,1.199,-,-,4.50,0.00,194,1.1790,80.48%,35.25%,44.69%,18.95%,0.57%,0.54%,-,-,-43.42,-36.24,03 May 2026,18 Jun 2026,-,-,8956947490.00,Z-EQ,895694749
ABBLPBOND,AB Bank Perpetual Bond,Corporate Bond,A,6053.59,-,0.00,0.00,1060.00,0.0000,0,63.0051,-25.0000,1068.0000,1047.2000,0.0000,1048.3281,1041.8432,1008.2701,33.5732,35.1310,1136.8491,999.1509,11.5000,4204.2088,1067.1111,1069.8718,1070.6190,0.0020,0.0000,0.0000,0.0000,0.09,-,-,-,-,-,-,-,-,-,-,-,1060.00,0.00,0,0.0000,100.00%,94.73%,5.27%,0.00%,0.00%,0.00%,-,10.00,0.00,0.00,10 Dec 2025,-,-,-,57109360.00,A-CB,5710936
ACFL,Aman Cotton Fibrous PLC,Textile,A,2228.42,106.19,22.50,-0.90,22.10,1.1980,"53,031",41.0327,-48.7179,22.8500,23.3720,20.0355,22.5170,22.6400,22.9481,-0.3080,-0.1827,24.1470,21.5530,23.1300,-117623.6534,22.4089,22.6013,22.7648,1.2116,0.0000,0.0000,0.0000,4.52,2.961,-,1.970,-,-,-,-,-,-,-,-,22.30,-0.20,75,1.1980,50.42%,11.65%,38.67%,49.58%,0.00%,0.10%,-,10.00,0.21,33.63,27 Oct 2025,29 Dec 2025,106.19,238.93,1008333330.00,A-EQ,100833333
ACI,ACI Limited,Pharmaceuticals & Chemicals,A,16398.21,-,186.70,0.27,186.70,0.5920,"3,165",30.5339,-83.1933,191.4150,197.8160,197.5850,188.6832,189.4210,192.3820,-2.9610,-2.7341,198.8705,183.9595,5.7000,-10042.1516,188.2044,188.5000,189.6210,1.1391,0.0000,0.0000,0.0000,1.34,0.676,0.568,0.384,-,0.074,-,0.249,-,-,-,-,186.20,0.50,105,0.5920,52.73%,34.34%,18.39%,47.27%,0.00%,0.00%,-,25.00,-7.40,91.64,29 Oct 2025,28 Dec 2025,-,-,878318430.00,A-EQ,87831843
ACIFORMULA,ACI Formulations PLC,Pharmaceuticals & Chemicals,A,7238.70,19.45,153.20,0.33,153.20,20.8010,"133,911",41.0544,-66.5306,160.2400,164.8620,143.9325,153.8964,155.2608,159.6585,-4.3977,-3.4710,177.3372,143.1428,145.5000,-69245.9796,152.4667,153.0692,155.9748,1.2824,0.0000,0.0000,0.0000,1.63,1.236,-,0.925,-,0.142,0.072,0.323,0.043,0.104,-,-,152.70,0.50,866,20.8010,33.98%,21.87%,12.11%,66.02%,0.00%,0.00%,-,25.00,7.85,75.51,29 Oct 2025,28 Dec 2025,19.45,13.87,472500000.00,A-EQ,47250000
